
These predictions were generated by MoorDyn (v2.a272022-07-20) on 06-Dec-2022 at 13:08:30.

 
 
 
      Time          CON1FX          CON1FY          CON1FZ          CON2FX          CON2FY          CON2FZ         L1N20PX         L1N20PY         L1N20PZ          L1N9PX         L1N10PY         L1N10PZ          L1N10T          L1N1PX          L1N1PY          L1N1PZ           L1N1T
       (s)             (N)             (N)             (N)             (N)             (N)             (N)             (m)             (m)             (m)             (m)             (m)             (m)             (N)             (m)             (m)             (m)             (N)
   48.4000   2.3805784E+06   0.0000000E+00  -3.0160533E+06  -2.3808911E+06   0.0000000E+00  -1.0998313E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085344E+02   0.0000000E+00  -5.4426767E+02   2.5172204E+06   1.5098257E+03   0.0000000E+00  -6.0000377E+02   2.3808904E+06
   48.6000   2.3796620E+06   0.0000000E+00  -3.0152095E+06  -2.3796158E+06   0.0000000E+00  -1.0998308E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085550E+02   0.0000000E+00  -5.4426344E+02   2.5160720E+06   1.5098258E+03   0.0000000E+00  -6.0000377E+02   2.3796167E+06
   48.8000   2.3787782E+06   0.0000000E+00  -3.0143872E+06  -2.3783898E+06   0.0000000E+00  -1.0998302E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085710E+02   0.0000000E+00  -5.4425942E+02   2.5149626E+06   1.5098259E+03   0.0000000E+00  -6.0000377E+02   2.3783922E+06
   49.0000   2.3779695E+06   0.0000000E+00  -3.0136296E+06  -2.3772745E+06   0.0000000E+00  -1.0998298E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085816E+02   0.0000000E+00  -5.4425585E+02   2.5139489E+06   1.5098260E+03   0.0000000E+00  -6.0000377E+02   2.3772783E+06
   49.2000   2.3772743E+06   0.0000000E+00  -3.0129790E+06  -2.3763269E+06   0.0000000E+00  -1.0998294E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085865E+02   0.0000000E+00  -5.4425295E+02   2.5130839E+06   1.5098261E+03   0.0000000E+00  -6.0000377E+02   2.3763320E+06
   49.4000   2.3767260E+06   0.0000000E+00  -3.0124745E+06  -2.3755981E+06   0.0000000E+00  -1.0998291E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085856E+02   0.0000000E+00  -5.4425098E+02   2.5124139E+06   1.5098261E+03   0.0000000E+00  -6.0000377E+02   2.3756043E+06
   49.6000   2.3763505E+06   0.0000000E+00  -3.0121492E+06  -2.3751284E+06   0.0000000E+00  -1.0998289E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085793E+02   0.0000000E+00  -5.4425012E+02   2.5119743E+06   1.5098262E+03   0.0000000E+00  -6.0000377E+02   2.3751352E+06
   49.8000   2.3761638E+06   0.0000000E+00  -3.0120258E+06  -2.3749430E+06   0.0000000E+00  -1.0998288E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085682E+02   0.0000000E+00  -5.4425053E+02   2.5117889E+06   1.5098262E+03   0.0000000E+00  -6.0000377E+02   2.3749501E+06
   50.0000   2.3761701E+06   0.0000000E+00  -3.0121137E+06  -2.3750504E+06   0.0000000E+00  -1.0998289E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085533E+02   0.0000000E+00  -5.4425231E+02   2.5118676E+06   1.5098262E+03   0.0000000E+00  -6.0000377E+02   2.3750574E+06
   50.2000   2.3763628E+06   0.0000000E+00  -3.0124088E+06  -2.3754426E+06   0.0000000E+00  -1.0998290E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085355E+02   0.0000000E+00  -5.4425545E+02   2.5122041E+06   1.5098262E+03   0.0000000E+00  -6.0000377E+02   2.3754491E+06
   50.4000   2.3767248E+06   0.0000000E+00  -3.0128940E+06  -2.3760949E+06   0.0000000E+00  -1.0998293E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085160E+02   0.0000000E+00  -5.4425987E+02   2.5127756E+06   1.5098261E+03   0.0000000E+00  -6.0000377E+02   2.3761005E+06
   50.6000   2.3772292E+06   0.0000000E+00  -3.0135393E+06  -2.3769657E+06   0.0000000E+00  -1.0998297E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084961E+02   0.0000000E+00  -5.4426535E+02   2.5135441E+06   1.5098261E+03   0.0000000E+00  -6.0000377E+02   2.3769700E+06
   50.8000   2.3778412E+06   0.0000000E+00  -3.0143041E+06  -2.3779976E+06   0.0000000E+00  -1.0998301E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084769E+02   0.0000000E+00  -5.4427161E+02   2.5144591E+06   1.5098260E+03   0.0000000E+00  -6.0000377E+02   2.3780002E+06
   51.0000   2.3785198E+06   0.0000000E+00  -3.0151391E+06  -2.3791206E+06   0.0000000E+00  -1.0998306E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084593E+02   0.0000000E+00  -5.4427828E+02   2.5154596E+06   1.5098259E+03   0.0000000E+00  -6.0000377E+02   2.3791214E+06
   51.2000   2.3792199E+06   0.0000000E+00  -3.0159900E+06  -2.3802574E+06   0.0000000E+00  -1.0998310E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084443E+02   0.0000000E+00  -5.4428492E+02   2.5164777E+06   1.5098258E+03   0.0000000E+00  -6.0000377E+02   2.3802562E+06
   51.4000   2.3798948E+06   0.0000000E+00  -3.0167997E+06  -2.3813277E+06   0.0000000E+00  -1.0998315E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084326E+02   0.0000000E+00  -5.4429111E+02   2.5174427E+06   1.5098257E+03   0.0000000E+00  -6.0000377E+02   2.3813246E+06
   51.6000   2.3804977E+06   0.0000000E+00  -3.0175121E+06  -2.3822543E+06   0.0000000E+00  -1.0998319E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084247E+02   0.0000000E+00  -5.4429640E+02   2.5182859E+06   1.5098257E+03   0.0000000E+00  -6.0000377E+02   2.3822495E+06
   51.8000   2.3809851E+06   0.0000000E+00  -3.0180753E+06  -2.3829680E+06   0.0000000E+00  -1.0998322E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084209E+02   0.0000000E+00  -5.4430041E+02   2.5189448E+06   1.5098256E+03   0.0000000E+00  -6.0000377E+02   2.3829616E+06
   52.0000   2.3813192E+06   0.0000000E+00  -3.0184457E+06  -2.3834118E+06   0.0000000E+00  -1.0998323E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084215E+02   0.0000000E+00  -5.4430283E+02   2.5193672E+06   1.5098256E+03   0.0000000E+00  -6.0000377E+02   2.3834044E+06
   52.2000   2.3814707E+06   0.0000000E+00  -3.0185908E+06  -2.3835452E+06   0.0000000E+00  -1.0998324E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084262E+02   0.0000000E+00  -5.4430345E+02   2.5195147E+06   1.5098256E+03   0.0000000E+00  -6.0000377E+02   2.3835372E+06
   52.4000   2.3814209E+06   0.0000000E+00  -3.0184920E+06  -2.3833458E+06   0.0000000E+00  -1.0998323E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084351E+02   0.0000000E+00  -5.4430216E+02   2.5193659E+06   1.5098256E+03   0.0000000E+00  -6.0000377E+02   2.3833376E+06
   52.6000   2.3811636E+06   0.0000000E+00  -3.0181462E+06  -2.3828114E+06   0.0000000E+00  -1.0998321E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084476E+02   0.0000000E+00  -5.4429903E+02   2.5189183E+06   1.5098256E+03   0.0000000E+00  -6.0000377E+02   2.3828035E+06
   52.8000   2.3807061E+06   0.0000000E+00  -3.0175669E+06  -2.3819610E+06   0.0000000E+00  -1.0998317E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084634E+02   0.0000000E+00  -5.4429421E+02   2.5181880E+06   1.5098257E+03   0.0000000E+00  -6.0000377E+02   2.3819540E+06
   53.0000   2.3800695E+06   0.0000000E+00  -3.0167843E+06  -2.3808344E+06   0.0000000E+00  -1.0998313E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084817E+02   0.0000000E+00  -5.4428799E+02   2.5172093E+06   1.5098257E+03   0.0000000E+00  -6.0000377E+02   2.3808287E+06
   53.2000   2.3792875E+06   0.0000000E+00  -3.0158424E+06  -2.3794896E+06   0.0000000E+00  -1.0998307E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085019E+02   0.0000000E+00  -5.4428077E+02   2.5160333E+06   1.5098258E+03   0.0000000E+00  -6.0000377E+02   2.3794856E+06
   53.4000   2.3784033E+06   0.0000000E+00  -3.0147955E+06  -2.3779995E+06   0.0000000E+00  -1.0998301E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085230E+02   0.0000000E+00  -5.4427300E+02   2.5147242E+06   1.5098259E+03   0.0000000E+00  -6.0000377E+02   2.3779976E+06
   53.6000   2.3774662E+06   0.0000000E+00  -3.0137038E+06  -2.3764480E+06   0.0000000E+00  -1.0998294E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085443E+02   0.0000000E+00  -5.4426515E+02   2.5133554E+06   1.5098261E+03   0.0000000E+00  -6.0000377E+02   2.3764482E+06
   53.8000   2.3765287E+06   0.0000000E+00  -3.0126289E+06  -2.3749241E+06   0.0000000E+00  -1.0998288E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085646E+02   0.0000000E+00  -5.4425769E+02   2.5120045E+06   1.5098262E+03   0.0000000E+00  -6.0000377E+02   2.3749264E+06
   54.0000   2.3756430E+06   0.0000000E+00  -3.0116305E+06  -2.3735159E+06   0.0000000E+00  -1.0998282E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085832E+02   0.0000000E+00  -5.4425107E+02   2.5107489E+06   1.5098263E+03   0.0000000E+00  -6.0000377E+02   2.3735203E+06
   54.2000   2.3748591E+06   0.0000000E+00  -3.0107640E+06  -2.3723052E+06   0.0000000E+00  -1.0998277E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085990E+02   0.0000000E+00  -5.4424567E+02   2.5096604E+06   1.5098264E+03   0.0000000E+00  -6.0000377E+02   2.3723114E+06
   54.4000   2.3742229E+06   0.0000000E+00  -3.0100784E+06  -2.3713615E+06   0.0000000E+00  -1.0998273E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086114E+02   0.0000000E+00  -5.4424177E+02   2.5088013E+06   1.5098264E+03   0.0000000E+00  -6.0000377E+02   2.3713691E+06
   54.6000   2.3737728E+06   0.0000000E+00  -3.0096127E+06  -2.3707376E+06   0.0000000E+00  -1.0998271E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086197E+02   0.0000000E+00  -5.4423960E+02   2.5082207E+06   1.5098265E+03   0.0000000E+00  -6.0000377E+02   2.3707461E+06
   54.8000   2.3735379E+06   0.0000000E+00  -3.0093944E+06  -2.3704676E+06   0.0000000E+00  -1.0998269E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086234E+02   0.0000000E+00  -5.4423926E+02   2.5079525E+06   1.5098265E+03   0.0000000E+00  -6.0000377E+02   2.3704765E+06
   55.0000   2.3735354E+06   0.0000000E+00  -3.0094368E+06  -2.3705661E+06   0.0000000E+00  -1.0998270E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086223E+02   0.0000000E+00  -5.4424078E+02   2.5080126E+06   1.5098265E+03   0.0000000E+00  -6.0000377E+02   2.3705750E+06
   55.2000   2.3737699E+06   0.0000000E+00  -3.0097383E+06  -2.3710290E+06   0.0000000E+00  -1.0998272E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086163E+02   0.0000000E+00  -5.4424406E+02   2.5083987E+06   1.5098265E+03   0.0000000E+00  -6.0000377E+02   2.3710375E+06
   55.4000   2.3742321E+06   0.0000000E+00  -3.0102814E+06  -2.3718339E+06   0.0000000E+00  -1.0998275E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9086055E+02   0.0000000E+00  -5.4424893E+02   2.5090915E+06   1.5098264E+03   0.0000000E+00  -6.0000377E+02   2.3718415E+06
   55.6000   2.3749001E+06   0.0000000E+00  -3.0110347E+06  -2.3729412E+06   0.0000000E+00  -1.0998280E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085903E+02   0.0000000E+00  -5.4425516E+02   2.5100562E+06   1.5098264E+03   0.0000000E+00  -6.0000377E+02   2.3729476E+06
   55.8000   2.3757418E+06   0.0000000E+00  -3.0119561E+06  -2.3742977E+06   0.0000000E+00  -1.0998285E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085711E+02   0.0000000E+00  -5.4426245E+02   2.5112443E+06   1.5098263E+03   0.0000000E+00  -6.0000377E+02   2.3743025E+06
   56.0000   2.3767175E+06   0.0000000E+00  -3.0129957E+06  -2.3758389E+06   0.0000000E+00  -1.0998292E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085489E+02   0.0000000E+00  -5.4427048E+02   2.5125966E+06   1.5098261E+03   0.0000000E+00  -6.0000377E+02   2.3758420E+06
   56.2000   2.3777828E+06   0.0000000E+00  -3.0141000E+06  -2.3774919E+06   0.0000000E+00  -1.0998299E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9085243E+02   0.0000000E+00  -5.4427890E+02   2.5140476E+06   1.5098260E+03   0.0000000E+00  -6.0000377E+02   2.3774932E+06
   56.4000   2.3788912E+06   0.0000000E+00  -3.0152150E+06  -2.3791794E+06   0.0000000E+00  -1.0998306E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084983E+02   0.0000000E+00  -5.4428739E+02   2.5155296E+06   1.5098259E+03   0.0000000E+00  -6.0000377E+02   2.3791787E+06
   56.6000   2.3799964E+06   0.0000000E+00  -3.0162885E+06  -2.3808247E+06   0.0000000E+00  -1.0998313E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084721E+02   0.0000000E+00  -5.4429563E+02   2.5169762E+06   1.5098258E+03   0.0000000E+00  -6.0000377E+02   2.3808223E+06
   56.8000   2.3810546E+06   0.0000000E+00  -3.0172736E+06  -2.3823573E+06   0.0000000E+00  -1.0998319E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084466E+02   0.0000000E+00  -5.4430333E+02   2.5183254E+06   1.5098257E+03   0.0000000E+00  -6.0000377E+02   2.3823533E+06
   57.0000   2.3820259E+06   0.0000000E+00  -3.0181298E+06  -2.3837156E+06   0.0000000E+00  -1.0998325E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084228E+02   0.0000000E+00  -5.4431025E+02   2.5195227E+06   1.5098256E+03   0.0000000E+00  -6.0000377E+02   2.3837104E+06
   57.2000   2.3828754E+06   0.0000000E+00  -3.0188245E+06  -2.3848501E+06   0.0000000E+00  -1.0998329E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084016E+02   0.0000000E+00  -5.4431615E+02   2.5205238E+06   1.5098255E+03   0.0000000E+00  -6.0000377E+02   2.3848439E+06
   57.4000   2.3835747E+06   0.0000000E+00  -3.0193347E+06  -2.3857241E+06   0.0000000E+00  -1.0998333E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083838E+02   0.0000000E+00  -5.4432087E+02   2.5212957E+06   1.5098254E+03   0.0000000E+00  -6.0000377E+02   2.3857173E+06
   57.6000   2.3841027E+06   0.0000000E+00  -3.0196472E+06  -2.3863152E+06   0.0000000E+00  -1.0998336E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083699E+02   0.0000000E+00  -5.4432427E+02   2.5218177E+06   1.5098254E+03   0.0000000E+00  -6.0000377E+02   2.3863081E+06
   57.8000   2.3844459E+06   0.0000000E+00  -3.0197597E+06  -2.3866141E+06   0.0000000E+00  -1.0998337E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083606E+02   0.0000000E+00  -5.4432623E+02   2.5220812E+06   1.5098253E+03   0.0000000E+00  -6.0000377E+02   2.3866070E+06
   58.0000   2.3845988E+06   0.0000000E+00  -3.0196798E+06  -2.3866240E+06   0.0000000E+00  -1.0998337E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083559E+02   0.0000000E+00  -5.4432669E+02   2.5220896E+06   1.5098253E+03   0.0000000E+00  -6.0000377E+02   2.3866172E+06
   58.2000   2.3845632E+06   0.0000000E+00  -3.0194237E+06  -2.3863595E+06   0.0000000E+00  -1.0998336E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083561E+02   0.0000000E+00  -5.4432563E+02   2.5218578E+06   1.5098253E+03   0.0000000E+00  -6.0000377E+02   2.3863532E+06
   58.4000   2.3843477E+06   0.0000000E+00  -3.0190153E+06  -2.3858455E+06   0.0000000E+00  -1.0998334E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083611E+02   0.0000000E+00  -5.4432305E+02   2.5214111E+06   1.5098254E+03   0.0000000E+00  -6.0000377E+02   2.3858401E+06
   58.6000   2.3839678E+06   0.0000000E+00  -3.0184848E+06  -2.3851175E+06   0.0000000E+00  -1.0998331E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083707E+02   0.0000000E+00  -5.4431902E+02   2.5207819E+06   1.5098254E+03   0.0000000E+00  -6.0000377E+02   2.3851131E+06
   58.8000   2.3834441E+06   0.0000000E+00  -3.0178663E+06  -2.3842190E+06   0.0000000E+00  -1.0998327E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9083845E+02   0.0000000E+00  -5.4431365E+02   2.5200071E+06   1.5098255E+03   0.0000000E+00  -6.0000377E+02   2.3842157E+06
   59.0000   2.3828003E+06   0.0000000E+00  -3.0171938E+06  -2.3831971E+06   0.0000000E+00  -1.0998323E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084021E+02   0.0000000E+00  -5.4430709E+02   2.5191267E+06   1.5098256E+03   0.0000000E+00  -6.0000377E+02   2.3831950E+06
   59.2000   2.3820619E+06   0.0000000E+00  -3.0164991E+06  -2.3820994E+06   0.0000000E+00  -1.0998318E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084227E+02   0.0000000E+00  -5.4429952E+02   2.5181825E+06   1.5098256E+03   0.0000000E+00  -6.0000377E+02   2.3820985E+06
   59.4000   2.3812562E+06   0.0000000E+00  -3.0158108E+06  -2.3809727E+06   0.0000000E+00  -1.0998313E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084457E+02   0.0000000E+00  -5.4429119E+02   2.5172139E+06   1.5098257E+03   0.0000000E+00  -6.0000377E+02   2.3809729E+06
   59.6000   2.3804116E+06   0.0000000E+00  -3.0151540E+06  -2.3798604E+06   0.0000000E+00  -1.0998309E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084702E+02   0.0000000E+00  -5.4428234E+02   2.5162569E+06   1.5098258E+03   0.0000000E+00  -6.0000377E+02   2.3798615E+06
   59.8000   2.3795569E+06   0.0000000E+00  -3.0145489E+06  -2.3788000E+06   0.0000000E+00  -1.0998304E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9084955E+02   0.0000000E+00  -5.4427327E+02   2.5153423E+06   1.5098259E+03   0.0000000E+00  -6.0000377E+02   2.3788018E+06
