
Predictions were generated on 22-May-2026 at 16:29:15 using HydroDyn Driver, compiled on May 22 2026 at 16:27:45 as a 64-bit application using double precision at commit v5.0.0-133-g50658afd
 linked with  NWTC Subroutine Library

Description from the driver input file: Nonlinear Froude-Krylov and hydrostatic load example

Time	Wave1Elev	HydroFxi	HydroFyi	HydroFzi	HydroMxi	HydroMyi	HydroMzi	B1NFKFxi	B1NFKFyi	B1NFKFzi	B1NFKMxi	B1NFKMyi	B1NFKMzi
   62.2000	   1.931272E-01	  -2.410807E+05	   2.286159E+00	   8.263282E+06	   2.954514E+00	  -9.618771E+05	  -2.051838E+01	  -2.172622E+05	   2.830120E+00	   8.207586E+06	   6.901367E+00	  -8.688354E+05	  -2.683608E+01
   62.3000	   1.592349E-01	  -2.128628E+05	   1.758808E+00	   8.272198E+06	  -5.239853E-01	  -8.755546E+05	  -2.308937E+01	  -1.956902E+05	   2.350715E+00	   8.165086E+06	   3.531842E+00	  -8.108858E+05	  -2.948119E+01
   62.4000	   1.255267E-01	  -1.797316E+05	   1.864987E+00	   8.288318E+06	   2.152042E+00	  -7.588909E+05	  -2.605980E+01	  -1.708092E+05	   2.507559E+00	   8.129359E+06	   6.309929E+00	  -7.304163E+05	  -3.261699E+01
   62.5000	   9.409652E-02	  -1.415393E+05	   2.200324E+00	   8.312032E+06	   3.597158E+00	  -6.093861E+05	  -3.151704E+01	  -1.424805E+05	   2.895672E+00	   8.101245E+06	   7.850539E+00	  -6.250872E+05	  -3.833200E+01
   62.6000	   6.652091E-02	  -9.824657E+04	   2.164211E+00	   8.343679E+06	   7.760464E+00	  -4.251547E+05	  -3.954902E+01	  -1.105935E+05	   2.913710E+00	   8.081583E+06	   1.210253E+01	  -4.927583E+05	  -4.671341E+01
   62.7000	   4.225667E-02	  -4.997050E+04	   5.973041E+00	   8.383248E+06	   6.169804E+00	  -2.083081E+05	  -7.292697E+01	  -7.510659E+04	   6.777198E+00	   8.070910E+06	   1.059284E+01	  -3.348316E+05	  -8.052966E+01
   62.8000	   2.129386E-02	   3.024424E+03	   4.528986E+00	   8.429773E+06	   2.166027E+00	   3.185655E+04	  -6.061975E+01	  -3.603426E+04	   5.387313E+00	   8.068870E+06	   6.660706E+00	  -1.594185E+05	  -6.874469E+01
   62.9000	   5.681966E-03	   6.024756E+04	   3.190248E+00	   8.481658E+06	   1.092218E+01	   2.830798E+05	  -5.126948E+01	   6.472776E+03	   4.101130E+00	   8.074536E+06	   1.547685E+01	   2.287852E+04	  -5.999358E+01
   63.0000	  -3.184977E-03	   1.209407E+05	   3.658186E+00	   8.537597E+06	   1.472086E+01	   5.357966E+05	  -4.122285E+01	   5.208030E+04	   4.618768E+00	   8.087338E+06	   1.932092E+01	   2.045939E+05	  -5.061381E+01
   63.1000	  -6.155599E-03	   1.840917E+05	   8.055056E-01	   8.596216E+06	  -3.097531E+01	   7.807731E+05	  -3.460456E+01	   1.002738E+05	   1.811580E+00	   8.106700E+06	  -2.634794E+01	   3.789794E+05	  -4.471880E+01
   63.2000	  -3.669922E-03	   2.484720E+05	  -4.545742E+00	   8.656089E+06	  -1.195119E+02	   1.009898E+06	  -8.436172E+00	   1.503801E+05	  -3.499821E+00	   8.132050E+06	  -1.148792E+02	   5.407167E+05	  -1.931686E+01
   63.3000	   5.787272E-03	   3.126288E+05	  -2.447067E+01	   8.715799E+06	  -4.155033E+02	   1.215933E+06	   7.843874E+01	   2.015403E+05	  -2.339206E+01	   8.162866E+06	  -4.108913E+02	   6.855646E+05	   6.676357E+01
   63.4000	   2.302108E-02	   3.749541E+05	   5.827394E+00	   8.773744E+06	   3.733006E+01	   1.391860E+06	  -2.480447E+01	   2.527559E+05	   6.929976E+00	   8.198474E+06	   4.189126E+01	   8.095861E+05	  -3.728547E+01
   63.5000	   4.657650E-02	   4.338500E+05	   1.284577E+00	   8.828388E+06	  -2.534124E+00	   1.533107E+06	  -1.981663E+01	   3.030270E+05	   2.400844E+00	   8.238264E+06	   1.942213E+00	   9.112380E+05	  -3.309671E+01
   63.6000	   7.539941E-02	   4.877502E+05	   1.704438E+00	   8.877990E+06	   1.304255E+01	   1.635352E+06	  -1.837675E+01	   3.513476E+05	   2.822548E+00	   8.281406E+06	   1.739649E+01	   9.890329E+05	  -3.243007E+01
   63.7000	   1.104108E-01	   5.350811E+05	   1.229770E+00	   8.920776E+06	   2.413132E+01	   1.695068E+06	  -1.162719E+01	   3.966382E+05	   2.336381E+00	   8.326976E+06	   2.832241E+01	   1.041938E+06	  -2.640813E+01
   63.8000	   1.518845E-01	   5.743880E+05	  -1.030172E+00	   8.954923E+06	   1.339899E+01	   1.709673E+06	   9.511047E-02	   4.378446E+05	   5.019769E-02	   8.373916E+06	   1.738466E+01	   1.069386E+06	  -1.534782E+01
   63.9000	   1.979175E-01	   6.045026E+05	  -3.497827E+00	   8.978644E+06	  -6.198225E+00	   1.678310E+06	   7.408380E+00	   4.740817E+05	  -2.459697E+00	   8.421082E+06	  -2.461840E+00	   1.071927E+06	  -8.611076E+00
   64.0000	   2.470849E-01	   6.244714E+05	  -5.054080E+00	   8.990379E+06	  -1.811726E+01	   1.601109E+06	   1.261482E+01	   5.045410E+05	  -4.075253E+00	   8.467392E+06	  -1.467430E+01	   1.050391E+06	  -3.876532E+00
   64.1000	   3.000132E-01	   6.334339E+05	  -5.293146E+00	   8.988832E+06	  -1.849138E+01	   1.479071E+06	   1.836880E+01	   5.283520E+05	  -4.391512E+00	   8.511835E+06	  -1.538524E+01	   1.005678E+06	   1.528272E+00
   64.2000	   3.567691E-01	   6.308054E+05	  -5.704767E+00	   8.972972E+06	  -2.594959E+01	   1.315537E+06	   2.522434E+01	   5.447567E+05	  -4.898757E+00	   8.553439E+06	  -2.322195E+01	   9.401899E+05	   8.173777E+00
   64.3000	   4.153241E-01	   6.164435E+05	  -6.059173E+00	   8.942243E+06	  -2.652984E+01	   1.116276E+06	   2.984790E+01	   5.532719E+05	  -5.367432E+00	   8.591452E+06	  -2.421968E+01	   8.578994E+05	   1.274091E+01
   64.4000	   4.741703E-01	   5.904637E+05	  -5.194912E+00	   8.896593E+06	  -1.732331E+01	   8.881322E+05	   2.680423E+01	   5.535099E+05	  -4.635937E+00	   8.625356E+06	  -1.546601E+01	   7.630207E+05	   9.806447E+00
   64.5000	   5.338653E-01	   5.530589E+05	  -3.476885E+00	   8.836273E+06	  -2.070607E+01	   6.393541E+05	   1.659004E+01	   5.450093E+05	  -3.068636E+00	   8.654653E+06	  -1.933270E+01	   6.604061E+05	  -1.236124E-01
   64.6000	   5.944199E-01	   5.047121E+05	  -1.225844E+00	   8.761895E+06	  -1.426765E+01	   3.795911E+05	   4.292217E+00	   5.274672E+05	  -9.853389E-01	   8.678919E+06	  -1.340431E+01	   5.556398E+05	  -1.195613E+01
   64.7000	   6.537365E-01	   4.463366E+05	   1.031634E+02	   8.674770E+06	   1.211488E+03	   1.186837E+05	  -1.156315E+02	   5.009050E+05	   1.032205E+02	   8.698155E+06	   1.211821E+03	   4.539637E+05	  -1.312303E+02
   64.8000	   7.101892E-01	   3.789925E+05	   8.742043E-01	   8.575747E+06	   1.986530E+01	  -1.347325E+05	  -1.907286E+00	   4.654156E+05	   7.339752E-01	   8.711647E+06	   1.965219E+01	   3.590449E+05	  -1.667238E+01
   64.9000	   7.641453E-01	   3.037172E+05	   5.694598E-01	   8.466596E+06	   2.468229E+01	  -3.709538E+05	   4.877892E+00	   4.210302E+05	   2.201196E-01	   8.719372E+06	   2.391428E+01	   2.754342E+05	  -8.872933E+00
   65.0000	   8.153656E-01	   2.217940E+05	   1.224457E+00	   8.348340E+06	   2.451889E+01	  -5.829768E+05	   3.482467E+00	   3.680258E+05	   6.566875E-01	   8.720372E+06	   2.319262E+01	   2.049973E+05	  -9.080114E+00
   65.1000	   8.614469E-01	   1.348948E+05	   3.860337E+00	   8.222268E+06	   2.348521E+01	  -7.679999E+05	  -1.611163E+01	   3.071066E+05	   3.067580E+00	   8.713820E+06	   2.160292E+01	   1.456200E+05	  -2.732158E+01
   65.2000	   9.003895E-01	   4.485625E+04	   7.318205E+00	   8.089196E+06	   2.184525E+01	  -9.281061E+05	  -4.298940E+01	   2.392213E+05	   6.296895E+00	   8.698324E+06	   1.941448E+01	   9.072642E+04	  -5.269462E+01
   65.3000	   9.321404E-01	  -4.633056E+04	   1.003649E+01	   7.948840E+06	   1.241353E+01	  -1.071167E+06	  -7.301546E+01	   1.655882E+05	   8.786221E+00	   8.671370E+06	   9.446683E+00	   2.856470E+04	  -8.107844E+01
   65.4000	   9.560339E-01	  -1.363570E+05	   1.198722E+01	   7.800257E+06	  -2.434750E+01	  -1.212059E+06	  -1.043120E+02	   8.789270E+04	   1.051083E+01	   8.629820E+06	  -2.783368E+01	  -5.883909E+04	  -1.106116E+02
   65.5000	   9.692814E-01	  -2.228660E+05	   1.178474E+01	   7.642686E+06	  -2.212778E+01	  -1.369497E+06	  -1.006062E+02	   8.045521E+03	   1.008833E+01	   8.570813E+06	  -2.611283E+01	  -1.923803E+05	  -1.050393E+02
   65.6000	   9.695611E-01	  -3.041675E+05	   7.921896E+00	   7.477141E+06	   3.516457E+01	  -1.544063E+06	  -5.107478E+01	  -7.251127E+04	   6.014775E+00	   8.493418E+06	   3.070417E+01	  -3.737911E+05	  -5.355684E+01
   65.7000	   9.566013E-01	  -3.791311E+05	   2.863995E+00	   7.304936E+06	   2.271886E+01	  -1.727316E+06	  -2.334494E+01	  -1.526835E+05	   7.585308E-01	   8.397220E+06	   1.780903E+01	  -5.946941E+05	  -2.381045E+01
   65.8000	   9.296898E-01	  -4.468255E+05	   4.158960E+00	   7.126787E+06	   2.686010E+01	  -1.916765E+06	  -2.238804E+01	  -2.313590E+05	   1.870374E+00	   8.281460E+06	   2.152841E+01	  -8.515429E+05	  -2.079033E+01
   65.9000	   8.862042E-01	  -5.066496E+05	   6.619015E+00	   6.943863E+06	  -3.608724E+00	  -2.111317E+06	  -2.546710E+01	  -3.075418E+05	   4.165106E+00	   8.146131E+06	  -9.333720E+00	  -1.141102E+06	  -2.177756E+01
   66.0000	   8.242248E-01	  -5.583538E+05	   1.139241E+01	   6.757840E+06	   8.603387E+00	  -2.305633E+06	  -3.306343E+01	  -3.803855E+05	   8.793221E+00	   7.992062E+06	   2.514009E+00	  -1.454860E+06	  -2.727031E+01
   66.1000	   7.441391E-01	  -6.019058E+05	   1.569371E+01	   6.571402E+06	  -7.998285E+00	  -2.484844E+06	  -5.728369E+01	  -4.490785E+05	   1.297117E+01	   7.821434E+06	  -1.442334E+01	  -1.773850E+06	  -4.939045E+01
   66.2000	   6.461805E-01	  -6.372555E+05	  -9.958553E+00	   6.387534E+06	   2.966936E+02	  -2.634530E+06	   6.982558E+01	  -5.126361E+05	  -1.278110E+01	   7.637078E+06	   2.899609E+02	  -2.078773E+06	   7.980221E+01
   66.3000	   5.289652E-01	  -6.643575E+05	   1.798557E+01	   6.207919E+06	   3.117129E+01	  -2.751119E+06	  -3.548530E+01	  -5.699565E+05	   1.508738E+01	   7.440873E+06	   2.415784E+01	  -2.360566E+06	  -2.345299E+01
   66.4000	   3.920665E-01	  -6.832674E+05	   1.241483E+01	   6.033480E+06	  -8.658466E+01	  -2.833238E+06	  -3.451495E+01	  -6.199557E+05	   9.465918E+00	   7.234268E+06	  -9.385314E+01	  -2.611953E+06	  -2.046334E+01
   66.5000	   2.375816E-01	  -6.939687E+05	   1.796877E+01	   5.864042E+06	  -1.776584E+02	  -2.879616E+06	  -4.693388E+01	  -6.614359E+05	   1.499413E+01	   7.017911E+06	  -1.851576E+02	  -2.825555E+06	  -3.090555E+01
   66.6000	   6.764111E-02	  -6.959757E+05	   2.591961E+02	   5.699762E+06	  -2.735891E+03	  -2.886728E+06	   1.604434E+03	  -6.927326E+05	   2.562203E+02	   6.793056E+06	  -2.743598E+03	  -2.991762E+06	   1.622392E+03
   66.7000	  -1.171203E-01	  -6.911518E+05	   6.304467E+01	   5.539316E+06	   4.903942E+02	  -2.861797E+06	  -2.268890E+03	  -7.145764E+05	   6.009164E+01	   6.559696E+06	   4.825012E+02	  -3.111950E+06	  -2.249049E+03
   66.8000	  -3.150798E-01	  -6.802149E+05	   1.487394E+01	   5.381976E+06	  -9.111607E+01	  -2.806905E+06	  -7.465556E+01	  -7.266417E+05	   1.196627E+01	   6.318596E+06	  -9.917422E+01	  -3.182807E+06	  -5.298073E+01
   66.9000	  -5.221507E-01	  -6.623649E+05	   5.575026E+00	   5.229546E+06	  -2.566192E+01	  -2.716567E+06	  -5.488375E+01	  -7.272119E+05	   2.733828E+00	   6.073181E+06	  -3.386477E+01	  -3.194108E+06	  -3.142105E+01
   67.0000	  -7.343465E-01	  -6.390102E+05	  -2.403298E+02	   5.081044E+06	   1.243621E+03	  -2.595232E+06	   7.364532E+02	  -7.169422E+05	  -2.430853E+02	   5.824160E+06	   1.235293E+03	  -3.146381E+06	   7.616604E+02
   67.1000	  -9.493918E-01	  -6.112368E+05	  -2.805282E+00	   4.935430E+06	   4.577954E+01	  -2.448156E+06	  -1.155725E+01	  -6.963560E+05	  -5.457782E+00	   5.572206E+06	   3.734852E+01	  -3.041930E+06	   1.535431E+01
   67.2000	  -1.164345E+00	  -5.801469E+05	  -2.174704E+00	   4.792995E+06	   4.698562E+01	  -2.277487E+06	  -2.961801E+01	  -6.662052E+05	  -4.709250E+00	   5.319302E+06	   3.847223E+01	  -2.881019E+06	  -1.038539E+00
   67.3000	  -1.374202E+00	  -5.467250E+05	   6.887466E-02	   4.653980E+06	   3.065647E+01	  -2.090818E+06	  -2.688584E+01	  -6.273492E+05	  -2.335026E+00	   5.067302E+06	   2.208320E+01	  -2.670500E+06	   3.328207E+00
   67.4000	  -1.574496E+00	  -5.120529E+05	   1.439123E+00	   4.519486E+06	   8.268927E+00	  -1.899599E+06	  -3.601679E+01	  -5.809755E+05	  -8.237594E-01	   4.818826E+06	  -3.403453E-01	  -2.422247E+06	  -4.199190E+00
   67.5000	  -1.762956E+00	  -4.773600E+05	  -3.346699E+00	   4.391066E+06	   2.267485E+01	  -1.719541E+06	  -5.178576E+01	  -5.286461E+05	  -5.460458E+00	   4.576802E+06	   1.405498E+01	  -2.153548E+06	  -1.839459E+01
   67.6000	  -1.937165E+00	  -4.436841E+05	   2.027677E+00	   4.269853E+06	   7.119524E+00	  -1.560860E+06	  -3.972784E+01	  -4.719463E+05	   6.899818E-02	   4.343586E+06	  -1.483992E+00	  -1.877289E+06	  -4.793620E+00
   67.7000	  -2.093162E+00	  -4.118356E+05	   5.558659E+00	   4.156816E+06	   2.242498E+00	  -1.427579E+06	  -2.423413E+01	  -4.124293E+05	   3.759040E+00	   4.121194E+06	  -6.316241E+00	  -1.601164E+06	   1.221022E+01
   67.8000	  -2.228002E+00	  -3.825735E+05	   5.445901E+00	   4.053059E+06	   4.065159E+00	  -1.322604E+06	  -2.205313E+01	  -3.517656E+05	   3.807562E+00	   3.911606E+06	  -4.419123E+00	  -1.332622E+06	   1.586403E+01
   67.9000	  -2.341361E+00	  -3.565412E+05	   1.703783E+03	   3.963635E+06	  -5.531441E+03	  -1.245805E+06	  -3.856314E+03	  -2.916470E+05	   1.702307E+03	   3.720569E+06	  -5.539821E+03	  -1.076792E+06	  -3.816968E+03
   68.0000	  -2.433134E+00	  -3.341273E+05	  -1.442115E+03	   3.879398E+06	   4.798341E+03	  -1.200897E+06	  -3.485546E+02	  -2.336104E+05	  -1.443430E+03	   3.539466E+06	   4.790098E+03	  -8.431823E+05	  -3.078316E+02
   68.1000	  -2.501953E+00	  -3.155403E+05	   2.332027E+02	   3.810158E+06	  -7.426080E+02	  -1.179523E+06	  -4.134812E+02	  -1.790729E+05	   2.320477E+02	   3.378480E+06	  -7.506831E+02	  -6.295742E+05	  -3.714438E+02
   68.2000	  -2.547627E+00	  -3.008020E+05	  -4.711256E+02	   3.750738E+06	   1.514712E+03	  -1.189825E+06	   4.850716E+02	  -1.292848E+05	  -4.721228E+02	   3.232664E+06	   1.506836E+03	  -4.503904E+05	   5.283489E+02
   68.3000	  -2.572618E+00	  -2.896087E+05	  -1.321110E+02	   3.704004E+06	   4.392969E+02	  -1.215917E+06	  -5.068336E+02	  -8.514971E+04	  -1.329532E+02	   3.104995E+06	   4.316507E+02	  -2.959623E+05	  -4.624041E+02
   68.4000	  -2.579544E+00	  -2.813956E+05	   2.400528E+01	   3.670914E+06	  -5.691773E+01	  -1.253509E+06	  -9.123732E+01	  -4.725045E+04	   2.331534E+01	   2.996436E+06	  -6.430429E+01	  -1.679642E+05	  -4.575777E+01
   68.5000	  -2.569575E+00	  -2.758451E+05	  -1.888957E+02	   3.651168E+06	   8.997889E+02	  -1.299092E+06	   2.340345E+02	  -1.632070E+04	  -1.894363E+02	   2.906614E+06	   8.926909E+02	  -6.841397E+04	   2.804473E+02
   68.6000	  -2.544744E+00	  -2.709834E+05	  -2.211749E+01	   3.642188E+06	   7.856908E+01	  -1.342363E+06	  -7.816246E+01	   8.690087E+03	  -2.251140E+01	   2.832811E+06	   7.178733E+01	   8.060809E+03	  -3.094866E+01
   68.7000	  -2.509322E+00	  -2.666892E+05	   7.099419E+00	   3.644972E+06	   4.985257E+00	  -1.377556E+06	  -5.079134E+01	   2.713473E+04	   6.849808E+00	   2.775836E+06	  -1.453772E+00	   6.303854E+04	  -2.923583E+00
   68.8000	  -2.467257E+00	  -2.616085E+05	   8.420486E+00	   3.657937E+06	  -1.029331E+01	  -1.398115E+06	  -5.878112E+01	   3.977470E+04	   8.313230E+00	   2.733880E+06	  -1.636435E+01	   9.973880E+04	  -1.042102E+01
   68.9000	  -2.420513E+00	  -2.547359E+05	   9.577101E+00	   3.680472E+06	  -2.166891E+01	  -1.398624E+06	  -6.185234E+01	   4.721413E+04	   9.610760E+00	   2.706083E+06	  -2.734781E+01	   1.211772E+05	  -1.317512E+01
   69.0000	  -2.371334E+00	  -2.451974E+05	   1.052928E+01	   3.712047E+06	  -3.076180E+01	  -1.374906E+06	  -6.389920E+01	   5.012507E+04	   1.070297E+01	   2.691647E+06	  -3.602542E+01	   1.301216E+05	  -1.509253E+01
   69.1000	  -2.323607E+00	  -2.321862E+05	   8.867599E+00	   3.751998E+06	  -3.111176E+01	  -1.323826E+06	  -7.039155E+01	   4.931405E+04	   9.181008E+00	   2.689630E+06	  -3.593785E+01	   1.293130E+05	  -2.165410E+01
   69.2000	  -2.280342E+00	  -2.151094E+05	   1.942114E+02	   3.800101E+06	  -5.740995E+02	  -1.244074E+06	   4.483193E+02	   4.557163E+04	   1.946648E+02	   2.699514E+06	  -5.784666E+02	   1.206735E+05	   4.967796E+02
   69.3000	  -2.242060E+00	  -1.936396E+05	  -1.576481E-01	   3.855949E+06	  -1.786478E+01	  -1.133927E+06	  -9.107787E+01	   3.961075E+04	   4.364987E-01	   2.720602E+06	  -2.175211E+01	   1.075167E+05	  -4.311021E+01
   69.4000	  -2.209119E+00	  -1.675959E+05	  -4.838126E+00	   3.920249E+06	  -9.516345E+00	  -9.954199E+05	  -9.505211E+01	   3.217099E+04	  -4.101957E+00	   2.753296E+06	  -1.290380E+01	   9.030991E+04	  -4.779795E+01
   69.5000	  -2.183164E+00	  -1.368874E+05	  -7.524229E+00	   3.992972E+06	  -3.058961E+00	  -8.295312E+05	  -8.985081E+01	   2.405508E+04	  -6.644392E+00	   2.797265E+06	  -5.927113E+00	   7.140730E+04	  -4.353448E+01
   69.6000	  -2.164734E+00	  -1.015538E+05	  -8.174291E+00	   4.074501E+06	   9.572181E-01	  -6.384584E+05	  -7.640084E+01	   1.606548E+04	  -7.148864E+00	   2.852588E+06	  -1.372939E+00	   5.267054E+04	  -3.124804E+01
   69.7000	  -2.151777E+00	  -6.173161E+04	  -6.858012E+00	   4.165650E+06	   4.704769E-01	  -4.249404E+05	  -5.702171E+01	   9.011271E+03	  -5.684932E+00	   2.919781E+06	  -1.303847E+00	   3.602288E+04	  -1.325743E+01
   69.8000	  -2.142076E+00	  -1.706895E+04	   7.382543E+01	   4.267852E+06	  -1.427815E+03	  -1.904841E+05	   1.528480E+03	   4.264719E+03	   7.514822E+01	   2.999992E+06	  -1.429016E+03	   2.508737E+04	   1.570633E+03
   69.9000	  -2.134828E+00	   3.153692E+04	   1.506160E+02	   4.381230E+06	  -1.063117E+03	   5.977688E+04	   7.027267E+02	   1.994245E+03	   1.520903E+02	   3.093083E+06	  -1.063731E+03	   2.018205E+04	   7.430513E+02
   70.0000	  -2.128377E+00	   8.313795E+04	  -2.048964E+00	   4.506086E+06	  -1.743056E+01	   3.219869E+05	  -3.946364E+01	   2.332264E+03	  -4.215748E-01	   3.199129E+06	  -1.744135E+01	   2.307318E+04	  -1.179406E+00
   70.1000	  -2.118834E+00	   1.394438E+05	  -8.168331E-01	   4.645738E+06	  -1.803797E+01	   5.983689E+05	  -4.016442E+01	   8.053810E+03	   9.645067E-01	   3.321267E+06	  -1.743364E+01	   4.162171E+04	  -4.124511E+00
   70.2000	  -2.102570E+00	   1.996762E+05	   2.516880E-02	   4.801061E+06	  -1.888345E+01	   8.861048E+05	  -3.892495E+01	   1.940255E+04	   1.960598E+00	   3.460258E+06	  -1.765334E+01	   7.851231E+04	  -5.324234E+00
   70.3000	  -2.077850E+00	   2.638020E+05	   1.194104E+00	   4.973514E+06	  -2.091346E+01	   1.184920E+06	  -3.431468E+01	   3.729742E+04	   3.282805E+00	   3.617524E+06	  -1.904912E+01	   1.386925E+05	  -3.337847E+00
   70.4000	  -2.042618E+00	   3.318218E+05	   2.494397E+00	   5.164638E+06	  -2.070253E+01	   1.495656E+06	  -2.611807E+01	   6.259771E+04	   4.734426E+00	   3.794660E+06	  -1.819806E+01	   2.278096E+05	   2.061286E+00
   70.5000	  -1.993129E+00	   4.038444E+05	   2.837371E+00	   5.376230E+06	  -1.713374E+01	   1.820583E+06	  -1.412699E+01	   9.615726E+04	   5.225519E+00	   3.993629E+06	  -1.398612E+01	   3.524038E+05	   1.109312E+01
   70.6000	  -1.926409E+00	   4.800262E+05	   2.607613E+00	   5.609930E+06	  -8.798103E+00	   2.163293E+06	  -1.928047E+00	   1.387474E+05	   5.139292E+00	   4.216354E+06	  -5.007602E+00	   5.196948E+05	   2.018344E+01
   70.7000	  -1.841841E+00	   5.604759E+05	   1.740816E+00	   5.866883E+06	   1.476644E+00	   2.528480E+06	  -1.987879E-02	   1.909501E+05	   4.409991E+00	   4.464385E+06	   5.906049E+00	   7.372793E+05	   1.884643E+01
   70.8000	  -1.738906E+00	   6.453192E+05	  -1.283401E+02	   6.148148E+06	   6.491884E+02	   2.922597E+06	   3.980967E+02	   2.532150E+05	  -1.255409E+02	   4.739318E+06	   6.542486E+02	   1.013728E+06	   4.135945E+02
   70.9000	  -1.615730E+00	   7.347096E+05	   2.005711E+00	   6.454310E+06	   6.681676E+00	   3.352073E+06	   1.438407E+00	   3.258668E+05	   4.925875E+00	   5.042395E+06	   1.235994E+01	   1.356765E+06	   1.345765E+01
   71.0000	  -1.471440E+00	   8.286502E+05	  -1.309784E+01	   6.786116E+06	   8.654757E+01	   3.825072E+06	  -3.970966E+00	   4.089295E+05	  -1.006705E+01	   5.375142E+06	   9.282619E+01	   1.775010E+06	   4.473554E+00
   71.1000	  -1.307643E+00	   9.261878E+05	  -5.876999E+00	   7.138760E+06	   1.922547E+01	   4.309495E+06	  -2.056674E+01	   5.013262E+05	  -2.747307E+00	   5.733632E+06	   2.608134E+01	   2.236000E+06	  -1.577913E+01
   71.2000	  -1.126069E+00	   1.025220E+06	  -1.193644E+02	   7.505402E+06	   1.106104E+03	   4.734142E+06	   2.702389E+03	   6.006959E+05	  -1.161488E+02	   6.111982E+06	   1.113508E+03	   2.667382E+06	   2.703452E+03
   71.3000	  -9.270338E-01	   1.123400E+06	   4.088406E+00	   7.868566E+06	  -4.482697E+01	   5.046176E+06	  -8.230236E+00	   7.043131E+05	   7.376125E+00	   6.493729E+06	  -3.690873E+01	   3.014443E+06	  -1.094492E+01
   71.4000	  -7.116751E-01	   1.218290E+06	   5.380551E+00	   8.228682E+06	  -5.212777E+01	   5.211842E+06	   9.967581E+00	   8.092566E+05	   8.725423E+00	   6.880340E+06	  -4.373608E+01	   3.240904E+06	   3.437814E+00
   71.5000	  -4.833508E-01	   1.307949E+06	  -4.734377E+01	   8.577790E+06	   3.358812E+02	   5.222082E+06	   1.147549E+02	   9.130168E+05	  -4.395736E+01	   7.264883E+06	   3.447003E+02	   3.334633E+06	   1.043886E+02
   71.6000	  -2.452409E-01	   1.390726E+06	   3.471759E+00	   8.911304E+06	  -3.597841E+01	   5.076098E+06	   3.541121E+01	   1.013311E+06	   6.883488E+00	   7.643744E+06	  -2.678319E+01	   3.291328E+06	   2.120397E+01
   71.7000	   1.238892E-03	   1.465013E+06	   7.861788E+00	   9.224437E+06	  -3.035507E+01	   4.776158E+06	   2.568694E+01	   1.107859E+06	   1.128220E+01	   8.013028E+06	  -2.083966E+01	   3.109443E+06	   7.651825E+00
   71.8000	   2.542341E-01	   1.529419E+06	   3.397074E+00	   9.511748E+06	  -5.259764E+01	   4.329391E+06	   5.086986E+01	   1.194577E+06	   6.809240E+00	   8.368054E+06	  -4.282180E+01	   2.792114E+06	   2.903852E+01
   71.9000	   5.100552E-01	   1.582811E+06	  -7.286708E+00	   9.769153E+06	   9.106185E+00	   3.751730E+06	   1.991358E+01	   1.271648E+06	  -3.899891E+00	   8.705342E+06	   1.907985E+01	   2.351240E+06	  -5.662958E+00
   72.0000	   7.655455E-01	   1.624317E+06	  -2.111426E+01	   9.994208E+06	   1.781305E+01	   3.062189E+06	  -2.924455E+01	   1.337540E+06	  -1.776995E+01	   9.022854E+06	   2.792018E+01	   1.801889E+06	  -5.849516E+01
   72.1000	   1.019623E+00	   1.653105E+06	  -2.400781E+01	   1.018543E+07	  -1.682657E+02	   2.282174E+06	  -2.183097E+01	   1.390806E+06	  -2.072310E+01	   9.319297E+06	  -1.580900E+02	   1.161742E+06	  -5.466368E+01
   72.2000	   1.271044E+00	   1.668602E+06	  -4.328477E+02	   1.034079E+07	  -5.468830E+03	   1.443172E+06	  -1.914110E+03	   1.430329E+06	  -4.296396E+02	   9.592585E+06	  -5.458650E+03	   4.588948E+05	  -1.950411E+03
   72.3000	   1.516944E+00	   1.670137E+06	  -1.786312E+00	   1.044673E+07	  -5.315409E+01	   6.521853E+05	   4.512511E+01	   1.454970E+06	   1.328493E+00	   9.828859E+06	  -4.303219E+01	  -2.026018E+05	   5.489633E+00
   72.4000	   1.755119E+00	   1.656998E+06	  -1.483005E+02	   1.050392E+07	  -1.580557E+03	  -6.034688E+04	  -2.872538E+02	   1.463644E+06	  -1.452955E+02	   1.002821E+07	  -1.570553E+03	  -7.947359E+05	  -3.300666E+02
   72.5000	   1.985495E+00	   1.627426E+06	   8.301281E-01	   1.050299E+07	   6.065104E+01	  -6.738137E+05	   2.325670E+01	   1.454321E+06	   3.709307E+00	   1.018048E+07	   7.048206E+01	  -1.298733E+06	  -2.255549E+01
   72.6000	   2.207833E+00	   1.579479E+06	  -5.656135E+00	   1.044087E+07	  -1.601547E+01	  -1.196758E+06	   3.567777E+01	   1.424898E+06	  -2.918424E+00	   1.028151E+07	  -6.408834E+00	  -1.724342E+06	  -1.293481E+01
   72.7000	   2.420208E+00	   1.513184E+06	  -3.520856E+00	   1.031945E+07	   4.132868E+00	  -1.596177E+06	   4.241343E+01	   1.375341E+06	  -9.396992E-01	   1.033193E+07	   1.346915E+01	  -2.039118E+06	  -8.780420E+00
   72.8000	   2.621227E+00	   1.429717E+06	  -6.241258E+00	   1.014615E+07	  -2.051373E+01	  -1.850647E+06	   4.313016E+01	   1.306877E+06	  -3.831128E+00	   1.033766E+07	  -1.148839E+01	  -2.221558E+06	  -1.040690E+01
