
These predictions were generated by MoorDyn (v2.2.22024-01-16) on 25-Jun-2024 at 17:36:25.

 
 
 
      Time        FAIRTEN2       LINE1NBPZ
       (s)             (N)             (m)
   54.6000   1.3059615E+06  -1.7282802E+02
   54.7000   1.3062582E+06  -1.7282793E+02
   54.8000   1.3064366E+06  -1.7282762E+02
   54.9000   1.3065405E+06  -1.7282722E+02
   55.0000   1.3066127E+06  -1.7282688E+02
   55.1000   1.3066892E+06  -1.7282679E+02
   55.2000   1.3067948E+06  -1.7282711E+02
   55.3000   1.3069404E+06  -1.7282799E+02
   55.4000   1.3071216E+06  -1.7282953E+02
   55.5000   1.3073192E+06  -1.7283176E+02
   55.6000   1.3075021E+06  -1.7283465E+02
   55.7000   1.3076315E+06  -1.7283809E+02
   55.8000   1.3076686E+06  -1.7284191E+02
   55.9000   1.3075826E+06  -1.7284585E+02
   56.0000   1.3073583E+06  -1.7284967E+02
   56.1000   1.3070024E+06  -1.7285309E+02
   56.2000   1.3065455E+06  -1.7285586E+02
   56.3000   1.3060412E+06  -1.7285778E+02
   56.4000   1.3055610E+06  -1.7285872E+02
   56.5000   1.3051854E+06  -1.7285867E+02
   56.6000   1.3049924E+06  -1.7285767E+02
   56.7000   1.3050469E+06  -1.7285587E+02
   56.8000   1.3053899E+06  -1.7285351E+02
   56.9000   1.3060303E+06  -1.7285086E+02
   57.0000   1.3069404E+06  -1.7284822E+02
   57.1000   1.3080571E+06  -1.7284588E+02
   57.2000   1.3092869E+06  -1.7284406E+02
   57.3000   1.3105153E+06  -1.7284293E+02
   57.4000   1.3116179E+06  -1.7284259E+02
   57.5000   1.3124735E+06  -1.7284300E+02
   57.6000   1.3129773E+06  -1.7284407E+02
   57.7000   1.3130531E+06  -1.7284562E+02
   57.8000   1.3126648E+06  -1.7284741E+02
   57.9000   1.3118220E+06  -1.7284920E+02
   58.0000   1.3105807E+06  -1.7285074E+02
   58.1000   1.3090373E+06  -1.7285181E+02
   58.2000   1.3073184E+06  -1.7285225E+02
   58.3000   1.3055671E+06  -1.7285198E+02
   58.4000   1.3039302E+06  -1.7285096E+02
   58.5000   1.3025453E+06  -1.7284926E+02
   58.6000   1.3015290E+06  -1.7284699E+02
   58.7000   1.3009659E+06  -1.7284429E+02
   58.8000   1.3008990E+06  -1.7284134E+02
   58.9000   1.3013233E+06  -1.7283831E+02
   59.0000   1.3021844E+06  -1.7283535E+02
   59.1000   1.3033838E+06  -1.7283257E+02
   59.2000   1.3047886E+06  -1.7283004E+02
   59.3000   1.3062450E+06  -1.7282779E+02
   59.4000   1.3075952E+06  -1.7282582E+02
   59.5000   1.3086935E+06  -1.7282409E+02
   59.6000   1.3094205E+06  -1.7282254E+02
   59.7000   1.3096957E+06  -1.7282112E+02
   59.8000   1.3094842E+06  -1.7281981E+02
   59.9000   1.3087999E+06  -1.7281859E+02
