
These predictions were generated by SubDyn on 08-Jun-2026 at 17:07:19.




    Time	  IntfRDYss	   M1N1FKze	   M1N2FKze	   M1N3FKze	   M2N1FKze	   M2N2FKze	   M2N3FKze	   M1N1FKye	   M1N2FKye	   M1N3FKye	   M2N1FKye	   M2N2FKye	   M2N3FKye	   M1N1MKxe	   M1N2MKxe	   M1N3MKxe	   M2N1MKxe	   M2N2MKxe	   M2N3MKxe
    0.7600	-1.3265E-02	-1.5999E+04	-1.2065E+04	-8.1298E+03	-8.1298E+03	-4.1950E+03	-2.6016E+02	 1.2061E+06	 9.0945E+05	 6.1284E+05	 6.1284E+05	 3.1623E+05	 1.9612E+04	-6.1480E+06	-3.5036E+06	-1.6007E+06	-1.6007E+06	-4.3941E+05	-1.9610E+04
    0.7700	-1.3439E-02	-1.6209E+04	-1.2223E+04	-8.2364E+03	-8.2364E+03	-4.2500E+03	-2.6358E+02	 1.2061E+06	 9.0945E+05	 6.1284E+05	 6.1284E+05	 3.1622E+05	 1.9612E+04	-6.1480E+06	-3.5036E+06	-1.6007E+06	-1.6007E+06	-4.3941E+05	-1.9611E+04
    0.7800	-1.3614E-02	-1.6420E+04	-1.2382E+04	-8.3437E+03	-8.3437E+03	-4.3053E+03	-2.6701E+02	 1.2061E+06	 9.0945E+05	 6.1284E+05	 6.1284E+05	 3.1622E+05	 1.9612E+04	-6.1480E+06	-3.5036E+06	-1.6007E+06	-1.6007E+06	-4.3941E+05	-1.9611E+04
    0.7900	-1.3788E-02	-1.6630E+04	-1.2540E+04	-8.4503E+03	-8.4503E+03	-4.3604E+03	-2.7042E+02	 1.2061E+06	 9.0945E+05	 6.1283E+05	 6.1283E+05	 3.1622E+05	 1.9611E+04	-6.1480E+06	-3.5036E+06	-1.6007E+06	-1.6007E+06	-4.3940E+05	-1.9611E+04
    0.8000	-1.3963E-02	-1.6841E+04	-1.2699E+04	-8.5575E+03	-8.5575E+03	-4.4157E+03	-2.7385E+02	 1.2061E+06	 9.0944E+05	 6.1283E+05	 6.1283E+05	 3.1622E+05	 1.9612E+04	-6.1479E+06	-3.5036E+06	-1.6007E+06	-1.6007E+06	-4.3940E+05	-1.9611E+04
    0.8100	-1.4137E-02	-1.7051E+04	-1.2858E+04	-8.6642E+03	-8.6642E+03	-4.4707E+03	-2.7727E+02	 1.2061E+06	 9.0944E+05	 6.1283E+05	 6.1283E+05	 3.1622E+05	 1.9611E+04	-6.1479E+06	-3.5036E+06	-1.6007E+06	-1.6007E+06	-4.3940E+05	-1.9611E+04
    0.8200	-1.4312E-02	-1.7262E+04	-1.3017E+04	-8.7714E+03	-8.7714E+03	-4.5261E+03	-2.8069E+02	 1.2060E+06	 9.0944E+05	 6.1283E+05	 6.1283E+05	 3.1622E+05	 1.9612E+04	-6.1479E+06	-3.5035E+06	-1.6007E+06	-1.6007E+06	-4.3940E+05	-1.9611E+04
    0.8300	-1.4486E-02	-1.7472E+04	-1.3175E+04	-8.8780E+03	-8.8781E+03	-4.5811E+03	-2.8411E+02	 1.2060E+06	 9.0944E+05	 6.1283E+05	 6.1283E+05	 3.1622E+05	 1.9612E+04	-6.1479E+06	-3.5035E+06	-1.6007E+06	-1.6007E+06	-4.3940E+05	-1.9611E+04
    0.8400	-1.4661E-02	-1.7683E+04	-1.3334E+04	-8.9853E+03	-8.9853E+03	-4.6364E+03	-2.8754E+02	 1.2060E+06	 9.0943E+05	 6.1283E+05	 6.1283E+05	 3.1622E+05	 1.9612E+04	-6.1479E+06	-3.5035E+06	-1.6007E+06	-1.6007E+06	-4.3940E+05	-1.9610E+04
    0.8500	-1.4835E-02	-1.7893E+04	-1.3492E+04	-9.0919E+03	-9.0919E+03	-4.6914E+03	-2.9095E+02	 1.2060E+06	 9.0943E+05	 6.1283E+05	 6.1282E+05	 3.1622E+05	 1.9612E+04	-6.1479E+06	-3.5035E+06	-1.6007E+06	-1.6007E+06	-4.3940E+05	-1.9611E+04
    0.8600	-1.5010E-02	-1.8104E+04	-1.3652E+04	-9.1992E+03	-9.1992E+03	-4.7468E+03	-2.9438E+02	 1.2060E+06	 9.0943E+05	 6.1282E+05	 6.1282E+05	 3.1622E+05	 1.9611E+04	-6.1478E+06	-3.5035E+06	-1.6007E+06	-1.6007E+06	-4.3940E+05	-1.9611E+04
    0.8700	-1.5184E-02	-1.8314E+04	-1.3810E+04	-9.3058E+03	-9.3058E+03	-4.8018E+03	-2.9780E+02	 1.2060E+06	 9.0943E+05	 6.1282E+05	 6.1282E+05	 3.1622E+05	 1.9612E+04	-6.1478E+06	-3.5035E+06	-1.6007E+06	-1.6007E+06	-4.3940E+05	-1.9610E+04
    0.8800	-1.5359E-02	-1.8525E+04	-1.3969E+04	-9.4130E+03	-9.4130E+03	-4.8571E+03	-3.0123E+02	 1.2060E+06	 9.0942E+05	 6.1282E+05	 6.1282E+05	 3.1622E+05	 1.9612E+04	-6.1478E+06	-3.5035E+06	-1.6007E+06	-1.6007E+06	-4.3939E+05	-1.9609E+04
    0.8900	-1.5533E-02	-1.8735E+04	-1.4127E+04	-9.5197E+03	-9.5197E+03	-4.9122E+03	-3.0464E+02	 1.2060E+06	 9.0942E+05	 6.1282E+05	 6.1282E+05	 3.1622E+05	 1.9611E+04	-6.1478E+06	-3.5035E+06	-1.6007E+06	-1.6007E+06	-4.3939E+05	-1.9610E+04
    0.9000	-1.5708E-02	-1.8946E+04	-1.4286E+04	-9.6269E+03	-9.6269E+03	-4.9675E+03	-3.0807E+02	 1.2060E+06	 9.0942E+05	 6.1282E+05	 6.1282E+05	 3.1621E+05	 1.9611E+04	-6.1478E+06	-3.5035E+06	-1.6007E+06	-1.6007E+06	-4.3939E+05	-1.9609E+04
    0.9100	-1.5882E-02	-1.9156E+04	-1.4445E+04	-9.7335E+03	-9.7335E+03	-5.0225E+03	-3.1148E+02	 1.2060E+06	 9.0942E+05	 6.1281E+05	 6.1282E+05	 3.1621E+05	 1.9611E+04	-6.1478E+06	-3.5035E+06	-1.6007E+06	-1.6007E+06	-4.3939E+05	-1.9610E+04
    0.9200	-1.6057E-02	-1.9367E+04	-1.4604E+04	-9.8408E+03	-9.8408E+03	-5.0779E+03	-3.1492E+02	 1.2060E+06	 9.0941E+05	 6.1281E+05	 6.1281E+05	 3.1621E+05	 1.9611E+04	-6.1477E+06	-3.5035E+06	-1.6007E+06	-1.6007E+06	-4.3939E+05	-1.9610E+04
    0.9300	-1.6232E-02	-1.9578E+04	-1.4763E+04	-9.9480E+03	-9.9480E+03	-5.1332E+03	-3.1835E+02	 1.2060E+06	 9.0941E+05	 6.1281E+05	 6.1281E+05	 3.1621E+05	 1.9610E+04	-6.1477E+06	-3.5034E+06	-1.6007E+06	-1.6007E+06	-4.3939E+05	-1.9610E+04
    0.9400	-1.6406E-02	-1.9788E+04	-1.4921E+04	-1.0055E+04	-1.0055E+04	-5.1882E+03	-3.2176E+02	 1.2060E+06	 9.0941E+05	 6.1281E+05	 6.1281E+05	 3.1621E+05	 1.9611E+04	-6.1477E+06	-3.5034E+06	-1.6007E+06	-1.6007E+06	-4.3939E+05	-1.9609E+04
    0.9500	-1.6581E-02	-1.9999E+04	-1.5080E+04	-1.0162E+04	-1.0162E+04	-5.2435E+03	-3.2519E+02	 1.2060E+06	 9.0941E+05	 6.1281E+05	 6.1281E+05	 3.1621E+05	 1.9611E+04	-6.1477E+06	-3.5034E+06	-1.6007E+06	-1.6007E+06	-4.3939E+05	-1.9610E+04
    0.9600	-1.6755E-02	-2.0208E+04	-1.5238E+04	-1.0269E+04	-1.0269E+04	-5.2986E+03	-3.2861E+02	 1.2060E+06	 9.0940E+05	 6.1281E+05	 6.1281E+05	 3.1621E+05	 1.9611E+04	-6.1477E+06	-3.5034E+06	-1.6007E+06	-1.6007E+06	-4.3938E+05	-1.9609E+04
    0.9700	-1.6930E-02	-2.0420E+04	-1.5398E+04	-1.0376E+04	-1.0376E+04	-5.3539E+03	-3.3204E+02	 1.2060E+06	 9.0940E+05	 6.1280E+05	 6.1280E+05	 3.1621E+05	 1.9612E+04	-6.1477E+06	-3.5034E+06	-1.6006E+06	-1.6006E+06	-4.3938E+05	-1.9608E+04
    0.9800	-1.7104E-02	-2.0629E+04	-1.5556E+04	-1.0482E+04	-1.0482E+04	-5.4089E+03	-3.3545E+02	 1.2060E+06	 9.0940E+05	 6.1280E+05	 6.1280E+05	 3.1621E+05	 1.9610E+04	-6.1476E+06	-3.5034E+06	-1.6006E+06	-1.6006E+06	-4.3938E+05	-1.9610E+04
    0.9900	-1.7279E-02	-2.0840E+04	-1.5715E+04	-1.0590E+04	-1.0590E+04	-5.4643E+03	-3.3888E+02	 1.2060E+06	 9.0940E+05	 6.1280E+05	 6.1280E+05	 3.1621E+05	 1.9611E+04	-6.1476E+06	-3.5034E+06	-1.6006E+06	-1.6006E+06	-4.3938E+05	-1.9610E+04
    1.0000	-1.7453E-02	-2.1050E+04	-1.5873E+04	-1.0696E+04	-1.0696E+04	-5.5193E+03	-3.4230E+02	 1.2060E+06	 9.0939E+05	 6.1280E+05	 6.1280E+05	 3.1621E+05	 1.9610E+04	-6.1476E+06	-3.5034E+06	-1.6006E+06	-1.6006E+06	-4.3938E+05	-1.9611E+04
    1.0100	-1.7628E-02	-2.1261E+04	-1.6032E+04	-1.0804E+04	-1.0804E+04	-5.5746E+03	-3.4572E+02	 1.2060E+06	 9.0939E+05	 6.1280E+05	 6.1280E+05	 3.1620E+05	 1.9611E+04	-6.1476E+06	-3.5034E+06	-1.6006E+06	-1.6006E+06	-4.3938E+05	-1.9610E+04
    1.0200	-1.7802E-02	-2.1471E+04	-1.6191E+04	-1.0910E+04	-1.0910E+04	-5.6296E+03	-3.4913E+02	 1.2060E+06	 9.0939E+05	 6.1280E+05	 6.1279E+05	 3.1620E+05	 1.9612E+04	-6.1476E+06	-3.5034E+06	-1.6006E+06	-1.6006E+06	-4.3938E+05	-1.9608E+04
    1.0300	-1.7977E-02	-2.1682E+04	-1.6350E+04	-1.1017E+04	-1.1017E+04	-5.6850E+03	-3.5257E+02	 1.2060E+06	 9.0938E+05	 6.1279E+05	 6.1279E+05	 3.1620E+05	 1.9611E+04	-6.1475E+06	-3.5033E+06	-1.6006E+06	-1.6006E+06	-4.3938E+05	-1.9609E+04
    1.0400	-1.8151E-02	-2.1892E+04	-1.6508E+04	-1.1124E+04	-1.1124E+04	-5.7400E+03	-3.5598E+02	 1.2060E+06	 9.0938E+05	 6.1279E+05	 6.1279E+05	 3.1620E+05	 1.9611E+04	-6.1475E+06	-3.5033E+06	-1.6006E+06	-1.6006E+06	-4.3937E+05	-1.9609E+04
    1.0500	-1.8326E-02	-2.2103E+04	-1.6667E+04	-1.1231E+04	-1.1231E+04	-5.7953E+03	-3.5941E+02	 1.2060E+06	 9.0938E+05	 6.1279E+05	 6.1279E+05	 3.1620E+05	 1.9610E+04	-6.1475E+06	-3.5033E+06	-1.6006E+06	-1.6006E+06	-4.3937E+05	-1.9610E+04
    1.0600	-1.8500E-02	-2.2313E+04	-1.6825E+04	-1.1338E+04	-1.1338E+04	-5.8503E+03	-3.6283E+02	 1.2060E+06	 9.0938E+05	 6.1279E+05	 6.1279E+05	 3.1620E+05	 1.9611E+04	-6.1475E+06	-3.5033E+06	-1.6006E+06	-1.6006E+06	-4.3937E+05	-1.9609E+04
    1.0700	-1.8675E-02	-2.2524E+04	-1.6985E+04	-1.1445E+04	-1.1445E+04	-5.9057E+03	-3.6626E+02	 1.2060E+06	 9.0937E+05	 6.1279E+05	 6.1279E+05	 3.1620E+05	 1.9610E+04	-6.1475E+06	-3.5033E+06	-1.6006E+06	-1.6006E+06	-4.3937E+05	-1.9609E+04
    1.0800	-1.8850E-02	-2.2735E+04	-1.7144E+04	-1.1552E+04	-1.1552E+04	-5.9610E+03	-3.6969E+02	 1.2060E+06	 9.0937E+05	 6.1278E+05	 6.1278E+05	 3.1620E+05	 1.9610E+04	-6.1474E+06	-3.5033E+06	-1.6006E+06	-1.6006E+06	-4.3937E+05	-1.9610E+04
    1.0900	-1.9024E-02	-2.2945E+04	-1.7302E+04	-1.1659E+04	-1.1659E+04	-6.0160E+03	-3.7310E+02	 1.2060E+06	 9.0937E+05	 6.1278E+05	 6.1278E+05	 3.1620E+05	 1.9610E+04	-6.1474E+06	-3.5033E+06	-1.6006E+06	-1.6006E+06	-4.3937E+05	-1.9609E+04
    1.1000	-1.9199E-02	-2.3156E+04	-1.7461E+04	-1.1766E+04	-1.1766E+04	-6.0714E+03	-3.7653E+02	 1.2059E+06	 9.0936E+05	 6.1278E+05	 6.1278E+05	 3.1619E+05	 1.9610E+04	-6.1474E+06	-3.5033E+06	-1.6006E+06	-1.6006E+06	-4.3936E+05	-1.9609E+04
    1.1100	-1.9373E-02	-2.3366E+04	-1.7619E+04	-1.1873E+04	-1.1873E+04	-6.1264E+03	-3.7994E+02	 1.2059E+06	 9.0936E+05	 6.1278E+05	 6.1278E+05	 3.1619E+05	 1.9610E+04	-6.1474E+06	-3.5033E+06	-1.6006E+06	-1.6006E+06	-4.3936E+05	-1.9609E+04
    1.1200	-1.9548E-02	-2.3577E+04	-1.7778E+04	-1.1980E+04	-1.1980E+04	-6.1817E+03	-3.8337E+02	 1.2059E+06	 9.0936E+05	 6.1277E+05	 6.1278E+05	 3.1619E+05	 1.9610E+04	-6.1474E+06	-3.5032E+06	-1.6006E+06	-1.6006E+06	-4.3936E+05	-1.9609E+04
    1.1300	-1.9722E-02	-2.3787E+04	-1.7937E+04	-1.2087E+04	-1.2087E+04	-6.2367E+03	-3.8679E+02	 1.2059E+06	 9.0935E+05	 6.1277E+05	 6.1277E+05	 3.1619E+05	 1.9610E+04	-6.1473E+06	-3.5032E+06	-1.6006E+06	-1.6006E+06	-4.3936E+05	-1.9608E+04
    1.1400	-1.9897E-02	-2.3998E+04	-1.8096E+04	-1.2194E+04	-1.2194E+04	-6.2921E+03	-3.9022E+02	 1.2059E+06	 9.0935E+05	 6.1277E+05	 6.1277E+05	 3.1619E+05	 1.9610E+04	-6.1473E+06	-3.5032E+06	-1.6006E+06	-1.6006E+06	-4.3936E+05	-1.9608E+04
    1.1500	-2.0071E-02	-2.4207E+04	-1.8254E+04	-1.2301E+04	-1.2301E+04	-6.3471E+03	-3.9363E+02	 1.2059E+06	 9.0935E+05	 6.1277E+05	 6.1277E+05	 3.1619E+05	 1.9610E+04	-6.1473E+06	-3.5032E+06	-1.6006E+06	-1.6006E+06	-4.3936E+05	-1.9608E+04
    1.1600	-2.0246E-02	-2.4418E+04	-1.8413E+04	-1.2408E+04	-1.2408E+04	-6.4024E+03	-3.9706E+02	 1.2059E+06	 9.0935E+05	 6.1277E+05	 6.1277E+05	 3.1619E+05	 1.9610E+04	-6.1473E+06	-3.5032E+06	-1.6005E+06	-1.6005E+06	-4.3936E+05	-1.9608E+04
    1.1700	-2.0420E-02	-2.4628E+04	-1.8571E+04	-1.2514E+04	-1.2514E+04	-6.4574E+03	-4.0047E+02	 1.2059E+06	 9.0934E+05	 6.1276E+05	 6.1276E+05	 3.1619E+05	 1.9609E+04	-6.1473E+06	-3.5032E+06	-1.6005E+06	-1.6005E+06	-4.3935E+05	-1.9609E+04
    1.1800	-2.0595E-02	-2.4839E+04	-1.8730E+04	-1.2622E+04	-1.2622E+04	-6.5128E+03	-4.0390E+02	 1.2059E+06	 9.0934E+05	 6.1276E+05	 6.1276E+05	 3.1619E+05	 1.9609E+04	-6.1472E+06	-3.5032E+06	-1.6005E+06	-1.6005E+06	-4.3935E+05	-1.9610E+04
    1.1900	-2.0769E-02	-2.5049E+04	-1.8889E+04	-1.2728E+04	-1.2728E+04	-6.5678E+03	-4.0733E+02	 1.2059E+06	 9.0934E+05	 6.1276E+05	 6.1276E+05	 3.1619E+05	 1.9609E+04	-6.1472E+06	-3.5032E+06	-1.6005E+06	-1.6005E+06	-4.3935E+05	-1.9608E+04
    1.2000	-2.0944E-02	-2.5260E+04	-1.9048E+04	-1.2835E+04	-1.2835E+04	-6.6231E+03	-4.1075E+02	 1.2059E+06	 9.0933E+05	 6.1276E+05	 6.1276E+05	 3.1618E+05	 1.9609E+04	-6.1472E+06	-3.5031E+06	-1.6005E+06	-1.6005E+06	-4.3935E+05	-1.9609E+04
    1.2100	-2.1118E-02	-2.5470E+04	-1.9206E+04	-1.2942E+04	-1.2942E+04	-6.6781E+03	-4.1417E+02	 1.2059E+06	 9.0933E+05	 6.1276E+05	 6.1276E+05	 3.1618E+05	 1.9610E+04	-6.1472E+06	-3.5031E+06	-1.6005E+06	-1.6005E+06	-4.3935E+05	-1.9608E+04
    1.2200	-2.1293E-02	-2.5681E+04	-1.9365E+04	-1.3049E+04	-1.3049E+04	-6.7335E+03	-4.1760E+02	 1.2059E+06	 9.0933E+05	 6.1275E+05	 6.1275E+05	 3.1618E+05	 1.9610E+04	-6.1471E+06	-3.5031E+06	-1.6005E+06	-1.6005E+06	-4.3935E+05	-1.9608E+04
    1.2300	-2.1468E-02	-2.5892E+04	-1.9524E+04	-1.3157E+04	-1.3157E+04	-6.7888E+03	-4.2103E+02	 1.2059E+06	 9.0932E+05	 6.1275E+05	 6.1275E+05	 3.1618E+05	 1.9609E+04	-6.1471E+06	-3.5031E+06	-1.6005E+06	-1.6005E+06	-4.3934E+05	-1.9608E+04
    1.2400	-2.1642E-02	-2.6102E+04	-1.9683E+04	-1.3263E+04	-1.3263E+04	-6.8438E+03	-4.2444E+02	 1.2059E+06	 9.0932E+05	 6.1275E+05	 6.1275E+05	 3.1618E+05	 1.9609E+04	-6.1471E+06	-3.5031E+06	-1.6005E+06	-1.6005E+06	-4.3934E+05	-1.9607E+04
    1.2500	-2.1817E-02	-2.6313E+04	-1.9842E+04	-1.3370E+04	-1.3370E+04	-6.8991E+03	-4.2786E+02	 1.2059E+06	 9.0932E+05	 6.1275E+05	 6.1275E+05	 3.1618E+05	 1.9609E+04	-6.1471E+06	-3.5031E+06	-1.6005E+06	-1.6005E+06	-4.3934E+05	-1.9608E+04
    1.2600	-2.1991E-02	-2.6523E+04	-2.0000E+04	-1.3477E+04	-1.3477E+04	-6.9542E+03	-4.3128E+02	 1.2059E+06	 9.0931E+05	 6.1274E+05	 6.1274E+05	 3.1618E+05	 1.9609E+04	-6.1471E+06	-3.5031E+06	-1.6005E+06	-1.6005E+06	-4.3934E+05	-1.9608E+04
    1.2700	-2.2166E-02	-2.6734E+04	-2.0159E+04	-1.3584E+04	-1.3584E+04	-7.0095E+03	-4.3471E+02	 1.2059E+06	 9.0931E+05	 6.1274E+05	 6.1274E+05	 3.1618E+05	 1.9609E+04	-6.1470E+06	-3.5030E+06	-1.6005E+06	-1.6005E+06	-4.3934E+05	-1.9607E+04
    1.2800	-2.2340E-02	-2.6944E+04	-2.0317E+04	-1.3691E+04	-1.3691E+04	-7.0645E+03	-4.3813E+02	 1.2059E+06	 9.0930E+05	 6.1274E+05	 6.1274E+05	 3.1617E+05	 1.9609E+04	-6.1470E+06	-3.5030E+06	-1.6005E+06	-1.6005E+06	-4.3934E+05	-1.9608E+04
    1.2900	-2.2515E-02	-2.7155E+04	-2.0476E+04	-1.3798E+04	-1.3798E+04	-7.1198E+03	-4.4156E+02	 1.2059E+06	 9.0930E+05	 6.1274E+05	 6.1274E+05	 3.1617E+05	 1.9610E+04	-6.1470E+06	-3.5030E+06	-1.6005E+06	-1.6005E+06	-4.3934E+05	-1.9605E+04
    1.3000	-2.2689E-02	-2.7364E+04	-2.0635E+04	-1.3905E+04	-1.3905E+04	-7.1748E+03	-4.4498E+02	 1.2059E+06	 9.0930E+05	 6.1273E+05	 6.1273E+05	 3.1617E+05	 1.9608E+04	-6.1470E+06	-3.5030E+06	-1.6005E+06	-1.6005E+06	-4.3933E+05	-1.9607E+04
    1.3100	-2.2864E-02	-2.7576E+04	-2.0794E+04	-1.4012E+04	-1.4012E+04	-7.2302E+03	-4.4840E+02	 1.2059E+06	 9.0929E+05	 6.1273E+05	 6.1273E+05	 3.1617E+05	 1.9608E+04	-6.1469E+06	-3.5030E+06	-1.6005E+06	-1.6005E+06	-4.3933E+05	-1.9608E+04
    1.3200	-2.3038E-02	-2.7785E+04	-2.0952E+04	-1.4119E+04	-1.4119E+04	-7.2852E+03	-4.5181E+02	 1.2059E+06	 9.0929E+05	 6.1273E+05	 6.1273E+05	 3.1617E+05	 1.9608E+04	-6.1469E+06	-3.5030E+06	-1.6005E+06	-1.6005E+06	-4.3933E+05	-1.9607E+04
    1.3300	-2.3213E-02	-2.7996E+04	-2.1111E+04	-1.4226E+04	-1.4226E+04	-7.3405E+03	-4.5525E+02	 1.2058E+06	 9.0929E+05	 6.1273E+05	 6.1273E+05	 3.1617E+05	 1.9609E+04	-6.1469E+06	-3.5030E+06	-1.6004E+06	-1.6004E+06	-4.3933E+05	-1.9606E+04
    1.3400	-2.3387E-02	-2.8206E+04	-2.1269E+04	-1.4332E+04	-1.4332E+04	-7.3955E+03	-4.5866E+02	 1.2058E+06	 9.0928E+05	 6.1272E+05	 6.1272E+05	 3.1617E+05	 1.9609E+04	-6.1469E+06	-3.5029E+06	-1.6004E+06	-1.6004E+06	-4.3933E+05	-1.9606E+04
    1.3500	-2.3562E-02	-2.8417E+04	-2.1428E+04	-1.4440E+04	-1.4440E+04	-7.4509E+03	-4.6208E+02	 1.2058E+06	 9.0928E+05	 6.1272E+05	 6.1272E+05	 3.1617E+05	 1.9608E+04	-6.1468E+06	-3.5029E+06	-1.6004E+06	-1.6004E+06	-4.3932E+05	-1.9607E+04
    1.3600	-2.3736E-02	-2.8627E+04	-2.1587E+04	-1.4546E+04	-1.4546E+04	-7.5059E+03	-4.6551E+02	 1.2058E+06	 9.0928E+05	 6.1272E+05	 6.1272E+05	 3.1616E+05	 1.9607E+04	-6.1468E+06	-3.5029E+06	-1.6004E+06	-1.6004E+06	-4.3932E+05	-1.9608E+04
    1.3700	-2.3911E-02	-2.8838E+04	-2.1746E+04	-1.4653E+04	-1.4653E+04	-7.5612E+03	-4.6894E+02	 1.2058E+06	 9.0927E+05	 6.1272E+05	 6.1272E+05	 3.1616E+05	 1.9608E+04	-6.1468E+06	-3.5029E+06	-1.6004E+06	-1.6004E+06	-4.3932E+05	-1.9608E+04
    1.3800	-2.4086E-02	-2.9049E+04	-2.1905E+04	-1.4761E+04	-1.4761E+04	-7.6165E+03	-4.7236E+02	 1.2058E+06	 9.0927E+05	 6.1271E+05	 6.1271E+05	 3.1616E+05	 1.9608E+04	-6.1468E+06	-3.5029E+06	-1.6004E+06	-1.6004E+06	-4.3932E+05	-1.9606E+04
    1.3900	-2.4260E-02	-2.9259E+04	-2.2063E+04	-1.4867E+04	-1.4867E+04	-7.6715E+03	-4.7577E+02	 1.2058E+06	 9.0926E+05	 6.1271E+05	 6.1271E+05	 3.1616E+05	 1.9608E+04	-6.1467E+06	-3.5029E+06	-1.6004E+06	-1.6004E+06	-4.3932E+05	-1.9608E+04
    1.4000	-2.4435E-02	-2.9470E+04	-2.2222E+04	-1.4975E+04	-1.4975E+04	-7.7269E+03	-4.7920E+02	 1.2058E+06	 9.0926E+05	 6.1271E+05	 6.1271E+05	 3.1616E+05	 1.9608E+04	-6.1467E+06	-3.5029E+06	-1.6004E+06	-1.6004E+06	-4.3931E+05	-1.9606E+04
    1.4100	-2.4609E-02	-2.9680E+04	-2.2380E+04	-1.5081E+04	-1.5081E+04	-7.7819E+03	-4.8262E+02	 1.2058E+06	 9.0926E+05	 6.1271E+05	 6.1271E+05	 3.1616E+05	 1.9608E+04	-6.1467E+06	-3.5028E+06	-1.6004E+06	-1.6004E+06	-4.3931E+05	-1.9607E+04
    1.4200	-2.4784E-02	-2.9891E+04	-2.2540E+04	-1.5188E+04	-1.5188E+04	-7.8372E+03	-4.8604E+02	 1.2058E+06	 9.0925E+05	 6.1270E+05	 6.1270E+05	 3.1616E+05	 1.9607E+04	-6.1466E+06	-3.5028E+06	-1.6004E+06	-1.6004E+06	-4.3931E+05	-1.9607E+04
    1.4300	-2.4958E-02	-3.0100E+04	-2.2698E+04	-1.5295E+04	-1.5295E+04	-7.8922E+03	-4.8946E+02	 1.2058E+06	 9.0925E+05	 6.1270E+05	 6.1270E+05	 3.1615E+05	 1.9608E+04	-6.1466E+06	-3.5028E+06	-1.6004E+06	-1.6004E+06	-4.3931E+05	-1.9606E+04
    1.4400	-2.5133E-02	-3.0312E+04	-2.2857E+04	-1.5402E+04	-1.5402E+04	-7.9475E+03	-4.9289E+02	 1.2058E+06	 9.0924E+05	 6.1270E+05	 6.1270E+05	 3.1615E+05	 1.9609E+04	-6.1466E+06	-3.5028E+06	-1.6004E+06	-1.6004E+06	-4.3931E+05	-1.9604E+04
    1.4500	-2.5307E-02	-3.0521E+04	-2.3015E+04	-1.5509E+04	-1.5509E+04	-8.0026E+03	-4.9630E+02	 1.2058E+06	 9.0924E+05	 6.1270E+05	 6.1270E+05	 3.1615E+05	 1.9608E+04	-6.1466E+06	-3.5028E+06	-1.6004E+06	-1.6004E+06	-4.3931E+05	-1.9605E+04
    1.4600	-2.5482E-02	-3.0732E+04	-2.3174E+04	-1.5616E+04	-1.5616E+04	-8.0579E+03	-4.9973E+02	 1.2058E+06	 9.0924E+05	 6.1269E+05	 6.1269E+05	 3.1615E+05	 1.9607E+04	-6.1465E+06	-3.5028E+06	-1.6004E+06	-1.6004E+06	-4.3930E+05	-1.9607E+04
    1.4700	-2.5656E-02	-3.0942E+04	-2.3332E+04	-1.5723E+04	-1.5723E+04	-8.1129E+03	-5.0314E+02	 1.2058E+06	 9.0923E+05	 6.1269E+05	 6.1269E+05	 3.1615E+05	 1.9607E+04	-6.1465E+06	-3.5028E+06	-1.6004E+06	-1.6004E+06	-4.3930E+05	-1.9606E+04
    1.4800	-2.5831E-02	-3.1153E+04	-2.3492E+04	-1.5830E+04	-1.5830E+04	-8.1682E+03	-5.0657E+02	 1.2058E+06	 9.0923E+05	 6.1269E+05	 6.1269E+05	 3.1615E+05	 1.9608E+04	-6.1465E+06	-3.5027E+06	-1.6003E+06	-1.6003E+06	-4.3930E+05	-1.9605E+04
    1.4900	-2.6005E-02	-3.1363E+04	-2.3650E+04	-1.5936E+04	-1.5936E+04	-8.2232E+03	-5.0999E+02	 1.2058E+06	 9.0922E+05	 6.1269E+05	 6.1268E+05	 3.1615E+05	 1.9608E+04	-6.1465E+06	-3.5027E+06	-1.6003E+06	-1.6003E+06	-4.3930E+05	-1.9605E+04
    1.5000	-2.6180E-02	-3.1574E+04	-2.3809E+04	-1.6044E+04	-1.6044E+04	-8.2785E+03	-5.1341E+02	 1.2058E+06	 9.0922E+05	 6.1268E+05	 6.1268E+05	 3.1614E+05	 1.9607E+04	-6.1464E+06	-3.5027E+06	-1.6003E+06	-1.6003E+06	-4.3930E+05	-1.9606E+04
    1.5100	-2.6354E-02	-3.1784E+04	-2.3967E+04	-1.6150E+04	-1.6150E+04	-8.3336E+03	-5.1683E+02	 1.2058E+06	 9.0922E+05	 6.1268E+05	 6.1268E+05	 3.1614E+05	 1.9606E+04	-6.1464E+06	-3.5027E+06	-1.6003E+06	-1.6003E+06	-4.3929E+05	-1.9606E+04
    1.5200	-2.6529E-02	-3.1995E+04	-2.4126E+04	-1.6258E+04	-1.6258E+04	-8.3889E+03	-5.2026E+02	 1.2057E+06	 9.0921E+05	 6.1268E+05	 6.1268E+05	 3.1614E+05	 1.9606E+04	-6.1464E+06	-3.5027E+06	-1.6003E+06	-1.6003E+06	-4.3929E+05	-1.9605E+04
