
These predictions were generated by MoorDyn (v2.2.22024-01-16) on 25-Jun-2024 at 17:32:43.

 
 
 
      Time          ROD1PX          ROD1PY          ROD1PZ
   14.5000   4.6301571E-20   4.1646244E-20  -1.1673129E+01
   14.6000   4.7271568E-20   4.2518748E-20  -1.1748816E+01
   14.7000   4.4781070E-20   4.0278506E-20  -1.1824697E+01
   14.8000   4.5772839E-20   4.1170594E-20  -1.1900767E+01
   14.9000   4.6722826E-20   4.2025099E-20  -1.1977024E+01
   15.0000   4.7689553E-20   4.2894662E-20  -1.2053465E+01
   15.1000   4.8733373E-20   4.3833570E-20  -1.2130087E+01
   15.2000   4.6203167E-20   4.1557610E-20  -1.2206886E+01
   15.3000   4.7217380E-20   4.2469887E-20  -1.2283862E+01
   15.4000   4.8220670E-20   4.3372338E-20  -1.2361009E+01
   15.5000   4.9277162E-20   4.4322646E-20  -1.2438326E+01
   15.6000   4.6739149E-20   4.2039664E-20  -1.2515810E+01
   15.7000   4.7833602E-20   4.3024117E-20  -1.2593458E+01
   15.8000   4.8897828E-20   4.3981381E-20  -1.2671268E+01
   15.9000   5.0001896E-20   4.4974483E-20  -1.2749236E+01
   16.0000   4.7436358E-20   4.2666742E-20  -1.2827361E+01
   16.1000   4.8555731E-20   4.3673611E-20  -1.2905640E+01
   16.2000   4.9633140E-20   4.4642733E-20  -1.2984070E+01
   16.3000   5.0740819E-20   4.5639083E-20  -1.3062649E+01
   16.4000   4.8122022E-20   4.3283435E-20  -1.3141374E+01
   16.5000   4.9285140E-20   4.4329653E-20  -1.3220243E+01
   16.6000   5.0394210E-20   4.5327254E-20  -1.3299254E+01
   16.7000   5.1525262E-20   4.6344629E-20  -1.3378404E+01
   16.8000   4.8863656E-20   4.3950474E-20  -1.3457691E+01
   16.9000   5.0102074E-20   4.5064425E-20  -1.3537113E+01
   17.0000   5.1280994E-20   4.6124857E-20  -1.3616667E+01
   17.1000   5.2483696E-20   4.7206681E-20  -1.3696352E+01
   17.2000   4.9829579E-20   4.4819262E-20  -1.3776165E+01
   17.3000   5.1090230E-20   4.5953212E-20  -1.3856103E+01
   17.4000   5.2300321E-20   4.7041683E-20  -1.3936166E+01
   17.5000   5.3547255E-20   4.8163294E-20  -1.4016350E+01
   17.6000   5.0867020E-20   4.5752383E-20  -1.4096655E+01
   17.7000   5.2133547E-20   4.6891618E-20  -1.4177077E+01
   17.8000   5.3363239E-20   4.7997719E-20  -1.4257614E+01
   17.9000   5.4646703E-20   4.9152190E-20  -1.4338266E+01
   18.0000   5.1919213E-20   4.6698772E-20  -1.4419030E+01
   18.1000   5.3184032E-20   4.7836470E-20  -1.4499904E+01
   18.2000   5.4426417E-20   4.8953990E-20  -1.4580886E+01
   18.3000   5.5739624E-20   5.0135215E-20  -1.4661974E+01
   18.4000   5.2992370E-20   4.7664019E-20  -1.4743167E+01
   18.5000   5.4321555E-20   4.8859615E-20  -1.4824463E+01
   18.6000   5.5650827E-20   5.0055290E-20  -1.4905860E+01
   18.7000   5.2867164E-20   4.7551344E-20  -1.4987357E+01
   18.8000   5.4302668E-20   4.8842575E-20  -1.5068951E+01
   18.9000   5.5673570E-20   5.0075697E-20  -1.5150641E+01
   19.0000   5.7087604E-20   5.1347616E-20  -1.5232425E+01
   19.1000   5.4340770E-20   4.8876798E-20  -1.5314303E+01
   19.2000   5.5809068E-20   5.0197528E-20  -1.5396271E+01
   19.3000   5.7269678E-20   5.1511343E-20  -1.5478330E+01
   19.4000   5.4504004E-20   4.9023577E-20  -1.5560476E+01
   19.5000   5.6089988E-20   5.0450167E-20  -1.5642709E+01
   19.6000   5.7630023E-20   5.1835426E-20  -1.5725027E+01
   19.7000   5.9251236E-20   5.3293704E-20  -1.5807429E+01
   19.8000   5.6546953E-20   5.0861161E-20  -1.5889913E+01
   19.9000   5.8172002E-20   5.2322890E-20  -1.5972478E+01
   20.0000   5.9865724E-20   5.3846391E-20  -1.6055122E+01
   20.1000   5.7174213E-20   5.1425336E-20  -1.6137844E+01
   20.2000   5.8858307E-20   5.2940176E-20  -1.6220643E+01
   20.3000   6.0612360E-20   5.4517946E-20  -1.6303518E+01
   20.4000   5.7934054E-20   5.2108769E-20  -1.6386466E+01
   20.5000   5.9690704E-20   5.3688874E-20  -1.6469488E+01
   20.6000   5.6986945E-20   5.1256802E-20  -1.6552581E+01
   20.7000   5.8830201E-20   5.2914811E-20  -1.6635744E+01
   20.8000   6.0626574E-20   5.4530647E-20  -1.6718976E+01
   20.9000   5.7926802E-20   5.2102162E-20  -1.6802277E+01
   21.0000   5.9770521E-20   5.3760586E-20  -1.6885644E+01
   21.1000   6.1592772E-20   5.5399700E-20  -1.6969076E+01
   21.2000   5.8895747E-20   5.2973686E-20  -1.7052573E+01
   21.3000   6.0824970E-20   5.4709022E-20  -1.7136134E+01
   21.4000   6.2770384E-20   5.6458922E-20  -1.7219756E+01
   21.5000   6.0117171E-20   5.4072317E-20  -1.7303440E+01
   21.6000   6.2083431E-20   5.5840968E-20  -1.7387184E+01
   21.7000   5.9385684E-20   5.3414304E-20  -1.7470987E+01
   21.8000   6.1424947E-20   5.5248622E-20  -1.7554848E+01
   21.9000   6.3422568E-20   5.7045482E-20  -1.7638765E+01
   22.0000   6.0731149E-20   5.4624511E-20  -1.7722739E+01
   22.1000   6.2739592E-20   5.6431106E-20  -1.7806768E+01
   22.2000   6.4772294E-20   5.8259522E-20  -1.7890851E+01
   22.3000   6.2081391E-20   5.5839015E-20  -1.7974986E+01
   22.4000   6.4162967E-20   5.7711394E-20  -1.8059174E+01
   22.5000   6.1465993E-20   5.5285425E-20  -1.8143414E+01
   22.6000   6.3679935E-20   5.7276868E-20  -1.8227703E+01
   22.7000   6.5894988E-20   5.9269311E-20  -1.8312042E+01
   22.8000   6.3293781E-20   5.6929485E-20  -1.8396430E+01
   22.9000   6.5559213E-20   5.8967245E-20  -1.8480866E+01
   23.0000   6.2973307E-20   5.6641182E-20  -1.8565348E+01
   23.1000   6.5332262E-20   5.8763067E-20  -1.8649876E+01
   23.2000   6.2740190E-20   5.6431458E-20  -1.8734450E+01
   23.3000   6.5151751E-20   5.8600662E-20  -1.8819068E+01
   23.4000   6.7547126E-20   6.0755306E-20  -1.8903730E+01
   23.5000   6.5004000E-20   5.8467724E-20  -1.8988435E+01
   23.6000   6.7460875E-20   6.0677689E-20  -1.9073182E+01
   23.7000   6.4939321E-20   5.8409511E-20  -1.9157970E+01
   23.8000   6.7449504E-20   6.0667426E-20  -1.9242799E+01
   23.9000   6.4927332E-20   5.8398694E-20  -1.9327668E+01
   24.0000   6.7498898E-20   6.0711823E-20  -1.9412576E+01
   24.1000   6.4967894E-20   5.8435145E-20  -1.9497523E+01
   24.2000   6.7624456E-20   6.0824730E-20  -1.9582508E+01
   24.3000   7.0306971E-20   6.3237658E-20  -1.9667530E+01
   24.4000   6.7879964E-20   6.1054527E-20  -1.9752588E+01
   24.5000   7.0668492E-20   6.3562816E-20  -1.9837683E+01
   24.6000   6.8298337E-20   6.1430824E-20  -1.9922812E+01
   24.7000   7.1173813E-20   6.4017323E-20  -2.0007977E+01
   24.8000   6.8857998E-20   6.1934210E-20  -2.0093175E+01
   24.9000   6.6523266E-20   5.9834081E-20  -2.0178407E+01
   25.0000   6.9490275E-20   6.2502915E-20  -2.0263671E+01
   25.1000   6.7135491E-20   6.0384749E-20  -2.0348968E+01
   25.2000   7.0137186E-20   6.3084784E-20  -2.0434297E+01
   25.3000   6.7802268E-20   6.0984487E-20  -2.0519657E+01
   25.4000   7.0885325E-20   6.3757708E-20  -2.0605047E+01
   25.5000   6.8614838E-20   6.1715367E-20  -2.0690467E+01
   25.6000   7.1725310E-20   6.4513248E-20  -2.0775917E+01
   25.7000   6.9490984E-20   6.2503435E-20  -2.0861395E+01
   25.8000   7.2723713E-20   6.5411286E-20  -2.0946903E+01
   25.9000   7.0598712E-20   6.3499812E-20  -2.1032438E+01
   26.0000   7.3963933E-20   6.6526842E-20  -2.1118000E+01
   26.1000   7.1864351E-20   6.4638231E-20  -2.1203590E+01
   26.2000   6.9739720E-20   6.2727090E-20  -2.1289206E+01
   26.3000   7.3182797E-20   6.5824152E-20  -2.1374848E+01
   26.4000   7.1132606E-20   6.3979970E-20  -2.1460515E+01
   26.5000   7.4679216E-20   6.7170161E-20  -2.1546208E+01
   26.6000   7.2709091E-20   6.5397998E-20  -2.1631925E+01
   26.7000   7.0711560E-20   6.3601185E-20  -2.1717667E+01
   26.8000   7.4351249E-20   6.6875100E-20  -2.1803432E+01
   26.9000   7.2406392E-20   6.5125667E-20  -2.1889220E+01
   27.0000   7.6163643E-20   6.8505331E-20  -2.1975032E+01
   27.1000   7.4350735E-20   6.6874588E-20  -2.2060866E+01
   27.2000   7.2552481E-20   6.5257025E-20  -2.2146722E+01
   27.3000   7.6441019E-20   6.8754783E-20  -2.2232600E+01
   27.4000   7.4649420E-20   6.7143207E-20  -2.2318499E+01
   27.5000   7.2837077E-20   6.5512971E-20  -2.2404419E+01
   27.6000   7.6844660E-20   6.9117810E-20  -2.2490360E+01
   27.7000   7.5154060E-20   6.7597084E-20  -2.2576320E+01
   27.8000   7.3488511E-20   6.6098891E-20  -2.2662301E+01
   27.9000   7.7692906E-20   6.9880765E-20  -2.2748301E+01
   28.0000   7.6084205E-20   6.8433707E-20  -2.2834321E+01
   28.1000   7.4456831E-20   6.6969853E-20  -2.2920359E+01
   28.2000   7.8790735E-20   7.0868221E-20  -2.3006415E+01
   28.3000   7.7306444E-20   6.9533071E-20  -2.3092490E+01
   28.4000   7.5852775E-20   6.8225466E-20  -2.3178583E+01
   28.5000   8.0369343E-20   7.2288142E-20  -2.3264693E+01
   28.6000   7.9013606E-20   7.1068627E-20  -2.3350820E+01
   28.7000   7.7726500E-20   6.9910847E-20  -2.3436964E+01
   28.8000   7.6476443E-20   6.8786393E-20  -2.3523124E+01
   28.9000   8.1228247E-20   7.3060666E-20  -2.3609301E+01
   29.0000   8.0019935E-20   7.1973762E-20  -2.3695494E+01
   29.1000   7.8887494E-20   7.0955104E-20  -2.3781703E+01
   29.2000   7.7821807E-20   6.9996493E-20  -2.3867927E+01
   29.3000   7.6778354E-20   6.9057880E-20  -2.3954166E+01
   29.4000   8.1856969E-20   7.3626122E-20  -2.4040420E+01
   29.5000   8.0924262E-20   7.2787127E-20  -2.4126688E+01
   29.6000   8.0074836E-20   7.2023044E-20  -2.4212971E+01
   29.7000   7.9293869E-20   7.1320541E-20  -2.4299268E+01
   29.8000   7.8577218E-20   7.0675890E-20  -2.4385579E+01
   29.9000   8.4162593E-20   7.5699968E-20  -2.4471903E+01
   30.0000   8.3674324E-20   7.5260748E-20  -2.4558241E+01
   30.1000   8.3223710E-20   7.4855400E-20  -2.4644591E+01
   30.2000   8.2839308E-20   7.4509610E-20  -2.4730955E+01
   30.3000   8.2482336E-20   7.4188494E-20  -2.4817331E+01
   30.4000   8.2160175E-20   7.3898690E-20  -2.4903720E+01
   30.5000   8.1878373E-20   7.3645190E-20  -2.4990120E+01
   30.6000   8.1620361E-20   7.3413089E-20  -2.5076533E+01
   30.7000   8.1437837E-20   7.3248890E-20  -2.5162958E+01
   30.8000   8.1293302E-20   7.3118863E-20  -2.5249394E+01
   30.9000   8.1293411E-20   7.3118944E-20  -2.5335841E+01
   31.0000   8.1405612E-20   7.3219853E-20  -2.5422299E+01
   31.1000   8.1613141E-20   7.3406510E-20  -2.5508769E+01
   31.2000   8.1912770E-20   7.3676012E-20  -2.5595249E+01
   31.3000   8.2314452E-20   7.4037312E-20  -2.5681739E+01
   31.4000   8.2842878E-20   7.4512618E-20  -2.5768240E+01
   31.5000   8.3518745E-20   7.5120551E-20  -2.5854751E+01
   31.6000   8.4239825E-20   7.5769151E-20  -2.5941272E+01
   31.7000   8.5076640E-20   7.6521857E-20  -2.6027803E+01
   31.8000   8.6056180E-20   7.7402945E-20  -2.6114343E+01
   31.9000   8.7157289E-20   7.8393385E-20  -2.6200893E+01
   32.0000   8.8406257E-20   7.9516826E-20  -2.6287452E+01
   32.1000   8.9719269E-20   8.0697875E-20  -2.6374020E+01
   32.2000   8.4563204E-20   7.6059932E-20  -2.6460598E+01
   32.3000   8.6169893E-20   7.7505146E-20  -2.6547184E+01
   32.4000   8.7872159E-20   7.9036333E-20  -2.6633778E+01
   32.5000   8.9650452E-20   8.0635906E-20  -2.6720381E+01
   32.6000   8.4785297E-20   7.6259639E-20  -2.6806992E+01
   32.7000   8.6651069E-20   7.7937901E-20  -2.6893612E+01
   32.8000   8.8542683E-20   7.9639407E-20  -2.6980239E+01
   32.9000   9.0465939E-20   8.1369376E-20  -2.7066875E+01
   33.0000   8.5647164E-20   7.7034829E-20  -2.7153518E+01
   33.1000   8.7621584E-20   7.8810820E-20  -2.7240169E+01
   33.2000   8.9624476E-20   8.0612422E-20  -2.7326827E+01
   33.3000   9.1675925E-20   8.2457701E-20  -2.7413492E+01
   33.4000   8.6946071E-20   7.8203140E-20  -2.7500165E+01
   33.5000   8.9138029E-20   8.0174808E-20  -2.7586844E+01
   33.6000   9.1444546E-20   8.2249524E-20  -2.7673531E+01
   33.7000   9.3930018E-20   8.4485211E-20  -2.7760224E+01
   33.8000   8.9730195E-20   8.0707416E-20  -2.7846924E+01
   33.9000   9.2553649E-20   8.3247121E-20  -2.7933631E+01
   34.0000   8.8650153E-20   7.9735875E-20  -2.8020344E+01
   34.1000   9.1884425E-20   8.2645115E-20  -2.8107064E+01
   34.2000   8.8323137E-20   7.9441687E-20  -2.8193789E+01
   34.3000   9.1813149E-20   8.2580967E-20  -2.8280521E+01
   34.4000   9.5424281E-20   8.5829195E-20  -2.8367259E+01
   34.5000   9.2187518E-20   8.2917681E-20  -2.8454002E+01
   34.6000   9.6110950E-20   8.6446826E-20  -2.8540752E+01
   34.7000   9.3180512E-20   8.3810855E-20  -2.8627507E+01
   34.8000   9.0415616E-20   8.1323790E-20  -2.8714267E+01
   34.9000   9.4848694E-20   8.5311366E-20  -2.8801033E+01
   35.0000   9.2354228E-20   8.3067554E-20  -2.8887805E+01
   35.1000   9.7328163E-20   8.7541636E-20  -2.8974581E+01
   35.2000   9.5462469E-20   8.5863410E-20  -2.9061363E+01
   35.3000   9.3907611E-20   8.4464785E-20  -2.9148150E+01
   35.4000   9.2467236E-20   8.3169138E-20  -2.9234942E+01
   35.5000   9.8437602E-20   8.8539519E-20  -2.9321739E+01
   35.6000   9.7441651E-20   8.7643635E-20  -2.9408541E+01
   35.7000   9.6593702E-20   8.6880880E-20  -2.9495347E+01
   35.8000   9.5875326E-20   8.6234678E-20  -2.9582158E+01
   35.9000   9.5302125E-20   8.5719062E-20  -2.9668974E+01
   36.0000   9.4835451E-20   8.5299267E-20  -2.9755794E+01
   36.1000   9.4570777E-20   8.5061174E-20  -2.9842618E+01
   36.2000   9.4551840E-20   8.5044123E-20  -2.9929447E+01
   36.3000   9.4850979E-20   8.5313184E-20  -3.0016280E+01
   36.4000   9.5479305E-20   8.5878352E-20  -3.0103117E+01
   36.5000   9.6374480E-20   8.6683553E-20  -3.0189958E+01
   36.6000   9.7499763E-20   8.7695739E-20  -3.0276804E+01
   36.7000   9.8784900E-20   8.8851713E-20  -3.0363653E+01
   36.8000   1.0022305E-19   9.0145329E-20  -3.0450506E+01
   36.9000   1.0186506E-19   9.1622314E-20  -3.0537363E+01
   37.0000   9.6260205E-20   8.6580678E-20  -3.0624223E+01
   37.1000   9.8331952E-20   8.8444215E-20  -3.0711087E+01
   37.2000   1.0072252E-19   9.0594534E-20  -3.0797955E+01
   37.3000   1.0330355E-19   9.2916175E-20  -3.0884827E+01
   37.4000   9.8639353E-20   8.8720675E-20  -3.0971701E+01
   37.5000   1.0193500E-19   9.1685124E-20  -3.1058580E+01
   37.6000   9.7875886E-20   8.8033895E-20  -3.1145461E+01
   37.7000   1.0160353E-19   9.1386924E-20  -3.1232346E+01
   37.8000   9.7799358E-20   8.7965024E-20  -3.1319234E+01
   37.9000   1.0172400E-19   9.1495258E-20  -3.1406125E+01
   38.0000   9.8015693E-20   8.8159585E-20  -3.1493020E+01
   38.1000   1.0202752E-19   9.1768243E-20  -3.1579917E+01
   38.2000   9.8336063E-20   8.8447728E-20  -3.1666817E+01
   38.3000   1.0237353E-19   9.2079444E-20  -3.1753721E+01
   38.4000   9.8839397E-20   8.8900450E-20  -3.1840627E+01
   38.5000   1.0314776E-19   9.2774336E-20  -3.1927536E+01
   38.6000   9.9699720E-20   8.9671960E-20  -3.2014448E+01
   38.7000   1.0412258E-19   9.3650151E-20  -3.2101362E+01
   38.8000   1.0083528E-19   9.0693252E-20  -3.2188280E+01
   38.9000   1.0557030E-19   9.4952312E-20  -3.2275199E+01
   39.0000   1.0272493E-19   9.2392937E-20  -3.2362122E+01
   39.1000   1.0818646E-19   9.7305481E-20  -3.2449047E+01
   39.2000   1.0622375E-19   9.5540036E-20  -3.2535974E+01
   39.3000   1.0453047E-19   9.4016942E-20  -3.2622904E+01
   39.4000   1.0334645E-19   9.2951911E-20  -3.2709837E+01
   39.5000   1.0258697E-19   9.2268759E-20  -3.2796771E+01
   39.6000   1.0226531E-19   9.1979417E-20  -3.2883708E+01
   39.7000   1.0228239E-19   9.1994758E-20  -3.2970648E+01
   39.8000   1.0259911E-19   9.2279628E-20  -3.3057589E+01
   39.9000   1.0322983E-19   9.2846931E-20  -3.3144533E+01
   40.0000   1.0424527E-19   9.3760287E-20  -3.3231479E+01
   40.1000   1.0569150E-19   9.5061138E-20  -3.3318427E+01
   40.2000   1.0759099E-19   9.6769683E-20  -3.3405377E+01
   40.3000   1.0999341E-19   9.8930605E-20  -3.3492329E+01
   40.4000   1.0465911E-19   9.4132469E-20  -3.3579283E+01
   40.5000   1.0780003E-19   9.6957654E-20  -3.3666239E+01
   40.6000   1.1134952E-19   1.0015036E-19  -3.3753197E+01
