      Time   FAIRTEN1   FAIRTEN2   FAIRTEN3     L1N10T     L2N10T     L3N10T     CON4FX     CON4FY     CON4FZ     CON5FX     CON5FY     CON5FZ     CON6FX     CON6FY     CON6FZ    L1N19PX    L1N19PY    L1N19PZ    L2N19PX    L2N19PY    L2N19PZ    L3N19PX    L3N19PY    L3N19PZ
       (s)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (m)        (m)        (m)        (m)        (m)        (m)        (m)        (m)        (m)
   33.9625 0.968698E+06 0.148083E+07 0.969704E+06 0.778443E+06 0.131570E+07 0.779656E+06 0.381840E+06 0.668634E+06 -.587795E+06 -.128559E+07 -.232821E+03 -.734931E+06 0.382564E+06 -.669578E+06 -.587908E+06 0.438205E+02 0.646636E+02 -.394124E+02 -.708481E+02 0.126467E+00 -.332837E+02 0.436780E+02 -.646699E+02 -.395535E+02
   33.9750 0.968839E+06 0.148014E+07 0.969841E+06 0.778578E+06 0.131500E+07 0.779794E+06 0.381920E+06 0.668730E+06 -.587866E+06 -.128495E+07 -.232774E+03 -.734643E+06 0.382643E+06 -.669671E+06 -.587977E+06 0.438195E+02 0.646635E+02 -.394135E+02 -.708493E+02 0.126511E+00 -.332857E+02 0.436769E+02 -.646698E+02 -.395549E+02
   33.9875 0.968979E+06 0.147944E+07 0.969977E+06 0.778712E+06 0.131430E+07 0.779930E+06 0.382001E+06 0.668826E+06 -.587936E+06 -.128432E+07 -.232723E+03 -.734357E+06 0.382722E+06 -.669764E+06 -.588044E+06 0.438185E+02 0.646635E+02 -.394146E+02 -.708505E+02 0.126555E+00 -.332876E+02 0.436759E+02 -.646696E+02 -.395563E+02
   34.0000 0.969117E+06 0.147875E+07 0.970111E+06 0.778845E+06 0.131361E+07 0.780065E+06 0.382080E+06 0.668920E+06 -.588005E+06 -.128368E+07 -.232668E+03 -.734073E+06 0.382799E+06 -.669855E+06 -.588111E+06 0.438175E+02 0.646634E+02 -.394157E+02 -.708517E+02 0.126599E+00 -.332895E+02 0.436748E+02 -.646695E+02 -.395577E+02
   34.0125 0.969254E+06 0.147806E+07 0.970244E+06 0.778976E+06 0.131292E+07 0.780197E+06 0.382159E+06 0.669013E+06 -.588073E+06 -.128305E+07 -.232609E+03 -.733791E+06 0.382876E+06 -.669945E+06 -.588177E+06 0.438165E+02 0.646633E+02 -.394168E+02 -.708529E+02 0.126643E+00 -.332914E+02 0.436737E+02 -.646693E+02 -.395590E+02
   34.0250 0.969388E+06 0.147738E+07 0.970373E+06 0.779106E+06 0.131223E+07 0.780327E+06 0.382237E+06 0.669104E+06 -.588140E+06 -.128243E+07 -.232545E+03 -.733511E+06 0.382952E+06 -.670033E+06 -.588241E+06 0.438154E+02 0.646632E+02 -.394179E+02 -.708541E+02 0.126687E+00 -.332933E+02 0.436726E+02 -.646692E+02 -.395604E+02
   34.0375 0.969521E+06 0.147670E+07 0.970502E+06 0.779234E+06 0.131155E+07 0.780455E+06 0.382314E+06 0.669194E+06 -.588206E+06 -.128180E+07 -.232478E+03 -.733234E+06 0.383027E+06 -.670120E+06 -.588305E+06 0.438143E+02 0.646631E+02 -.394190E+02 -.708554E+02 0.126731E+00 -.332952E+02 0.436715E+02 -.646691E+02 -.395618E+02
   34.0500 0.969652E+06 0.147603E+07 0.970628E+06 0.779360E+06 0.131087E+07 0.780581E+06 0.382390E+06 0.669283E+06 -.588271E+06 -.128119E+07 -.232408E+03 -.732960E+06 0.383102E+06 -.670206E+06 -.588367E+06 0.438132E+02 0.646630E+02 -.394201E+02 -.708566E+02 0.126775E+00 -.332972E+02 0.436703E+02 -.646689E+02 -.395632E+02
   34.0625 0.969780E+06 0.147536E+07 0.970751E+06 0.779485E+06 0.131019E+07 0.780704E+06 0.382466E+06 0.669370E+06 -.588334E+06 -.128057E+07 -.232333E+03 -.732688E+06 0.383175E+06 -.670290E+06 -.588428E+06 0.438121E+02 0.646629E+02 -.394212E+02 -.708579E+02 0.126819E+00 -.332991E+02 0.436692E+02 -.646688E+02 -.395646E+02
   34.0750 0.969907E+06 0.147470E+07 0.970873E+06 0.779608E+06 0.130952E+07 0.780826E+06 0.382540E+06 0.669456E+06 -.588397E+06 -.127996E+07 -.232255E+03 -.732419E+06 0.383247E+06 -.670372E+06 -.588488E+06 0.438110E+02 0.646628E+02 -.394223E+02 -.708591E+02 0.126863E+00 -.333010E+02 0.436680E+02 -.646686E+02 -.395660E+02
   34.0875 0.970031E+06 0.147404E+07 0.970993E+06 0.779730E+06 0.130886E+07 0.780945E+06 0.382614E+06 0.669540E+06 -.588458E+06 -.127936E+07 -.232174E+03 -.732153E+06 0.383319E+06 -.670453E+06 -.588546E+06 0.438099E+02 0.646627E+02 -.394234E+02 -.708604E+02 0.126907E+00 -.333030E+02 0.436668E+02 -.646685E+02 -.395673E+02
   34.1000 0.970153E+06 0.147339E+07 0.971111E+06 0.779850E+06 0.130820E+07 0.781062E+06 0.382687E+06 0.669623E+06 -.588518E+06 -.127876E+07 -.232089E+03 -.731890E+06 0.383389E+06 -.670532E+06 -.588604E+06 0.438087E+02 0.646626E+02 -.394245E+02 -.708617E+02 0.126951E+00 -.333049E+02 0.436656E+02 -.646684E+02 -.395687E+02
   34.1125 0.970273E+06 0.147275E+07 0.971226E+06 0.779968E+06 0.130754E+07 0.781176E+06 0.382758E+06 0.669705E+06 -.588576E+06 -.127816E+07 -.232001E+03 -.731629E+06 0.383459E+06 -.670610E+06 -.588660E+06 0.438076E+02 0.646625E+02 -.394255E+02 -.708630E+02 0.126995E+00 -.333068E+02 0.436644E+02 -.646682E+02 -.395701E+02
   34.1250 0.970391E+06 0.147211E+07 0.971340E+06 0.780085E+06 0.130689E+07 0.781289E+06 0.382829E+06 0.669785E+06 -.588634E+06 -.127757E+07 -.231909E+03 -.731372E+06 0.383528E+06 -.670687E+06 -.588715E+06 0.438064E+02 0.646624E+02 -.394266E+02 -.708643E+02 0.127039E+00 -.333088E+02 0.436631E+02 -.646681E+02 -.395715E+02
   34.1375 0.970507E+06 0.147147E+07 0.971451E+06 0.780199E+06 0.130625E+07 0.781398E+06 0.382899E+06 0.669863E+06 -.588690E+06 -.127699E+07 -.231815E+03 -.731118E+06 0.383596E+06 -.670762E+06 -.588769E+06 0.438052E+02 0.646623E+02 -.394277E+02 -.708656E+02 0.127083E+00 -.333107E+02 0.436619E+02 -.646679E+02 -.395728E+02
   34.1500 0.970620E+06 0.147085E+07 0.971560E+06 0.780312E+06 0.130561E+07 0.781506E+06 0.382968E+06 0.669940E+06 -.588744E+06 -.127641E+07 -.231718E+03 -.730866E+06 0.383662E+06 -.670836E+06 -.588822E+06 0.438040E+02 0.646622E+02 -.394288E+02 -.708669E+02 0.127128E+00 -.333127E+02 0.436606E+02 -.646678E+02 -.395742E+02
   34.1625 0.970731E+06 0.147022E+07 0.971667E+06 0.780423E+06 0.130498E+07 0.781611E+06 0.383036E+06 0.670015E+06 -.588798E+06 -.127583E+07 -.231617E+03 -.730618E+06 0.383728E+06 -.670908E+06 -.588874E+06 0.438027E+02 0.646621E+02 -.394298E+02 -.708682E+02 0.127172E+00 -.333146E+02 0.436593E+02 -.646676E+02 -.395756E+02
   34.1750 0.970840E+06 0.146961E+07 0.971772E+06 0.780532E+06 0.130435E+07 0.781714E+06 0.383102E+06 0.670088E+06 -.588850E+06 -.127527E+07 -.231514E+03 -.730373E+06 0.383793E+06 -.670978E+06 -.588924E+06 0.438015E+02 0.646620E+02 -.394309E+02 -.708695E+02 0.127216E+00 -.333165E+02 0.436580E+02 -.646675E+02 -.395770E+02
   34.1875 0.970946E+06 0.146900E+07 0.971875E+06 0.780639E+06 0.130373E+07 0.781814E+06 0.383168E+06 0.670160E+06 -.588900E+06 -.127470E+07 -.231408E+03 -.730131E+06 0.383857E+06 -.671048E+06 -.588973E+06 0.438002E+02 0.646620E+02 -.394320E+02 -.708709E+02 0.127261E+00 -.333185E+02 0.436567E+02 -.646673E+02 -.395784E+02
   34.2000 0.971050E+06 0.146840E+07 0.971976E+06 0.780744E+06 0.130311E+07 0.781912E+06 0.383233E+06 0.670230E+06 -.588950E+06 -.127414E+07 -.231299E+03 -.729892E+06 0.383920E+06 -.671115E+06 -.589021E+06 0.437989E+02 0.646619E+02 -.394330E+02 -.708722E+02 0.127305E+00 -.333204E+02 0.436553E+02 -.646672E+02 -.395797E+02
   34.2125 0.971152E+06 0.146780E+07 0.972074E+06 0.780847E+06 0.130250E+07 0.782007E+06 0.383296E+06 0.670299E+06 -.588998E+06 -.127359E+07 -.231188E+03 -.729657E+06 0.383982E+06 -.671181E+06 -.589068E+06 0.437976E+02 0.646618E+02 -.394341E+02 -.708736E+02 0.127349E+00 -.333224E+02 0.436540E+02 -.646671E+02 -.395811E+02
   34.2250 0.971249E+06 0.146721E+07 0.972169E+06 0.780948E+06 0.130190E+07 0.782099E+06 0.383358E+06 0.670365E+06 -.589044E+06 -.127305E+07 -.231074E+03 -.729426E+06 0.384043E+06 -.671245E+06 -.589113E+06 0.437963E+02 0.646617E+02 -.394352E+02 -.708750E+02 0.127394E+00 -.333243E+02 0.436526E+02 -.646669E+02 -.395825E+02
   34.2375 0.971345E+06 0.146663E+07 0.972262E+06 0.781047E+06 0.130130E+07 0.782189E+06 0.383420E+06 0.670430E+06 -.589088E+06 -.127251E+07 -.230957E+03 -.729198E+06 0.384103E+06 -.671307E+06 -.589157E+06 0.437950E+02 0.646616E+02 -.394362E+02 -.708764E+02 0.127438E+00 -.333263E+02 0.436512E+02 -.646668E+02 -.395839E+02
   34.2500 0.971438E+06 0.146606E+07 0.972353E+06 0.781144E+06 0.130071E+07 0.782277E+06 0.383479E+06 0.670492E+06 -.589131E+06 -.127197E+07 -.230838E+03 -.728975E+06 0.384161E+06 -.671367E+06 -.589199E+06 0.437936E+02 0.646615E+02 -.394373E+02 -.708777E+02 0.127483E+00 -.333282E+02 0.436498E+02 -.646666E+02 -.395852E+02
   34.2625 0.971528E+06 0.146549E+07 0.972440E+06 0.781238E+06 0.130013E+07 0.782361E+06 0.383538E+06 0.670553E+06 -.589172E+06 -.127145E+07 -.230717E+03 -.728755E+06 0.384218E+06 -.671426E+06 -.589240E+06 0.437922E+02 0.646615E+02 -.394383E+02 -.708791E+02 0.127527E+00 -.333302E+02 0.436484E+02 -.646665E+02 -.395866E+02
   34.2750 0.971614E+06 0.146493E+07 0.972525E+06 0.781330E+06 0.129956E+07 0.782444E+06 0.383595E+06 0.670611E+06 -.589212E+06 -.127093E+07 -.230593E+03 -.728540E+06 0.384274E+06 -.671483E+06 -.589279E+06 0.437909E+02 0.646614E+02 -.394394E+02 -.708805E+02 0.127572E+00 -.333321E+02 0.436469E+02 -.646663E+02 -.395880E+02
   34.2875 0.971698E+06 0.146438E+07 0.972608E+06 0.781420E+06 0.129899E+07 0.782524E+06 0.383651E+06 0.670668E+06 -.589249E+06 -.127041E+07 -.230467E+03 -.728328E+06 0.384329E+06 -.671537E+06 -.589317E+06 0.437895E+02 0.646613E+02 -.394404E+02 -.708820E+02 0.127616E+00 -.333341E+02 0.436455E+02 -.646662E+02 -.395893E+02
   34.3000 0.971780E+06 0.146384E+07 0.972687E+06 0.781508E+06 0.129843E+07 0.782601E+06 0.383706E+06 0.670722E+06 -.589286E+06 -.126991E+07 -.230338E+03 -.728120E+06 0.384383E+06 -.671590E+06 -.589353E+06 0.437880E+02 0.646612E+02 -.394415E+02 -.708834E+02 0.127661E+00 -.333360E+02 0.436440E+02 -.646660E+02 -.395907E+02
   34.3125 0.971858E+06 0.146331E+07 0.972764E+06 0.781593E+06 0.129787E+07 0.782676E+06 0.383759E+06 0.670775E+06 -.589320E+06 -.126941E+07 -.230207E+03 -.727916E+06 0.384436E+06 -.671641E+06 -.589388E+06 0.437866E+02 0.646611E+02 -.394425E+02 -.708848E+02 0.127706E+00 -.333380E+02 0.436425E+02 -.646659E+02 -.395921E+02
   34.3250 0.971934E+06 0.146278E+07 0.972839E+06 0.781676E+06 0.129733E+07 0.782748E+06 0.383811E+06 0.670825E+06 -.589353E+06 -.126892E+07 -.230073E+03 -.727716E+06 0.384487E+06 -.671691E+06 -.589421E+06 0.437851E+02 0.646611E+02 -.394435E+02 -.708863E+02 0.127750E+00 -.333399E+02 0.436410E+02 -.646658E+02 -.395934E+02
   34.3375 0.972007E+06 0.146226E+07 0.972910E+06 0.781757E+06 0.129679E+07 0.782818E+06 0.383862E+06 0.670874E+06 -.589385E+06 -.126843E+07 -.229937E+03 -.727520E+06 0.384537E+06 -.671738E+06 -.589452E+06 0.437837E+02 0.646610E+02 -.394446E+02 -.708877E+02 0.127795E+00 -.333419E+02 0.436395E+02 -.646656E+02 -.395948E+02
   34.3500 0.972077E+06 0.146175E+07 0.972980E+06 0.781836E+06 0.129626E+07 0.782886E+06 0.383912E+06 0.670921E+06 -.589415E+06 -.126796E+07 -.229798E+03 -.727329E+06 0.384586E+06 -.671784E+06 -.589483E+06 0.437822E+02 0.646609E+02 -.394456E+02 -.708892E+02 0.127840E+00 -.333438E+02 0.436379E+02 -.646655E+02 -.395961E+02
   34.3625 0.972144E+06 0.146125E+07 0.973046E+06 0.781912E+06 0.129573E+07 0.782950E+06 0.383961E+06 0.670966E+06 -.589443E+06 -.126748E+07 -.229657E+03 -.727141E+06 0.384633E+06 -.671827E+06 -.589512E+06 0.437807E+02 0.646608E+02 -.394466E+02 -.708907E+02 0.127885E+00 -.333458E+02 0.436363E+02 -.646653E+02 -.395975E+02
   34.3750 0.972210E+06 0.146076E+07 0.973110E+06 0.781986E+06 0.129522E+07 0.783013E+06 0.384008E+06 0.671010E+06 -.589470E+06 -.126702E+07 -.229514E+03 -.726957E+06 0.384680E+06 -.671869E+06 -.589539E+06 0.437792E+02 0.646608E+02 -.394477E+02 -.708921E+02 0.127929E+00 -.333477E+02 0.436348E+02 -.646652E+02 -.395988E+02
   34.3875 0.972272E+06 0.146027E+07 0.973171E+06 0.782057E+06 0.129471E+07 0.783073E+06 0.384055E+06 0.671051E+06 -.589496E+06 -.126656E+07 -.229369E+03 -.726778E+06 0.384725E+06 -.671909E+06 -.589565E+06 0.437776E+02 0.646607E+02 -.394487E+02 -.708936E+02 0.127974E+00 -.333497E+02 0.436331E+02 -.646651E+02 -.396002E+02
   34.4000 0.972332E+06 0.145979E+07 0.973230E+06 0.782126E+06 0.129421E+07 0.783130E+06 0.384100E+06 0.671091E+06 -.589520E+06 -.126611E+07 -.229221E+03 -.726602E+06 0.384769E+06 -.671948E+06 -.589589E+06 0.437761E+02 0.646606E+02 -.394497E+02 -.708951E+02 0.128019E+00 -.333516E+02 0.436315E+02 -.646649E+02 -.396016E+02
   34.4125 0.972390E+06 0.145932E+07 0.973286E+06 0.782192E+06 0.129372E+07 0.783185E+06 0.384144E+06 0.671129E+06 -.589543E+06 -.126567E+07 -.229070E+03 -.726431E+06 0.384812E+06 -.671984E+06 -.589612E+06 0.437745E+02 0.646605E+02 -.394507E+02 -.708967E+02 0.128064E+00 -.333536E+02 0.436299E+02 -.646648E+02 -.396029E+02
   34.4250 0.972444E+06 0.145886E+07 0.973339E+06 0.782255E+06 0.129323E+07 0.783237E+06 0.384186E+06 0.671165E+06 -.589564E+06 -.126524E+07 -.228918E+03 -.726264E+06 0.384854E+06 -.672018E+06 -.589633E+06 0.437729E+02 0.646605E+02 -.394518E+02 -.708982E+02 0.128109E+00 -.333555E+02 0.436282E+02 -.646646E+02 -.396042E+02
   34.4375 0.972496E+06 0.145841E+07 0.973389E+06 0.782316E+06 0.129276E+07 0.783287E+06 0.384228E+06 0.671199E+06 -.589583E+06 -.126481E+07 -.228764E+03 -.726102E+06 0.384894E+06 -.672050E+06 -.589653E+06 0.437713E+02 0.646604E+02 -.394528E+02 -.708997E+02 0.128154E+00 -.333575E+02 0.436266E+02 -.646645E+02 -.396056E+02
   34.4500 0.972545E+06 0.145797E+07 0.973436E+06 0.782374E+06 0.129229E+07 0.783335E+06 0.384268E+06 0.671231E+06 -.589601E+06 -.126439E+07 -.228607E+03 -.725944E+06 0.384933E+06 -.672081E+06 -.589671E+06 0.437696E+02 0.646603E+02 -.394538E+02 -.709012E+02 0.128198E+00 -.333594E+02 0.436249E+02 -.646644E+02 -.396069E+02
   34.4625 0.972591E+06 0.145754E+07 0.973480E+06 0.782430E+06 0.129183E+07 0.783380E+06 0.384307E+06 0.671262E+06 -.589618E+06 -.126398E+07 -.228449E+03 -.725791E+06 0.384970E+06 -.672109E+06 -.589687E+06 0.437680E+02 0.646603E+02 -.394548E+02 -.709028E+02 0.128243E+00 -.333614E+02 0.436231E+02 -.646642E+02 -.396083E+02
   34.4750 0.972635E+06 0.145711E+07 0.973521E+06 0.782483E+06 0.129138E+07 0.783422E+06 0.384344E+06 0.671290E+06 -.589633E+06 -.126358E+07 -.228289E+03 -.725642E+06 0.385007E+06 -.672135E+06 -.589702E+06 0.437663E+02 0.646602E+02 -.394558E+02 -.709044E+02 0.128288E+00 -.333633E+02 0.436214E+02 -.646641E+02 -.396096E+02
   34.4875 0.972676E+06 0.145670E+07 0.973560E+06 0.782533E+06 0.129094E+07 0.783462E+06 0.384381E+06 0.671317E+06 -.589646E+06 -.126318E+07 -.228127E+03 -.725497E+06 0.385041E+06 -.672159E+06 -.589715E+06 0.437646E+02 0.646601E+02 -.394569E+02 -.709059E+02 0.128333E+00 -.333652E+02 0.436197E+02 -.646640E+02 -.396110E+02
   34.5000 0.972714E+06 0.145629E+07 0.973595E+06 0.782581E+06 0.129051E+07 0.783500E+06 0.384416E+06 0.671342E+06 -.589658E+06 -.126279E+07 -.227963E+03 -.725357E+06 0.385075E+06 -.672182E+06 -.589726E+06 0.437629E+02 0.646601E+02 -.394579E+02 -.709075E+02 0.128378E+00 -.333672E+02 0.436179E+02 -.646638E+02 -.396123E+02
   34.5125 0.972751E+06 0.145590E+07 0.973628E+06 0.782626E+06 0.129009E+07 0.783536E+06 0.384451E+06 0.671366E+06 -.589669E+06 -.126241E+07 -.227798E+03 -.725221E+06 0.385107E+06 -.672202E+06 -.589736E+06 0.437612E+02 0.646600E+02 -.394589E+02 -.709091E+02 0.128423E+00 -.333691E+02 0.436161E+02 -.646637E+02 -.396136E+02
   34.5250 0.972785E+06 0.145551E+07 0.973659E+06 0.782669E+06 0.128967E+07 0.783569E+06 0.384484E+06 0.671388E+06 -.589679E+06 -.126204E+07 -.227632E+03 -.725090E+06 0.385139E+06 -.672221E+06 -.589745E+06 0.437594E+02 0.646600E+02 -.394599E+02 -.709107E+02 0.128468E+00 -.333710E+02 0.436143E+02 -.646636E+02 -.396150E+02
   34.5375 0.972816E+06 0.145513E+07 0.973687E+06 0.782709E+06 0.128927E+07 0.783600E+06 0.384516E+06 0.671408E+06 -.589687E+06 -.126168E+07 -.227464E+03 -.724963E+06 0.385168E+06 -.672238E+06 -.589752E+06 0.437577E+02 0.646599E+02 -.394609E+02 -.709123E+02 0.128513E+00 -.333730E+02 0.436125E+02 -.646634E+02 -.396163E+02
   34.5500 0.972845E+06 0.145476E+07 0.973712E+06 0.782746E+06 0.128887E+07 0.783629E+06 0.384547E+06 0.671426E+06 -.589694E+06 -.126132E+07 -.227294E+03 -.724840E+06 0.385197E+06 -.672253E+06 -.589758E+06 0.437559E+02 0.646598E+02 -.394619E+02 -.709139E+02 0.128558E+00 -.333749E+02 0.436107E+02 -.646633E+02 -.396176E+02
   34.5625 0.972872E+06 0.145440E+07 0.973735E+06 0.782781E+06 0.128848E+07 0.783655E+06 0.384576E+06 0.671443E+06 -.589700E+06 -.126097E+07 -.227124E+03 -.724722E+06 0.385225E+06 -.672266E+06 -.589762E+06 0.437541E+02 0.646598E+02 -.394629E+02 -.709156E+02 0.128603E+00 -.333768E+02 0.436088E+02 -.646632E+02 -.396189E+02
   34.5750 0.972897E+06 0.145405E+07 0.973755E+06 0.782813E+06 0.128810E+07 0.783680E+06 0.384605E+06 0.671459E+06 -.589704E+06 -.126063E+07 -.226953E+03 -.724608E+06 0.385251E+06 -.672278E+06 -.589765E+06 0.437523E+02 0.646597E+02 -.394639E+02 -.709172E+02 0.128648E+00 -.333787E+02 0.436069E+02 -.646630E+02 -.396203E+02
   34.5875 0.972920E+06 0.145370E+07 0.973773E+06 0.782843E+06 0.128773E+07 0.783702E+06 0.384633E+06 0.671473E+06 -.589708E+06 -.126030E+07 -.226781E+03 -.724498E+06 0.385276E+06 -.672288E+06 -.589767E+06 0.437505E+02 0.646597E+02 -.394649E+02 -.709188E+02 0.128693E+00 -.333806E+02 0.436050E+02 -.646629E+02 -.396216E+02
   34.6000 0.972941E+06 0.145337E+07 0.973789E+06 0.782870E+06 0.128736E+07 0.783722E+06 0.384660E+06 0.671486E+06 -.589710E+06 -.125997E+07 -.226608E+03 -.724393E+06 0.385301E+06 -.672296E+06 -.589768E+06 0.437486E+02 0.646596E+02 -.394659E+02 -.709205E+02 0.128738E+00 -.333825E+02 0.436031E+02 -.646628E+02 -.396229E+02
   34.6125 0.972960E+06 0.145304E+07 0.973803E+06 0.782894E+06 0.128701E+07 0.783739E+06 0.384686E+06 0.671497E+06 -.589711E+06 -.125965E+07 -.226435E+03 -.724292E+06 0.385324E+06 -.672304E+06 -.589767E+06 0.437467E+02 0.646595E+02 -.394669E+02 -.709222E+02 0.128783E+00 -.333844E+02 0.436012E+02 -.646627E+02 -.396242E+02
   34.6250 0.972976E+06 0.145272E+07 0.973813E+06 0.782916E+06 0.128667E+07 0.783755E+06 0.384710E+06 0.671506E+06 -.589711E+06 -.125934E+07 -.226262E+03 -.724196E+06 0.385345E+06 -.672308E+06 -.589764E+06 0.437449E+02 0.646595E+02 -.394679E+02 -.709239E+02 0.128828E+00 -.333864E+02 0.435992E+02 -.646625E+02 -.396255E+02
   34.6375 0.972990E+06 0.145242E+07 0.973822E+06 0.782935E+06 0.128633E+07 0.783768E+06 0.384733E+06 0.671515E+06 -.589710E+06 -.125904E+07 -.226088E+03 -.724104E+06 0.385366E+06 -.672312E+06 -.589761E+06 0.437430E+02 0.646594E+02 -.394689E+02 -.709255E+02 0.128873E+00 -.333882E+02 0.435973E+02 -.646624E+02 -.396268E+02
   34.6500 0.973001E+06 0.145212E+07 0.973827E+06 0.782952E+06 0.128600E+07 0.783779E+06 0.384756E+06 0.671521E+06 -.589707E+06 -.125875E+07 -.225915E+03 -.724016E+06 0.385386E+06 -.672313E+06 -.589756E+06 0.437410E+02 0.646594E+02 -.394699E+02 -.709272E+02 0.128918E+00 -.333901E+02 0.435953E+02 -.646623E+02 -.396281E+02
   34.6625 0.973011E+06 0.145183E+07 0.973831E+06 0.782966E+06 0.128569E+07 0.783788E+06 0.384777E+06 0.671526E+06 -.589703E+06 -.125846E+07 -.225741E+03 -.723933E+06 0.385404E+06 -.672314E+06 -.589750E+06 0.437391E+02 0.646593E+02 -.394709E+02 -.709289E+02 0.128962E+00 -.333920E+02 0.435933E+02 -.646621E+02 -.396294E+02
   34.6750 0.973018E+06 0.145155E+07 0.973832E+06 0.782978E+06 0.128538E+07 0.783796E+06 0.384797E+06 0.671529E+06 -.589698E+06 -.125819E+07 -.225568E+03 -.723855E+06 0.385421E+06 -.672312E+06 -.589743E+06 0.437371E+02 0.646592E+02 -.394719E+02 -.709307E+02 0.129007E+00 -.333939E+02 0.435913E+02 -.646620E+02 -.396307E+02
   34.6875 0.973023E+06 0.145128E+07 0.973832E+06 0.782987E+06 0.128508E+07 0.783801E+06 0.384816E+06 0.671531E+06 -.589692E+06 -.125792E+07 -.225396E+03 -.723781E+06 0.385437E+06 -.672309E+06 -.589734E+06 0.437351E+02 0.646592E+02 -.394729E+02 -.709324E+02 0.129052E+00 -.333958E+02 0.435892E+02 -.646619E+02 -.396320E+02
   34.7000 0.973026E+06 0.145102E+07 0.973829E+06 0.782994E+06 0.128479E+07 0.783804E+06 0.384834E+06 0.671531E+06 -.589685E+06 -.125765E+07 -.225223E+03 -.723712E+06 0.385452E+06 -.672305E+06 -.589725E+06 0.437331E+02 0.646591E+02 -.394739E+02 -.709341E+02 0.129097E+00 -.333977E+02 0.435872E+02 -.646618E+02 -.396333E+02
   34.7125 0.973027E+06 0.145077E+07 0.973824E+06 0.782999E+06 0.128450E+07 0.783805E+06 0.384851E+06 0.671530E+06 -.589677E+06 -.125740E+07 -.225052E+03 -.723646E+06 0.385466E+06 -.672299E+06 -.589714E+06 0.437311E+02 0.646591E+02 -.394749E+02 -.709359E+02 0.129142E+00 -.333995E+02 0.435851E+02 -.646617E+02 -.396346E+02
   34.7250 0.973026E+06 0.145052E+07 0.973817E+06 0.783001E+06 0.128423E+07 0.783805E+06 0.384867E+06 0.671527E+06 -.589668E+06 -.125716E+07 -.224881E+03 -.723586E+06 0.385480E+06 -.672292E+06 -.589702E+06 0.437291E+02 0.646590E+02 -.394759E+02 -.709376E+02 0.129187E+00 -.334014E+02 0.435830E+02 -.646615E+02 -.396359E+02
   34.7375 0.973023E+06 0.145029E+07 0.973809E+06 0.783002E+06 0.128396E+07 0.783803E+06 0.384882E+06 0.671524E+06 -.589657E+06 -.125692E+07 -.224711E+03 -.723529E+06 0.385492E+06 -.672284E+06 -.589690E+06 0.437270E+02 0.646590E+02 -.394769E+02 -.709394E+02 0.129231E+00 -.334033E+02 0.435809E+02 -.646614E+02 -.396372E+02
   34.7500 0.973018E+06 0.145006E+07 0.973798E+06 0.783000E+06 0.128371E+07 0.783799E+06 0.384896E+06 0.671518E+06 -.589646E+06 -.125669E+07 -.224542E+03 -.723477E+06 0.385503E+06 -.672274E+06 -.589676E+06 0.437250E+02 0.646589E+02 -.394779E+02 -.709412E+02 0.129276E+00 -.334051E+02 0.435788E+02 -.646613E+02 -.396385E+02
   34.7625 0.973012E+06 0.144985E+07 0.973786E+06 0.782996E+06 0.128346E+07 0.783793E+06 0.384910E+06 0.671512E+06 -.589634E+06 -.125647E+07 -.224374E+03 -.723428E+06 0.385514E+06 -.672264E+06 -.589662E+06 0.437229E+02 0.646589E+02 -.394788E+02 -.709430E+02 0.129321E+00 -.334070E+02 0.435766E+02 -.646612E+02 -.396398E+02
   34.7750 0.973003E+06 0.144964E+07 0.973773E+06 0.782990E+06 0.128322E+07 0.783785E+06 0.384922E+06 0.671504E+06 -.589621E+06 -.125625E+07 -.224207E+03 -.723385E+06 0.385523E+06 -.672252E+06 -.589647E+06 0.437208E+02 0.646588E+02 -.394798E+02 -.709448E+02 0.129365E+00 -.334088E+02 0.435745E+02 -.646611E+02 -.396410E+02
   34.7875 0.972993E+06 0.144944E+07 0.973758E+06 0.782982E+06 0.128299E+07 0.783776E+06 0.384933E+06 0.671495E+06 -.589607E+06 -.125604E+07 -.224042E+03 -.723345E+06 0.385532E+06 -.672239E+06 -.589631E+06 0.437187E+02 0.646588E+02 -.394808E+02 -.709466E+02 0.129410E+00 -.334106E+02 0.435723E+02 -.646609E+02 -.396423E+02
   34.8000 0.972980E+06 0.144925E+07 0.973741E+06 0.782971E+06 0.128277E+07 0.783766E+06 0.384943E+06 0.671485E+06 -.589592E+06 -.125584E+07 -.223878E+03 -.723309E+06 0.385540E+06 -.672225E+06 -.589614E+06 0.437165E+02 0.646587E+02 -.394818E+02 -.709484E+02 0.129455E+00 -.334125E+02 0.435701E+02 -.646608E+02 -.396436E+02
   34.8125 0.972967E+06 0.144907E+07 0.973723E+06 0.782959E+06 0.128256E+07 0.783753E+06 0.384952E+06 0.671473E+06 -.589576E+06 -.125565E+07 -.223716E+03 -.723277E+06 0.385547E+06 -.672210E+06 -.589596E+06 0.437144E+02 0.646586E+02 -.394828E+02 -.709502E+02 0.129499E+00 -.334143E+02 0.435679E+02 -.646607E+02 -.396449E+02
