      Time   FAIRTEN1   FAIRTEN2   FAIRTEN3     L1N10T     L2N10T     L3N10T     CON4FX     CON4FY     CON4FZ     CON5FX     CON5FY     CON5FZ     CON6FX     CON6FY     CON6FZ    L1N19PX    L1N19PY    L1N19PZ    L2N19PX    L2N19PY    L2N19PZ    L3N19PX    L3N19PY    L3N19PZ
       (s)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (m)        (m)        (m)        (m)        (m)        (m)        (m)        (m)        (m)
   17.7875 0.953375E+06 0.156259E+07 0.951610E+06 0.765981E+06 0.139194E+07 0.763858E+06 0.373387E+06 0.657087E+06 -.581156E+06 -.136050E+07 -.113440E+03 -.768590E+06 0.372731E+06 -.655813E+06 -.580122E+06 0.437262E+02 0.646255E+02 -.395545E+02 -.708881E+02 0.638332E-01 -.327749E+02 0.436441E+02 -.646258E+02 -.397209E+02
   17.8000 0.953369E+06 0.156224E+07 0.951668E+06 0.765960E+06 0.139163E+07 0.763906E+06 0.373382E+06 0.657096E+06 -.581139E+06 -.136020E+07 -.113591E+03 -.768417E+06 0.372752E+06 -.655868E+06 -.580143E+06 0.437272E+02 0.646261E+02 -.395536E+02 -.708870E+02 0.638728E-01 -.327751E+02 0.436451E+02 -.646264E+02 -.397197E+02
   17.8125 0.953362E+06 0.156189E+07 0.951728E+06 0.765938E+06 0.139131E+07 0.763957E+06 0.373377E+06 0.657105E+06 -.581121E+06 -.135989E+07 -.113741E+03 -.768242E+06 0.372773E+06 -.655924E+06 -.580164E+06 0.437283E+02 0.646267E+02 -.395527E+02 -.708860E+02 0.639124E-01 -.327753E+02 0.436461E+02 -.646270E+02 -.397184E+02
   17.8250 0.953356E+06 0.156153E+07 0.951788E+06 0.765916E+06 0.139098E+07 0.764009E+06 0.373372E+06 0.657114E+06 -.581103E+06 -.135957E+07 -.113892E+03 -.768066E+06 0.372795E+06 -.655980E+06 -.580185E+06 0.437294E+02 0.646273E+02 -.395517E+02 -.708849E+02 0.639520E-01 -.327755E+02 0.436471E+02 -.646277E+02 -.397171E+02
   17.8375 0.953349E+06 0.156117E+07 0.951849E+06 0.765894E+06 0.139066E+07 0.764064E+06 0.373367E+06 0.657124E+06 -.581085E+06 -.135926E+07 -.114044E+03 -.767889E+06 0.372817E+06 -.656038E+06 -.580206E+06 0.437305E+02 0.646279E+02 -.395508E+02 -.708838E+02 0.639918E-01 -.327758E+02 0.436482E+02 -.646283E+02 -.397158E+02
   17.8500 0.953342E+06 0.156080E+07 0.951912E+06 0.765871E+06 0.139033E+07 0.764120E+06 0.373363E+06 0.657133E+06 -.581066E+06 -.135894E+07 -.114196E+03 -.767711E+06 0.372841E+06 -.656096E+06 -.580228E+06 0.437316E+02 0.646285E+02 -.395498E+02 -.708827E+02 0.640315E-01 -.327761E+02 0.436492E+02 -.646290E+02 -.397145E+02
   17.8625 0.953335E+06 0.156044E+07 0.951975E+06 0.765848E+06 0.138999E+07 0.764178E+06 0.373358E+06 0.657143E+06 -.581047E+06 -.135862E+07 -.114348E+03 -.767533E+06 0.372864E+06 -.656155E+06 -.580250E+06 0.437327E+02 0.646291E+02 -.395488E+02 -.708815E+02 0.640713E-01 -.327763E+02 0.436503E+02 -.646296E+02 -.397131E+02
   17.8750 0.953329E+06 0.156007E+07 0.952040E+06 0.765825E+06 0.138965E+07 0.764238E+06 0.373354E+06 0.657152E+06 -.581028E+06 -.135830E+07 -.114501E+03 -.767353E+06 0.372888E+06 -.656215E+06 -.580272E+06 0.437339E+02 0.646297E+02 -.395478E+02 -.708804E+02 0.641112E-01 -.327766E+02 0.436515E+02 -.646303E+02 -.397117E+02
   17.8875 0.953322E+06 0.155970E+07 0.952105E+06 0.765802E+06 0.138931E+07 0.764300E+06 0.373350E+06 0.657162E+06 -.581008E+06 -.135798E+07 -.114655E+03 -.767174E+06 0.372913E+06 -.656276E+06 -.580294E+06 0.437350E+02 0.646303E+02 -.395468E+02 -.708792E+02 0.641511E-01 -.327769E+02 0.436526E+02 -.646310E+02 -.397103E+02
   17.9000 0.953316E+06 0.155933E+07 0.952171E+06 0.765779E+06 0.138897E+07 0.764364E+06 0.373346E+06 0.657173E+06 -.580988E+06 -.135765E+07 -.114810E+03 -.766993E+06 0.372938E+06 -.656337E+06 -.580317E+06 0.437362E+02 0.646310E+02 -.395457E+02 -.708780E+02 0.641910E-01 -.327773E+02 0.436537E+02 -.646316E+02 -.397089E+02
   17.9125 0.953309E+06 0.155895E+07 0.952238E+06 0.765756E+06 0.138863E+07 0.764429E+06 0.373342E+06 0.657183E+06 -.580968E+06 -.135733E+07 -.114966E+03 -.766812E+06 0.372964E+06 -.656400E+06 -.580339E+06 0.437374E+02 0.646316E+02 -.395447E+02 -.708768E+02 0.642310E-01 -.327776E+02 0.436549E+02 -.646323E+02 -.397074E+02
   17.9250 0.953303E+06 0.155858E+07 0.952305E+06 0.765734E+06 0.138828E+07 0.764496E+06 0.373339E+06 0.657194E+06 -.580948E+06 -.135700E+07 -.115124E+03 -.766631E+06 0.372991E+06 -.656463E+06 -.580362E+06 0.437386E+02 0.646323E+02 -.395436E+02 -.708756E+02 0.642710E-01 -.327780E+02 0.436561E+02 -.646330E+02 -.397060E+02
   17.9375 0.953297E+06 0.155820E+07 0.952374E+06 0.765711E+06 0.138793E+07 0.764565E+06 0.373336E+06 0.657205E+06 -.580928E+06 -.135667E+07 -.115282E+03 -.766450E+06 0.373017E+06 -.656526E+06 -.580385E+06 0.437398E+02 0.646329E+02 -.395425E+02 -.708744E+02 0.643111E-01 -.327784E+02 0.436573E+02 -.646337E+02 -.397045E+02
   17.9500 0.953292E+06 0.155783E+07 0.952443E+06 0.765689E+06 0.138758E+07 0.764635E+06 0.373333E+06 0.657217E+06 -.580908E+06 -.135634E+07 -.115442E+03 -.766268E+06 0.373045E+06 -.656591E+06 -.580408E+06 0.437411E+02 0.646336E+02 -.395414E+02 -.708732E+02 0.643512E-01 -.327788E+02 0.436585E+02 -.646344E+02 -.397030E+02
   17.9625 0.953287E+06 0.155745E+07 0.952513E+06 0.765667E+06 0.138722E+07 0.764706E+06 0.373331E+06 0.657229E+06 -.580888E+06 -.135601E+07 -.115604E+03 -.766087E+06 0.373072E+06 -.656656E+06 -.580432E+06 0.437424E+02 0.646343E+02 -.395403E+02 -.708719E+02 0.643913E-01 -.327792E+02 0.436598E+02 -.646352E+02 -.397015E+02
   17.9750 0.953282E+06 0.155707E+07 0.952583E+06 0.765645E+06 0.138687E+07 0.764778E+06 0.373329E+06 0.657241E+06 -.580867E+06 -.135568E+07 -.115768E+03 -.765905E+06 0.373101E+06 -.656721E+06 -.580455E+06 0.437436E+02 0.646349E+02 -.395391E+02 -.708707E+02 0.644314E-01 -.327796E+02 0.436610E+02 -.646359E+02 -.397000E+02
   17.9875 0.953278E+06 0.155669E+07 0.952655E+06 0.765624E+06 0.138651E+07 0.764852E+06 0.373327E+06 0.657254E+06 -.580847E+06 -.135534E+07 -.115933E+03 -.765724E+06 0.373129E+06 -.656788E+06 -.580479E+06 0.437449E+02 0.646356E+02 -.395380E+02 -.708694E+02 0.644716E-01 -.327800E+02 0.436623E+02 -.646366E+02 -.396984E+02
   18.0000 0.953274E+06 0.155631E+07 0.952727E+06 0.765603E+06 0.138615E+07 0.764927E+06 0.373325E+06 0.657267E+06 -.580827E+06 -.135501E+07 -.116100E+03 -.765543E+06 0.373158E+06 -.656854E+06 -.580503E+06 0.437463E+02 0.646363E+02 -.395368E+02 -.708681E+02 0.645117E-01 -.327805E+02 0.436636E+02 -.646373E+02 -.396968E+02
   18.0125 0.953271E+06 0.155594E+07 0.952799E+06 0.765582E+06 0.138579E+07 0.765003E+06 0.373324E+06 0.657281E+06 -.580807E+06 -.135468E+07 -.116269E+03 -.765362E+06 0.373188E+06 -.656922E+06 -.580526E+06 0.437476E+02 0.646370E+02 -.395356E+02 -.708668E+02 0.645519E-01 -.327809E+02 0.436649E+02 -.646381E+02 -.396953E+02
   18.0250 0.953268E+06 0.155556E+07 0.952872E+06 0.765563E+06 0.138543E+07 0.765079E+06 0.373323E+06 0.657295E+06 -.580787E+06 -.135435E+07 -.116440E+03 -.765182E+06 0.373217E+06 -.656990E+06 -.580550E+06 0.437489E+02 0.646377E+02 -.395344E+02 -.708655E+02 0.645921E-01 -.327814E+02 0.436662E+02 -.646388E+02 -.396937E+02
   18.0375 0.953265E+06 0.155518E+07 0.952945E+06 0.765543E+06 0.138507E+07 0.765157E+06 0.373322E+06 0.657309E+06 -.580767E+06 -.135402E+07 -.116614E+03 -.765002E+06 0.373247E+06 -.657058E+06 -.580574E+06 0.437503E+02 0.646384E+02 -.395332E+02 -.708642E+02 0.646323E-01 -.327819E+02 0.436675E+02 -.646396E+02 -.396920E+02
   18.0500 0.953263E+06 0.155481E+07 0.953019E+06 0.765525E+06 0.138471E+07 0.765235E+06 0.373322E+06 0.657324E+06 -.580747E+06 -.135369E+07 -.116789E+03 -.764823E+06 0.373277E+06 -.657126E+06 -.580598E+06 0.437517E+02 0.646391E+02 -.395320E+02 -.708628E+02 0.646726E-01 -.327824E+02 0.436689E+02 -.646403E+02 -.396904E+02
   18.0625 0.953262E+06 0.155443E+07 0.953093E+06 0.765507E+06 0.138435E+07 0.765314E+06 0.373322E+06 0.657339E+06 -.580727E+06 -.135336E+07 -.116967E+03 -.764645E+06 0.373308E+06 -.657195E+06 -.580622E+06 0.437530E+02 0.646398E+02 -.395308E+02 -.708615E+02 0.647128E-01 -.327829E+02 0.436703E+02 -.646411E+02 -.396888E+02
   18.0750 0.953260E+06 0.155406E+07 0.953167E+06 0.765490E+06 0.138399E+07 0.765393E+06 0.373322E+06 0.657354E+06 -.580708E+06 -.135303E+07 -.117147E+03 -.764467E+06 0.373339E+06 -.657264E+06 -.580646E+06 0.437544E+02 0.646405E+02 -.395295E+02 -.708601E+02 0.647531E-01 -.327834E+02 0.436716E+02 -.646418E+02 -.396871E+02
   18.0875 0.953260E+06 0.155369E+07 0.953242E+06 0.765474E+06 0.138363E+07 0.765473E+06 0.373322E+06 0.657370E+06 -.580688E+06 -.135270E+07 -.117329E+03 -.764291E+06 0.373370E+06 -.657334E+06 -.580670E+06 0.437558E+02 0.646412E+02 -.395283E+02 -.708587E+02 0.647933E-01 -.327840E+02 0.436730E+02 -.646426E+02 -.396855E+02
   18.1000 0.953259E+06 0.155332E+07 0.953317E+06 0.765459E+06 0.138328E+07 0.765553E+06 0.373323E+06 0.657386E+06 -.580669E+06 -.135237E+07 -.117513E+03 -.764116E+06 0.373401E+06 -.657403E+06 -.580694E+06 0.437573E+02 0.646419E+02 -.395270E+02 -.708573E+02 0.648336E-01 -.327845E+02 0.436744E+02 -.646434E+02 -.396838E+02
   18.1125 0.953260E+06 0.155295E+07 0.953392E+06 0.765445E+06 0.138292E+07 0.765633E+06 0.373324E+06 0.657403E+06 -.580650E+06 -.135205E+07 -.117699E+03 -.763941E+06 0.373432E+06 -.657473E+06 -.580718E+06 0.437587E+02 0.646426E+02 -.395257E+02 -.708559E+02 0.648738E-01 -.327851E+02 0.436759E+02 -.646441E+02 -.396821E+02
   18.1250 0.953260E+06 0.155258E+07 0.953467E+06 0.765432E+06 0.138256E+07 0.765714E+06 0.373325E+06 0.657420E+06 -.580631E+06 -.135173E+07 -.117887E+03 -.763768E+06 0.373464E+06 -.657543E+06 -.580742E+06 0.437602E+02 0.646433E+02 -.395245E+02 -.708545E+02 0.649141E-01 -.327857E+02 0.436773E+02 -.646449E+02 -.396804E+02
   18.1375 0.953262E+06 0.155222E+07 0.953542E+06 0.765420E+06 0.138220E+07 0.765794E+06 0.373327E+06 0.657438E+06 -.580612E+06 -.135141E+07 -.118077E+03 -.763596E+06 0.373495E+06 -.657614E+06 -.580766E+06 0.437616E+02 0.646440E+02 -.395232E+02 -.708531E+02 0.649543E-01 -.327863E+02 0.436787E+02 -.646457E+02 -.396787E+02
   18.1500 0.953264E+06 0.155185E+07 0.953618E+06 0.765409E+06 0.138185E+07 0.765875E+06 0.373329E+06 0.657456E+06 -.580594E+06 -.135109E+07 -.118269E+03 -.763426E+06 0.373527E+06 -.657684E+06 -.580789E+06 0.437631E+02 0.646448E+02 -.395219E+02 -.708517E+02 0.649946E-01 -.327869E+02 0.436802E+02 -.646464E+02 -.396770E+02
   18.1625 0.953266E+06 0.155150E+07 0.953694E+06 0.765399E+06 0.138149E+07 0.765956E+06 0.373331E+06 0.657475E+06 -.580575E+06 -.135077E+07 -.118462E+03 -.763256E+06 0.373559E+06 -.657754E+06 -.580813E+06 0.437646E+02 0.646455E+02 -.395206E+02 -.708502E+02 0.650348E-01 -.327875E+02 0.436817E+02 -.646472E+02 -.396753E+02
   18.1750 0.953270E+06 0.155114E+07 0.953769E+06 0.765391E+06 0.138114E+07 0.766036E+06 0.373333E+06 0.657494E+06 -.580558E+06 -.135045E+07 -.118657E+03 -.763089E+06 0.373591E+06 -.657825E+06 -.580837E+06 0.437661E+02 0.646462E+02 -.395193E+02 -.708488E+02 0.650751E-01 -.327881E+02 0.436832E+02 -.646480E+02 -.396736E+02
   18.1875 0.953273E+06 0.155078E+07 0.953845E+06 0.765383E+06 0.138079E+07 0.766116E+06 0.373336E+06 0.657513E+06 -.580540E+06 -.135014E+07 -.118853E+03 -.762922E+06 0.373623E+06 -.657896E+06 -.580860E+06 0.437676E+02 0.646469E+02 -.395179E+02 -.708473E+02 0.651153E-01 -.327887E+02 0.436847E+02 -.646488E+02 -.396718E+02
   18.2000 0.953278E+06 0.155043E+07 0.953920E+06 0.765377E+06 0.138045E+07 0.766195E+06 0.373339E+06 0.657533E+06 -.580523E+06 -.134983E+07 -.119050E+03 -.762758E+06 0.373655E+06 -.657966E+06 -.580884E+06 0.437691E+02 0.646477E+02 -.395166E+02 -.708458E+02 0.651555E-01 -.327894E+02 0.436862E+02 -.646496E+02 -.396701E+02
   18.2125 0.953283E+06 0.155009E+07 0.953996E+06 0.765372E+06 0.138010E+07 0.766274E+06 0.373342E+06 0.657553E+06 -.580506E+06 -.134952E+07 -.119248E+03 -.762594E+06 0.373687E+06 -.658037E+06 -.580907E+06 0.437706E+02 0.646484E+02 -.395153E+02 -.708444E+02 0.651957E-01 -.327900E+02 0.436877E+02 -.646503E+02 -.396684E+02
   18.2250 0.953288E+06 0.154974E+07 0.954070E+06 0.765368E+06 0.137976E+07 0.766353E+06 0.373346E+06 0.657574E+06 -.580489E+06 -.134922E+07 -.119447E+03 -.762434E+06 0.373719E+06 -.658107E+06 -.580930E+06 0.437722E+02 0.646491E+02 -.395140E+02 -.708429E+02 0.652359E-01 -.327907E+02 0.436892E+02 -.646511E+02 -.396666E+02
   18.2375 0.953294E+06 0.154940E+07 0.954145E+06 0.765365E+06 0.137942E+07 0.766430E+06 0.373350E+06 0.657595E+06 -.580472E+06 -.134892E+07 -.119646E+03 -.762274E+06 0.373751E+06 -.658176E+06 -.580953E+06 0.437737E+02 0.646498E+02 -.395126E+02 -.708414E+02 0.652761E-01 -.327913E+02 0.436907E+02 -.646519E+02 -.396649E+02
   18.2500 0.953300E+06 0.154906E+07 0.954219E+06 0.765363E+06 0.137909E+07 0.766507E+06 0.373354E+06 0.657616E+06 -.580456E+06 -.134862E+07 -.119846E+03 -.762117E+06 0.373783E+06 -.658246E+06 -.580976E+06 0.437753E+02 0.646506E+02 -.395113E+02 -.708398E+02 0.653163E-01 -.327920E+02 0.436923E+02 -.646527E+02 -.396631E+02
   18.2625 0.953307E+06 0.154873E+07 0.954292E+06 0.765362E+06 0.137875E+07 0.766583E+06 0.373358E+06 0.657637E+06 -.580440E+06 -.134833E+07 -.120046E+03 -.761962E+06 0.373814E+06 -.658315E+06 -.580998E+06 0.437768E+02 0.646513E+02 -.395099E+02 -.708383E+02 0.653564E-01 -.327927E+02 0.436938E+02 -.646535E+02 -.396613E+02
   18.2750 0.953313E+06 0.154840E+07 0.954365E+06 0.765363E+06 0.137843E+07 0.766659E+06 0.373362E+06 0.657659E+06 -.580424E+06 -.134803E+07 -.120246E+03 -.761809E+06 0.373846E+06 -.658383E+06 -.581019E+06 0.437784E+02 0.646520E+02 -.395086E+02 -.708368E+02 0.653966E-01 -.327934E+02 0.436954E+02 -.646542E+02 -.396596E+02
   18.2875 0.953321E+06 0.154808E+07 0.954437E+06 0.765365E+06 0.137810E+07 0.766733E+06 0.373366E+06 0.657681E+06 -.580409E+06 -.134775E+07 -.120447E+03 -.761659E+06 0.373877E+06 -.658451E+06 -.581040E+06 0.437800E+02 0.646527E+02 -.395072E+02 -.708352E+02 0.654367E-01 -.327941E+02 0.436970E+02 -.646550E+02 -.396578E+02
   18.3000 0.953328E+06 0.154776E+07 0.954508E+06 0.765368E+06 0.137778E+07 0.766806E+06 0.373371E+06 0.657702E+06 -.580393E+06 -.134746E+07 -.120647E+03 -.761511E+06 0.373907E+06 -.658518E+06 -.581061E+06 0.437816E+02 0.646534E+02 -.395059E+02 -.708337E+02 0.654768E-01 -.327948E+02 0.436985E+02 -.646558E+02 -.396561E+02
   18.3125 0.953336E+06 0.154744E+07 0.954578E+06 0.765371E+06 0.137746E+07 0.766878E+06 0.373375E+06 0.657725E+06 -.580378E+06 -.134718E+07 -.120847E+03 -.761365E+06 0.373937E+06 -.658585E+06 -.581082E+06 0.437832E+02 0.646541E+02 -.395045E+02 -.708321E+02 0.655169E-01 -.327955E+02 0.437001E+02 -.646566E+02 -.396543E+02
   18.3250 0.953344E+06 0.154713E+07 0.954647E+06 0.765376E+06 0.137715E+07 0.766948E+06 0.373380E+06 0.657747E+06 -.580363E+06 -.134691E+07 -.121046E+03 -.761221E+06 0.373967E+06 -.658651E+06 -.581101E+06 0.437848E+02 0.646549E+02 -.395032E+02 -.708305E+02 0.655570E-01 -.327963E+02 0.437017E+02 -.646573E+02 -.396526E+02
   18.3375 0.953352E+06 0.154683E+07 0.954715E+06 0.765383E+06 0.137684E+07 0.767017E+06 0.373385E+06 0.657769E+06 -.580348E+06 -.134664E+07 -.121245E+03 -.761080E+06 0.373997E+06 -.658716E+06 -.581120E+06 0.437864E+02 0.646556E+02 -.395018E+02 -.708289E+02 0.655971E-01 -.327970E+02 0.437033E+02 -.646581E+02 -.396508E+02
   18.3500 0.953361E+06 0.154653E+07 0.954782E+06 0.765390E+06 0.137654E+07 0.767085E+06 0.373389E+06 0.657792E+06 -.580334E+06 -.134637E+07 -.121443E+03 -.760942E+06 0.374026E+06 -.658780E+06 -.581139E+06 0.437880E+02 0.646563E+02 -.395005E+02 -.708273E+02 0.656372E-01 -.327978E+02 0.437049E+02 -.646589E+02 -.396490E+02
   18.3625 0.953370E+06 0.154623E+07 0.954848E+06 0.765398E+06 0.137624E+07 0.767152E+06 0.373394E+06 0.657814E+06 -.580320E+06 -.134611E+07 -.121640E+03 -.760806E+06 0.374054E+06 -.658843E+06 -.581157E+06 0.437896E+02 0.646570E+02 -.394991E+02 -.708257E+02 0.656772E-01 -.327985E+02 0.437066E+02 -.646596E+02 -.396473E+02
   18.3750 0.953378E+06 0.154594E+07 0.954912E+06 0.765407E+06 0.137595E+07 0.767216E+06 0.373399E+06 0.657837E+06 -.580305E+06 -.134585E+07 -.121836E+03 -.760674E+06 0.374082E+06 -.658905E+06 -.581174E+06 0.437913E+02 0.646577E+02 -.394978E+02 -.708241E+02 0.657173E-01 -.327993E+02 0.437082E+02 -.646604E+02 -.396456E+02
   18.3875 0.953387E+06 0.154566E+07 0.954975E+06 0.765417E+06 0.137566E+07 0.767279E+06 0.373404E+06 0.657859E+06 -.580291E+06 -.134560E+07 -.122030E+03 -.760544E+06 0.374109E+06 -.658966E+06 -.581191E+06 0.437929E+02 0.646584E+02 -.394965E+02 -.708225E+02 0.657573E-01 -.328000E+02 0.437098E+02 -.646611E+02 -.396438E+02
   18.4000 0.953397E+06 0.154538E+07 0.955036E+06 0.765428E+06 0.137538E+07 0.767341E+06 0.373409E+06 0.657882E+06 -.580278E+06 -.134535E+07 -.122224E+03 -.760416E+06 0.374136E+06 -.659026E+06 -.581206E+06 0.437945E+02 0.646591E+02 -.394951E+02 -.708209E+02 0.657973E-01 -.328008E+02 0.437114E+02 -.646619E+02 -.396421E+02
   18.4125 0.953406E+06 0.154511E+07 0.955096E+06 0.765439E+06 0.137511E+07 0.767400E+06 0.373414E+06 0.657904E+06 -.580264E+06 -.134511E+07 -.122416E+03 -.760292E+06 0.374162E+06 -.659085E+06 -.581221E+06 0.437962E+02 0.646598E+02 -.394938E+02 -.708192E+02 0.658373E-01 -.328016E+02 0.437131E+02 -.646626E+02 -.396403E+02
   18.4250 0.953415E+06 0.154484E+07 0.955153E+06 0.765451E+06 0.137484E+07 0.767458E+06 0.373419E+06 0.657927E+06 -.580251E+06 -.134487E+07 -.122606E+03 -.760171E+06 0.374186E+06 -.659142E+06 -.581235E+06 0.437978E+02 0.646604E+02 -.394925E+02 -.708176E+02 0.658773E-01 -.328024E+02 0.437147E+02 -.646634E+02 -.396386E+02
   18.4375 0.953424E+06 0.154458E+07 0.955208E+06 0.765464E+06 0.137457E+07 0.767514E+06 0.373424E+06 0.657949E+06 -.580237E+06 -.134464E+07 -.122795E+03 -.760053E+06 0.374211E+06 -.659197E+06 -.581248E+06 0.437995E+02 0.646611E+02 -.394911E+02 -.708159E+02 0.659172E-01 -.328032E+02 0.437164E+02 -.646641E+02 -.396369E+02
   18.4500 0.953433E+06 0.154433E+07 0.955262E+06 0.765477E+06 0.137432E+07 0.767567E+06 0.373429E+06 0.657971E+06 -.580224E+06 -.134441E+07 -.122982E+03 -.759939E+06 0.374234E+06 -.659251E+06 -.581259E+06 0.438012E+02 0.646618E+02 -.394898E+02 -.708142E+02 0.659572E-01 -.328040E+02 0.437180E+02 -.646649E+02 -.396352E+02
   18.4625 0.953442E+06 0.154408E+07 0.955313E+06 0.765491E+06 0.137406E+07 0.767619E+06 0.373433E+06 0.657993E+06 -.580211E+06 -.134419E+07 -.123166E+03 -.759828E+06 0.374256E+06 -.659303E+06 -.581270E+06 0.438028E+02 0.646625E+02 -.394885E+02 -.708126E+02 0.659972E-01 -.328048E+02 0.437197E+02 -.646656E+02 -.396335E+02
   18.4750 0.953451E+06 0.154384E+07 0.955362E+06 0.765505E+06 0.137382E+07 0.767668E+06 0.373438E+06 0.658015E+06 -.580198E+06 -.134398E+07 -.123349E+03 -.759720E+06 0.374277E+06 -.659353E+06 -.581279E+06 0.438045E+02 0.646631E+02 -.394872E+02 -.708109E+02 0.660371E-01 -.328056E+02 0.437214E+02 -.646663E+02 -.396318E+02
   18.4875 0.953460E+06 0.154361E+07 0.955408E+06 0.765520E+06 0.137358E+07 0.767716E+06 0.373443E+06 0.658037E+06 -.580185E+06 -.134377E+07 -.123529E+03 -.759615E+06 0.374298E+06 -.659402E+06 -.581287E+06 0.438062E+02 0.646638E+02 -.394859E+02 -.708092E+02 0.660770E-01 -.328064E+02 0.437230E+02 -.646670E+02 -.396301E+02
   18.5000 0.953469E+06 0.154338E+07 0.955452E+06 0.765535E+06 0.137335E+07 0.767761E+06 0.373447E+06 0.658058E+06 -.580173E+06 -.134357E+07 -.123706E+03 -.759514E+06 0.374317E+06 -.659449E+06 -.581294E+06 0.438079E+02 0.646644E+02 -.394846E+02 -.708075E+02 0.661169E-01 -.328072E+02 0.437247E+02 -.646677E+02 -.396284E+02
   18.5125 0.953478E+06 0.154316E+07 0.955493E+06 0.765550E+06 0.137313E+07 0.767803E+06 0.373451E+06 0.658079E+06 -.580160E+06 -.134337E+07 -.123881E+03 -.759417E+06 0.374335E+06 -.659493E+06 -.581299E+06 0.438096E+02 0.646651E+02 -.394833E+02 -.708058E+02 0.661569E-01 -.328080E+02 0.437264E+02 -.646684E+02 -.396268E+02
   18.5250 0.953487E+06 0.154295E+07 0.955532E+06 0.765565E+06 0.137291E+07 0.767844E+06 0.373456E+06 0.658100E+06 -.580148E+06 -.134318E+07 -.124053E+03 -.759323E+06 0.374352E+06 -.659536E+06 -.581304E+06 0.438113E+02 0.646657E+02 -.394820E+02 -.708040E+02 0.661968E-01 -.328089E+02 0.437280E+02 -.646691E+02 -.396251E+02
   18.5375 0.953496E+06 0.154275E+07 0.955568E+06 0.765580E+06 0.137270E+07 0.767881E+06 0.373460E+06 0.658122E+06 -.580136E+06 -.134299E+07 -.124221E+03 -.759233E+06 0.374368E+06 -.659577E+06 -.581306E+06 0.438130E+02 0.646664E+02 -.394808E+02 -.708023E+02 0.662367E-01 -.328097E+02 0.437297E+02 -.646698E+02 -.396235E+02
   18.5500 0.953504E+06 0.154255E+07 0.955601E+06 0.765596E+06 0.137250E+07 0.767917E+06 0.373464E+06 0.658142E+06 -.580124E+06 -.134282E+07 -.124386E+03 -.759146E+06 0.374382E+06 -.659615E+06 -.581308E+06 0.438147E+02 0.646670E+02 -.394795E+02 -.708006E+02 0.662766E-01 -.328105E+02 0.437314E+02 -.646705E+02 -.396219E+02
   18.5625 0.953513E+06 0.154236E+07 0.955631E+06 0.765611E+06 0.137230E+07 0.767950E+06 0.373468E+06 0.658163E+06 -.580112E+06 -.134265E+07 -.124548E+03 -.759063E+06 0.374395E+06 -.659651E+06 -.581308E+06 0.438164E+02 0.646676E+02 -.394783E+02 -.707988E+02 0.663165E-01 -.328114E+02 0.437331E+02 -.646711E+02 -.396202E+02
   18.5750 0.953522E+06 0.154218E+07 0.955658E+06 0.765626E+06 0.137211E+07 0.767980E+06 0.373472E+06 0.658183E+06 -.580101E+06 -.134248E+07 -.124705E+03 -.758984E+06 0.374407E+06 -.659686E+06 -.581306E+06 0.438181E+02 0.646682E+02 -.394770E+02 -.707971E+02 0.663563E-01 -.328122E+02 0.437348E+02 -.646718E+02 -.396186E+02
   18.5875 0.953530E+06 0.154200E+07 0.955683E+06 0.765641E+06 0.137193E+07 0.768007E+06 0.373476E+06 0.658204E+06 -.580090E+06 -.134232E+07 -.124859E+03 -.758909E+06 0.374418E+06 -.659717E+06 -.581303E+06 0.438198E+02 0.646688E+02 -.394758E+02 -.707953E+02 0.663962E-01 -.328131E+02 0.437365E+02 -.646724E+02 -.396170E+02
   18.6000 0.953539E+06 0.154184E+07 0.955704E+06 0.765655E+06 0.137176E+07 0.768032E+06 0.373480E+06 0.658224E+06 -.580079E+06 -.134217E+07 -.125009E+03 -.758837E+06 0.374428E+06 -.659747E+06 -.581299E+06 0.438215E+02 0.646694E+02 -.394746E+02 -.707935E+02 0.664361E-01 -.328139E+02 0.437382E+02 -.646731E+02 -.396155E+02
   18.6125 0.953548E+06 0.154168E+07 0.955722E+06 0.765669E+06 0.137160E+07 0.768054E+06 0.373483E+06 0.658244E+06 -.580068E+06 -.134203E+07 -.125154E+03 -.758770E+06 0.374436E+06 -.659774E+06 -.581293E+06 0.438232E+02 0.646700E+02 -.394734E+02 -.707917E+02 0.664760E-01 -.328148E+02 0.437398E+02 -.646737E+02 -.396139E+02
   18.6250 0.953556E+06 0.154153E+07 0.955737E+06 0.765683E+06 0.137144E+07 0.768073E+06 0.373486E+06 0.658263E+06 -.580057E+06 -.134189E+07 -.125295E+03 -.758706E+06 0.374442E+06 -.659798E+06 -.581285E+06 0.438250E+02 0.646706E+02 -.394722E+02 -.707900E+02 0.665158E-01 -.328157E+02 0.437415E+02 -.646744E+02 -.396124E+02
   18.6375 0.953564E+06 0.154138E+07 0.955748E+06 0.765696E+06 0.137129E+07 0.768090E+06 0.373490E+06 0.658282E+06 -.580047E+06 -.134176E+07 -.125431E+03 -.758646E+06 0.374447E+06 -.659820E+06 -.581276E+06 0.438267E+02 0.646712E+02 -.394710E+02 -.707882E+02 0.665557E-01 -.328165E+02 0.437432E+02 -.646750E+02 -.396108E+02
