
These predictions were generated by HydroDyn on 10-Jul-2022 at 11:37:13.




    Time                       HydroFxi                       HydroFyi                       HydroFzi                       HydroMxi                       HydroMyi                       HydroMzi                        M1N1Vxi                        M1N1Vzi                        M1N1Axi                        M1N1Azi                       M1N1FDxi                       M1N1FDzi                       M1N1FIxi                       M1N1FIzi
   (sec)                            (N)                            (N)                            (N)                          (N-m)                          (N-m)                          (N-m)                          (m/s)                          (m/s)                        (m/s^2)                        (m/s^2)                          (N/m)                          (N/m)                          (N/m)                          (N/m)
    6.1750                      1.51390503E+06                      1.05113401E-09                      8.82507099E+06                      3.13904504E-08                     -3.14891567E+07                     -3.83200416E-08                     -3.82522087E-01                      9.41154401E-01                      7.49942173E-01                      1.89517483E-01                     -7.31446668E+02                      4.61549499E+02                      4.44650256E+03                     -2.80578355E+03
    6.2000                      1.55669957E+06                      8.65247544E-10                      8.82726468E+06                      2.77319186E-08                     -3.22849652E+07                     -3.82714693E-08                     -3.63943134E-01                      9.46363231E-01                      7.54092733E-01                      1.80312686E-01                     -7.08714593E+02                      4.47205353E+02                      4.51675210E+03                     -2.85011164E+03
    6.2250                      1.59938091E+06                      8.73650111E-10                      8.82944736E+06                      3.12421315E-08                     -3.30793790E+07                     -3.82246318E-08                     -3.45363828E-01                      9.51572160E-01                      7.58243372E-01                      1.71107713E-01                     -6.86340929E+02                      4.33087367E+02                      4.58700298E+03                     -2.89444059E+03
    6.2500                      1.64194889E+06                      9.34744903E-10                      8.83161922E+06                      3.23653650E-08                     -3.38724044E+07                     -3.80338122E-08                     -3.26784521E-01                      9.56781089E-01                      7.62394011E-01                      1.61902741E-01                     -6.64326114E+02                      4.19195819E+02                      4.65725386E+03                     -2.93876953E+03
    6.2750                      1.68118493E+06                      9.18536081E-10                      8.83378584E+06                      3.77291300E-08                     -3.45947469E+07                     -3.80927928E-08                     -3.07400552E-01                      9.59634077E-01                      7.64667371E-01                      1.52299112E-01                     -6.39456316E+02                      4.03502750E+02                      4.71603693E+03                     -2.97586219E+03
    6.3000                      1.72026635E+06                      9.07368798E-10                      8.83594037E+06                      3.88159342E-08                     -3.53150978E+07                     -3.81309567E-08                     -2.88016583E-01                      9.62487064E-01                      7.66940730E-01                      1.42695483E-01                     -6.15060955E+02                      3.88109056E+02                      4.77482001E+03                     -3.01295485E+03
    6.3250                      1.75919323E+06                      6.13821060E-10                      8.83808347E+06                      3.12013655E-08                     -3.60334574E+07                     -3.87970905E-08                     -2.68632983E-01                      9.65339997E-01                      7.69214047E-01                      1.33092038E-01                     -5.91140484E+02                      3.73015021E+02                      4.83360197E+03                     -3.05004680E+03
    6.3500                      1.79796768E+06                      6.98226199E-10                      8.84021572E+06                      3.54202130E-08                     -3.67498660E+07                     -3.83668791E-08                     -2.49249014E-01                      9.68192984E-01                      7.71487406E-01                      1.23488409E-01                     -5.67693989E+02                      3.58220069E+02                      4.89238505E+03                     -3.08713945E+03
    6.3750                      1.83658980E+06                      1.03828621E-09                      8.84233739E+06                      2.41826744E-08                     -3.74643355E+07                     -4.01727263E-08                     -2.29865044E-01                      9.71045971E-01                      7.73760766E-01                      1.13884781E-01                     -5.44721932E+02                      3.43724492E+02                      4.95116813E+03                     -3.12423211E+03
    6.4000                      1.87506015E+06                      9.17777139E-10                      8.84444905E+06                      2.58792339E-08                     -3.81768745E+07                     -3.85455556E-08                     -2.10481075E-01                      9.73898958E-01                      7.76034125E-01                      1.04281152E-01                     -5.22224312E+02                      3.29528290E+02                      5.00995120E+03                     -3.16132477E+03
    6.4250                      1.91337962E+06                      6.76162685E-10                      8.84655106E+06                      3.13462150E-08                     -3.88875082E+07                     -3.81413651E-08                     -1.91097106E-01                      9.76751945E-01                      7.78307485E-01                      9.46775233E-02                     -5.00201130E+02                      3.15631461E+02                      5.06873428E+03                     -3.19841742E+03
    6.4500                      1.95154828E+06                      1.15006745E-09                      8.84864392E+06                      1.91302922E-08                     -3.95962397E+07                     -3.85803043E-08                     -1.71713506E-01                      9.79604878E-01                      7.80580801E-01                      8.50740778E-02                     -4.78652791E+02                      3.02034263E+02                      5.12751624E+03                     -3.23550937E+03
    6.4750                      1.98956837E+06                      7.01533016E-10                      8.85072829E+06                      9.87814458E-09                     -4.03031116E+07                     -4.17825496E-08                     -1.52329537E-01                      9.82457865E-01                      7.82854161E-01                      7.54704492E-02                     -4.57578474E+02                      2.88736178E+02                      5.18629932E+03                     -3.27260203E+03
    6.5000                      2.02744027E+06                      8.84980023E-10                      8.85280459E+06                      3.33472185E-08                     -4.10081382E+07                     -4.00634387E-08                     -1.32945567E-01                      9.85310853E-01                      7.85127521E-01                      6.58668205E-02                     -4.36978594E+02                      2.75737467E+02                      5.24508240E+03                     -3.30969469E+03
    6.5250                      2.06078295E+06                      8.12013217E-10                      8.85482094E+06                      2.49164624E-08                     -4.16211634E+07                     -3.84969834E-08                     -1.13234248E-01                      9.85737689E-01                      7.85467632E-01                      5.61010033E-02                     -4.14753984E+02                      2.61713535E+02                      5.29095033E+03                     -3.33863777E+03
    6.5500                      2.09393731E+06                      1.02153529E-09                      8.85682987E+06                      2.59139284E-08                     -4.22317212E+07                     -3.85334126E-08                     -9.35229288E-02                      9.86164525E-01                      7.85807743E-01                      4.63351861E-02                     -3.93109388E+02                      2.48055598E+02                      5.33681826E+03                     -3.36758085E+03
    6.5750                      2.12690378E+06                      1.10420570E-09                      8.85883209E+06                      2.92099030E-08                     -4.28398178E+07                     -3.80251386E-08                     -7.38119854E-02                      9.86591354E-01                      7.86147848E-01                      3.65695551E-02                     -3.72045203E+02                      2.34763906E+02                      5.38268531E+03                     -3.39652338E+03
    6.6000                      2.15968486E+06                      8.58037599E-10                      8.86082841E+06                      2.96132262E-08                     -4.34454992E+07                     -3.89670934E-08                     -5.41006661E-02                      9.87018190E-01                      7.86487960E-01                      2.68037379E-02                     -3.51560626E+02                      2.21837952E+02                      5.42855324E+03                     -3.42546646E+03
    6.6250                      2.19228134E+06                      1.01367482E-09                      8.86281948E+06                      3.33159935E-08                     -4.40487830E+07                     -3.82957555E-08                     -3.43893468E-02                      9.87445027E-01                      7.86828071E-01                      1.70379207E-02                     -3.31656063E+02                      2.09277991E+02                      5.47442117E+03                     -3.45440954E+03
    6.6500                      2.22469451E+06                      1.02440842E-09                      8.86480617E+06                      4.48120059E-08                     -4.46496893E+07                     -3.65384806E-08                     -1.46780275E-02                      9.87871863E-01                      7.87168182E-01                      7.27210343E-03                     -3.12331515E+02                      1.97084026E+02                      5.52028910E+03                     -3.48335262E+03
    6.6750                      2.25692613E+06                      1.10496464E-09                      8.86678923E+06                      1.90461582E-08                     -4.52482538E+07                     -3.96627176E-08                      5.03329176E-03                      9.88298700E-01                      7.87508294E-01                     -2.49371380E-03                     -2.93586981E+02                      1.85256055E+02                      5.56615703E+03                     -3.51229570E+03
    6.7000                      2.28897703E+06                      7.87184987E-10                      8.86876966E+06                      2.07852184E-08                     -4.58444842E+07                     -3.81309567E-08                      2.47442351E-02                      9.88725528E-01                      7.87848398E-01                     -1.22593448E-02                     -2.75422804E+02                      1.73794294E+02                      5.61202409E+03                     -3.54123823E+03
    6.7250                      2.32085039E+06                      1.01616849E-09                      8.87074839E+06                      3.08813091E-08                     -4.64384394E+07                     -3.66928710E-08                      4.44555544E-02                      9.89152364E-01                      7.88188510E-01                     -2.20251620E-02                     -2.57838289E+02                      1.62698305E+02                      5.65789202E+03                     -3.57018131E+03
    6.7500                      2.35254741E+06                      8.84980023E-10                      8.87272642E+06                      2.10237429E-08                     -4.70301357E+07                     -3.80390164E-08                      6.41668811E-02                      9.89579201E-01                      7.88528621E-01                     -3.17909792E-02                     -2.40833782E+02                      1.51968306E+02                      5.70375995E+03                     -3.59912439E+03
    6.7750                      2.37868605E+06                      5.89101250E-10                      8.87460393E+06                      3.37201840E-08                     -4.75113214E+07                     -4.06983475E-08                      8.37201998E-02                      9.87569336E-01                      7.86927110E-01                     -4.14785181E-02                     -2.23265873E+02                      1.40882796E+02                      5.73558331E+03                     -3.61920522E+03
    6.8000                      2.40461427E+06                      7.14489232E-10                      8.87648345E+06                      2.78108485E-08                     -4.79896755E+07                     -3.80875886E-08                      1.03273519E-01                      9.85559472E-01                      7.85325598E-01                     -5.11660570E-02                     -2.06363214E+02                      1.30217065E+02                      5.76740667E+03                     -3.63928605E+03
    6.8250                      2.43033384E+06                      8.01550666E-10                      8.87836621E+06                      2.85828005E-08                     -4.84652188E+07                     -3.94493466E-08                      1.22826464E-01                      9.83549646E-01                      7.83724118E-01                     -6.08534111E-02                     -1.90126108E+02                      1.19971303E+02                      5.79922943E+03                     -3.65936650E+03
    6.8500                      2.45584846E+06                      1.00001387E-09                      8.88025337E+06                      2.73823718E-08                     -4.89380153E+07                     -3.78481968E-08                      1.42379783E-01                      9.81539782E-01                      7.82122606E-01                     -7.05409500E-02                     -1.74553935E+02                      1.10145120E+02                      5.83105279E+03                     -3.67944733E+03
    6.8750                      2.48116017E+06                      8.75601674E-10                      8.88214629E+06                      2.30915333E-08                     -4.94080872E+07                     -3.72011449E-08                      1.61933102E-01                      9.79529917E-01                      7.80521095E-01                     -8.02284889E-02                     -1.59647012E+02                      1.00738716E+02                      5.86287615E+03                     -3.69952816E+03
    6.9000                      2.50627212E+06                      1.09444788E-09                      8.88404620E+06                      3.08231958E-08                     -4.98754843E+07                     -3.76695203E-08                      1.81486420E-01                      9.77520053E-01                      7.78919583E-01                     -8.99160278E-02                     -1.45405338E+02                      9.17520906E+01                      5.89469951E+03                     -3.71960899E+03
    6.9250                      2.53118719E+06                      1.12719079E-09                      8.88595463E+06                      1.68794885E-08                     -5.03402405E+07                     -3.91440352E-08                      2.01039739E-01                      9.75510189E-01                      7.77318072E-01                     -9.96035667E-02                     -1.31828914E+02                      8.31852434E+01                      5.92652288E+03                     -3.73968982E+03
    6.9500                      2.55590847E+06                      7.14489232E-10                      8.88787282E+06                      4.16600134E-08                     -5.08024024E+07                     -4.03756889E-08                      2.20592685E-01                      9.73500362E-01                      7.75716591E-01                     -1.09290921E-01                     -1.18917979E+02                      7.50383260E+01                      5.95834563E+03                     -3.75977027E+03
    6.9750                      2.58044022E+06                      8.16946337E-10                      8.88980244E+06                      3.61071635E-08                     -5.12620278E+07                     -4.00079275E-08                      2.40146004E-01                      9.71490498E-01                      7.74115080E-01                     -1.18978460E-01                     -1.06672041E+02                      6.73110277E+01                      5.99016899E+03                     -3.77985110E+03
    7.0000                      2.60478590E+06                      8.06754837E-10                      8.89174485E+06                      3.93745152E-08                     -5.17191652E+07                     -3.99472122E-08                      2.59699315E-01                      9.69480634E-01                      7.72513568E-01                     -1.28665999E-01                     -9.50913561E+01                      6.00035104E+01                      6.02199235E+03                     -3.79993193E+03
    7.0250                      2.62276993E+06                      8.33751471E-10                      8.89355893E+06                      3.05274255E-08                     -5.20510018E+07                     -3.60406149E-08                      2.78613178E-01                      9.65083600E-01                      7.69009851E-01                     -1.38036719E-01                     -8.37358961E+01                      5.28381119E+01                      6.03898742E+03                     -3.81065598E+03
    7.0500                      2.64054402E+06                      9.45966395E-10                      8.89539004E+06                      2.64785809E-08                     -5.23798855E+07                     -3.99262871E-08                      2.97527040E-01                      9.60686567E-01                      7.65506134E-01                     -1.47407439E-01                     -7.31022317E+01                      4.61281730E+01                      6.05598249E+03                     -3.82138002E+03
    7.0750                      2.65811204E+06                      7.25168623E-10                      8.89723979E+06                      2.76573255E-08                     -5.27058624E+07                     -3.96974120E-08                      3.16440542E-01                      9.56289617E-01                      7.62002483E-01                     -1.56777981E-01                     -6.31905451E+01                      3.98738085E+01                      6.07297723E+03                     -3.83210386E+03
    7.1000                      2.67547943E+06                      6.27536217E-10                      8.89910979E+06                      2.60240833E-08                     -5.30290106E+07                     -3.82124887E-08                      3.35354405E-01                      9.51892583E-01                      7.58498765E-01                     -1.66148701E-01                     -5.40004581E+01                      3.40747801E+01                      6.08997230E+03                     -3.84282790E+03
    7.1250                      2.69265048E+06                      1.03042574E-09                      8.90100171E+06                      3.41755489E-08                     -5.33493811E+07                     -3.76955411E-08                      3.54268268E-01                      9.47495550E-01                      7.54995048E-01                     -1.75519422E-01                     -4.55321666E+01                      2.87312112E+01                      6.10696737E+03                     -3.85355194E+03
    7.1500                      2.70963037E+06                      6.78439509E-10                      8.90291703E+06                      2.88933160E-08                     -5.36670466E+07                     -3.77597259E-08                      3.73182130E-01                      9.43098516E-01                      7.51491331E-01                     -1.84890142E-01                     -3.77856707E+01                      2.38431018E+01                      6.12396244E+03                     -3.86427598E+03
    7.1750                      2.72642413E+06                      6.17507347E-10                      8.90485740E+06                      2.81387112E-08                     -5.39820710E+07                     -3.64760305E-08                      3.92095993E-01                      9.38701483E-01                      7.47987613E-01                     -1.94260862E-01                     -3.07609704E+01                      1.94104520E+01                      6.14095750E+03                     -3.87500003E+03
    7.2000                      2.74303699E+06                      9.11922447E-10                      8.90682425E+06                      2.10966013E-08                     -5.42945253E+07                     -3.85802501E-08                      4.11009495E-01                      9.34304533E-01                      7.44483963E-01                     -2.03631404E-01                     -2.44581790E+01                      1.54333333E+01                      6.15795225E+03                     -3.88572386E+03
    7.2250                      2.75947486E+06                      5.50666283E-10                      8.90881931E+06                      3.10304953E-08                     -5.46044885E+07                     -3.86045362E-08                      4.29923358E-01                      9.29907500E-01                      7.40980245E-01                     -2.13002124E-01                     -1.88770560E+01                      1.19115940E+01                      6.17494731E+03                     -3.89644791E+03
    7.2500                      2.77574329E+06                      6.09592671E-10                      8.91084382E+06                      2.79513611E-08                     -5.49120395E+07                     -4.01796652E-08                      4.48837221E-01                      9.25510466E-01                      7.37476528E-01                     -2.22372845E-01                     -1.40177286E+01                      8.84531424E+00                      6.19194238E+03                     -3.90717195E+03
    7.2750                      2.78510997E+06                      8.38413540E-10                      8.91271474E+06                      2.09656297E-08                     -5.50839482E+07                     -3.63251096E-08                      4.66645893E-01                      9.18834494E-01                      7.32156894E-01                     -2.31196007E-01                     -9.82232390E+00                      6.19797570E+00                      6.19369079E+03                     -3.90827521E+03
    7.3000                      2.79429443E+06                      1.32538295E-09                      8.91461871E+06                      3.67958488E-08                     -5.52531320E+07                     -4.02820138E-08                      4.84454565E-01                      9.12158522E-01                      7.26837261E-01                     -2.40019168E-01                     -6.37103872E+00                      4.02018336E+00                      6.19543920E+03                     -3.90937847E+03
    7.3250                      2.80330217E+06                      6.53123389E-10                      8.91655716E+06                      2.72895641E-08                     -5.54196634E+07                     -3.87120891E-08                      5.02262898E-01                      9.05482677E-01                      7.21517729E-01                     -2.48842162E-01                     -3.66391763E+00                      2.31196534E+00                      6.19718757E+03                     -3.91048171E+03
    7.3500                      2.81213981E+06                      8.84980023E-10                      8.91853115E+06                      3.81723518E-08                     -5.55836450E+07                     -3.59174496E-08                      5.20071570E-01                      8.98806705E-01                      7.16198095E-01                     -2.57665323E-01                     -1.70085738E+00                      1.07325647E+00                      6.19893598E+03                     -3.91158497E+03
    7.3750                      2.82081298E+06                      7.11670306E-10                      8.92054194E+06                      4.20537956E-08                     -5.57451553E+07                     -3.87710697E-08                      5.37880242E-01                      8.92130733E-01                      7.10878462E-01                     -2.66488485E-01                     -4.81916691E-01                      3.04093814E-01                      6.20068439E+03                     -3.91268823E+03
    7.4000                      2.82932799E+06                      5.94576471E-10                      8.92259045E+06                      2.60587778E-08                     -5.59042919E+07                     -3.92601533E-08                      5.55688914E-01                      8.85454760E-01                      7.05558828E-01                     -2.75311647E-01                     -7.09556291E-03                      4.47736472E-03                      6.20243280E+03                     -3.91379150E+03
    7.4250                      2.83769078E+06                      7.59049941E-10                      8.92467775E+06                      4.36653537E-08                     -5.60611431E+07                     -3.81951415E-08                      5.73497586E-01                      8.78778788E-01                      7.00239195E-01                     -2.84134808E-01                      2.76393998E-01                     -1.74407126E-01                      6.20418121E+03                     -3.91489476E+03
    7.4500                      2.84590738E+06                      7.57586268E-10                      8.92680457E+06                      2.99272112E-08                     -5.62158054E+07                     -3.79175857E-08                      5.91305919E-01                      8.72102943E-01                      6.94919663E-01                     -2.92957802E-01                      1.28978557E+00                     -8.13866422E-01                      6.20592958E+03                     -3.91599800E+03
    7.4750                      2.85398425E+06                      4.37800837E-10                      8.92897172E+06                      4.02011109E-08                     -5.63683827E+07                     -3.80138629E-08                      6.09114591E-01                      8.65426971E-01                      6.89600029E-01                     -3.01780964E-01                      3.04730894E+00                     -1.92287965E+00                      6.20767799E+03                     -3.91710126E+03
    7.5000                      2.86192708E+06                      5.18411269E-10                      8.93117995E+06                      4.71131166E-08                     -5.65189657E+07                     -3.86921398E-08                      6.26923263E-01                      8.58750999E-01                      6.84280396E-01                     -3.10604125E-01                      5.54895186E+00                     -3.50143908E+00                      6.20942640E+03                     -3.91820452E+03
    7.5250                      2.86280385E+06                      8.11037435E-10                      8.93319645E+06                      3.80708705E-08                     -5.65294597E+07                     -3.82966228E-08                      6.43188241E-01                      8.49960478E-01                      6.77275846E-01                     -3.18662474E-01                      8.76034693E+00                     -5.52785857E+00                      6.19588520E+03                     -3.90965990E+03
    7.5500                      2.86376483E+06                      7.09393481E-10                      8.93525489E+06                      1.52141540E-08                     -5.65400205E+07                     -3.63086297E-08                      6.59453218E-01                      8.41169958E-01                      6.70271296E-01                     -3.26720824E-01                      1.27017775E+01                     -8.01493710E+00                      6.18234399E+03                     -3.90111527E+03
    7.5750                      2.86481614E+06                      6.77355307E-10                      8.93735549E+06                      2.96054199E-08                     -5.65507559E+07                     -3.81656512E-08                      6.75717885E-01                      8.32379605E-01                      6.63266879E-01                     -3.34779019E-01                      1.73731475E+01                     -1.09626141E+01                      6.16880304E+03                     -3.89257081E+03
    7.6000                      2.86596356E+06                      8.27300468E-10                      8.93949870E+06                      2.82401926E-08                     -5.65617665E+07                     -3.86912724E-08                      6.91982863E-01                      8.23589084E-01                      6.56262329E-01                     -3.42837369E-01                      2.27746352E+01                     -1.43710019E+01                      6.15526184E+03                     -3.88402619E+03
    7.6250                      2.86721291E+06                      7.99490682E-10                      8.94168466E+06                      3.50940850E-08                     -5.65731585E+07                     -3.75212014E-08                      7.08247840E-01                      8.14798564E-01                      6.49257779E-01                     -3.50895718E-01                      2.89061583E+01                     -1.82400488E+01                      6.14172063E+03                     -3.87548156E+03
    7.6500                      2.86857020E+06                      8.79504802E-10                      8.94391332E+06                      3.63534943E-08                     -5.65850431E+07                     -3.84119819E-08                      7.24512818E-01                      8.06008043E-01                      6.42253229E-01                     -3.58954067E-01                      3.57677170E+01                     -2.25697547E+01                      6.12817942E+03                     -3.86693694E+03
    7.6750                      2.87004086E+06                      9.08886681E-10                      8.94618489E+06                      2.84665740E-08                     -5.65975207E+07                     -3.77128884E-08                      7.40777795E-01                      7.97217523E-01                      6.35248679E-01                     -3.67012416E-01                      4.33593112E+01                     -2.73601196E+01                      6.11463822E+03                     -3.85839232E+03
    7.7000                      2.87163079E+06                      8.49309772E-10                      8.94849909E+06                      3.33775761E-08                     -5.66107040E+07                     -3.91587804E-08                      7.57042463E-01                      7.88427170E-01                      6.28244263E-01                     -3.75070612E-01                      5.16807752E+01                     -3.26110391E+01                      6.10109727E+03                     -3.84984786E+03
    7.7250                      2.87334560E+06                      8.23234710E-10                      8.95085582E+06                      2.57144352E-08                     -5.66247011E+07                     -3.76747245E-08                      7.73307440E-01                      7.79636649E-01                      6.21239713E-01                     -3.83128961E-01                      6.07324265E+01                     -3.83227133E+01                      6.08755606E+03                     -3.84130323E+03
    7.7500                      2.87519070E+06                      5.79993952E-10                      8.95325483E+06                      3.36377847E-08                     -5.66396183E+07                     -3.85308105E-08                      7.89572418E-01                      7.70846128E-01                      6.14235163E-01                     -3.91187310E-01                      7.05141132E+01                     -4.44950466E+01                      6.07401486E+03                     -3.83275861E+03
    7.7750                      2.86998912E+06                      1.01990898E-09                      8.95540340E+06                      2.66893498E-08                     -5.65140727E+07                     -3.76070702E-08                      8.03893162E-01                      7.60157556E-01                      6.05718139E-01                     -3.98282406E-01                      8.06539896E+01                     -5.08934009E+01                      6.04551716E+03                     -3.81477630E+03
    7.8000                      2.86490676E+06                      7.85287634E-10                      8.95759205E+06                      2.93165885E-08                     -5.63892805E+07                     -3.82098866E-08                      8.18213906E-01                      7.49468984E-01                      5.97201115E-01                     -4.05377502E-01                      9.14747836E+01                     -5.77214202E+01                      6.01701946E+03                     -3.79679399E+03
    7.8250                      2.85994932E+06                      7.47855554E-10                      8.95982005E+06                      1.98909685E-08                     -5.62653576E+07                     -3.91952096E-08                      8.32534377E-01                      7.38780616E-01                      5.88684254E-01                     -4.12472462E-01                      1.02976269E+02                     -6.49789622E+01                      5.98852231E+03                     -3.77881203E+03
    7.8500                      2.85512213E+06                      6.22169417E-10                      8.96208679E+06                      3.83310790E-08                     -5.61424096E+07                     -4.02266111E-08                      8.46855121E-01                      7.28092044E-01                      5.80167231E-01                     -4.19567558E-01                      1.15158885E+02                     -7.26663036E+01                      5.96002461E+03                     -3.76082972E+03
    7.8750                      2.85043036E+06                      8.48848986E-10                      8.96439172E+06                      3.19620418E-08                     -5.60205436E+07                     -3.93062319E-08                      8.61175865E-01                      7.17403471E-01                      5.71650207E-01                     -4.26662654E-01                      1.28022418E+02                     -8.07833101E+01                      5.93152691E+03                     -3.74284742E+03
    7.9000                      2.84587971E+06                      9.25610500E-10                      8.96673378E+06                      2.08988428E-08                     -5.58998753E+07                     -3.77024800E-08                      8.75496609E-01                      7.06714899E-01                      5.63133183E-01                     -4.33757749E-01                      1.41566869E+02                     -8.93299818E+01                      5.90302921E+03                     -3.72486511E+03
    7.9250                      2.84147534E+06                      8.48984511E-10                      8.96911218E+06                      2.57716811E-08                     -5.57805110E+07                     -3.88682142E-08                      8.89817353E-01                      6.96026327E-01                      5.54616160E-01                     -4.40852845E-01                      1.55792238E+02                     -9.83063186E+01                      5.87453151E+03                     -3.70688280E+03
    7.9500                      2.83722272E+06                      7.72927729E-10                      8.97152589E+06                      3.58556286E-08                     -5.56625621E+07                     -3.84900445E-08                      9.04137824E-01                      6.85337959E-01                      5.46099299E-01                     -4.47947806E-01                      1.70698233E+02                     -1.07712137E+02                      5.84603436E+03                     -3.68890084E+03
    7.9750                      2.83312711E+06                      5.11201324E-10                      8.97397386E+06                      2.28677540E-08                     -5.55461337E+07                     -3.77545217E-08                      9.18458568E-01                      6.74649387E-01                      5.37582275E-01                     -4.55042901E-01                      1.86285423E+02                     -1.17547796E+02                      5.81753666E+03                     -3.67091853E+03
    8.0000                      2.82919397E+06                      8.48279780E-10                      8.97645479E+06                      4.06885682E-08                     -5.54313374E+07                     -3.84925381E-08                      9.32779312E-01                      6.63960814E-01                      5.29065251E-01                     -4.62137997E-01                      2.02553531E+02                     -1.27813120E+02                      5.78903896E+03                     -3.65293622E+03
    8.0250                      2.81823296E+06                      5.60695154E-10                      8.97860795E+06                      2.69486909E-08                     -5.51777556E+07                     -3.76174786E-08                      9.44803019E-01                      6.51637551E-01                      5.19245697E-01                     -4.68095063E-01                      2.18465092E+02                     -1.37853460E+02                      5.74628775E+03                     -3.62595982E+03
    8.0500                      2.80741756E+06                      8.06456681E-10                      8.98078915E+06                      2.59963278E-08                     -5.49255938E+07                     -4.06818676E-08                      9.56827184E-01                      6.39313818E-01                      5.09425768E-01                     -4.74052355E-01                      2.34978856E+02                     -1.48273795E+02                      5.70353490E+03                     -3.59898239E+03
    8.0750                      2.79675685E+06                      8.89587883E-10                      8.98299550E+06                      3.22959761E-08                     -5.46749842E+07                     -3.81292220E-08                      9.68850890E-01                      6.26990555E-01                      4.99606213E-01                     -4.80009421E-01                      2.52093561E+02                     -1.59073330E+02                      5.66078369E+03                     -3.57200598E+03
    8.1000                      2.78625975E+06                      8.68418835E-10                      8.98522377E+06                      1.03994290E-08                     -5.44260199E+07                     -3.92489860E-08                      9.80875056E-01                      6.14666822E-01                      4.89786284E-01                     -4.85966714E-01                      2.69810515E+02                     -1.70252888E+02                      5.61803085E+03                     -3.54502855E+03
    8.1250                      2.77593207E+06                      7.97864379E-10                      8.98747238E+06                      2.59529597E-08                     -5.41788228E+07                     -4.02147933E-08                      9.92898762E-01                      6.02343559E-01                      4.79966730E-01                     -4.91923779E-01                      2.88128365E+02                     -1.81811618E+02                      5.57527963E+03                     -3.51805214E+03
    8.1500                      2.76577900E+06                      1.01513849E-09                      8.98973964E+06                      3.35380381E-08                     -5.39334874E+07                     -3.55384125E-08                      1.00492247E+00                      5.90020296E-01                      4.70147175E-01                     -4.97880845E-01                      3.07047776E+02                     -1.93749938E+02                      5.53252842E+03                     -3.49107574E+03
    8.1750                      2.75580607E+06                      9.81202966E-10                      8.99202368E+06                      3.07416638E-08                     -5.36901072E+07                     -4.01172151E-08                      1.01694663E+00                      5.77696563E-01                      4.60327246E-01                     -5.03838138E-01                      3.26569503E+02                     -2.06068326E+02                      5.48977557E+03                     -3.46409831E+03
    8.2000                      2.74602042E+06                      7.66449621E-10                      8.99432214E+06                      3.38893196E-08                     -5.34488034E+07                     -3.71547411E-08                      1.02897034E+00                      5.65373300E-01                      4.50507692E-01                     -5.09795203E-01                      3.46692058E+02                     -2.18765841E+02                      5.44702436E+03                     -3.43712190E+03
    8.2250                      2.73642732E+06                      8.74571682E-10                      8.99663319E+06                      3.23471504E-08                     -5.32096606E+07                     -3.60891872E-08                      1.04099451E+00                      5.53049567E-01                      4.40687763E-01                     -5.15752496E-01                      3.67416976E+02                     -2.31843453E+02                      5.40427152E+03                     -3.41014447E+03
    8.2500                      2.72703366E+06                      7.23854028E-10                      8.99895455E+06                      3.10209543E-08                     -5.29728043E+07                     -3.84574100E-08                      1.05301821E+00                      5.40726304E-01                      4.30868208E-01                     -5.21709561E-01                      3.88742675E+02                     -2.45300163E+02                      5.36152030E+03                     -3.38316806E+03
    8.2750                      2.71074662E+06                      8.63567030E-10                      9.00085747E+06                      3.09229424E-08                     -5.26016610E+07                     -3.99060125E-08                      1.06244910E+00                      5.27071619E-01                      4.19987716E-01                     -5.26382011E-01                      4.08704661E+02                     -2.57896357E+02                      5.30556730E+03                     -3.34786121E+03
    8.3000                      2.69463684E+06                      7.99111211E-10                      9.00276523E+06                      4.33305521E-08                     -5.22325518E+07                     -3.92433482E-08                      1.07188034E+00                      5.13416413E-01                      4.09106809E-01                     -5.31054640E-01                      4.29167210E+02                     -2.70808412E+02                      5.24961216E+03                     -3.31255301E+03
    8.3250                      2.67870984E+06                      8.82350833E-10                      9.00467705E+06                      1.66756585E-08                     -5.18656311E+07                     -3.66364925E-08                      1.08131123E+00                      4.99761727E-01                      3.98226317E-01                     -5.35727090E-01                      4.50128763E+02                     -2.84035342E+02                      5.19365915E+03                     -3.27724615E+03
    8.3500                      2.66297404E+06                      9.36710019E-10                      9.00659290E+06                      2.84214712E-08                     -5.15012439E+07                     -4.02577277E-08                      1.09074247E+00                      4.86106521E-01                      3.87345410E-01                     -5.40399718E-01                      4.71590917E+02                     -2.97578157E+02                      5.13770401E+03                     -3.24193795E+03
