
Predictions were generated on 31-May-2023 at 22:53:42 using HydroDyn Driver, compiled on May 31 2023 at 21:49:36 as a 64-bit application using double precision at commit v3.5.0-439-g0b6ef93e-dirty
 linked with  NWTC Subroutine Library

Description from the driver input file: NREL 5.0 MW offshore fixed-bottom HydroDyn input properties for the OC3 Tripod

Time	HydroFxi	HydroFzi	HydroMyi	M1N1Vxi	M1N1Vzi	M1N1Axi	M1N1Azi	M1N1FDxi	M1N1FDzi	M1N1FIxi	M1N1FIzi
(s)	(N)	(N)	(N-m)	(m/s)	(m/s)	(m/s^2)	(m/s^2)	(N/m)	(N/m)	(N/m)	(N/m)
    5.5750	   4.161037E+05	   8.788951E+06	  -1.104768E+07	  -7.991076E-01	   7.662736E-01	   6.117429E-01	   3.951665E-01	  -1.262214E+03	   7.964683E+02	   2.556281E+03	  -1.613037E+03
    5.6000	   4.646956E+05	   8.791152E+06	  -1.194195E+07	  -7.834021E-01	   7.757841E-01	   6.193354E-01	   3.873999E-01	  -1.243187E+03	   7.844620E+02	   2.644408E+03	  -1.668646E+03
    5.6250	   5.132243E+05	   8.793341E+06	  -1.283519E+07	  -7.676966E-01	   7.852944E-01	   6.269279E-01	   3.796334E-01	  -1.224303E+03	   7.725466E+02	   2.732535E+03	  -1.724255E+03
    5.6500	   5.616899E+05	   8.795521E+06	  -1.372740E+07	  -7.519912E-01	   7.948049E-01	   6.345204E-01	   3.718669E-01	  -1.205565E+03	   7.607225E+02	   2.820662E+03	  -1.779864E+03
    5.6750	   6.100924E+05	   8.797690E+06	  -1.461858E+07	  -7.362857E-01	   8.043152E-01	   6.421128E-01	   3.641003E-01	  -1.186971E+03	   7.489896E+02	   2.908789E+03	  -1.835472E+03
    5.7000	   6.584319E+05	   8.799849E+06	  -1.550873E+07	  -7.205801E-01	   8.138256E-01	   6.497053E-01	   3.563339E-01	  -1.168521E+03	   7.373477E+02	   2.996916E+03	  -1.891081E+03
    5.7250	   7.067084E+05	   8.801999E+06	  -1.639786E+07	  -7.048746E-01	   8.233360E-01	   6.572977E-01	   3.485673E-01	  -1.150217E+03	   7.257972E+02	   3.085042E+03	  -1.946690E+03
    5.7500	   7.549219E+05	   8.804138E+06	  -1.728597E+07	  -6.891692E-01	   8.328465E-01	   6.648902E-01	   3.408008E-01	  -1.132056E+03	   7.143379E+02	   3.173169E+03	  -2.002299E+03
    5.7750	   8.024857E+05	   8.806368E+06	  -1.815033E+07	  -6.717666E-01	   8.403061E-01	   6.708455E-01	   3.321951E-01	  -1.108517E+03	   6.994841E+02	   3.253482E+03	  -2.052977E+03
    5.8000	   8.499538E+05	   8.808584E+06	  -1.901326E+07	  -6.543642E-01	   8.477657E-01	   6.768009E-01	   3.235894E-01	  -1.085224E+03	   6.847866E+02	   3.333797E+03	  -2.103656E+03
    5.8250	   8.973264E+05	   8.810787E+06	  -1.987475E+07	  -6.369618E-01	   8.552254E-01	   6.827561E-01	   3.149837E-01	  -1.062180E+03	   6.702451E+02	   3.414109E+03	  -2.154334E+03
    5.8500	   9.446050E+05	   8.812976E+06	  -2.073488E+07	  -6.195592E-01	   8.626851E-01	   6.887115E-01	   3.063780E-01	  -1.039382E+03	   6.558596E+02	   3.494423E+03	  -2.205013E+03
    5.8750	   9.917984E+05	   8.815152E+06	  -2.159398E+07	  -6.021568E-01	   8.701447E-01	   6.946667E-01	   2.977723E-01	  -1.016832E+03	   6.416301E+02	   3.574737E+03	  -2.255691E+03
    5.9000	   1.038908E+06	   8.817316E+06	  -2.245213E+07	  -5.847542E-01	   8.776044E-01	   7.006220E-01	   2.891666E-01	  -9.945288E+02	   6.275567E+02	   3.655050E+03	  -2.306370E+03
    5.9250	   1.085934E+06	   8.819468E+06	  -2.330931E+07	  -5.673517E-01	   8.850641E-01	   7.065773E-01	   2.805609E-01	  -9.724730E+02	   6.136393E+02	   3.735363E+03	  -2.357048E+03
    5.9500	   1.132877E+06	   8.821608E+06	  -2.416553E+07	  -5.499493E-01	   8.925236E-01	   7.125326E-01	   2.719552E-01	  -9.506647E+02	   5.998781E+02	   3.815677E+03	  -2.407727E+03
    5.9750	   1.179737E+06	   8.823736E+06	  -2.502080E+07	  -5.325468E-01	   8.999833E-01	   7.184879E-01	   2.633495E-01	  -9.291037E+02	   5.862729E+02	   3.895990E+03	  -2.458405E+03
    6.0000	   1.226514E+06	   8.825853E+06	  -2.587512E+07	  -5.151443E-01	   9.074430E-01	   7.244433E-01	   2.547438E-01	  -9.077902E+02	   5.728239E+02	   3.976304E+03	  -2.509084E+03
    6.0250	   1.271269E+06	   8.827984E+06	  -2.668208E+07	  -4.964733E-01	   9.126682E-01	   7.286147E-01	   2.455109E-01	  -8.823107E+02	   5.567460E+02	   4.046826E+03	  -2.553584E+03
    6.0500	   1.315900E+06	   8.830102E+06	  -2.748756E+07	  -4.778025E-01	   9.178935E-01	   7.327862E-01	   2.362779E-01	  -8.571943E+02	   5.408974E+02	   4.117349E+03	  -2.598084E+03
    6.0750	   1.360409E+06	   8.832205E+06	  -2.829153E+07	  -4.591315E-01	   9.231187E-01	   7.369577E-01	   2.270450E-01	  -8.324403E+02	   5.252774E+02	   4.187871E+03	  -2.642585E+03
    6.1000	   1.404794E+06	   8.834295E+06	  -2.909402E+07	  -4.404606E-01	   9.283439E-01	   7.411292E-01	   2.178120E-01	  -8.080491E+02	   5.098863E+02	   4.258394E+03	  -2.687085E+03
    6.1250	   1.449058E+06	   8.836371E+06	  -2.989504E+07	  -4.217897E-01	   9.335692E-01	   7.453007E-01	   2.085791E-01	  -7.840206E+02	   4.947242E+02	   4.328916E+03	  -2.731585E+03
    6.1500	   1.493199E+06	   8.838434E+06	  -3.069460E+07	  -4.031188E-01	   9.387944E-01	   7.494721E-01	   1.993461E-01	  -7.603547E+02	   4.797907E+02	   4.399438E+03	  -2.776086E+03
    6.1750	   1.537218E+06	   8.840485E+06	  -3.149271E+07	  -3.844479E-01	   9.440196E-01	   7.536436E-01	   1.901132E-01	  -7.370515E+02	   4.650862E+02	   4.469960E+03	  -2.820586E+03
    6.2000	   1.581116E+06	   8.842522E+06	  -3.228938E+07	  -3.657770E-01	   9.492449E-01	   7.578151E-01	   1.808802E-01	  -7.141110E+02	   4.506105E+02	   4.540483E+03	  -2.865086E+03
    6.2250	   1.624894E+06	   8.844548E+06	  -3.308464E+07	  -3.471060E-01	   9.544700E-01	   7.619865E-01	   1.716473E-01	  -6.915331E+02	   4.363637E+02	   4.611005E+03	  -2.909586E+03
    6.2500	   1.668552E+06	   8.846561E+06	  -3.387850E+07	  -3.284351E-01	   9.596953E-01	   7.661581E-01	   1.624143E-01	  -6.693180E+02	   4.223457E+02	   4.681528E+03	  -2.954087E+03
    6.2750	   1.708845E+06	   8.848525E+06	  -3.460180E+07	  -3.089555E-01	   9.625574E-01	   7.684429E-01	   1.527814E-01	  -6.442275E+02	   4.065134E+02	   4.740522E+03	  -2.991313E+03
    6.3000	   1.748975E+06	   8.850475E+06	  -3.532309E+07	  -2.894759E-01	   9.654197E-01	   7.707280E-01	   1.431486E-01	  -6.196166E+02	   3.909837E+02	   4.799519E+03	  -3.028540E+03
    6.3250	   1.788943E+06	   8.852413E+06	  -3.604240E+07	  -2.699962E-01	   9.682816E-01	   7.730128E-01	   1.335157E-01	  -5.954847E+02	   3.757563E+02	   4.858513E+03	  -3.065766E+03
    6.3500	   1.828749E+06	   8.854338E+06	  -3.675972E+07	  -2.505166E-01	   9.711439E-01	   7.752978E-01	   1.238829E-01	  -5.718324E+02	   3.608315E+02	   4.917507E+03	  -3.102992E+03
    6.3750	   1.868394E+06	   8.856252E+06	  -3.747509E+07	  -2.310369E-01	   9.740061E-01	   7.775828E-01	   1.142500E-01	  -5.486592E+02	   3.462090E+02	   4.976503E+03	  -3.140219E+03
    6.4000	   1.907878E+06	   8.858155E+06	  -3.818851E+07	  -2.115573E-01	   9.768682E-01	   7.798678E-01	   1.046171E-01	  -5.259653E+02	   3.318889E+02	   5.035498E+03	  -3.177445E+03
    6.4250	   1.947203E+06	   8.860047E+06	  -3.890001E+07	  -1.920776E-01	   9.797302E-01	   7.821527E-01	   9.498426E-02	  -5.037507E+02	   3.178713E+02	   5.094493E+03	  -3.214671E+03
    6.4500	   1.986370E+06	   8.861929E+06	  -3.960961E+07	  -1.725980E-01	   9.825923E-01	   7.844376E-01	   8.535139E-02	  -4.820155E+02	   3.041561E+02	   5.153488E+03	  -3.251897E+03
    6.4750	   2.025378E+06	   8.863801E+06	  -4.031732E+07	  -1.531183E-01	   9.854545E-01	   7.867225E-01	   7.571852E-02	  -4.607595E+02	   2.907434E+02	   5.212482E+03	  -3.289124E+03
    6.5000	   2.064230E+06	   8.865664E+06	  -4.102318E+07	  -1.336387E-01	   9.883167E-01	   7.890075E-01	   6.608565E-02	  -4.399829E+02	   2.776332E+02	   5.271478E+03	  -3.326351E+03
    6.5250	   2.098484E+06	   8.867428E+06	  -4.163710E+07	  -1.138300E-01	   9.887452E-01	   7.893497E-01	   5.629006E-02	  -4.175720E+02	   2.634917E+02	   5.317493E+03	  -3.355386E+03
    6.5500	   2.132538E+06	   8.869184E+06	  -4.224854E+07	  -9.402131E-02	   9.891738E-01	   7.896918E-01	   4.649446E-02	  -3.957469E+02	   2.497199E+02	   5.363507E+03	  -3.384422E+03
    6.5750	   2.166396E+06	   8.870932E+06	  -4.285750E+07	  -7.421260E-02	   9.896023E-01	   7.900339E-01	   3.669886E-02	  -3.745075E+02	   2.363177E+02	   5.409522E+03	  -3.413458E+03
    6.6000	   2.200057E+06	   8.872674E+06	  -4.346403E+07	  -5.440390E-02	   9.900310E-01	   7.903761E-01	   2.690328E-02	  -3.538540E+02	   2.232851E+02	   5.455537E+03	  -3.442494E+03
    6.6250	   2.233523E+06	   8.874410E+06	  -4.406814E+07	  -3.459520E-02	   9.904596E-01	   7.907182E-01	   1.710767E-02	  -3.337862E+02	   2.106221E+02	   5.501552E+03	  -3.471529E+03
    6.6500	   2.266796E+06	   8.876140E+06	  -4.466985E+07	  -1.478649E-02	   9.908882E-01	   7.910604E-01	   7.312081E-03	  -3.143043E+02	   1.983288E+02	   5.547566E+03	  -3.500565E+03
    6.6750	   2.299878E+06	   8.877867E+06	  -4.526920E+07	   5.022206E-03	   9.913167E-01	   7.914025E-01	  -2.483513E-03	  -2.954080E+02	   1.864051E+02	   5.593582E+03	  -3.529601E+03
    6.7000	   2.332770E+06	   8.879590E+06	  -4.586621E+07	   2.483092E-02	   9.917453E-01	   7.917447E-01	  -1.227911E-02	  -2.770975E+02	   1.748511E+02	   5.639597E+03	  -3.558637E+03
    6.7250	   2.365474E+06	   8.881311E+06	  -4.646092E+07	   4.463961E-02	   9.921738E-01	   7.920868E-01	  -2.207470E-02	  -2.593728E+02	   1.636666E+02	   5.685611E+03	  -3.587672E+03
    6.7500	   2.397992E+06	   8.883031E+06	  -4.705335E+07	   6.444832E-02	   9.926025E-01	   7.924290E-01	  -3.187030E-02	  -2.422339E+02	   1.528518E+02	   5.731626E+03	  -3.616708E+03
    6.7750	   2.424850E+06	   8.884619E+06	  -4.753528E+07	   8.409832E-02	   9.905868E-01	   7.908198E-01	  -4.158742E-02	  -2.245308E+02	   1.416810E+02	   5.763527E+03	  -3.636838E+03
    6.8000	   2.451487E+06	   8.886210E+06	  -4.801437E+07	   1.037483E-01	   9.885713E-01	   7.892108E-01	  -5.130453E-02	  -2.074994E+02	   1.309340E+02	   5.795429E+03	  -3.656969E+03
    6.8250	   2.477906E+06	   8.887803E+06	  -4.849062E+07	   1.233983E-01	   9.865558E-01	   7.876016E-01	  -6.102166E-02	  -1.911396E+02	   1.206108E+02	   5.827330E+03	  -3.677098E+03
    6.8500	   2.504108E+06	   8.889401E+06	  -4.896410E+07	   1.430483E-01	   9.845402E-01	   7.859926E-01	  -7.073877E-02	  -1.754515E+02	   1.107115E+02	   5.859232E+03	  -3.697229E+03
    6.8750	   2.530097E+06	   8.891005E+06	  -4.943483E+07	   1.626983E-01	   9.825248E-01	   7.843835E-01	  -8.045588E-02	  -1.604351E+02	   1.012360E+02	   5.891134E+03	  -3.717359E+03
    6.9000	   2.555876E+06	   8.892617E+06	  -4.990286E+07	   1.823483E-01	   9.805091E-01	   7.827745E-01	  -9.017301E-02	  -1.460903E+02	   9.218432E+01	   5.923036E+03	  -3.737490E+03
    6.9250	   2.581450E+06	   8.894238E+06	  -5.036823E+07	   2.019983E-01	   9.784935E-01	   7.811654E-01	  -9.989012E-02	  -1.324172E+02	   8.355646E+01	   5.954937E+03	  -3.757619E+03
    6.9500	   2.606820E+06	   8.895869E+06	  -5.083099E+07	   2.216484E-01	   9.764780E-01	   7.795563E-01	  -1.096072E-01	  -1.194158E+02	   7.535247E+01	   5.986839E+03	  -3.777750E+03
    6.9750	   2.631991E+06	   8.897513E+06	  -5.129118E+07	   2.412983E-01	   9.744624E-01	   7.779472E-01	  -1.193244E-01	  -1.070861E+02	   6.757230E+01	   6.018740E+03	  -3.797880E+03
    7.0000	   2.656968E+06	   8.899170E+06	  -5.174887E+07	   2.609484E-01	   9.724469E-01	   7.763381E-01	  -1.290415E-01	  -9.542805E+01	   6.021597E+01	   6.050642E+03	  -3.818010E+03
    7.0250	   2.675458E+06	   8.900678E+06	  -5.208122E+07	   2.799558E-01	   9.680369E-01	   7.728174E-01	  -1.384408E-01	  -8.400018E+01	   5.300488E+01	   6.067645E+03	  -3.828739E+03
    7.0500	   2.693730E+06	   8.902203E+06	  -5.241060E+07	   2.989633E-01	   9.636269E-01	   7.692968E-01	  -1.478402E-01	  -7.330087E+01	   4.625351E+01	   6.084648E+03	  -3.839468E+03
    7.0750	   2.711788E+06	   8.903749E+06	  -5.273704E+07	   3.179708E-01	   9.592168E-01	   7.657760E-01	  -1.572396E-01	  -6.333017E+01	   3.996191E+01	   6.101650E+03	  -3.850197E+03
    7.1000	   2.729637E+06	   8.905318E+06	  -5.306064E+07	   3.369783E-01	   9.548068E-01	   7.622554E-01	  -1.666390E-01	  -5.408804E+01	   3.413004E+01	   6.118654E+03	  -3.860926E+03
    7.1250	   2.747282E+06	   8.906910E+06	  -5.338142E+07	   3.559857E-01	   9.503968E-01	   7.587347E-01	  -1.760384E-01	  -4.557453E+01	   2.875794E+01	   6.135657E+03	  -3.871655E+03
    7.1500	   2.764729E+06	   8.908528E+06	  -5.369948E+07	   3.749932E-01	   9.459867E-01	   7.552141E-01	  -1.854377E-01	  -3.778957E+01	   2.384556E+01	   6.152660E+03	  -3.882385E+03
    7.1750	   2.781984E+06	   8.910174E+06	  -5.401488E+07	   3.940006E-01	   9.415767E-01	   7.516934E-01	  -1.948371E-01	  -3.073322E+01	   1.939294E+01	   6.169663E+03	  -3.893113E+03
    7.2000	   2.799053E+06	   8.911848E+06	  -5.432769E+07	   4.130081E-01	   9.371667E-01	   7.481728E-01	  -2.042365E-01	  -2.440545E+01	   1.540006E+01	   6.186666E+03	  -3.903843E+03
    7.2250	   2.815942E+06	   8.913554E+06	  -5.463798E+07	   4.320155E-01	   9.327567E-01	   7.446520E-01	  -2.136359E-01	  -1.880628E+01	   1.186693E+01	   6.203669E+03	  -3.914572E+03
    7.2500	   2.832658E+06	   8.915292E+06	  -5.494585E+07	   4.510230E-01	   9.283466E-01	   7.411314E-01	  -2.230352E-01	  -1.393568E+01	   8.793540E+00	   6.220672E+03	  -3.925301E+03
    7.2750	   2.842334E+06	   8.916864E+06	  -5.511799E+07	   4.689199E-01	   9.216507E-01	   7.357857E-01	  -2.318854E-01	  -9.736232E+00	   6.143651E+00	   6.222357E+03	  -3.926364E+03
    7.3000	   2.851823E+06	   8.918472E+06	  -5.528738E+07	   4.868168E-01	   9.149548E-01	   7.304401E-01	  -2.407356E-01	  -6.287729E+00	   3.967614E+00	   6.224042E+03	  -3.927427E+03
    7.3250	   2.861133E+06	   8.920119E+06	  -5.545410E+07	   5.047137E-01	   9.082589E-01	   7.250946E-01	  -2.495858E-01	  -3.590169E+00	   2.265429E+00	   6.225729E+03	  -3.928491E+03
    7.3500	   2.870270E+06	   8.921804E+06	  -5.561825E+07	   5.226106E-01	   9.015630E-01	   7.197490E-01	  -2.584360E-01	  -1.643564E+00	   1.037104E+00	   6.227415E+03	  -3.929555E+03
    7.3750	   2.879240E+06	   8.923530E+06	  -5.577990E+07	   5.405075E-01	   8.948669E-01	   7.144034E-01	  -2.672862E-01	  -4.479013E-01	   2.826298E-01	   6.229100E+03	  -3.930619E+03
    7.4000	   2.888050E+06	   8.925297E+06	  -5.593915E+07	   5.584044E-01	   8.881711E-01	   7.090578E-01	  -2.761363E-01	  -3.191607E-03	   2.013933E-03	   6.230785E+03	  -3.931682E+03
    7.4250	   2.896707E+06	   8.927106E+06	  -5.609610E+07	   5.763013E-01	   8.814752E-01	   7.037122E-01	  -2.849865E-01	   3.094296E-01	  -1.952529E-01	   6.232471E+03	  -3.932746E+03
    7.4500	   2.905218E+06	   8.928958E+06	  -5.625084E+07	   5.941982E-01	   8.747792E-01	   6.983666E-01	  -2.938367E-01	   1.366618E+00	  -8.623484E-01	   6.234157E+03	  -3.933810E+03
    7.4750	   2.913588E+06	   8.930855E+06	  -5.640347E+07	   6.120951E-01	   8.680833E-01	   6.930211E-01	  -3.026869E-01	   3.174753E+00	  -2.003298E+00	   6.235842E+03	  -3.934873E+03
    7.5000	   2.921826E+06	   8.932796E+06	  -5.655410E+07	   6.299920E-01	   8.613874E-01	   6.876755E-01	  -3.115371E-01	   5.733837E+00	  -3.618103E+00	   6.237528E+03	  -3.935937E+03
    7.5250	   2.922850E+06	   8.934542E+06	  -5.656454E+07	   6.463376E-01	   8.525705E-01	   6.806366E-01	  -3.196201E-01	   9.008421E+00	  -5.684396E+00	   6.223854E+03	  -3.927309E+03
    7.5500	   2.923962E+06	   8.936333E+06	  -5.657503E+07	   6.626833E-01	   8.437535E-01	   6.735977E-01	  -3.277032E-01	   1.301961E+01	  -8.215490E+00	   6.210181E+03	  -3.918681E+03
    7.5750	   2.925167E+06	   8.938170E+06	  -5.658570E+07	   6.790289E-01	   8.349366E-01	   6.665589E-01	  -3.357863E-01	   1.776734E+01	  -1.121135E+01	   6.196508E+03	  -3.910053E+03
    7.6000	   2.926471E+06	   8.940053E+06	  -5.659663E+07	   6.953746E-01	   8.261197E-01	   6.595200E-01	  -3.438694E-01	   2.325164E+01	  -1.467200E+01	   6.182835E+03	  -3.901425E+03
    7.6250	   2.927880E+06	   8.941983E+06	  -5.660793E+07	   7.117203E-01	   8.173026E-01	   6.524811E-01	  -3.519525E-01	   2.947253E+01	  -1.859743E+01	   6.169162E+03	  -3.892797E+03
    7.6500	   2.929401E+06	   8.943959E+06	  -5.661972E+07	   7.280659E-01	   8.084857E-01	   6.454422E-01	  -3.600356E-01	   3.642995E+01	  -2.298763E+01	   6.155488E+03	  -3.884169E+03
    7.6750	   2.931039E+06	   8.945982E+06	  -5.663209E+07	   7.444115E-01	   7.996688E-01	   6.384033E-01	  -3.681187E-01	   4.412392E+01	  -2.784259E+01	   6.141815E+03	  -3.875541E+03
    7.7000	   2.932800E+06	   8.948051E+06	  -5.664516E+07	   7.607572E-01	   7.908519E-01	   6.313645E-01	  -3.762017E-01	   5.255451E+01	  -3.316237E+01	   6.128142E+03	  -3.866913E+03
    7.7250	   2.934691E+06	   8.950167E+06	  -5.665905E+07	   7.771028E-01	   7.820349E-01	   6.243255E-01	  -3.842849E-01	   6.172165E+01	  -3.894692E+01	   6.114468E+03	  -3.858285E+03
    7.7500	   2.936716E+06	   8.952328E+06	  -5.667385E+07	   7.934485E-01	   7.732179E-01	   6.172867E-01	  -3.923679E-01	   7.162537E+01	  -4.519626E+01	   6.100795E+03	  -3.849657E+03
    7.7750	   2.931541E+06	   8.954240E+06	  -5.654808E+07	   8.078404E-01	   7.624970E-01	   6.087278E-01	  -3.994848E-01	   8.188805E+01	  -5.167210E+01	   6.072100E+03	  -3.831550E+03
    7.8000	   2.926489E+06	   8.956196E+06	  -5.642306E+07	   8.222323E-01	   7.517762E-01	   6.001690E-01	  -4.066018E-01	   9.283755E+01	  -5.858133E+01	   6.043404E+03	  -3.813443E+03
    7.8250	   2.921565E+06	   8.958195E+06	  -5.629890E+07	   8.366243E-01	   7.410553E-01	   5.916102E-01	  -4.137187E-01	   1.044740E+02	  -6.592405E+01	   6.014709E+03	  -3.795336E+03
    7.8500	   2.916775E+06	   8.960237E+06	  -5.617572E+07	   8.510162E-01	   7.303344E-01	   5.830513E-01	  -4.208357E-01	   1.167972E+02	  -7.370009E+01	   5.986014E+03	  -3.777229E+03
    7.8750	   2.912124E+06	   8.962319E+06	  -5.605361E+07	   8.654081E-01	   7.196135E-01	   5.744925E-01	  -4.279526E-01	   1.298073E+02	  -8.190957E+01	   5.957318E+03	  -3.759122E+03
    7.9000	   2.907618E+06	   8.964443E+06	  -5.593269E+07	   8.798000E-01	   7.088927E-01	   5.659336E-01	  -4.350696E-01	   1.435042E+02	  -9.055242E+01	   5.928623E+03	  -3.741015E+03
    7.9250	   2.903262E+06	   8.966606E+06	  -5.581308E+07	   8.941919E-01	   6.981718E-01	   5.573748E-01	  -4.421865E-01	   1.578879E+02	  -9.962872E+01	   5.899927E+03	  -3.722907E+03
    7.9500	   2.899062E+06	   8.968808E+06	  -5.569487E+07	   9.085839E-01	   6.874509E-01	   5.488160E-01	  -4.493034E-01	   1.729586E+02	  -1.091385E+02	   5.871232E+03	  -3.704801E+03
    7.9750	   2.895023E+06	   8.971047E+06	  -5.557819E+07	   9.229758E-01	   6.767300E-01	   5.402571E-01	  -4.564204E-01	   1.887161E+02	  -1.190816E+02	   5.842536E+03	  -3.686693E+03
    8.0000	   2.891151E+06	   8.973323E+06	  -5.546314E+07	   9.373677E-01	   6.660092E-01	   5.316982E-01	  -4.635373E-01	   2.051604E+02	  -1.294581E+02	   5.813840E+03	  -3.668586E+03
    8.0250	   2.880088E+06	   8.975277E+06	  -5.520918E+07	   9.494515E-01	   6.536484E-01	   5.218301E-01	  -4.695129E-01	   2.212411E+02	  -1.396052E+02	   5.770829E+03	  -3.641446E+03
    8.0500	   2.869175E+06	   8.977262E+06	  -5.495665E+07	   9.615352E-01	   6.412876E-01	   5.119621E-01	  -4.754885E-01	   2.379285E+02	  -1.501350E+02	   5.727818E+03	  -3.614305E+03
    8.0750	   2.858419E+06	   8.979276E+06	  -5.470566E+07	   9.736191E-01	   6.289268E-01	   5.020940E-01	  -4.814640E-01	   2.552226E+02	  -1.610478E+02	   5.684807E+03	  -3.587165E+03
    8.1000	   2.847832E+06	   8.981313E+06	  -5.445633E+07	   9.857029E-01	   6.165659E-01	   4.922260E-01	  -4.874396E-01	   2.731233E+02	  -1.723433E+02	   5.641796E+03	  -3.560025E+03
    8.1250	   2.837425E+06	   8.983371E+06	  -5.420876E+07	   9.977868E-01	   6.042052E-01	   4.823579E-01	  -4.934151E-01	   2.916307E+02	  -1.840216E+02	   5.598785E+03	  -3.532885E+03
    8.1500	   2.827204E+06	   8.985447E+06	  -5.396306E+07	   1.009871E+00	   5.918444E-01	   4.724899E-01	  -4.993907E-01	   3.107447E+02	  -1.960827E+02	   5.555774E+03	  -3.505744E+03
    8.1750	   2.817176E+06	   8.987538E+06	  -5.371934E+07	   1.021954E+00	   5.794835E-01	   4.626218E-01	  -5.053662E-01	   3.304655E+02	  -2.085267E+02	   5.512763E+03	  -3.478604E+03
    8.2000	   2.807347E+06	   8.989644E+06	  -5.347769E+07	   1.034038E+00	   5.671228E-01	   4.527538E-01	  -5.113418E-01	   3.507929E+02	  -2.213535E+02	   5.469752E+03	  -3.451463E+03
    8.2250	   2.797722E+06	   8.991761E+06	  -5.323822E+07	   1.046122E+00	   5.547619E-01	   4.428857E-01	  -5.173174E-01	   3.717269E+02	  -2.345630E+02	   5.426741E+03	  -3.424323E+03
    8.2500	   2.788309E+06	   8.993889E+06	  -5.300105E+07	   1.058206E+00	   5.424012E-01	   4.330176E-01	  -5.232930E-01	   3.932676E+02	  -2.481554E+02	   5.383730E+03	  -3.397183E+03
    8.2750	   2.771842E+06	   8.995603E+06	  -5.262947E+07	   1.067684E+00	   5.287048E-01	   4.220833E-01	  -5.279799E-01	   4.134268E+02	  -2.608761E+02	   5.327462E+03	  -3.361677E+03
    8.3000	   2.755562E+06	   8.997321E+06	  -5.225996E+07	   1.077162E+00	   5.150084E-01	   4.111491E-01	  -5.326670E-01	   4.340899E+02	  -2.739147E+02	   5.271195E+03	  -3.326172E+03
    8.3250	   2.739476E+06	   8.999042E+06	  -5.189263E+07	   1.086640E+00	   5.013120E-01	   4.002148E-01	  -5.373541E-01	   4.552569E+02	  -2.872712E+02	   5.214927E+03	  -3.290667E+03
    8.3500	   2.723592E+06	   9.000767E+06	  -5.152788E+07	   1.096118E+00	   4.876156E-01	   3.892804E-01	  -5.420411E-01	   4.769278E+02	  -3.009458E+02	   5.158660E+03	  -3.255161E+03
    8.3750	   2.707929E+06	   9.002494E+06	  -5.116643E+07	   1.105597E+00	   4.739193E-01	   3.783462E-01	  -5.467281E-01	   4.991024E+02	  -3.149381E+02	   5.102393E+03	  -3.219656E+03
    8.4000	   2.692491E+06	   9.004222E+06	  -5.080843E+07	   1.115075E+00	   4.602229E-01	   3.674119E-01	  -5.514152E-01	   5.217810E+02	  -3.292486E+02	   5.046125E+03	  -3.184151E+03
    8.4250	   2.677281E+06	   9.005951E+06	  -5.045396E+07	   1.124553E+00	   4.465265E-01	   3.564776E-01	  -5.561022E-01	   5.449631E+02	  -3.438767E+02	   4.989857E+03	  -3.148645E+03
    8.4500	   2.662300E+06	   9.007679E+06	  -5.010307E+07	   1.134031E+00	   4.328302E-01	   3.455433E-01	  -5.607892E-01	   5.686497E+02	  -3.588231E+02	   4.933589E+03	  -3.113140E+03
    8.4750	   2.647551E+06	   9.009405E+06	  -4.975580E+07	   1.143509E+00	   4.191338E-01	   3.346090E-01	  -5.654763E-01	   5.928395E+02	  -3.740871E+02	   4.877322E+03	  -3.077635E+03
    8.5000	   2.633033E+06	   9.011129E+06	  -4.941218E+07	   1.152987E+00	   4.054374E-01	   3.236747E-01	  -5.701633E-01	   6.175336E+02	  -3.896693E+02	   4.821055E+03	  -3.042129E+03
    8.5250	   2.611666E+06	   9.012376E+06	  -4.894173E+07	   1.159626E+00	   3.907427E-01	   3.119435E-01	  -5.734465E-01	   6.396326E+02	  -4.036140E+02	   4.752917E+03	  -2.999134E+03
    8.5500	   2.590493E+06	   9.013619E+06	  -4.847444E+07	   1.166266E+00	   3.760480E-01	   3.002122E-01	  -5.767295E-01	   6.621202E+02	  -4.178039E+02	   4.684777E+03	  -2.956137E+03
    8.5750	   2.569514E+06	   9.014855E+06	  -4.801030E+07	   1.172905E+00	   3.613533E-01	   2.884809E-01	  -5.800126E-01	   6.849960E+02	  -4.322387E+02	   4.616639E+03	  -2.913141E+03
    8.6000	   2.548728E+06	   9.016086E+06	  -4.754934E+07	   1.179544E+00	   3.466586E-01	   2.767496E-01	  -5.832958E-01	   7.082605E+02	  -4.469188E+02	   4.548500E+03	  -2.870145E+03
    8.6250	   2.528137E+06	   9.017309E+06	  -4.709154E+07	   1.186183E+00	   3.319639E-01	   2.650183E-01	  -5.865788E-01	   7.319135E+02	  -4.618441E+02	   4.480361E+03	  -2.827149E+03
    8.6500	   2.507741E+06	   9.018525E+06	  -4.663694E+07	   1.192822E+00	   3.172692E-01	   2.532870E-01	  -5.898619E-01	   7.559550E+02	  -4.770145E+02	   4.412223E+03	  -2.784153E+03
    8.6750	   2.487540E+06	   9.019734E+06	  -4.618553E+07	   1.199461E+00	   3.025745E-01	   2.415557E-01	  -5.931451E-01	   7.803848E+02	  -4.924299E+02	   4.344084E+03	  -2.741157E+03
