
These predictions were generated by MoorDyn (v2.3.82025-02-27) on 07-Aug-2025 at 15:31:45.

 
 
 
      Time        FAIRTEN1       LINE1NBFX         ROD1SUB
       (s)             (N)             (N)          (frac)
    5.5230   2.3450977E+07   4.7365845E+06   5.2242399E-01
    5.5240   2.3450499E+07   4.7365628E+06   5.2253660E-01
    5.5250   2.3450020E+07   4.7365412E+06   5.2264920E-01
    5.5260   2.3449541E+07   4.7365196E+06   5.2276181E-01
    5.5270   2.3449063E+07   4.7364981E+06   5.2287442E-01
    5.5280   2.3448585E+07   4.7364766E+06   5.2298703E-01
    5.5290   2.3448107E+07   4.7364551E+06   5.2309963E-01
    5.5300   2.3447629E+07   4.7364337E+06   5.2321224E-01
    5.5310   2.3447152E+07   4.7364123E+06   5.2332485E-01
    5.5320   2.3446675E+07   4.7363909E+06   5.2343746E-01
    5.5330   2.3446198E+07   4.7363696E+06   5.2355007E-01
    5.5340   2.3445721E+07   4.7363483E+06   5.2366267E-01
    5.5350   2.3445244E+07   4.7363270E+06   5.2377528E-01
    5.5360   2.3444768E+07   4.7363058E+06   5.2388789E-01
    5.5370   2.3444291E+07   4.7362846E+06   5.2400050E-01
    5.5380   2.3443815E+07   4.7362635E+06   5.2411310E-01
    5.5390   2.3443339E+07   4.7362424E+06   5.2422571E-01
    5.5400   2.3442864E+07   4.7362213E+06   5.2433832E-01
    5.5410   2.3442388E+07   4.7362002E+06   5.2445093E-01
    5.5420   2.3441913E+07   4.7361792E+06   5.2456353E-01
    5.5430   2.3441438E+07   4.7361582E+06   5.2467614E-01
    5.5440   2.3440963E+07   4.7361373E+06   5.2478875E-01
    5.5450   2.3440489E+07   4.7361164E+06   5.2490136E-01
    5.5460   2.3440014E+07   4.7360955E+06   5.2501397E-01
    5.5470   2.3439540E+07   4.7360747E+06   5.2512657E-01
    5.5480   2.3439066E+07   4.7360539E+06   5.2523918E-01
    5.5490   2.3438592E+07   4.7360331E+06   5.2535179E-01
    5.5500   2.3438118E+07   4.7360124E+06   5.2546440E-01
    5.5510   2.3437645E+07   4.7359917E+06   5.2557700E-01
    5.5520   2.3437172E+07   4.7359711E+06   5.2568961E-01
    5.5530   2.3436699E+07   4.7359504E+06   5.2580222E-01
    5.5540   2.3436226E+07   4.7359299E+06   5.2591483E-01
    5.5550   2.3435753E+07   4.7359093E+06   5.2602743E-01
    5.5560   2.3435281E+07   4.7358888E+06   5.2614004E-01
    5.5570   2.3434809E+07   4.7358683E+06   5.2625265E-01
    5.5580   2.3434337E+07   4.7358479E+06   5.2636526E-01
    5.5590   2.3433865E+07   4.7358275E+06   5.2647786E-01
    5.5600   2.3433394E+07   4.7358071E+06   5.2659047E-01
    5.5610   2.3432922E+07   4.7357868E+06   5.2670308E-01
    5.5620   2.3432451E+07   4.7357665E+06   5.2681569E-01
    5.5630   2.3431980E+07   4.7357462E+06   5.2692829E-01
    5.5640   2.3431510E+07   4.7357260E+06   5.2704090E-01
    5.5650   2.3431039E+07   4.7357058E+06   5.2715351E-01
    5.5660   2.3430569E+07   4.7356857E+06   5.2726612E-01
    5.5670   2.3430099E+07   4.7356656E+06   5.2737873E-01
    5.5680   2.3429629E+07   4.7356455E+06   5.2749133E-01
    5.5690   2.3429160E+07   4.7356255E+06   5.2760394E-01
    5.5700   2.3428691E+07   4.7356055E+06   5.2771655E-01
    5.5710   2.3428221E+07   4.7355855E+06   5.2782916E-01
    5.5720   2.3427753E+07   4.7355656E+06   5.2794176E-01
    5.5730   2.3427284E+07   4.7355457E+06   5.2805437E-01
    5.5740   2.3426816E+07   4.7355259E+06   5.2816698E-01
    5.5750   2.3426347E+07   4.7355061E+06   5.2827959E-01
    5.5760   2.3425879E+07   4.7354863E+06   5.2839219E-01
    5.5770   2.3425412E+07   4.7354666E+06   5.2850480E-01
    5.5780   2.3424944E+07   4.7354469E+06   5.2861741E-01
    5.5790   2.3424477E+07   4.7354273E+06   5.2873002E-01
    5.5800   2.3424010E+07   4.7354077E+06   5.2884262E-01
    5.5810   2.3423543E+07   4.7353881E+06   5.2895523E-01
    5.5820   2.3423076E+07   4.7353686E+06   5.2906784E-01
    5.5830   2.3422610E+07   4.7353491E+06   5.2918045E-01
    5.5840   2.3422144E+07   4.7353296E+06   5.2929306E-01
    5.5850   2.3421678E+07   4.7353102E+06   5.2940566E-01
    5.5860   2.3421212E+07   4.7352908E+06   5.2951827E-01
    5.5870   2.3420747E+07   4.7352715E+06   5.2963088E-01
    5.5880   2.3420282E+07   4.7352522E+06   5.2974349E-01
    5.5890   2.3419817E+07   4.7352330E+06   5.2985609E-01
    5.5900   2.3419352E+07   4.7352137E+06   5.2996870E-01
    5.5910   2.3418888E+07   4.7351946E+06   5.3008131E-01
    5.5920   2.3418423E+07   4.7351754E+06   5.3019392E-01
    5.5930   2.3417960E+07   4.7351564E+06   5.3030653E-01
    5.5940   2.3417496E+07   4.7351373E+06   5.3041913E-01
    5.5950   2.3417032E+07   4.7351183E+06   5.3053174E-01
    5.5960   2.3416569E+07   4.7350993E+06   5.3064435E-01
    5.5970   2.3416106E+07   4.7350804E+06   5.3075696E-01
    5.5980   2.3415643E+07   4.7350615E+06   5.3086956E-01
    5.5990   2.3415181E+07   4.7350427E+06   5.3098217E-01
    5.6000   2.3414719E+07   4.7350239E+06   5.3109478E-01
    5.6010   2.3414257E+07   4.7350008E+06   5.3120399E-01
    5.6020   2.3413795E+07   4.7349778E+06   5.3131319E-01
    5.6030   2.3413334E+07   4.7349549E+06   5.3142239E-01
    5.6040   2.3412874E+07   4.7349320E+06   5.3153159E-01
    5.6050   2.3412413E+07   4.7349092E+06   5.3164079E-01
    5.6060   2.3411953E+07   4.7348865E+06   5.3174999E-01
    5.6070   2.3411493E+07   4.7348637E+06   5.3185919E-01
    5.6080   2.3411034E+07   4.7348411E+06   5.3196839E-01
    5.6090   2.3410575E+07   4.7348185E+06   5.3207759E-01
    5.6100   2.3410116E+07   4.7347960E+06   5.3218680E-01
    5.6110   2.3409657E+07   4.7347735E+06   5.3229600E-01
    5.6120   2.3409199E+07   4.7347510E+06   5.3240520E-01
    5.6130   2.3408741E+07   4.7347286E+06   5.3251440E-01
    5.6140   2.3408283E+07   4.7347063E+06   5.3262360E-01
    5.6150   2.3407826E+07   4.7346840E+06   5.3273280E-01
    5.6160   2.3407369E+07   4.7346618E+06   5.3284200E-01
    5.6170   2.3406912E+07   4.7346396E+06   5.3295120E-01
    5.6180   2.3406456E+07   4.7346174E+06   5.3306040E-01
    5.6190   2.3405999E+07   4.7345953E+06   5.3316960E-01
    5.6200   2.3405543E+07   4.7345733E+06   5.3327880E-01
    5.6210   2.3405088E+07   4.7345513E+06   5.3338800E-01
    5.6220   2.3404632E+07   4.7345293E+06   5.3349720E-01
    5.6230   2.3404177E+07   4.7345074E+06   5.3360640E-01
    5.6240   2.3403723E+07   4.7344856E+06   5.3371561E-01
    5.6250   2.3403268E+07   4.7344638E+06   5.3382481E-01
    5.6260   2.3402814E+07   4.7344420E+06   5.3393401E-01
    5.6270   2.3402360E+07   4.7344203E+06   5.3404321E-01
    5.6280   2.3401906E+07   4.7343986E+06   5.3415241E-01
    5.6290   2.3401453E+07   4.7343770E+06   5.3426161E-01
    5.6300   2.3401000E+07   4.7343554E+06   5.3437081E-01
    5.6310   2.3400547E+07   4.7343339E+06   5.3448001E-01
    5.6320   2.3400094E+07   4.7343124E+06   5.3458921E-01
    5.6330   2.3399642E+07   4.7342910E+06   5.3469841E-01
    5.6340   2.3399190E+07   4.7342696E+06   5.3480761E-01
    5.6350   2.3398738E+07   4.7342483E+06   5.3491681E-01
    5.6360   2.3398287E+07   4.7342270E+06   5.3502601E-01
    5.6370   2.3397836E+07   4.7342057E+06   5.3513521E-01
    5.6380   2.3397385E+07   4.7341845E+06   5.3524441E-01
    5.6390   2.3396934E+07   4.7341634E+06   5.3535362E-01
    5.6400   2.3396484E+07   4.7341423E+06   5.3546282E-01
    5.6410   2.3396034E+07   4.7341212E+06   5.3557202E-01
    5.6420   2.3395584E+07   4.7341002E+06   5.3568122E-01
    5.6430   2.3395135E+07   4.7340793E+06   5.3579042E-01
    5.6440   2.3394686E+07   4.7340584E+06   5.3589962E-01
    5.6450   2.3394237E+07   4.7340375E+06   5.3600882E-01
    5.6460   2.3393788E+07   4.7340167E+06   5.3611802E-01
    5.6470   2.3393340E+07   4.7339959E+06   5.3622722E-01
    5.6480   2.3392892E+07   4.7339752E+06   5.3633642E-01
    5.6490   2.3392445E+07   4.7339546E+06   5.3644562E-01
    5.6500   2.3391997E+07   4.7339339E+06   5.3655482E-01
    5.6510   2.3391550E+07   4.7339134E+06   5.3666402E-01
    5.6520   2.3391103E+07   4.7338928E+06   5.3677322E-01
    5.6530   2.3390657E+07   4.7338724E+06   5.3688243E-01
    5.6540   2.3390211E+07   4.7338519E+06   5.3699163E-01
    5.6550   2.3389765E+07   4.7338316E+06   5.3710083E-01
    5.6560   2.3389319E+07   4.7338112E+06   5.3721003E-01
    5.6570   2.3388874E+07   4.7337910E+06   5.3731923E-01
    5.6580   2.3388429E+07   4.7337707E+06   5.3742843E-01
    5.6590   2.3387984E+07   4.7337506E+06   5.3753763E-01
    5.6600   2.3387540E+07   4.7337304E+06   5.3764683E-01
    5.6610   2.3387096E+07   4.7337104E+06   5.3775603E-01
    5.6620   2.3386652E+07   4.7336903E+06   5.3786523E-01
    5.6630   2.3386209E+07   4.7336703E+06   5.3797443E-01
    5.6640   2.3385766E+07   4.7336504E+06   5.3808363E-01
    5.6650   2.3385323E+07   4.7336305E+06   5.3819283E-01
    5.6660   2.3384880E+07   4.7336107E+06   5.3830203E-01
    5.6670   2.3384438E+07   4.7335909E+06   5.3841123E-01
    5.6680   2.3383996E+07   4.7335712E+06   5.3852044E-01
    5.6690   2.3383554E+07   4.7335515E+06   5.3862964E-01
    5.6700   2.3383113E+07   4.7335319E+06   5.3873884E-01
    5.6710   2.3382672E+07   4.7335123E+06   5.3884804E-01
    5.6720   2.3382231E+07   4.7334928E+06   5.3895724E-01
    5.6730   2.3381791E+07   4.7334733E+06   5.3906644E-01
    5.6740   2.3381351E+07   4.7334539E+06   5.3917564E-01
    5.6750   2.3380911E+07   4.7334345E+06   5.3928484E-01
    5.6760   2.3380472E+07   4.7334152E+06   5.3939404E-01
    5.6770   2.3380033E+07   4.7333960E+06   5.3950324E-01
    5.6780   2.3379594E+07   4.7333767E+06   5.3961244E-01
    5.6790   2.3379156E+07   4.7333576E+06   5.3972164E-01
    5.6800   2.3378717E+07   4.7333385E+06   5.3983084E-01
    5.6810   2.3378280E+07   4.7333195E+06   5.3994004E-01
    5.6820   2.3377842E+07   4.7333005E+06   5.4004925E-01
    5.6830   2.3377406E+07   4.7332816E+06   5.4015845E-01
    5.6840   2.3376969E+07   4.7332627E+06   5.4026765E-01
    5.6850   2.3376533E+07   4.7332440E+06   5.4037685E-01
    5.6860   2.3376097E+07   4.7332252E+06   5.4048605E-01
    5.6870   2.3375661E+07   4.7332066E+06   5.4059525E-01
    5.6880   2.3375226E+07   4.7331880E+06   5.4070445E-01
    5.6890   2.3374792E+07   4.7331694E+06   5.4081365E-01
    5.6900   2.3374357E+07   4.7331510E+06   5.4092285E-01
    5.6910   2.3373923E+07   4.7331326E+06   5.4103205E-01
    5.6920   2.3373490E+07   4.7331142E+06   5.4114125E-01
    5.6930   2.3373057E+07   4.7330959E+06   5.4125046E-01
    5.6940   2.3372624E+07   4.7330777E+06   5.4135966E-01
    5.6950   2.3372191E+07   4.7330595E+06   5.4146885E-01
    5.6960   2.3371759E+07   4.7330414E+06   5.4157805E-01
    5.6970   2.3371328E+07   4.7330234E+06   5.4168726E-01
    5.6980   2.3370896E+07   4.7330054E+06   5.4179646E-01
    5.6990   2.3370465E+07   4.7329875E+06   5.4190566E-01
    5.7000   2.3370035E+07   4.7329697E+06   5.4201486E-01
    5.7010   2.3369605E+07   4.7329468E+06   5.4211942E-01
    5.7020   2.3369175E+07   4.7329241E+06   5.4222401E-01
    5.7030   2.3368745E+07   4.7329014E+06   5.4232861E-01
    5.7040   2.3368317E+07   4.7328789E+06   5.4243321E-01
    5.7050   2.3367888E+07   4.7328564E+06   5.4253781E-01
    5.7060   2.3367460E+07   4.7328340E+06   5.4264240E-01
    5.7070   2.3367033E+07   4.7328116E+06   5.4274700E-01
    5.7080   2.3366606E+07   4.7327894E+06   5.4285160E-01
    5.7090   2.3366179E+07   4.7327672E+06   5.4295620E-01
    5.7100   2.3365753E+07   4.7327451E+06   5.4306079E-01
    5.7110   2.3365328E+07   4.7327230E+06   5.4316539E-01
    5.7120   2.3364902E+07   4.7327011E+06   5.4326999E-01
    5.7130   2.3364478E+07   4.7326792E+06   5.4337459E-01
    5.7140   2.3364053E+07   4.7326573E+06   5.4347918E-01
    5.7150   2.3363629E+07   4.7326356E+06   5.4358378E-01
    5.7160   2.3363206E+07   4.7326139E+06   5.4368838E-01
    5.7170   2.3362783E+07   4.7325923E+06   5.4379297E-01
    5.7180   2.3362360E+07   4.7325708E+06   5.4389757E-01
    5.7190   2.3361938E+07   4.7325493E+06   5.4400217E-01
    5.7200   2.3361516E+07   4.7325279E+06   5.4410677E-01
    5.7210   2.3361094E+07   4.7325066E+06   5.4421136E-01
    5.7220   2.3360673E+07   4.7324853E+06   5.4431596E-01
    5.7230   2.3360252E+07   4.7324641E+06   5.4442056E-01
    5.7240   2.3359832E+07   4.7324430E+06   5.4452516E-01
    5.7250   2.3359412E+07   4.7324219E+06   5.4462975E-01
    5.7260   2.3358993E+07   4.7324009E+06   5.4473435E-01
    5.7270   2.3358574E+07   4.7323800E+06   5.4483895E-01
    5.7280   2.3358155E+07   4.7323591E+06   5.4494355E-01
    5.7290   2.3357737E+07   4.7323383E+06   5.4504814E-01
    5.7300   2.3357319E+07   4.7323176E+06   5.4515274E-01
    5.7310   2.3356901E+07   4.7322969E+06   5.4525734E-01
    5.7320   2.3356484E+07   4.7322763E+06   5.4536194E-01
    5.7330   2.3356068E+07   4.7322558E+06   5.4546653E-01
    5.7340   2.3355652E+07   4.7322353E+06   5.4557113E-01
    5.7350   2.3355236E+07   4.7322149E+06   5.4567573E-01
    5.7360   2.3354820E+07   4.7321946E+06   5.4578033E-01
    5.7370   2.3354405E+07   4.7321743E+06   5.4588492E-01
    5.7380   2.3353991E+07   4.7321541E+06   5.4598952E-01
    5.7390   2.3353576E+07   4.7321340E+06   5.4609412E-01
    5.7400   2.3353162E+07   4.7321139E+06   5.4619872E-01
    5.7410   2.3352749E+07   4.7320939E+06   5.4630331E-01
    5.7420   2.3352336E+07   4.7320740E+06   5.4640791E-01
    5.7430   2.3351923E+07   4.7320541E+06   5.4651251E-01
    5.7440   2.3351511E+07   4.7320343E+06   5.4661711E-01
    5.7450   2.3351099E+07   4.7320145E+06   5.4672170E-01
    5.7460   2.3350687E+07   4.7319948E+06   5.4682630E-01
    5.7470   2.3350276E+07   4.7319752E+06   5.4693090E-01
    5.7480   2.3349866E+07   4.7319556E+06   5.4703549E-01
    5.7490   2.3349455E+07   4.7319362E+06   5.4714009E-01
    5.7500   2.3349045E+07   4.7319167E+06   5.4724469E-01
    5.7510   2.3348636E+07   4.7318974E+06   5.4734929E-01
    5.7520   2.3348227E+07   4.7318781E+06   5.4745388E-01
    5.7530   2.3347818E+07   4.7318588E+06   5.4755848E-01
    5.7540   2.3347410E+07   4.7318396E+06   5.4766308E-01
    5.7550   2.3347002E+07   4.7318205E+06   5.4776768E-01
    5.7560   2.3346594E+07   4.7318015E+06   5.4787227E-01
    5.7570   2.3346187E+07   4.7317825E+06   5.4797687E-01
    5.7580   2.3345780E+07   4.7317636E+06   5.4808147E-01
    5.7590   2.3345374E+07   4.7317447E+06   5.4818607E-01
    5.7600   2.3344968E+07   4.7317259E+06   5.4829066E-01
    5.7610   2.3344562E+07   4.7317072E+06   5.4839526E-01
    5.7620   2.3344157E+07   4.7316885E+06   5.4849986E-01
    5.7630   2.3343752E+07   4.7316699E+06   5.4860446E-01
    5.7640   2.3343348E+07   4.7316514E+06   5.4870905E-01
    5.7650   2.3342944E+07   4.7316329E+06   5.4881365E-01
    5.7660   2.3342540E+07   4.7316145E+06   5.4891825E-01
    5.7670   2.3342137E+07   4.7315961E+06   5.4902284E-01
    5.7680   2.3341734E+07   4.7315778E+06   5.4912744E-01
    5.7690   2.3341332E+07   4.7315596E+06   5.4923204E-01
    5.7700   2.3340930E+07   4.7315414E+06   5.4933664E-01
    5.7710   2.3340528E+07   4.7315233E+06   5.4944124E-01
    5.7720   2.3340127E+07   4.7315053E+06   5.4954583E-01
    5.7730   2.3339726E+07   4.7314873E+06   5.4965043E-01
    5.7740   2.3339325E+07   4.7314694E+06   5.4975503E-01
    5.7750   2.3338925E+07   4.7314515E+06   5.4985962E-01
    5.7760   2.3338526E+07   4.7314337E+06   5.4996422E-01
    5.7770   2.3338126E+07   4.7314160E+06   5.5006882E-01
    5.7780   2.3337727E+07   4.7313983E+06   5.5017342E-01
    5.7790   2.3337329E+07   4.7313807E+06   5.5027802E-01
    5.7800   2.3336930E+07   4.7313631E+06   5.5038261E-01
    5.7810   2.3336533E+07   4.7313456E+06   5.5048721E-01
    5.7820   2.3336135E+07   4.7313282E+06   5.5059181E-01
    5.7830   2.3335738E+07   4.7313108E+06   5.5069640E-01
    5.7840   2.3335341E+07   4.7312935E+06   5.5080100E-01
    5.7850   2.3334945E+07   4.7312763E+06   5.5090560E-01
    5.7860   2.3334549E+07   4.7312591E+06   5.5101019E-01
    5.7870   2.3334154E+07   4.7312419E+06   5.5111479E-01
    5.7880   2.3333759E+07   4.7312248E+06   5.5121939E-01
    5.7890   2.3333364E+07   4.7312078E+06   5.5132399E-01
    5.7900   2.3332969E+07   4.7311909E+06   5.5142859E-01
    5.7910   2.3332575E+07   4.7311740E+06   5.5153318E-01
    5.7920   2.3332182E+07   4.7311571E+06   5.5163778E-01
    5.7930   2.3331789E+07   4.7311404E+06   5.5174238E-01
    5.7940   2.3331396E+07   4.7311236E+06   5.5184698E-01
    5.7950   2.3331003E+07   4.7311070E+06   5.5195157E-01
    5.7960   2.3330611E+07   4.7310904E+06   5.5205617E-01
    5.7970   2.3330219E+07   4.7310738E+06   5.5216077E-01
    5.7980   2.3329828E+07   4.7310573E+06   5.5226536E-01
    5.7990   2.3329437E+07   4.7310409E+06   5.5236996E-01
    5.8000   2.3329046E+07   4.7310246E+06   5.5247456E-01
    5.8010   2.3328656E+07   4.7310027E+06   5.5257342E-01
    5.8020   2.3328267E+07   4.7309808E+06   5.5267227E-01
    5.8030   2.3327878E+07   4.7309591E+06   5.5277112E-01
    5.8040   2.3327489E+07   4.7309374E+06   5.5286996E-01
    5.8050   2.3327101E+07   4.7309158E+06   5.5296881E-01
    5.8060   2.3326713E+07   4.7308943E+06   5.5306766E-01
    5.8070   2.3326326E+07   4.7308728E+06   5.5316651E-01
    5.8080   2.3325939E+07   4.7308514E+06   5.5326536E-01
    5.8090   2.3325552E+07   4.7308301E+06   5.5336421E-01
    5.8100   2.3325166E+07   4.7308089E+06   5.5346305E-01
    5.8110   2.3324781E+07   4.7307877E+06   5.5356190E-01
    5.8120   2.3324395E+07   4.7307665E+06   5.5366075E-01
    5.8130   2.3324010E+07   4.7307455E+06   5.5375960E-01
    5.8140   2.3323626E+07   4.7307245E+06   5.5385845E-01
    5.8150   2.3323242E+07   4.7307035E+06   5.5395730E-01
    5.8160   2.3322858E+07   4.7306827E+06   5.5405614E-01
    5.8170   2.3322475E+07   4.7306619E+06   5.5415499E-01
    5.8180   2.3322092E+07   4.7306411E+06   5.5425384E-01
    5.8190   2.3321710E+07   4.7306204E+06   5.5435269E-01
    5.8200   2.3321327E+07   4.7305998E+06   5.5445154E-01
    5.8210   2.3320946E+07   4.7305792E+06   5.5455039E-01
    5.8220   2.3320564E+07   4.7305587E+06   5.5464923E-01
    5.8230   2.3320183E+07   4.7305382E+06   5.5474808E-01
    5.8240   2.3319803E+07   4.7305178E+06   5.5484693E-01
    5.8250   2.3319422E+07   4.7304975E+06   5.5494578E-01
    5.8260   2.3319042E+07   4.7304772E+06   5.5504463E-01
    5.8270   2.3318662E+07   4.7304569E+06   5.5514348E-01
    5.8280   2.3318282E+07   4.7304366E+06   5.5524232E-01
    5.8290   2.3317903E+07   4.7304163E+06   5.5534117E-01
    5.8300   2.3317523E+07   4.7303960E+06   5.5544002E-01
    5.8310   2.3317144E+07   4.7303758E+06   5.5553887E-01
    5.8320   2.3316765E+07   4.7303556E+06   5.5563772E-01
    5.8330   2.3316386E+07   4.7303354E+06   5.5573657E-01
    5.8340   2.3316007E+07   4.7303153E+06   5.5583542E-01
    5.8350   2.3315629E+07   4.7302951E+06   5.5593426E-01
    5.8360   2.3315251E+07   4.7302751E+06   5.5603311E-01
    5.8370   2.3314873E+07   4.7302550E+06   5.5613196E-01
    5.8380   2.3314495E+07   4.7302350E+06   5.5623081E-01
    5.8390   2.3314118E+07   4.7302151E+06   5.5632966E-01
    5.8400   2.3313741E+07   4.7301952E+06   5.5642850E-01
    5.8410   2.3313364E+07   4.7301753E+06   5.5652735E-01
    5.8420   2.3312988E+07   4.7301554E+06   5.5662620E-01
    5.8430   2.3312612E+07   4.7301357E+06   5.5672505E-01
    5.8440   2.3312236E+07   4.7301159E+06   5.5682390E-01
    5.8450   2.3311861E+07   4.7300962E+06   5.5692274E-01
    5.8460   2.3311486E+07   4.7300766E+06   5.5702159E-01
    5.8470   2.3311111E+07   4.7300570E+06   5.5712044E-01
    5.8480   2.3310736E+07   4.7300375E+06   5.5721929E-01
    5.8490   2.3310362E+07   4.7300180E+06   5.5731814E-01
    5.8500   2.3309988E+07   4.7299985E+06   5.5741699E-01
    5.8510   2.3309614E+07   4.7299791E+06   5.5751584E-01
    5.8520   2.3309241E+07   4.7299598E+06   5.5761468E-01
    5.8530   2.3308868E+07   4.7299405E+06   5.5771353E-01
    5.8540   2.3308495E+07   4.7299212E+06   5.5781238E-01
    5.8550   2.3308123E+07   4.7299021E+06   5.5791123E-01
    5.8560   2.3307751E+07   4.7298829E+06   5.5801008E-01
    5.8570   2.3307380E+07   4.7298638E+06   5.5810893E-01
    5.8580   2.3307008E+07   4.7298448E+06   5.5820777E-01
    5.8590   2.3306637E+07   4.7298258E+06   5.5830662E-01
    5.8600   2.3306266E+07   4.7298069E+06   5.5840547E-01
    5.8610   2.3305896E+07   4.7297880E+06   5.5850432E-01
    5.8620   2.3305526E+07   4.7297691E+06   5.5860317E-01
    5.8630   2.3305156E+07   4.7297504E+06   5.5870202E-01
    5.8640   2.3304787E+07   4.7297316E+06   5.5880086E-01
    5.8650   2.3304418E+07   4.7297129E+06   5.5889971E-01
    5.8660   2.3304049E+07   4.7296943E+06   5.5899856E-01
    5.8670   2.3303681E+07   4.7296757E+06   5.5909741E-01
    5.8680   2.3303312E+07   4.7296572E+06   5.5919626E-01
    5.8690   2.3302945E+07   4.7296387E+06   5.5929511E-01
    5.8700   2.3302577E+07   4.7296203E+06   5.5939395E-01
    5.8710   2.3302210E+07   4.7296019E+06   5.5949280E-01
    5.8720   2.3301843E+07   4.7295836E+06   5.5959165E-01
    5.8730   2.3301477E+07   4.7295653E+06   5.5969050E-01
    5.8740   2.3301110E+07   4.7295471E+06   5.5978935E-01
    5.8750   2.3300744E+07   4.7295289E+06   5.5988820E-01
    5.8760   2.3300379E+07   4.7295108E+06   5.5998705E-01
    5.8770   2.3300013E+07   4.7294928E+06   5.6008590E-01
    5.8780   2.3299648E+07   4.7294747E+06   5.6018474E-01
    5.8790   2.3299284E+07   4.7294568E+06   5.6028359E-01
    5.8800   2.3298919E+07   4.7294388E+06   5.6038244E-01
    5.8810   2.3298555E+07   4.7294210E+06   5.6048129E-01
    5.8820   2.3298191E+07   4.7294032E+06   5.6058014E-01
    5.8830   2.3297828E+07   4.7293854E+06   5.6067899E-01
    5.8840   2.3297465E+07   4.7293677E+06   5.6077783E-01
    5.8850   2.3297102E+07   4.7293500E+06   5.6087668E-01
    5.8860   2.3296739E+07   4.7293324E+06   5.6097553E-01
    5.8870   2.3296377E+07   4.7293148E+06   5.6107438E-01
    5.8880   2.3296015E+07   4.7292973E+06   5.6117323E-01
    5.8890   2.3295653E+07   4.7292798E+06   5.6127208E-01
    5.8900   2.3295292E+07   4.7292624E+06   5.6137092E-01
    5.8910   2.3294931E+07   4.7292450E+06   5.6146977E-01
    5.8920   2.3294570E+07   4.7292277E+06   5.6156862E-01
    5.8930   2.3294209E+07   4.7292104E+06   5.6166747E-01
    5.8940   2.3293849E+07   4.7291932E+06   5.6176632E-01
    5.8950   2.3293489E+07   4.7291760E+06   5.6186516E-01
    5.8960   2.3293130E+07   4.7291589E+06   5.6196401E-01
    5.8970   2.3292770E+07   4.7291418E+06   5.6206286E-01
    5.8980   2.3292411E+07   4.7291248E+06   5.6216171E-01
    5.8990   2.3292052E+07   4.7291078E+06   5.6226055E-01
    5.9000   2.3291694E+07   4.7290909E+06   5.6235940E-01
    5.9010   2.3291336E+07   4.7290679E+06   5.6245143E-01
    5.9020   2.3290979E+07   4.7290451E+06   5.6254345E-01
    5.9030   2.3290622E+07   4.7290222E+06   5.6263546E-01
    5.9040   2.3290265E+07   4.7289995E+06   5.6272748E-01
    5.9050   2.3289909E+07   4.7289768E+06   5.6281949E-01
    5.9060   2.3289553E+07   4.7289542E+06   5.6291151E-01
    5.9070   2.3289197E+07   4.7289316E+06   5.6300353E-01
    5.9080   2.3288842E+07   4.7289091E+06   5.6309554E-01
    5.9090   2.3288487E+07   4.7288867E+06   5.6318756E-01
    5.9100   2.3288132E+07   4.7288643E+06   5.6327957E-01
    5.9110   2.3287778E+07   4.7288420E+06   5.6337159E-01
    5.9120   2.3287424E+07   4.7288197E+06   5.6346361E-01
    5.9130   2.3287070E+07   4.7287975E+06   5.6355562E-01
    5.9140   2.3286717E+07   4.7287753E+06   5.6364764E-01
    5.9150   2.3286364E+07   4.7287532E+06   5.6373965E-01
    5.9160   2.3286011E+07   4.7287311E+06   5.6383167E-01
    5.9170   2.3285658E+07   4.7287091E+06   5.6392369E-01
    5.9180   2.3285306E+07   4.7286871E+06   5.6401570E-01
    5.9190   2.3284954E+07   4.7286652E+06   5.6410772E-01
    5.9200   2.3284602E+07   4.7286434E+06   5.6419973E-01
    5.9210   2.3284251E+07   4.7286216E+06   5.6429175E-01
    5.9220   2.3283900E+07   4.7285998E+06   5.6438377E-01
    5.9230   2.3283549E+07   4.7285781E+06   5.6447578E-01
    5.9240   2.3283198E+07   4.7285565E+06   5.6456780E-01
    5.9250   2.3282848E+07   4.7285348E+06   5.6465981E-01
    5.9260   2.3282498E+07   4.7285133E+06   5.6475183E-01
    5.9270   2.3282148E+07   4.7284918E+06   5.6484385E-01
    5.9280   2.3281799E+07   4.7284703E+06   5.6493586E-01
    5.9290   2.3281450E+07   4.7284489E+06   5.6502788E-01
    5.9300   2.3281101E+07   4.7284275E+06   5.6511989E-01
    5.9310   2.3280752E+07   4.7284062E+06   5.6521191E-01
    5.9320   2.3280404E+07   4.7283849E+06   5.6530393E-01
    5.9330   2.3280056E+07   4.7283637E+06   5.6539594E-01
    5.9340   2.3279708E+07   4.7283425E+06   5.6548796E-01
    5.9350   2.3279360E+07   4.7283213E+06   5.6557997E-01
    5.9360   2.3279013E+07   4.7283002E+06   5.6567199E-01
    5.9370   2.3278665E+07   4.7282792E+06   5.6576401E-01
    5.9380   2.3278319E+07   4.7282582E+06   5.6585602E-01
    5.9390   2.3277972E+07   4.7282372E+06   5.6594804E-01
    5.9400   2.3277626E+07   4.7282163E+06   5.6604005E-01
    5.9410   2.3277279E+07   4.7281954E+06   5.6613207E-01
    5.9420   2.3276934E+07   4.7281746E+06   5.6622409E-01
    5.9430   2.3276588E+07   4.7281538E+06   5.6631610E-01
