
These predictions were generated by MoorDyn (v2.0.02023-09-18) on 17-Oct-2023 at 17:19:55.

 
 
 
      Time        FAIRTEN1        FAIRTEN2        FAIRTEN3        ANCHTEN1        ANCHTEN2        ANCHTEN3          L1N10T          L2N10T          L3N10T            P4FX            P4FY            P4FZ            P5FX            P5FY            P5FZ            P6FX            P6FY            P6FZ         L1N19PX         L1N19PY         L1N19PZ         L2N19PX         L2N19PY         L2N19PZ         L3N19PX         L3N19PY         L3N19PZ            P4PX            P4PY            P4PZ            P5PX            P5PY            P5PZ            P6PX            P6PY            P6PZ
       (s)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)
   35.3125   9.7158809E+05   1.4478300E+06   9.7244154E+05   7.7351793E+05   1.2500068E+06   7.7447049E+05   7.8555800E+05   1.2846584E+06   7.8650259E+05   3.8471010E+05   6.7043176E+05  -5.8864488E+05  -1.2532409E+06  -2.1838603E+02  -7.2498198E+05   3.8533074E+05  -6.7124170E+05  -5.8872520E+05   4.3597073E+01   6.4656473E+01  -3.9522581E+01  -7.1041826E+01   1.3083890E-01  -3.3483272E+01   4.3449524E+01  -6.4656712E+01  -3.9693206E+01   2.6811572E+01   3.5397106E+01  -1.4802129E+01  -3.4541095E+01   1.3718238E-01  -1.3016773E+01   2.6652284E+01  -3.5388462E+01  -1.4991169E+01
   35.3250   9.7152401E+05   1.4479392E+06   9.7238039E+05   7.7346380E+05   1.2500809E+06   7.7442079E+05   7.8550802E+05   1.2847273E+06   7.8645664E+05   3.8468934E+05   6.7038508E+05  -5.8860587E+05  -1.2533085E+06  -2.1831035E+02  -7.2508336E+05   3.8531089E+05  -6.7119731E+05  -5.8868779E+05   4.3594291E+01   6.4656417E+01  -3.9523510E+01  -7.1044024E+01   1.3088005E-01  -3.3484698E+01   4.3446703E+01  -6.4656624E+01  -3.9694338E+01   2.6808572E+01   3.5397129E+01  -1.4803119E+01  -3.4544076E+01   1.3722083E-01  -1.3016792E+01   2.6649257E+01  -3.5388439E+01  -1.4992369E+01
   35.3375   9.7145959E+05   1.4480540E+06   9.7231880E+05   7.7340967E+05   1.2501598E+06   7.7437117E+05   7.8545791E+05   1.2848012E+06   7.8641060E+05   3.8466818E+05   6.7033817E+05  -5.8856679E+05  -1.2533810E+06  -2.1823666E+02  -7.2518714E+05   3.8529059E+05  -6.7115265E+05  -5.8865027E+05   4.3591494E+01   6.4656362E+01  -3.9524437E+01  -7.1046231E+01   1.3092109E-01  -3.3486112E+01   4.3443869E+01  -6.4656537E+01  -3.9695465E+01   2.6805570E+01   3.5397151E+01  -1.4804101E+01  -3.4547060E+01   1.3725921E-01  -1.3016809E+01   2.6646226E+01  -3.5388416E+01  -1.4993559E+01
   35.3500   9.7139488E+05   1.4481743E+06   9.7225680E+05   7.7335557E+05   1.2502437E+06   7.7432165E+05   7.8540771E+05   1.2848801E+06   7.8636449E+05   3.8464663E+05   6.7029110E+05  -5.8852769E+05  -1.2534585E+06  -2.1816496E+02  -7.2529326E+05   3.8526986E+05  -6.7110773E+05  -5.8861263E+05   4.3588684E+01   6.4656309E+01  -3.9525361E+01  -7.1048445E+01   1.3096201E-01  -3.3487513E+01   4.3441022E+01  -6.4656451E+01  -3.9696587E+01   2.6802565E+01   3.5397173E+01  -1.4805073E+01  -3.4550045E+01   1.3729751E-01  -1.3016822E+01   2.6643194E+01  -3.5388393E+01  -1.4994739E+01
   35.3625   9.7132994E+05   1.4482999E+06   9.7219443E+05   7.7330151E+05   1.2503323E+06   7.7427226E+05   7.8535745E+05   1.2849639E+06   7.8631833E+05   3.8462471E+05   6.7024388E+05  -5.8848859E+05  -1.2535409E+06  -2.1809526E+02  -7.2540168E+05   3.8524872E+05  -6.7106260E+05  -5.8857491E+05   4.3585861E+01   6.4656257E+01  -3.9526281E+01  -7.1050668E+01   1.3100282E-01  -3.3488901E+01   4.3438162E+01  -6.4656367E+01  -3.9697705E+01   2.6799559E+01   3.5397195E+01  -1.4806036E+01  -3.4553033E+01   1.3733573E-01  -1.3016833E+01   2.6640160E+01  -3.5388371E+01  -1.4995909E+01
   35.3750   9.7126480E+05   1.4484308E+06   9.7213175E+05   7.7324751E+05   1.2504256E+06   7.7422300E+05   7.8530714E+05   1.2850525E+06   7.8627214E+05   3.8460245E+05   6.7019657E+05  -5.8844951E+05  -1.2536281E+06  -2.1802758E+02  -7.2551234E+05   3.8522719E+05  -6.7101728E+05  -5.8853714E+05   4.3583024E+01   6.4656206E+01  -3.9527198E+01  -7.1052898E+01   1.3104351E-01  -3.3490277E+01   4.3435289E+01  -6.4656284E+01  -3.9698819E+01   2.6796550E+01   3.5397218E+01  -1.4806989E+01  -3.4556024E+01   1.3737387E-01  -1.3016840E+01   2.6637123E+01  -3.5388348E+01  -1.4997068E+01
   35.3875   9.7119953E+05   1.4485668E+06   9.7206878E+05   7.7319359E+05   1.2505236E+06   7.7417390E+05   7.8525682E+05   1.2851460E+06   7.8622593E+05   3.8457987E+05   6.7014920E+05  -5.8841049E+05  -1.2537200E+06  -2.1796193E+02  -7.2562519E+05   3.8520529E+05  -6.7097180E+05  -5.8849932E+05   4.3580175E+01   6.4656157E+01  -3.9528111E+01  -7.1055137E+01   1.3108409E-01  -3.3491639E+01   4.3432404E+01  -6.4656204E+01  -3.9699928E+01   2.6793540E+01   3.5397240E+01  -1.4807933E+01  -3.4559016E+01   1.3741193E-01  -1.3016844E+01   2.6634086E+01  -3.5388325E+01  -1.4998218E+01
   35.4000   9.7113418E+05   1.4487080E+06   9.7200558E+05   7.7313977E+05   1.2506261E+06   7.7412496E+05   7.8520651E+05   1.2852441E+06   7.8617973E+05   3.8455700E+05   6.7010180E+05  -5.8837156E+05  -1.2538166E+06  -2.1789831E+02  -7.2574018E+05   3.8518303E+05  -6.7092619E+05  -5.8846149E+05   4.3577313E+01   6.4656110E+01  -3.9529021E+01  -7.1057383E+01   1.3112454E-01  -3.3492988E+01   4.3429506E+01  -6.4656124E+01  -3.9701032E+01   2.6790528E+01   3.5397262E+01  -1.4808868E+01  -3.4562009E+01   1.3744991E-01  -1.3016846E+01   2.6631046E+01  -3.5388302E+01  -1.4999357E+01
   35.4125   9.7106878E+05   1.4488541E+06   9.7194217E+05   7.7308605E+05   1.2507332E+06   7.7407618E+05   7.8515624E+05   1.2853468E+06   7.8613355E+05   3.8453384E+05   6.7005441E+05  -5.8833272E+05  -1.2539176E+06  -2.1783674E+02  -7.2585725E+05   3.8516043E+05  -6.7088048E+05  -5.8842366E+05   4.3574438E+01   6.4656063E+01  -3.9529927E+01  -7.1059636E+01   1.3116487E-01  -3.3494323E+01   4.3426596E+01  -6.4656047E+01  -3.9702131E+01   2.6787514E+01   3.5397285E+01  -1.4809793E+01  -3.4565005E+01   1.3748781E-01  -1.3016844E+01   2.6628006E+01  -3.5388279E+01  -1.5000486E+01
   35.4250   9.7100338E+05   1.4490051E+06   9.7187860E+05   7.7303245E+05   1.2508448E+06   7.7402759E+05   7.8510604E+05   1.2854541E+06   7.8608740E+05   3.8451042E+05   6.7000705E+05  -5.8829402E+05  -1.2540232E+06  -2.1777722E+02  -7.2597636E+05   3.8513751E+05  -6.7083469E+05  -5.8838586E+05   4.3571552E+01   6.4656019E+01  -3.9530829E+01  -7.1061898E+01   1.3120508E-01  -3.3495646E+01   4.3423674E+01  -6.4655971E+01  -3.9703225E+01   2.6784500E+01   3.5397307E+01  -1.4810709E+01  -3.4568001E+01   1.3752563E-01  -1.3016839E+01   2.6624964E+01  -3.5388256E+01  -1.5001605E+01
   35.4375   9.7093803E+05   1.4491609E+06   9.7181489E+05   7.7297899E+05   1.2509607E+06   7.7397917E+05   7.8505594E+05   1.2855658E+06   7.8604132E+05   3.8448676E+05   6.6995977E+05  -5.8825546E+05  -1.2541331E+06  -2.1771976E+02  -7.2609746E+05   3.8511427E+05  -6.7078886E+05  -5.8834810E+05   4.3568653E+01   6.4655977E+01  -3.9531727E+01  -7.1064166E+01   1.3124517E-01  -3.3496954E+01   4.3420740E+01  -6.4655897E+01  -3.9704314E+01   2.6781484E+01   3.5397329E+01  -1.4811616E+01  -3.4570999E+01   1.3756336E-01  -1.3016832E+01   2.6621921E+01  -3.5388233E+01  -1.5002713E+01
   35.4500   9.7087275E+05   1.4493214E+06   9.7175109E+05   7.7292566E+05   1.2510810E+06   7.7393094E+05   7.8500595E+05   1.2856820E+06   7.8599531E+05   3.8446288E+05   6.6991259E+05  -5.8821707E+05  -1.2542473E+06  -2.1766437E+02  -7.2622051E+05   3.8509075E+05  -6.7074300E+05  -5.8831040E+05   4.3565743E+01   6.4655936E+01  -3.9532620E+01  -7.1066442E+01   1.3128513E-01  -3.3498249E+01   4.3417795E+01  -6.4655825E+01  -3.9705398E+01   2.6778467E+01   3.5397352E+01  -1.4812512E+01  -3.4573998E+01   1.3760101E-01  -1.3016821E+01   2.6618878E+01  -3.5388210E+01  -1.5003812E+01
   35.4625   9.7080759E+05   1.4494866E+06   9.7168721E+05   7.7287249E+05   1.2512056E+06   7.7388290E+05   7.8495612E+05   1.2858025E+06   7.8594939E+05   3.8443879E+05   6.6986553E+05  -5.8817886E+05  -1.2543658E+06  -2.1761104E+02  -7.2634545E+05   3.8506694E+05  -6.7069713E+05  -5.8827277E+05   4.3562821E+01   6.4655897E+01  -3.9533509E+01  -7.1068725E+01   1.3132496E-01  -3.3499531E+01   4.3414839E+01  -6.4655755E+01  -3.9706476E+01   2.6775449E+01   3.5397374E+01  -1.4813400E+01  -3.4576998E+01   1.3763857E-01  -1.3016808E+01   2.6615834E+01  -3.5388187E+01  -1.5004900E+01
   35.4750   9.7074259E+05   1.4496563E+06   9.7162330E+05   7.7281949E+05   1.2513345E+06   7.7383504E+05   7.8490647E+05   1.2859272E+06   7.8590358E+05   3.8441450E+05   6.6981862E+05  -5.8814086E+05  -1.2544885E+06  -2.1755979E+02  -7.2647225E+05   3.8504287E+05  -6.7065129E+05  -5.8823522E+05   4.3559888E+01   6.4655860E+01  -3.9534393E+01  -7.1071015E+01   1.3136466E-01  -3.3500798E+01   4.3411872E+01  -6.4655686E+01  -3.9707549E+01   2.6772431E+01   3.5397397E+01  -1.4814278E+01  -3.4579999E+01   1.3767605E-01  -1.3016791E+01   2.6612789E+01  -3.5388164E+01  -1.5005977E+01
   35.4875   9.7067777E+05   1.4498304E+06   9.7155939E+05   7.7276667E+05   1.2514675E+06   7.7378736E+05   7.8485702E+05   1.2860561E+06   7.8585791E+05   3.8439004E+05   6.6977190E+05  -5.8810308E+05  -1.2546152E+06  -2.1751060E+02  -7.2660085E+05   3.8501855E+05  -6.7060549E+05  -5.8819779E+05   4.3556944E+01   6.4655825E+01  -3.9535273E+01  -7.1073312E+01   1.3140424E-01  -3.3502052E+01   4.3408894E+01  -6.4655620E+01  -3.9708616E+01   2.6769413E+01   3.5397419E+01  -1.4815146E+01  -3.4583000E+01   1.3771344E-01  -1.3016772E+01   2.6609744E+01  -3.5388141E+01  -1.5007045E+01
   35.5000   9.7061318E+05   1.4500088E+06   9.7149551E+05   7.7271403E+05   1.2516047E+06   7.7373986E+05   7.8480781E+05   1.2861891E+06   7.8581237E+05   3.8436542E+05   6.6972538E+05  -5.8806554E+05  -1.2547459E+06  -2.1746349E+02  -7.2673121E+05   3.8499400E+05  -6.7055976E+05  -5.8816048E+05   4.3553989E+01   6.4655793E+01  -3.9536147E+01  -7.1075616E+01   1.3144368E-01  -3.3503292E+01   4.3405906E+01  -6.4655556E+01  -3.9709677E+01   2.6766394E+01   3.5397441E+01  -1.4816005E+01  -3.4586001E+01   1.3775074E-01  -1.3016750E+01   2.6606699E+01  -3.5388118E+01  -1.5008102E+01
   35.5125   9.7054884E+05   1.4501916E+06   9.7143168E+05   7.7266160E+05   1.2517460E+06   7.7369255E+05   7.8475885E+05   1.2863261E+06   7.8576700E+05   3.8434066E+05   6.6967909E+05  -5.8802825E+05  -1.2548806E+06  -2.1741846E+02  -7.2686328E+05   3.8496922E+05  -6.7051412E+05  -5.8812330E+05   4.3551024E+01   6.4655762E+01  -3.9537016E+01  -7.1077927E+01   1.3148298E-01  -3.3504517E+01   4.3402908E+01  -6.4655494E+01  -3.9710733E+01   2.6763375E+01   3.5397464E+01  -1.4816854E+01  -3.4589003E+01   1.3778795E-01  -1.3016724E+01   2.6603655E+01  -3.5388095E+01  -1.5009149E+01
   35.5250   9.7048479E+05   1.4503785E+06   9.7136794E+05   7.7260938E+05   1.2518913E+06   7.7364541E+05   7.8471017E+05   1.2864671E+06   7.8572181E+05   3.8431576E+05   6.6963306E+05  -5.8799124E+05  -1.2550191E+06  -2.1737553E+02  -7.2699703E+05   3.8494424E+05  -6.7046860E+05  -5.8808628E+05   4.3548049E+01   6.4655734E+01  -3.9537880E+01  -7.1080244E+01   1.3152216E-01  -3.3505729E+01   4.3399900E+01  -6.4655434E+01  -3.9711782E+01   2.6760356E+01   3.5397486E+01  -1.4817693E+01  -3.4592005E+01   1.3782507E-01  -1.3016696E+01   2.6600610E+01  -3.5388072E+01  -1.5010185E+01
   35.5375   9.7042106E+05   1.4505695E+06   9.7130432E+05   7.7255740E+05   1.2520407E+06   7.7359844E+05   7.8466179E+05   1.2866120E+06   7.8567680E+05   3.8429075E+05   6.6958730E+05  -5.8795450E+05  -1.2551614E+06  -2.1733470E+02  -7.2713239E+05   3.8491906E+05  -6.7042321E+05  -5.8804942E+05   4.3545063E+01   6.4655709E+01  -3.9538738E+01  -7.1082567E+01   1.3156119E-01  -3.3506926E+01   4.3396882E+01  -6.4655377E+01  -3.9712826E+01   2.6757338E+01   3.5397509E+01  -1.4818523E+01  -3.4595006E+01   1.3786210E-01  -1.3016665E+01   2.6597566E+01  -3.5388049E+01  -1.5011211E+01
   35.5500   9.7035766E+05   1.4507645E+06   9.7124083E+05   7.7250566E+05   1.2521940E+06   7.7355165E+05   7.8461374E+05   1.2867607E+06   7.8563200E+05   3.8426563E+05   6.6954184E+05  -5.8791806E+05  -1.2553075E+06  -2.1729598E+02  -7.2726933E+05   3.8489370E+05  -6.7037797E+05  -5.8801273E+05   4.3542068E+01   6.4655685E+01  -3.9539591E+01  -7.1084897E+01   1.3160009E-01  -3.3508109E+01   4.3393854E+01  -6.4655322E+01  -3.9713862E+01   2.6754320E+01   3.5397531E+01  -1.4819343E+01  -3.4598008E+01   1.3789903E-01  -1.3016631E+01   2.6594522E+01  -3.5388026E+01  -1.5012227E+01
   35.5625   9.7029463E+05   1.4509634E+06   9.7117752E+05   7.7245419E+05   1.2523512E+06   7.7350503E+05   7.8456603E+05   1.2869131E+06   7.8558740E+05   3.8424042E+05   6.6949669E+05  -5.8788191E+05  -1.2554571E+06  -2.1725940E+02  -7.2740782E+05   3.8486817E+05  -6.7033291E+05  -5.8797624E+05   4.3539064E+01   6.4655665E+01  -3.9540437E+01  -7.1087232E+01   1.3163884E-01  -3.3509278E+01   4.3390818E+01  -6.4655269E+01  -3.9714893E+01   2.6751303E+01   3.5397554E+01  -1.4820153E+01  -3.4601008E+01   1.3793587E-01  -1.3016594E+01   2.6591480E+01  -3.5388003E+01  -1.5013233E+01
   35.5750   9.7023198E+05   1.4511662E+06   9.7111439E+05   7.7240301E+05   1.2525122E+06   7.7345858E+05   7.8451868E+05   1.2870692E+06   7.8554303E+05   3.8421513E+05   6.6945188E+05  -5.8784608E+05  -1.2556104E+06  -2.1722496E+02  -7.2754780E+05   3.8484248E+05  -6.7028803E+05  -5.8793994E+05   4.3536051E+01   6.4655647E+01  -3.9541277E+01  -7.1089574E+01   1.3167745E-01  -3.3510433E+01   4.3387773E+01  -6.4655219E+01  -3.9715917E+01   2.6748286E+01   3.5397576E+01  -1.4820954E+01  -3.4604008E+01   1.3797262E-01  -1.3016554E+01   2.6588438E+01  -3.5387980E+01  -1.5014228E+01
   35.5875   9.7016972E+05   1.4513728E+06   9.7105146E+05   7.7235212E+05   1.2526771E+06   7.7341231E+05   7.8447171E+05   1.2872290E+06   7.8549889E+05   3.8418975E+05   6.6940740E+05  -5.8781056E+05  -1.2557672E+06  -2.1719267E+02  -7.2768925E+05   3.8481663E+05  -6.7024336E+05  -5.8790385E+05   4.3533028E+01   6.4655632E+01  -3.9542111E+01  -7.1091922E+01   1.3171592E-01  -3.3511573E+01   4.3384718E+01  -6.4655172E+01  -3.9716934E+01   2.6745271E+01   3.5397598E+01  -1.4821745E+01  -3.4607008E+01   1.3800926E-01  -1.3016512E+01   2.6585397E+01  -3.5387957E+01  -1.5015212E+01
   35.6000   9.7010787E+05   1.4515830E+06   9.7098876E+05   7.7230157E+05   1.2528456E+06   7.7336621E+05   7.8442514E+05   1.2873923E+06   7.8545499E+05   3.8416431E+05   6.6936328E+05  -5.8777536E+05  -1.2559274E+06  -2.1716256E+02  -7.2783213E+05   3.8479065E+05  -6.7019890E+05  -5.8786797E+05   4.3529997E+01   6.4655620E+01  -3.9542939E+01  -7.1094275E+01   1.3175423E-01  -3.3512698E+01   4.3381656E+01  -6.4655127E+01  -3.9717944E+01   2.6742256E+01   3.5397621E+01  -1.4822526E+01  -3.4610006E+01   1.3804581E-01  -1.3016466E+01   2.6582358E+01  -3.5387934E+01  -1.5016187E+01
   35.6125   9.7004643E+05   1.4517970E+06   9.7092628E+05   7.7225137E+05   1.2530179E+06   7.7332029E+05   7.8437898E+05   1.2875591E+06   7.8541133E+05   3.8413880E+05   6.6931951E+05  -5.8774047E+05  -1.2560911E+06  -2.1713464E+02  -7.2797641E+05   3.8476453E+05  -6.7015468E+05  -5.8783230E+05   4.3526958E+01   6.4655611E+01  -3.9543759E+01  -7.1096634E+01   1.3179240E-01  -3.3513809E+01   4.3378585E+01  -6.4655085E+01  -3.9718947E+01   2.6739243E+01   3.5397643E+01  -1.4823297E+01  -3.4613003E+01   1.3808226E-01  -1.3016417E+01   2.6579320E+01  -3.5387911E+01  -1.5017151E+01
   35.6250   9.6998540E+05   1.4520145E+06   9.7086404E+05   7.7220154E+05   1.2531938E+06   7.7327457E+05   7.8433324E+05   1.2877294E+06   7.8536792E+05   3.8411322E+05   6.6927610E+05  -5.8770589E+05  -1.2562581E+06  -2.1710894E+02  -7.2812206E+05   3.8473827E+05  -6.7011068E+05  -5.8779685E+05   4.3523910E+01   6.4655605E+01  -3.9544573E+01  -7.1098998E+01   1.3183042E-01  -3.3514905E+01   4.3375507E+01  -6.4655045E+01  -3.9719943E+01   2.6736232E+01   3.5397666E+01  -1.4824058E+01  -3.4615998E+01   1.3811861E-01  -1.3016366E+01   2.6576284E+01  -3.5387888E+01  -1.5018104E+01
   35.6375   9.6992478E+05   1.4522356E+06   9.7080205E+05   7.7215211E+05   1.2533732E+06   7.7322903E+05   7.8428794E+05   1.2879031E+06   7.8532476E+05   3.8408759E+05   6.6923305E+05  -5.8767161E+05  -1.2564284E+06  -2.1708546E+02  -7.2826905E+05   3.8471189E+05  -6.7006692E+05  -5.8776161E+05   4.3520855E+01   6.4655602E+01  -3.9545380E+01  -7.1101367E+01   1.3186829E-01  -3.3515987E+01   4.3372421E+01  -6.4655009E+01  -3.9720931E+01   2.6733222E+01   3.5397688E+01  -1.4824810E+01  -3.4618993E+01   1.3815486E-01  -1.3016311E+01   2.6573249E+01  -3.5387865E+01  -1.5019047E+01
   35.6500   9.6986456E+05   1.4524602E+06   9.7074029E+05   7.7210311E+05   1.2535561E+06   7.7318370E+05   7.8424309E+05   1.2880802E+06   7.8528186E+05   3.8406188E+05   6.6919036E+05  -5.8763764E+05  -1.2566020E+06  -2.1706425E+02  -7.2841736E+05   3.8468539E+05  -6.7002339E+05  -5.8772657E+05   4.3517792E+01   6.4655602E+01  -3.9546179E+01  -7.1103741E+01   1.3190600E-01  -3.3517054E+01   4.3369328E+01  -6.4654976E+01  -3.9721912E+01   2.6730214E+01   3.5397710E+01  -1.4825551E+01  -3.4621985E+01   1.3819100E-01  -1.3016254E+01   2.6570217E+01  -3.5387842E+01  -1.5019980E+01
   35.6625   9.6980473E+05   1.4526882E+06   9.7067878E+05   7.7205456E+05   1.2537424E+06   7.7313857E+05   7.8419871E+05   1.2882605E+06   7.8523922E+05   3.8403612E+05   6.6914802E+05  -5.8760395E+05  -1.2567789E+06  -2.1704532E+02  -7.2856698E+05   3.8465875E+05  -6.6998011E+05  -5.8769175E+05   4.3514722E+01   6.4655606E+01  -3.9546971E+01  -7.1106121E+01   1.3194356E-01  -3.3518106E+01   4.3366227E+01  -6.4654945E+01  -3.9722885E+01   2.6727208E+01   3.5397733E+01  -1.4826283E+01  -3.4624975E+01   1.3822705E-01  -1.3016194E+01   2.6567187E+01  -3.5387819E+01  -1.5020902E+01
   35.6750   9.6974529E+05   1.4529197E+06   9.7061751E+05   7.7200649E+05   1.2539321E+06   7.7309367E+05   7.8415479E+05   1.2884441E+06   7.8519684E+05   3.8401029E+05   6.6910604E+05  -5.8757054E+05  -1.2569590E+06  -2.1702870E+02  -7.2871787E+05   3.8463200E+05  -6.6993707E+05  -5.8765712E+05   4.3511645E+01   6.4655613E+01  -3.9547755E+01  -7.1108505E+01   1.3198096E-01  -3.3519144E+01   4.3363120E+01  -6.4654918E+01  -3.9723850E+01   2.6724204E+01   3.5397755E+01  -1.4827005E+01  -3.4627964E+01   1.3826299E-01  -1.3016130E+01   2.6564159E+01  -3.5387796E+01  -1.5021814E+01
   35.6875   9.6968623E+05   1.4531545E+06   9.7055646E+05   7.7195893E+05   1.2541251E+06   7.7304900E+05   7.8411136E+05   1.2886309E+06   7.8515473E+05   3.8398439E+05   6.6906440E+05  -5.8753740E+05  -1.2571422E+06  -2.1701443E+02  -7.2887003E+05   3.8460513E+05  -6.6989427E+05  -5.8762268E+05   4.3508561E+01   6.4655624E+01  -3.9548531E+01  -7.1110893E+01   1.3201820E-01  -3.3520167E+01   4.3360006E+01  -6.4654894E+01  -3.9724807E+01   2.6721203E+01   3.5397777E+01  -1.4827717E+01  -3.4630950E+01   1.3829883E-01  -1.3016064E+01   2.6561133E+01  -3.5387773E+01  -1.5022716E+01
   35.7000   9.6962752E+05   1.4533927E+06   9.7049565E+05   7.7191189E+05   1.2543214E+06   7.7300456E+05   7.8406842E+05   1.2888209E+06   7.8511288E+05   3.8395842E+05   6.6902310E+05  -5.8750451E+05  -1.2573286E+06  -2.1700254E+02  -7.2902342E+05   3.8457813E+05  -6.6985170E+05  -5.8758843E+05   4.3505471E+01   6.4655639E+01  -3.9549299E+01  -7.1113286E+01   1.3205528E-01  -3.3521175E+01   4.3356886E+01  -6.4654874E+01  -3.9725756E+01   2.6718204E+01   3.5397800E+01  -1.4828418E+01  -3.4633934E+01   1.3833456E-01  -1.3015995E+01   2.6558111E+01  -3.5387750E+01  -1.5023607E+01
   35.7125   9.6956917E+05   1.4536342E+06   9.7043505E+05   7.7186540E+05   1.2545208E+06   7.7296038E+05   7.8402598E+05   1.2890139E+06   7.8507130E+05   3.8393238E+05   6.6898213E+05  -5.8747187E+05  -1.2575181E+06  -2.1699305E+02  -7.2917804E+05   3.8455100E+05  -6.6980937E+05  -5.8755436E+05   4.3502374E+01   6.4655657E+01  -3.9550058E+01  -7.1115683E+01   1.3209219E-01  -3.3522168E+01   4.3353760E+01  -6.4654857E+01  -3.9726697E+01   2.6715208E+01   3.5397822E+01  -1.4829110E+01  -3.4636915E+01   1.3837019E-01  -1.3015923E+01   2.6555091E+01  -3.5387727E+01  -1.5024487E+01
   35.7250   9.6951115E+05   1.4538789E+06   9.7037467E+05   7.7181949E+05   1.2547233E+06   7.7291645E+05   7.8398404E+05   1.2892100E+06   7.8502998E+05   3.8390627E+05   6.6894149E+05  -5.8743946E+05  -1.2577106E+06  -2.1698601E+02  -7.2933387E+05   3.8452376E+05  -6.6976726E+05  -5.8752046E+05   4.3499272E+01   6.4655679E+01  -3.9550809E+01  -7.1118084E+01   1.3212895E-01  -3.3523147E+01   4.3350628E+01  -6.4654843E+01  -3.9727629E+01   2.6712215E+01   3.5397844E+01  -1.4829792E+01  -3.4639893E+01   1.3840571E-01  -1.3015847E+01   2.6552074E+01  -3.5387705E+01  -1.5025358E+01
   35.7375   9.6945345E+05   1.4541269E+06   9.7031448E+05   7.7177417E+05   1.2549289E+06   7.7287279E+05   7.8394260E+05   1.2894092E+06   7.8498893E+05   3.8388007E+05   6.6890117E+05  -5.8740728E+05  -1.2579063E+06  -2.1698145E+02  -7.2949088E+05   3.8449638E+05  -6.6972538E+05  -5.8748671E+05   4.3496164E+01   6.4655705E+01  -3.9551552E+01  -7.1120489E+01   1.3216554E-01  -3.3524110E+01   4.3347491E+01  -6.4654833E+01  -3.9728552E+01   2.6709225E+01   3.5397866E+01  -1.4830465E+01  -3.4642868E+01   1.3844113E-01  -1.3015769E+01   2.6549061E+01  -3.5387682E+01  -1.5026217E+01
   35.7500   9.6939606E+05   1.4543781E+06   9.7025448E+05   7.7172947E+05   1.2551375E+06   7.7282940E+05   7.8390168E+05   1.2896113E+06   7.8494813E+05   3.8385379E+05   6.6886116E+05  -5.8737529E+05  -1.2581049E+06  -2.1697940E+02  -7.2964908E+05   3.8446888E+05  -6.6968372E+05  -5.8745311E+05   4.3493051E+01   6.4655735E+01  -3.9552285E+01  -7.1122897E+01   1.3220197E-01  -3.3525059E+01   4.3344348E+01  -6.4654827E+01  -3.9729467E+01   2.6706239E+01   3.5397888E+01  -1.4831127E+01  -3.4645840E+01   1.3847644E-01  -1.3015688E+01   2.6546051E+01  -3.5387659E+01  -1.5027067E+01
   35.7625   9.6933896E+05   1.4546325E+06   9.7019466E+05   7.7168540E+05   1.2553490E+06   7.7278630E+05   7.8386125E+05   1.2898163E+06   7.8490760E+05   3.8382743E+05   6.6882145E+05  -5.8734351E+05  -1.2583065E+06  -2.1697989E+02  -7.2980843E+05   3.8444124E+05  -6.6964227E+05  -5.8741965E+05   4.3489932E+01   6.4655770E+01  -3.9553009E+01  -7.1125309E+01   1.3223823E-01  -3.3525994E+01   4.3341201E+01  -6.4654824E+01  -3.9730372E+01   2.6703255E+01   3.5397911E+01  -1.4831779E+01  -3.4648809E+01   1.3851165E-01  -1.3015603E+01   2.6543044E+01  -3.5387636E+01  -1.5027906E+01
   35.7750   9.6928214E+05   1.4548900E+06   9.7013500E+05   7.7164198E+05   1.2555634E+06   7.7274350E+05   7.8382134E+05   1.2900243E+06   7.8486731E+05   3.8380097E+05   6.6878205E+05  -5.8731190E+05  -1.2585111E+06  -2.1698296E+02  -7.2996893E+05   3.8441347E+05  -6.6960103E+05  -5.8738631E+05   4.3486809E+01   6.4655808E+01  -3.9553724E+01  -7.1127725E+01   1.3227433E-01  -3.3526913E+01   4.3338049E+01  -6.4654826E+01  -3.9731268E+01   2.6700276E+01   3.5397933E+01  -1.4832421E+01  -3.4651775E+01   1.3854676E-01  -1.3015516E+01   2.6540042E+01  -3.5387614E+01  -1.5028735E+01
