
These predictions were generated by MoorDyn (v2.0.02023-09-18) on 17-Oct-2023 at 17:19:55.

 
 
 
      Time        FAIRTEN1        FAIRTEN2        FAIRTEN3        ANCHTEN1        ANCHTEN2        ANCHTEN3          L1N10T          L2N10T          L3N10T            P4FX            P4FY            P4FZ            P5FX            P5FY            P5FZ            P6FX            P6FY            P6FZ         L1N19PX         L1N19PY         L1N19PZ         L2N19PX         L2N19PY         L2N19PZ         L3N19PX         L3N19PY         L3N19PZ            P4PX            P4PY            P4PZ            P5PX            P5PY            P5PZ            P6PX            P6PY            P6PZ
       (s)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)
   34.8250   9.7331381E+05   1.4487990E+06   9.7412729E+05   7.7520954E+05   1.2519389E+06   7.7604964E+05   7.8701432E+05   1.2867777E+06   7.8787049E+05   3.8498939E+05   6.7172438E+05  -5.8983836E+05  -1.2552827E+06  -2.2284952E+02  -7.2338348E+05   3.8560898E+05  -6.7250587E+05  -5.8988605E+05   4.3692752E+01   6.4659236E+01  -3.9485095E+01  -7.0963227E+01   1.2916278E-01  -3.3419300E+01   4.3546996E+01  -6.4661124E+01  -3.9646535E+01   2.6924964E+01   3.5396260E+01  -1.4756748E+01  -3.4428506E+01   1.3563371E-01  -1.3013372E+01   2.6766886E+01  -3.5389334E+01  -1.4936907E+01
   34.8375   9.7329868E+05   1.4486283E+06   9.7410908E+05   7.7518960E+05   1.2517497E+06   7.7603043E+05   7.8700065E+05   1.2865858E+06   7.8785601E+05   3.8499928E+05   6.7171135E+05  -5.8982179E+05  -1.2551012E+06  -2.2270026E+02  -7.2335669E+05   3.8561715E+05  -6.7249041E+05  -5.8986826E+05   4.3690648E+01   6.4659153E+01  -3.9486070E+01  -7.0965059E+01   1.2920707E-01  -3.3421106E+01   4.3544838E+01  -6.4660987E+01  -3.9647782E+01   2.6922180E+01   3.5396281E+01  -1.4758062E+01  -3.4431269E+01   1.3567435E-01  -1.3013532E+01   2.6764068E+01  -3.5389313E+01  -1.4938467E+01
   34.8500   9.7328157E+05   1.4484662E+06   9.7408910E+05   7.7516765E+05   1.2515689E+06   7.7600946E+05   7.8698510E+05   1.2864021E+06   7.8783991E+05   3.8500809E+05   6.7169695E+05  -5.8980420E+05  -1.2549272E+06  -2.2255240E+02  -7.2333395E+05   3.8562434E+05  -6.7247374E+05  -5.8984957E+05   4.3688524E+01   6.4659070E+01  -3.9487045E+01  -7.0966901E+01   1.2925131E-01  -3.3422904E+01   4.3542662E+01  -6.4660851E+01  -3.9649027E+01   2.6919388E+01   3.5396302E+01  -1.4759369E+01  -3.4434040E+01   1.3571494E-01  -1.3013688E+01   2.6761242E+01  -3.5389291E+01  -1.4940019E+01
   34.8625   9.7326250E+05   1.4483125E+06   9.7406740E+05   7.7514376E+05   1.2513963E+06   7.7598676E+05   7.8696772E+05   1.2862265E+06   7.8782222E+05   3.8501585E+05   6.7168119E+05  -5.8978561E+05  -1.2547606E+06  -2.2240602E+02  -7.2331523E+05   3.8563056E+05  -6.7245590E+05  -5.8983000E+05   4.3686381E+01   6.4658988E+01  -3.9488020E+01  -7.0968753E+01   1.2929551E-01  -3.3424696E+01   4.3540466E+01  -6.4660717E+01  -3.9650269E+01   2.6916587E+01   3.5396323E+01  -1.4760669E+01  -3.4436818E+01   1.3575550E-01  -1.3013839E+01   2.6758409E+01  -3.5389269E+01  -1.4941563E+01
   34.8750   9.7324150E+05   1.4481672E+06   9.7404400E+05   7.7511800E+05   1.2512319E+06   7.7596240E+05   7.8694856E+05   1.2860589E+06   7.8780300E+05   3.8502256E+05   6.7166410E+05  -5.8976604E+05  -1.2546014E+06  -2.2226119E+02  -7.2330050E+05   3.8563583E+05  -6.7243691E+05  -5.8980957E+05   4.3684218E+01   6.4658907E+01  -3.9488994E+01  -7.0970615E+01   1.2933966E-01  -3.3426481E+01   4.3538250E+01  -6.4660584E+01  -3.9651509E+01   2.6913779E+01   3.5396345E+01  -1.4761961E+01  -3.4439605E+01   1.3579601E-01  -1.3013987E+01   2.6755568E+01  -3.5389247E+01  -1.4943098E+01
   34.8875   9.7321860E+05   1.4480303E+06   9.7401895E+05   7.7509043E+05   1.2510757E+06   7.7593641E+05   7.8692767E+05   1.2858993E+06   7.8778227E+05   3.8502823E+05   6.7164570E+05  -5.8974551E+05  -1.2544496E+06  -2.2211798E+02  -7.2328973E+05   3.8564017E+05  -6.7241679E+05  -5.8978830E+05   4.3682036E+01   6.4658827E+01  -3.9489968E+01  -7.0972486E+01   1.2938375E-01  -3.3428258E+01   4.3536016E+01  -6.4660452E+01  -3.9652746E+01   2.6910963E+01   3.5396366E+01  -1.4763246E+01  -3.4442400E+01   1.3583647E-01  -1.3014130E+01   2.6752719E+01  -3.5389225E+01  -1.4944625E+01
   34.9000   9.7319383E+05   1.4479017E+06   9.7399229E+05   7.7506113E+05   1.2509276E+06   7.7590886E+05   7.8690510E+05   1.2857476E+06   7.8776009E+05   3.8503287E+05   6.7162600E+05  -5.8972404E+05  -1.2543051E+06  -2.2197645E+02  -7.2328287E+05   3.8564358E+05  -6.7239557E+05  -5.8976623E+05   4.3679834E+01   6.4658747E+01  -3.9490942E+01  -7.0974368E+01   1.2942779E-01  -3.3430029E+01   4.3533763E+01  -6.4660322E+01  -3.9653982E+01   2.6908139E+01   3.5396387E+01  -1.4764524E+01  -3.4445202E+01   1.3587690E-01  -1.3014269E+01   2.6749862E+01  -3.5389203E+01  -1.4946144E+01
   34.9125   9.7316723E+05   1.4477813E+06   9.7396406E+05   7.7503015E+05   1.2507874E+06   7.7587978E+05   7.8688091E+05   1.2856037E+06   7.8773650E+05   3.8503649E+05   6.7160504E+05  -5.8970165E+05  -1.2541678E+06  -2.2183666E+02  -7.2327990E+05   3.8564609E+05  -6.7237329E+05  -5.8974337E+05   4.3677613E+01   6.4658668E+01  -3.9491915E+01  -7.0976259E+01   1.2947178E-01  -3.3431791E+01   4.3531490E+01  -6.4660193E+01  -3.9655214E+01   2.6905308E+01   3.5396409E+01  -1.4765795E+01  -3.4448012E+01   1.3591728E-01  -1.3014403E+01   2.6746998E+01  -3.5389181E+01  -1.4947655E+01
   34.9250   9.7313883E+05   1.4476691E+06   9.7393430E+05   7.7499756E+05   1.2506551E+06   7.7584922E+05   7.8685514E+05   1.2854677E+06   7.8771154E+05   3.8503912E+05   6.7158283E+05  -5.8967836E+05  -1.2540378E+06  -2.2169866E+02  -7.2328077E+05   3.8564771E+05  -6.7234996E+05  -5.8971975E+05   4.3675373E+01   6.4658590E+01  -3.9492887E+01  -7.0978160E+01   1.2951571E-01  -3.3433546E+01   4.3529199E+01  -6.4660066E+01  -3.9656445E+01   2.6902469E+01   3.5396430E+01  -1.4767058E+01  -3.4450829E+01   1.3595763E-01  -1.3014534E+01   2.6744127E+01  -3.5389159E+01  -1.4949157E+01
   34.9375   9.7310868E+05   1.4475650E+06   9.7390305E+05   7.7496344E+05   1.2505307E+06   7.7581726E+05   7.8682785E+05   1.2853393E+06   7.8768526E+05   3.8504075E+05   6.7155941E+05  -5.8965420E+05  -1.2539148E+06  -2.2156248E+02  -7.2328543E+05   3.8564846E+05  -6.7232563E+05  -5.8969540E+05   4.3673113E+01   6.4658513E+01  -3.9493860E+01  -7.0980071E+01   1.2955957E-01  -3.3435294E+01   4.3526889E+01  -6.4659939E+01  -3.9657673E+01   2.6899623E+01   3.5396452E+01  -1.4768313E+01  -3.4453653E+01   1.3599793E-01  -1.3014661E+01   2.6741249E+01  -3.5389136E+01  -1.4950650E+01
   34.9500   9.7307681E+05   1.4474688E+06   9.7387035E+05   7.7492784E+05   1.2504141E+06   7.7578392E+05   7.8679909E+05   1.2852186E+06   7.8765771E+05   3.8504142E+05   6.7153480E+05  -5.8962920E+05  -1.2537990E+06  -2.2142818E+02  -7.2329385E+05   3.8564834E+05  -6.7230031E+05  -5.8967033E+05   4.3670835E+01   6.4658436E+01  -3.9494831E+01  -7.0981992E+01   1.2960338E-01  -3.3437033E+01   4.3524561E+01  -6.4659814E+01  -3.9658899E+01   2.6896770E+01   3.5396473E+01  -1.4769561E+01  -3.4456485E+01   1.3603819E-01  -1.3014783E+01   2.6738364E+01  -3.5389114E+01  -1.4952135E+01
   34.9625   9.7304326E+05   1.4473806E+06   9.7383624E+05   7.7489084E+05   1.2503051E+06   7.7574928E+05   7.8676892E+05   1.2851054E+06   7.8762892E+05   3.8504113E+05   6.7150903E+05  -5.8960338E+05  -1.2536902E+06  -2.2129577E+02  -7.2330599E+05   3.8564739E+05  -6.7227403E+05  -5.8964459E+05   4.3668537E+01   6.4658360E+01  -3.9495803E+01  -7.0983923E+01   1.2964712E-01  -3.3438764E+01   4.3522213E+01  -6.4659691E+01  -3.9660122E+01   2.6893911E+01   3.5396494E+01  -1.4770801E+01  -3.4459323E+01   1.3607840E-01  -1.3014902E+01   2.6735472E+01  -3.5389092E+01  -1.4953611E+01
   34.9750   9.7300808E+05   1.4473003E+06   9.7380076E+05   7.7485249E+05   1.2502037E+06   7.7571339E+05   7.8673739E+05   1.2849997E+06   7.8759894E+05   3.8503990E+05   6.7148213E+05  -5.8957676E+05  -1.2535883E+06  -2.2116530E+02  -7.2332179E+05   3.8564560E+05  -6.7224682E+05  -5.8961818E+05   4.3666221E+01   6.4658284E+01  -3.9496773E+01  -7.0985863E+01   1.2969080E-01  -3.3440487E+01   4.3519848E+01  -6.4659568E+01  -3.9661343E+01   2.6891044E+01   3.5396516E+01  -1.4772033E+01  -3.4462169E+01   1.3611858E-01  -1.3015017E+01   2.6732573E+01  -3.5389070E+01  -1.4955078E+01
   34.9875   9.7297131E+05   1.4472277E+06   9.7376395E+05   7.7481287E+05   1.2501099E+06   7.7567630E+05   7.8670455E+05   1.2849014E+06   7.8756783E+05   3.8503774E+05   6.7145413E+05  -5.8954937E+05  -1.2534933E+06  -2.2103678E+02  -7.2334122E+05   3.8564300E+05  -6.7221871E+05  -5.8959114E+05   4.3663886E+01   6.4658209E+01  -3.9497743E+01  -7.0987813E+01   1.2973440E-01  -3.3442201E+01   4.3517464E+01  -6.4659447E+01  -3.9662561E+01   2.6888170E+01   3.5396538E+01  -1.4773257E+01  -3.4465021E+01   1.3615871E-01  -1.3015128E+01   2.6729668E+01  -3.5389048E+01  -1.4956536E+01
   35.0000   9.7293298E+05   1.4471629E+06   9.7372585E+05   7.7477203E+05   1.2500234E+06   7.7563807E+05   7.8667045E+05   1.2848104E+06   7.8753561E+05   3.8503468E+05   6.7142505E+05  -5.8952123E+05  -1.2534051E+06  -2.2091023E+02  -7.2336423E+05   3.8563960E+05  -6.7218972E+05  -5.8956348E+05   4.3661533E+01   6.4658135E+01  -3.9498713E+01  -7.0989773E+01   1.2977794E-01  -3.3443906E+01   4.3515062E+01  -6.4659327E+01  -3.9663777E+01   2.6885290E+01   3.5396559E+01  -1.4774473E+01  -3.4467880E+01   1.3619879E-01  -1.3015234E+01   2.6726756E+01  -3.5389025E+01  -1.4957986E+01
   35.0125   9.7289314E+05   1.4471056E+06   9.7368648E+05   7.7473003E+05   1.2499443E+06   7.7559875E+05   7.8663516E+05   1.2847266E+06   7.8750234E+05   3.8503072E+05   6.7139493E+05  -5.8949237E+05  -1.2533237E+06  -2.2078567E+02  -7.2339079E+05   3.8563542E+05  -6.7215988E+05  -5.8953522E+05   4.3659161E+01   6.4658061E+01  -3.9499682E+01  -7.0991742E+01   1.2982141E-01  -3.3445603E+01   4.3512641E+01  -6.4659209E+01  -3.9664990E+01   2.6882404E+01   3.5396581E+01  -1.4775682E+01  -3.4470745E+01   1.3623883E-01  -1.3015338E+01   2.6723838E+01  -3.5389003E+01  -1.4959426E+01
   35.0250   9.7285182E+05   1.4470560E+06   9.7364588E+05   7.7468695E+05   1.2498725E+06   7.7555841E+05   7.8659872E+05   1.2846500E+06   7.8746806E+05   3.8502588E+05   6.7136378E+05  -5.8946281E+05  -1.2532490E+06  -2.2066309E+02  -7.2342084E+05   3.8563046E+05  -6.7212920E+05  -5.8950640E+05   4.3656770E+01   6.4657987E+01  -3.9500650E+01  -7.0993721E+01   1.2986481E-01  -3.3447291E+01   4.3510203E+01  -6.4659091E+01  -3.9666200E+01   2.6879511E+01   3.5396602E+01  -1.4776882E+01  -3.4473617E+01   1.3627882E-01  -1.3015437E+01   2.6720914E+01  -3.5388981E+01  -1.4960858E+01
   35.0375   9.7280906E+05   1.4470138E+06   9.7360409E+05   7.7464284E+05   1.2498078E+06   7.7551710E+05   7.8656118E+05   1.2845805E+06   7.8743283E+05   3.8502018E+05   6.7133164E+05  -5.8943257E+05  -1.2531810E+06  -2.2054251E+02  -7.2345436E+05   3.8562474E+05  -6.7209771E+05  -5.8947701E+05   4.3654362E+01   6.4657915E+01  -3.9501618E+01  -7.0995710E+01   1.2990813E-01  -3.3448969E+01   4.3507747E+01  -6.4658975E+01  -3.9667408E+01   2.6876612E+01   3.5396624E+01  -1.4778074E+01  -3.4476495E+01   1.3631876E-01  -1.3015533E+01   2.6717984E+01  -3.5388959E+01  -1.4962280E+01
   35.0500   9.7276490E+05   1.4469790E+06   9.7356112E+05   7.7459776E+05   1.2497502E+06   7.7547489E+05   7.8652261E+05   1.2845180E+06   7.8739668E+05   3.8501363E+05   6.7129852E+05  -5.8940168E+05  -1.2531195E+06  -2.2042393E+02  -7.2349129E+05   3.8561826E+05  -6.7206543E+05  -5.8944708E+05   4.3651935E+01   6.4657842E+01  -3.9502585E+01  -7.0997709E+01   1.2995137E-01  -3.3450639E+01   4.3505273E+01  -6.4658860E+01  -3.9668613E+01   2.6873707E+01   3.5396646E+01  -1.4779258E+01  -3.4479379E+01   1.3635865E-01  -1.3015625E+01   2.6715047E+01  -3.5388936E+01  -1.4963693E+01
   35.0625   9.7271937E+05   1.4469516E+06   9.7351701E+05   7.7455177E+05   1.2496996E+06   7.7543182E+05   7.8648306E+05   1.2844623E+06   7.8735967E+05   3.8500624E+05   6.7126447E+05  -5.8937016E+05  -1.2530646E+06  -2.2030735E+02  -7.2353160E+05   3.8561105E+05  -6.7203237E+05  -5.8941663E+05   4.3649490E+01   6.4657771E+01  -3.9503550E+01  -7.0999717E+01   1.2999453E-01  -3.3452298E+01   4.3502782E+01  -6.4658746E+01  -3.9669816E+01   2.6870797E+01   3.5396667E+01  -1.4780434E+01  -3.4482269E+01   1.3639849E-01  -1.3015713E+01   2.6712105E+01  -3.5388914E+01  -1.4965097E+01
   35.0750   9.7267252E+05   1.4469315E+06   9.7347179E+05   7.7450492E+05   1.2496558E+06   7.7538795E+05   7.8644258E+05   1.2844134E+06   7.8732183E+05   3.8499804E+05   6.7122949E+05  -5.8933802E+05  -1.2530162E+06  -2.2019276E+02  -7.2357526E+05   3.8560312E+05  -6.7199857E+05  -5.8938568E+05   4.3647027E+01   6.4657700E+01  -3.9504516E+01  -7.1001734E+01   1.3003762E-01  -3.3453948E+01   4.3500273E+01  -6.4658633E+01  -3.9671016E+01   2.6867880E+01   3.5396689E+01  -1.4781601E+01  -3.4485165E+01   1.3643828E-01  -1.3015798E+01   2.6709158E+01  -3.5388891E+01  -1.4966492E+01
   35.0875   9.7262438E+05   1.4469185E+06   9.7342549E+05   7.7445728E+05   1.2496189E+06   7.7534335E+05   7.8640121E+05   1.2843712E+06   7.8728322E+05   3.8498903E+05   6.7119363E+05  -5.8930530E+05  -1.2529741E+06  -2.2008015E+02  -7.2362220E+05   3.8559446E+05  -6.7196403E+05  -5.8935425E+05   4.3644547E+01   6.4657629E+01  -3.9505480E+01  -7.1003762E+01   1.3008062E-01  -3.3455589E+01   4.3497747E+01  -6.4658521E+01  -3.9672212E+01   2.6864958E+01   3.5396711E+01  -1.4782760E+01  -3.4488066E+01   1.3647801E-01  -1.3015880E+01   2.6706204E+01  -3.5388869E+01  -1.4967878E+01
   35.1000   9.7257500E+05   1.4469127E+06   9.7337814E+05   7.7440889E+05   1.2495886E+06   7.7529806E+05   7.8635903E+05   1.2843357E+06   7.8724388E+05   3.8497923E+05   6.7115691E+05  -5.8927202E+05  -1.2529384E+06  -2.1996953E+02  -7.2367241E+05   3.8558511E+05  -6.7192879E+05  -5.8932234E+05   4.3642049E+01   6.4657559E+01  -3.9506443E+01  -7.1005798E+01   1.3012354E-01  -3.3457219E+01   4.3495204E+01  -6.4658411E+01  -3.9673406E+01   2.6862030E+01   3.5396733E+01  -1.4783910E+01  -3.4490973E+01   1.3651769E-01  -1.3015957E+01   2.6703246E+01  -3.5388847E+01  -1.4969254E+01
   35.1125   9.7252441E+05   1.4469140E+06   9.7332977E+05   7.7435980E+05   1.2495650E+06   7.7525213E+05   7.8631607E+05   1.2843067E+06   7.8720386E+05   3.8496867E+05   6.7111936E+05  -5.8923820E+05  -1.2529090E+06  -2.1986088E+02  -7.2372582E+05   3.8557507E+05  -6.7189286E+05  -5.8928999E+05   4.3639534E+01   6.4657490E+01  -3.9507405E+01  -7.1007844E+01   1.3016638E-01  -3.3458840E+01   4.3492644E+01  -6.4658302E+01  -3.9674598E+01   2.6859097E+01   3.5396754E+01  -1.4785052E+01  -3.4493886E+01   1.3655731E-01  -1.3016032E+01   2.6700282E+01  -3.5388824E+01  -1.4970620E+01
   35.1250   9.7247267E+05   1.4469222E+06   9.7328042E+05   7.7431008E+05   1.2495479E+06   7.7520563E+05   7.8627238E+05   1.2842840E+06   7.8716320E+05   3.8495735E+05   6.7108101E+05  -5.8920387E+05  -1.2528858E+06  -2.1975419E+02  -7.2378239E+05   3.8556435E+05  -6.7185627E+05  -5.8925721E+05   4.3637002E+01   6.4657421E+01  -3.9508366E+01  -7.1009900E+01   1.3020913E-01  -3.3460450E+01   4.3490068E+01  -6.4658193E+01  -3.9675786E+01   2.6856159E+01   3.5396776E+01  -1.4786186E+01  -3.4496803E+01   1.3659687E-01  -1.3016102E+01   2.6697314E+01  -3.5388802E+01  -1.4971978E+01
   35.1375   9.7241981E+05   1.4469373E+06   9.7323011E+05   7.7425976E+05   1.2495371E+06   7.7515860E+05   7.8622802E+05   1.2842678E+06   7.8712194E+05   3.8494530E+05   6.7104189E+05  -5.8916906E+05  -1.2528688E+06  -2.1964945E+02  -7.2384209E+05   3.8555297E+05  -6.7181904E+05  -5.8922402E+05   4.3634452E+01   6.4657353E+01  -3.9509325E+01  -7.1011965E+01   1.3025179E-01  -3.3462049E+01   4.3487474E+01  -6.4658086E+01  -3.9676971E+01   2.6853216E+01   3.5396798E+01  -1.4787310E+01  -3.4499726E+01   1.3663638E-01  -1.3016170E+01   2.6694340E+01  -3.5388779E+01  -1.4973325E+01
   35.1500   9.7236588E+05   1.4469592E+06   9.7317888E+05   7.7420889E+05   1.2495328E+06   7.7511109E+05   7.8618302E+05   1.2842578E+06   7.8708013E+05   3.8493253E+05   6.7100204E+05  -5.8913378E+05  -1.2528578E+06  -2.1954667E+02  -7.2390488E+05   3.8554094E+05  -6.7178118E+05  -5.8919043E+05   4.3631886E+01   6.4657285E+01  -3.9510284E+01  -7.1014039E+01   1.3029436E-01  -3.3463639E+01   4.3484864E+01  -6.4657980E+01  -3.9678153E+01   2.6850268E+01   3.5396820E+01  -1.4788427E+01  -3.4502654E+01   1.3667582E-01  -1.3016234E+01   2.6691362E+01  -3.5388757E+01  -1.4974663E+01
   35.1625   9.7231093E+05   1.4469879E+06   9.7312675E+05   7.7415753E+05   1.2495346E+06   7.7506315E+05   7.8613743E+05   1.2842539E+06   7.8703780E+05   3.8491907E+05   6.7096149E+05  -5.8909807E+05  -1.2528529E+06  -2.1944582E+02  -7.2397069E+05   3.8552827E+05  -6.7174272E+05  -5.8915646E+05   4.3629303E+01   6.4657218E+01  -3.9511241E+01  -7.1016123E+01   1.3033684E-01  -3.3465217E+01   4.3482238E+01  -6.4657876E+01  -3.9679332E+01   2.6847315E+01   3.5396842E+01  -1.4789534E+01  -3.4505586E+01   1.3671520E-01  -1.3016295E+01   2.6688379E+01  -3.5388734E+01  -1.4975992E+01
   35.1750   9.7225500E+05   1.4470233E+06   9.7307376E+05   7.7410572E+05   1.2495425E+06   7.7501483E+05   7.8609130E+05   1.2842562E+06   7.8699500E+05   3.8490493E+05   6.7092026E+05  -5.8906195E+05  -1.2528540E+06  -2.1934690E+02  -7.2403951E+05   3.8551497E+05  -6.7170369E+05  -5.8912214E+05   4.3626703E+01   6.4657151E+01  -3.9512196E+01  -7.1018216E+01   1.3037922E-01  -3.3466785E+01   4.3479596E+01  -6.4657772E+01  -3.9680507E+01   2.6844358E+01   3.5396864E+01  -1.4790633E+01  -3.4508524E+01   1.3675451E-01  -1.3016352E+01   2.6685392E+01  -3.5388712E+01  -1.4977311E+01
   35.1875   9.7219814E+05   1.4470652E+06   9.7301992E+05   7.7405350E+05   1.2495565E+06   7.7496618E+05   7.8604465E+05   1.2842644E+06   7.8695176E+05   3.8489013E+05   6.7087840E+05  -5.8902545E+05  -1.2528609E+06  -2.1924991E+02  -7.2411127E+05   3.8550106E+05  -6.7166409E+05  -5.8908747E+05   4.3624088E+01   6.4657086E+01  -3.9513150E+01  -7.1020317E+01   1.3042151E-01  -3.3468341E+01   4.3476938E+01  -6.4657669E+01  -3.9681680E+01   2.6841396E+01   3.5396886E+01  -1.4791723E+01  -3.4511465E+01   1.3679376E-01  -1.3016407E+01   2.6682400E+01  -3.5388689E+01  -1.4978620E+01
   35.2000   9.7214038E+05   1.4471136E+06   9.7296528E+05   7.7400093E+05   1.2495765E+06   7.7491724E+05   7.8599753E+05   1.2842785E+06   7.8690812E+05   3.8487470E+05   6.7083592E+05  -5.8898858E+05  -1.2528737E+06  -2.1915484E+02  -7.2418594E+05   3.8548655E+05  -6.7162396E+05  -5.8905247E+05   4.3621455E+01   6.4657021E+01  -3.9514102E+01  -7.1022428E+01   1.3046371E-01  -3.3469887E+01   4.3474264E+01  -6.4657568E+01  -3.9682849E+01   2.6838430E+01   3.5396908E+01  -1.4792804E+01  -3.4514411E+01   1.3683294E-01  -1.3016457E+01   2.6679404E+01  -3.5388666E+01  -1.4979919E+01
   35.2125   9.7208178E+05   1.4471685E+06   9.7290985E+05   7.7394803E+05   1.2496022E+06   7.7486805E+05   7.8594999E+05   1.2842985E+06   7.8686411E+05   3.8485864E+05   6.7079288E+05  -5.8895139E+05  -1.2528923E+06  -2.1906170E+02  -7.2426349E+05   3.8547144E+05  -6.7158330E+05  -5.8901716E+05   4.3618807E+01   6.4656956E+01  -3.9515053E+01  -7.1024549E+01   1.3050581E-01  -3.3471421E+01   4.3471575E+01  -6.4657468E+01  -3.9684014E+01   2.6835460E+01   3.5396930E+01  -1.4793876E+01  -3.4517362E+01   1.3687205E-01  -1.3016505E+01   2.6676405E+01  -3.5388644E+01  -1.4981209E+01
   35.2250   9.7202238E+05   1.4472297E+06   9.7285366E+05   7.7389485E+05   1.2496337E+06   7.7481867E+05   7.8590204E+05   1.2843242E+06   7.8681976E+05   3.8484197E+05   6.7074929E+05  -5.8891388E+05  -1.2529165E+06  -2.1897047E+02  -7.2434386E+05   3.8545575E+05  -6.7154214E+05  -5.8898154E+05   4.3616144E+01   6.4656893E+01  -3.9516002E+01  -7.1026678E+01   1.3054781E-01  -3.3472944E+01   4.3468870E+01  -6.4657369E+01  -3.9685176E+01   2.6832486E+01   3.5396952E+01  -1.4794939E+01  -3.4520316E+01   1.3691110E-01  -1.3016550E+01   2.6673401E+01  -3.5388621E+01  -1.4982488E+01
   35.2375   9.7196223E+05   1.4472973E+06   9.7279674E+05   7.7384144E+05   1.2496709E+06   7.7476912E+05   7.8585372E+05   1.2843556E+06   7.8677512E+05   3.8482472E+05   6.7070518E+05  -5.8887610E+05  -1.2529465E+06  -2.1888117E+02  -7.2442701E+05   3.8543950E+05  -6.7150050E+05  -5.8894564E+05   4.3613464E+01   6.4656830E+01  -3.9516948E+01  -7.1028816E+01   1.3058971E-01  -3.3474455E+01   4.3466150E+01  -6.4657272E+01  -3.9686335E+01   2.6829509E+01   3.5396974E+01  -1.4795993E+01  -3.4523274E+01   1.3695007E-01  -1.3016591E+01   2.6670394E+01  -3.5388598E+01  -1.4983758E+01
   35.2500   9.7190136E+05   1.4473710E+06   9.7273912E+05   7.7378782E+05   1.2497135E+06   7.7471945E+05   7.8580508E+05   1.2843925E+06   7.8673020E+05   3.8480691E+05   6.7066060E+05  -5.8883805E+05  -1.2529820E+06  -2.1879380E+02  -7.2451291E+05   3.8542269E+05  -6.7145839E+05  -5.8890948E+05   4.3610770E+01   6.4656768E+01  -3.9517893E+01  -7.1030962E+01   1.3063150E-01  -3.3475955E+01   4.3463415E+01  -6.4657175E+01  -3.9687490E+01   2.6826527E+01   3.5396996E+01  -1.4797039E+01  -3.4526236E+01   1.3698897E-01  -1.3016629E+01   2.6667384E+01  -3.5388576E+01  -1.4985018E+01
   35.2625   9.7183983E+05   1.4474509E+06   9.7268082E+05   7.7373404E+05   1.2497617E+06   7.7466970E+05   7.8575614E+05   1.2844350E+06   7.8668505E+05   3.8478855E+05   6.7061558E+05  -5.8879977E+05  -1.2530230E+06  -2.1870835E+02  -7.2460152E+05   3.8540533E+05  -6.7141584E+05  -5.8887305E+05   4.3608060E+01   6.4656707E+01  -3.9518835E+01  -7.1033118E+01   1.3067319E-01  -3.3477442E+01   4.3460666E+01  -6.4657080E+01  -3.9688641E+01   2.6823542E+01   3.5397018E+01  -1.4798075E+01  -3.4529201E+01   1.3702780E-01  -1.3016664E+01   2.6664370E+01  -3.5388553E+01  -1.4986268E+01
   35.2750   9.7177768E+05   1.4475368E+06   9.7262187E+05   7.7368013E+05   1.2498151E+06   7.7461989E+05   7.8570693E+05   1.2844829E+06   7.8663969E+05   3.8476967E+05   6.7057014E+05  -5.8876128E+05  -1.2530695E+06  -2.1862485E+02  -7.2469277E+05   3.8538744E+05  -6.7137287E+05  -5.8883639E+05   4.3605335E+01   6.4656647E+01  -3.9519775E+01  -7.1035282E+01   1.3071478E-01  -3.3478918E+01   4.3457901E+01  -6.4656986E+01  -3.9689788E+01   2.6820554E+01   3.5397040E+01  -1.4799102E+01  -3.4532170E+01   1.3706656E-01  -1.3016696E+01   2.6661353E+01  -3.5388530E+01  -1.4987509E+01
   35.2875   9.7171498E+05   1.4476287E+06   9.7256232E+05   7.7362613E+05   1.2498739E+06   7.7457007E+05   7.8565748E+05   1.2845361E+06   7.8659414E+05   3.8475029E+05   6.7052434E+05  -5.8872262E+05  -1.2531214E+06  -2.1854329E+02  -7.2478664E+05   3.8536903E+05  -6.7132951E+05  -5.8879952E+05   4.3602595E+01   6.4656588E+01  -3.9520713E+01  -7.1037455E+01   1.3075626E-01  -3.3480381E+01   4.3455123E+01  -6.4656893E+01  -3.9690932E+01   2.6817563E+01   3.5397062E+01  -1.4800120E+01  -3.4535142E+01   1.3710524E-01  -1.3016725E+01   2.6658333E+01  -3.5388508E+01  -1.4988739E+01
   35.3000   9.7165176E+05   1.4477265E+06   9.7250220E+05   7.7357205E+05   1.2499378E+06   7.7452026E+05   7.8560783E+05   1.2845947E+06   7.8654843E+05   3.8473042E+05   6.7047820E+05  -5.8868381E+05  -1.2531786E+06  -2.1846368E+02  -7.2488306E+05   3.8535013E+05  -6.7128577E+05  -5.8876244E+05   4.3599841E+01   6.4656530E+01  -3.9521648E+01  -7.1039637E+01   1.3079763E-01  -3.3481833E+01   4.3452330E+01  -6.4656802E+01  -3.9692071E+01   2.6814569E+01   3.5397084E+01  -1.4801129E+01  -3.4538117E+01   1.3714385E-01  -1.3016750E+01   2.6655310E+01  -3.5388485E+01  -1.4989959E+01
