
These predictions were generated by SeaState on 05-Feb-2026 at 20:07:21.




      Time       Wave1Elev       Wave2Elev       Wave3Elev       Wave4Elev       Wave5Elev         FVel1xi         FVel2xi         FVel3xi         FVel4xi         FVel5xi         FAcc1xi         FAcc2xi         FAcc3xi         FAcc4xi         FAcc5xi          FDynP1          FDynP2          FDynP3          FDynP4          FDynP5
   48.8000  -0.8941569E-01  -0.1681151E+00  -0.9208413E+00  -0.2143554E+00   0.8122802E+00  -0.1287776E+01  -0.1288457E+01  -0.2199194E+01  -0.1142665E+01  -0.5727589E+00   0.2907127E+00   0.1737177E+01   0.9155537E+00  -0.1229672E+01   0.1065214E+01  -0.6342814E+03  -0.1674405E+04  -0.8754609E+04  -0.2003870E+04   0.8265366E+04
   49.0000  -0.5923998E-01  -0.6272918E-01  -0.6879451E+00  -0.3995565E+00   0.9667929E+00  -0.1207601E+01  -0.1054111E+01  -0.1941304E+01  -0.1330909E+01  -0.3489673E+00   0.7030535E+00   0.1601807E+01   0.1728269E+01  -0.9408411E+00   0.1264154E+01  -0.3866436E+03  -0.7955239E+03  -0.6414979E+04  -0.3830111E+04   0.9824181E+04
   49.2000  -0.1389232E-01   0.3770082E-01  -0.4047402E+00  -0.5705477E+00   0.1114209E+01  -0.1087769E+01  -0.8517007E+00  -0.1577162E+01  -0.1485005E+01  -0.9925180E-01   0.9944793E+00   0.1206887E+01   0.2494296E+01  -0.6376410E+00   0.1465407E+01  -0.3593484E+02   0.7609793E+02  -0.3652066E+04  -0.5555688E+04   0.1128005E+05
   49.4000   0.3753766E-01   0.1201451E+00  -0.8635288E-01  -0.7235493E+00   0.1244128E+01  -0.9511639E+00  -0.7112787E+00  -0.1127473E+01  -0.1605421E+01   0.1664125E+00   0.1091110E+01   0.6406049E+00   0.3072993E+01  -0.3876174E+00   0.1610233E+01   0.3456173E+03   0.8321531E+03  -0.6157618E+03  -0.7134989E+04   0.1251817E+05
   49.6000   0.8446202E-01   0.1767280E+00   0.2458674E+00  -0.8572160E+00   0.1343311E+01  -0.8257931E+00  -0.6488630E+00  -0.6292103E+00  -0.1699441E+01   0.4288683E+00   0.9567242E+00   0.1899172E-01   0.3340881E+01  -0.2387798E+00   0.1627497E+01   0.6793564E+03   0.1404247E+04   0.2497998E+04  -0.8539467E+04   0.1340334E+05
   49.8000   0.1169755E+00   0.2057260E+00   0.5663487E+00  -0.9717184E+00   0.1396319E+01  -0.7390063E+00  -0.6641638E+00  -0.1315704E+00  -0.1778171E+01   0.6598294E+00   0.6044557E+00  -0.5350438E+00   0.3218085E+01  -0.2093627E+00   0.1448219E+01   0.8964974E+03   0.1772033E+04   0.5464623E+04  -0.9751892E+04   0.1378842E+05
   50.0000   0.1280586E+00   0.2113793E+00   0.8482835E+00  -0.1067550E+01   0.1386952E+01  -0.7113455E+00  -0.7412949E+00   0.3108028E+00  -0.1852772E+01   0.8241227E+00   0.9807789E-01  -0.9140348E+00   0.2687178E+01  -0.2843008E+00   0.1022203E+01   0.9535096E+03   0.1961791E+04   0.8055150E+04  -0.1075864E+05   0.1352882E+05
   50.2000   0.1153140E+00   0.2025688E+00   0.1067143E+01  -0.1144365E+01   0.1300398E+01  -0.7513852E+00  -0.8523391E+00   0.6461967E+00  -0.1930800E+01   0.8840612E+00  -0.4582487E+00  -0.1045710E+01   0.1800238E+01  -0.4191709E+00   0.3334617E+00   0.8431070E+03   0.2035975E+04   0.1006393E+05  -0.1154224E+05   0.1250204E+05
   50.4000   0.8180261E-01   0.1906184E+00   0.1204127E+01  -0.1200145E+01   0.1125832E+01  -0.8528228E+00  -0.9631376E+00   0.8342630E+00  -0.2013476E+01   0.8054249E+00  -0.9403307E+00  -0.9065871E+00   0.6723150E+00  -0.5507400E+00  -0.5889279E+00   0.5979930E+03   0.2075903E+04   0.1133537E+05  -0.1207616E+05   0.1062975E+05
   50.6000   0.3571903E-01   0.1866382E+00   0.1248935E+01  -0.1230912E+01   0.8590552E+00  -0.9946600E+00  -0.1040255E+01   0.8529012E+00  -0.2094518E+01   0.5641356E+00  -0.1230535E+01  -0.5268249E+00  -0.5375969E+00  -0.6118138E+00  -0.1667323E+01   0.2859298E+03   0.2160947E+04   0.1178514E+05  -0.1232340E+05   0.7898946E+04
   50.8000  -0.1112524E-01   0.1989190E+00   0.1201342E+01  -0.1231081E+01   0.5046960E+00  -0.1144709E+01  -0.1057856E+01   0.7022485E+00  -0.2160818E+01   0.1524467E+00  -0.1245052E+01   0.1474421E-01  -0.1654436E+01  -0.5471463E+00  -0.2780966E+01  -0.3575927E+01   0.2348322E+04   0.1141221E+05  -0.1223960E+05   0.4378318E+04
   51.0000  -0.4576857E-01   0.2308764E+00   0.1071291E+01  -0.1194411E+01   0.7749479E-01  -0.1265914E+01  -0.1003212E+01   0.4049630E+00  -0.2194845E+01  -0.4165870E+00  -0.9557166E+00   0.6047265E+00  -0.2518278E+01  -0.3269213E+00  -0.3780379E+01  -0.1787309E+03   0.2657423E+04   0.1029921E+05  -0.1178003E+05   0.2260849E+03
   51.2000  -0.5705031E-01   0.2799569E+00   0.8774207E+00  -0.1115354E+01  -0.3977070E+00  -0.1324328E+01  -0.8797876E+00   0.2696647E-02  -0.2178284E+01  -0.1107415E+01  -0.4010799E+00   0.1116047E+01  -0.3012698E+01   0.4514792E-01  -0.4508960E+01  -0.1673004E+03   0.3061882E+04   0.8601004E+04  -0.1090939E+05  -0.4313490E+04
   51.4000  -0.3843128E-01   0.3377433E+00   0.6443175E+00  -0.9905304E+00  -0.8874741E+00  -0.1297114E+01  -0.7072704E+00  -0.4506198E+00  -0.2096133E+01  -0.1863732E+01   0.3165632E+00   0.1431931E+01  -0.3084740E+01   0.5309120E+00  -0.4828492E+01   0.6376854E+02   0.3491144E+04   0.6523088E+04  -0.9612236E+04  -0.8926109E+04
   51.6000   0.9957082E-02   0.3912787E+00   0.3989234E+00  -0.8200101E+00  -0.1352744E+01  -0.1178809E+01  -0.5184603E+00  -0.8974459E+00  -0.1940391E+01  -0.2613760E+01   0.1048530E+01   0.1468620E+01  -0.2752671E+01   0.1064297E+01  -0.4644269E+01   0.4954938E+03   0.3841593E+04   0.4293336E+04  -0.7901866E+04  -0.1325525E+05
   51.8000   0.8055197E-01   0.4254022E+00   0.1667411E+00  -0.6081157E+00  -0.1752965E+01  -0.9843481E+00  -0.3535038E+00  -0.1285668E+01  -0.1712541E+01  -0.3278577E+01   0.1628706E+01   0.1192583E+01  -0.2100254E+01   0.1563874E+01  -0.3925254E+01   0.1054270E+04   0.3995435E+04   0.2131784E+04  -0.5825634E+04  -0.1693904E+05
   52.0000   0.1591753E+00   0.4256881E+00  -0.3152875E-01  -0.3635510E+00  -0.2050897E+01  -0.7479078E+00  -0.2524670E+00  -0.1576363E+01  -0.1424299E+01  -0.3782368E+01   0.1908545E+01   0.6288837E+00  -0.1258943E+01   0.1948812E+01  -0.2715248E+01   0.1621104E+04   0.3844080E+04   0.2232724E+03  -0.3465340E+04  -0.1965170E+05
   52.2000   0.2273894E+00   0.3814635E+00  -0.1823693E+00  -0.9880192E-01  -0.2217398E+01  -0.5174881E+00  -0.2475734E+00  -0.1748942E+01  -0.1096433E+01  -0.4063146E+01   0.1790907E+01  -0.1411032E+00  -0.3818277E+00   0.2154820E+01  -0.1132425E+01   0.2051856E+04   0.3311760E+04  -0.1302701E+04  -0.9322808E+03  -0.2114393E+05
   52.4000   0.2660336E+00   0.2883318E+00  -0.2804916E+00   0.1711120E+00  -0.2235488E+01  -0.3460412E+00  -0.3565317E+00  -0.1802821E+01  -0.7558839E+00  -0.4082197E+01   0.1255316E+01  -0.9924834E+00   0.3853505E+00   0.2146708E+01   0.6435102E+00   0.2205312E+04   0.2374920E+04  -0.2382109E+04   0.1642425E+04  -0.2127633E+05
   52.6000   0.2592874E+00   0.1497131E+00  -0.3284549E+00   0.4303150E+00  -0.2103030E+01  -0.2807536E+00  -0.5782239E+00  -0.1755509E+01  -0.4317580E+00  -0.3830703E+01   0.3686409E+00  -0.1778068E+01   0.9303645E+00   0.1924974E+01   0.2395063E+01   0.1973915E+04   0.1073555E+04  -0.3015465E+04   0.4120721E+04  -0.2004063E+05
   52.8000   0.1984628E+00  -0.2293323E-01  -0.3350202E+00   0.6638934E+00  -0.1833564E+01  -0.3525839E+00  -0.8916202E+00  -0.1637623E+01  -0.1509661E+00  -0.3332330E+01  -0.7219973E+00  -0.2354346E+01   0.1192872E+01   0.1525110E+01   0.3898150E+01   0.1311104E+04  -0.4880655E+03  -0.3256868E+04   0.6371639E+04  -0.1756505E+05
   53.0000   0.8471040E-01  -0.2113072E+00  -0.3126397E+00   0.8595344E+00  -0.1455058E+01  -0.5682535E+00  -0.1258229E+01  -0.1485945E+01   0.6563499E-01  -0.2641178E+01  -0.1813683E+01  -0.2607528E+01   0.1171766E+01   0.1009932E+01   0.4955779E+01   0.2493090E+03  -0.2151967E+04  -0.3195764E+04   0.8284188E+04  -0.1410229E+05
   53.2000  -0.7000615E-01  -0.3927394E+00  -0.2746078E+00   0.1008719E+01  -0.1006725E+01  -0.9065051E+00  -0.1627757E+01  -0.1335945E+01   0.2058928E+00  -0.1835257E+01  -0.2685397E+01  -0.2474927E+01   0.9206078E+00   0.4567111E+00   0.5428642E+01  -0.1095835E+04  -0.3727067E+04  -0.2935299E+04   0.9777117E+04  -0.1000128E+05
   53.4000  -0.2440035E+00  -0.5435521E+00  -0.2324367E+00   0.1107291E+01  -0.5342682E+00  -0.1319688E+01  -0.1946057E+01  -0.1215227E+01   0.2673540E+00  -0.1006355E+01  -0.3141793E+01  -0.1957636E+01   0.5326651E+00  -0.5802712E-01   0.5257371E+01  -0.2537124E+04  -0.5016642E+04  -0.2571555E+04   0.1080424E+05  -0.5666162E+04
   53.6000  -0.4089808E+00  -0.6427577E+00  -0.1939355E+00   0.1155350E+01  -0.8424032E-01  -0.1740691E+01  -0.2164016E+01  -0.1139087E+01   0.2565178E+00  -0.2477832E+00  -0.3054320E+01  -0.1122068E+01   0.1190717E+00  -0.4727567E+00   0.4472530E+01  -0.3842298E+04  -0.5848277E+04  -0.2177410E+04   0.1135485E+05  -0.1508113E+04
   53.8000  -0.5346724E+00  -0.6754679E+00  -0.1623074E+00   0.1156567E+01   0.3016930E+00  -0.2094182E+01  -0.2245842E+01  -0.1108928E+01   0.1866171E+00   0.3581482E+00  -0.2391068E+01  -0.8987223E-01  -0.2151646E+00  -0.7512832E+00   0.3190458E+01  -0.4771522E+04  -0.6101283E+04  -0.1793702E+04   0.1144971E+05   0.2103511E+04
   54.0000  -0.5942475E+00  -0.6354268E+00  -0.1363582E+00   0.1117086E+01   0.5917607E+00  -0.2310158E+01  -0.2175282E+01  -0.1113647E+01   0.7448445E-01   0.7510127E+00  -0.1228734E+01   0.9820820E+00  -0.3923963E+00  -0.8871360E+00   0.1595506E+01  -0.5119522E+04  -0.5726907E+04  -0.1428685E+04   0.1113367E+05   0.4883815E+04
   54.2000  -0.5694739E+00  -0.5262156E+00  -0.1116749E+00   0.1044288E+01   0.7676586E+00  -0.2337305E+01  -0.1958653E+01  -0.1133524E+01  -0.6279000E-01   0.8998659E+00   0.2565017E+00   0.1928164E+01  -0.3767136E+00  -0.9013920E+00  -0.8842508E-01  -0.4754837E+04  -0.4757835E+04  -0.1065093E+04   0.1046688E+05   0.6663072E+04
   54.4000  -0.4546544E+00  -0.3609087E+00  -0.8245833E-01   0.9456404E+00   0.8261990E+00  -0.2153556E+01  -0.1624142E+01  -0.1145670E+01  -0.2107103E+00   0.8064358E+00   0.1818147E+01   0.2602156E+01  -0.1789561E+00  -0.8347798E+00  -0.1632274E+01  -0.3648778E+04  -0.3305211E+04  -0.6726265E+03   0.9515919E+04   0.7401482E+04
   54.6000  -0.2585334E+00  -0.1602234E+00  -0.4356527E-01   0.8278630E+00   0.7788578E+00  -0.1771707E+01  -0.1217449E+01  -0.1129847E+01  -0.3591993E+00   0.5035228E+00   0.3183473E+01   0.2902095E+01   0.1481285E+00  -0.7361540E+00  -0.2836352E+01  -0.1888241E+04  -0.1543543E+04  -0.2226924E+03   0.8346660E+04   0.7186417E+04
   54.8000  -0.3738139E-02   0.5053695E-01   0.7692627E-02   0.6964942E+00   0.6493570E+00  -0.1238851E+01  -0.7945434E+00  -0.1073409E+01  -0.5031342E+00   0.4898938E-01   0.4104133E+01   0.2787315E+01   0.5230712E+00  -0.6501740E+00  -0.3559258E+01   0.3306338E+03   0.3141135E+03   0.2980533E+03   0.7019595E+04   0.6213218E+04
   55.0000   0.2762477E+00   0.2452356E+00   0.7038607E-01   0.5558824E+00   0.4697195E+00  -0.6295277E+00  -0.4127726E+00  -0.9744223E+00  -0.6416389E+00  -0.4835783E+00   0.4403471E+01   0.2284664E+01   0.8541098E+00  -0.6070533E+00  -0.3736498E+01   0.2727652E+04   0.2046651E+04   0.8784138E+03   0.5587896E+04   0.4752940E+04
   55.2000   0.5420992E+00   0.4007286E+00   0.1396736E+00   0.4095023E+00   0.2754392E+00  -0.3373601E-01  -0.1218670E+00  -0.8423522E+00  -0.7764627E+00  -0.1015957E+01   0.4011065E+01   0.1482854E+01   0.1058881E+01  -0.6166555E+00  -0.3385992E+01   0.4978769E+04   0.3456140E+04   0.1479639E+04   0.4097781E+04   0.3112208E+04
   55.4000   0.7548053E+00   0.5001301E+00   0.2074297E+00   0.2604432E+00   0.1005211E+00   0.4580661E+00   0.4360806E-01  -0.6962872E+00  -0.9099634E+00  -0.1476330E+01   0.2977508E+01   0.5160702E+00   0.1081369E+01  -0.6680868E+00  -0.2600087E+01   0.6764729E+04   0.4394745E+04   0.2039329E+04   0.2590369E+04   0.1591243E+04
   55.6000   0.8818883E+00   0.5349962E+00   0.2636546E+00   0.1118819E+00  -0.2688934E-01   0.7702285E+00   0.6909730E-01  -0.5611209E+00  -0.1043260E+01  -0.1808589E+01   0.1466251E+01  -0.4600483E+00   0.9028740E+00  -0.7345626E+00  -0.1526019E+01   0.7819875E+04   0.4783163E+04   0.2481425E+04   0.1103876E+04   0.4459658E+03
   55.8000   0.9025879E+00   0.5060970E+00   0.2983670E+00  -0.3260870E-01  -0.8769991E-01   0.8546252E+00  -0.3858312E-01  -0.4625241E+00  -0.1175032E+01  -0.1978590E+01  -0.2760507E+00  -0.1295604E+01   0.5451188E+00  -0.7820868E+00  -0.3388048E+00   0.7972857E+04   0.4617860E+04   0.2730230E+04  -0.3247341E+03  -0.1409167E+03
   56.0000   0.8110980E+00   0.4227061E+00   0.3035909E+00  -0.1690140E+00  -0.7353228E-01   0.6984798E+00  -0.2534866E+00  -0.4217429E+00  -0.1301252E+01  -0.1976640E+01  -0.1964973E+01  -0.1871826E+01   0.6526682E-01  -0.7795879E+00   0.7883231E+00   0.7172292E+04   0.3966474E+04   0.2725519E+04  -0.1659331E+04  -0.7664501E+02
   56.2000   0.6173105E+00   0.3005876E+00   0.2750343E+00  -0.2931039E+00   0.1323886E-01   0.3258995E+00  -0.5358721E+00  -0.4512571E+00  -0.1415842E+01  -0.1816162E+01  -0.3330620E+01  -0.2120070E+01  -0.4557810E+00  -0.7078828E+00   0.1710627E+01   0.5493279E+04   0.2952618E+04   0.2435682E+04  -0.2865542E+04   0.6380975E+03
   56.4000   0.3449734E+00   0.1590872E+00   0.2131308E+00  -0.4008614E+00   0.1608973E+00  -0.2070768E+00  -0.8395700E+00  -0.5521370E+00  -0.1512052E+01  -0.1529148E+01  -0.4166504E+01  -0.2031147E+01  -0.9292306E+00  -0.5652022E+00   0.2331231E+01   0.3123990E+04   0.1733257E+04   0.1866197E+04  -0.3912747E+04   0.1917989E+04
   56.6000   0.2765426E-01   0.1787115E-01   0.1232319E+00  -0.4889877E+00   0.3508621E+00  -0.8228711E+00  -0.1119998E+01  -0.7135701E+00  -0.1584107E+01  -0.1159477E+01  -0.4365463E+01  -0.1653554E+01  -0.1275152E+01  -0.3679336E+00   0.2610294E+01   0.3352231E+03   0.4727897E+03   0.1061654E+04  -0.4776426E+04   0.3611458E+04
   56.8000  -0.2967117E+00  -0.1061066E+00   0.1492055E-01  -0.5553334E+00   0.5607284E+00  -0.1436132E+01  -0.1341358E+01  -0.9146150E+00  -0.1628665E+01  -0.7554461E+00  -0.3935737E+01  -0.1081296E+01  -0.1436943E+01  -0.1464766E+00   0.2563247E+01  -0.2561356E+04  -0.6815941E+03   0.1008559E+03  -0.5440155E+04   0.5524879E+04
   57.0000  -0.5916731E+00  -0.2008991E+00  -0.9943190E-01  -0.5991318E+00   0.7673395E+00  -0.1968208E+01  -0.1481772E+01  -0.1127800E+01  -0.1645653E+01  -0.3628368E+00  -0.2994427E+01  -0.4339335E+00  -0.1390905E+01   0.6264807E-01   0.2249471E+01  -0.5258692E+04  -0.1619228E+04  -0.9141927E+03  -0.5896517E+04   0.7448477E+04
   57.2000  -0.8274598E+00  -0.2607742E+00  -0.2065920E+00  -0.6209609E+00   0.9494371E+00  -0.2359599E+01  -0.1535535E+01  -0.1323865E+01  -0.1638244E+01  -0.1959687E-01  -0.1740125E+01   0.1670999E+00  -0.1149430E+01   0.2263443E+00   0.1754563E+01  -0.7495648E+04  -0.2277112E+04  -0.1873424E+04  -0.6146618E+04   0.9180154E+04
   57.4000  -0.9846466E+00  -0.2862089E+00  -0.2945240E+00  -0.6224399E+00   0.1089578E+01  -0.2578140E+01  -0.1512248E+01  -0.1476740E+01  -0.1611963E+01   0.2472299E+00  -0.4107442E+00   0.6212867E+00  -0.7575424E+00   0.3236240E+00   0.1170349E+01  -0.9087444E+04  -0.2641719E+04  -0.2675237E+04  -0.6198280E+04   0.1054454E+05
   57.6000  -0.1055735E+01  -0.2827774E+00  -0.3542115E+00  -0.6057425E+00   0.1175188E+01  -0.2621578E+01  -0.1433182E+01  -0.1567852E+01  -0.1573166E+01   0.4222046E+00   0.7645522E+00   0.8665813E+00  -0.2837630E+00   0.3511307E+00   0.5769093E+00  -0.9940914E+04  -0.2742084E+04  -0.3241476E+04  -0.6063393E+04   0.1140575E+05
   57.8000  -0.1044532E+01  -0.2592379E+00  -0.3809259E+00  -0.5730588E+00   0.1198813E+01  -0.2514383E+01  -0.1325766E+01  -0.1589005E+01  -0.1527306E+01   0.5001839E+00   0.1609391E+01   0.8885426E+00   0.1927588E+00   0.3240171E+00   0.3012095E-01  -0.1005336E+05  -0.2636361E+04  -0.3528192E+04  -0.5755220E+04   0.1167370E+05
   58.0000  -0.9636476E+00  -0.2252673E+00  -0.3747297E+00  -0.5261592E+00   0.1157748E+01  -0.2299771E+01  -0.1217370E+01  -0.1543339E+01  -0.1477465E+01   0.4837247E+00   0.2031344E+01   0.7195976E+00   0.5963891E+00   0.2718567E+00  -0.4432238E+00  -0.9496979E+04  -0.2395158E+04  -0.3530416E+04  -0.5286444E+04   0.1130501E+05
   58.2000  -0.8307701E+00  -0.1893231E+00  -0.3401545E+00  -0.4661895E+00   0.1053327E+01  -0.2028850E+01  -0.1129692E+01  -0.1444277E+01  -0.1423589E+01   0.3800790E+00   0.2034217E+01   0.4289577E+00   0.8678936E+00   0.2305805E+00  -0.8425231E+00  -0.8393449E+04  -0.2085264E+04  -0.3280229E+04  -0.4668631E+04   0.1030005E+05
   58.4000  -0.6645875E+00  -0.1570609E+00  -0.2851298E+00  -0.3937647E+00   0.8901486E+00  -0.1749302E+01  -0.1074825E+01  -0.1312684E+01  -0.1362667E+01   0.1986199E+00   0.1709600E+01   0.1055656E+00   0.9738994E+00   0.2324513E+00  -0.1184208E+01  -0.6884804E+04  -0.1757059E+04  -0.2838669E+04  -0.3913363E+04   0.8698116E+04
   58.6000  -0.4812375E+00  -0.1305932E+00  -0.2193900E+00  -0.3093447E+00   0.6754398E+00  -0.1495991E+01  -0.1053729E+01  -0.1172823E+01  -0.1289858E+01  -0.5071165E-01   0.1210205E+01  -0.1622373E+00   0.9114941E+00   0.2966643E+00  -0.1489210E+01  -0.5106932E+04  -0.1437842E+04  -0.2283166E+04  -0.3034775E+04   0.6572004E+04
   58.8000  -0.2919843E+00  -0.1086825E+00  -0.1526536E+00  -0.2137996E+00   0.4186676E+00  -0.1285374E+01  -0.1057292E+01  -0.1047850E+01  -0.1200315E+01  -0.3576958E+00   0.7113076E+00  -0.3060544E+00   0.7074088E+00   0.4230604E+00  -0.1770556E+01  -0.3170923E+04  -0.1131963E+04  -0.1692895E+04  -0.2052859E+04   0.4023198E+04
   59.0000  -0.1025192E+00  -0.8775628E-01  -0.9292082E-01  -0.1090064E+00   0.1313780E+00  -0.1114701E+01  -0.1069625E+01  -0.9556765E+00  -0.1091227E+01  -0.7110163E+00   0.3689655E+00  -0.2918301E+00   0.4121565E+00   0.5907137E+00  -0.2024394E+01  -0.1155333E+04  -0.8270159E+03  -0.1134863E+04  -0.9964798E+03   0.1177556E+04
   59.2000   0.8611031E-01  -0.6346107E-01  -0.4518963E-01   0.1706296E-02  -0.1728644E+00  -0.9659069E+00  -0.1072782E+01  -0.9059296E+00  -0.9635589E+00  -0.1096811E+01   0.2841907E+00  -0.1264262E+00   0.9029905E-01   0.7619614E+00  -0.2226823E+01   0.8902645E+03  -0.5041407E+03  -0.6532408E+03   0.9491200E+02  -0.1818933E+04
   59.4000   0.2753014E+00  -0.3235800E-01  -0.1081852E-01   0.1134102E+00  -0.4786222E+00  -0.8130853E+00  -0.1051800E+01  -0.8985425E+00  -0.8229709E+00  -0.1497268E+01   0.4807185E+00   0.1448299E+00  -0.1914160E+00   0.8910667E+00  -0.2337391E+01   0.2932699E+04  -0.1495614E+03  -0.2638832E+03   0.1171702E+04  -0.4805283E+04
   59.6000   0.4660689E+00   0.6650289E-02   0.1236346E-01   0.2198241E+00  -0.7690071E+00  -0.6316717E+00  -0.9989372E+00  -0.9241952E+00  -0.6796094E+00  -0.1889947E+01   0.9009358E+00   0.4489654E+00  -0.3760434E+00   0.9354941E+00  -0.2308498E+01   0.4937864E+04   0.2356339E+03   0.4508113E+02   0.2177025E+04  -0.7612513E+04
   59.8000   0.6563542E+00   0.5151481E-01   0.2923551E-01   0.3139377E+00  -0.1026504E+01  -0.4071405E+00  -0.9161467E+00  -0.9665075E+00  -0.5467311E+00  -0.2248333E+01   0.1420485E+01   0.7021524E+00  -0.4265829E+00   0.8670299E+00  -0.2098431E+01   0.6853891E+04   0.6300493E+03   0.3068271E+03   0.3051917E+04  -0.1007309E+05
   60.0000   0.8391911E+00   0.9705420E-01   0.4602222E-01   0.3889200E+00  -0.1234224E+01  -0.1411720E+00  -0.8152462E+00  -0.1005575E+01  -0.4384177E+00  -0.2543839E+01   0.1878002E+01   0.8288713E+00  -0.3326368E+00   0.6799169E+00  -0.1684861E+01   0.8599865E+04   0.9923603E+03   0.5649766E+03   0.3741858E+04  -0.1203272E+05
   60.2000   0.1002239E+01   0.1358135E+00   0.6865271E-01   0.4391138E+00  -0.1377492E+01   0.1461594E+00  -0.7157178E+00  -0.1022192E+01  -0.3668822E+00  -0.2749061E+01   0.2113204E+01   0.7793744E+00  -0.1125053E+00   0.3937979E+00  -0.1075390E+01   0.1006371E+05   0.1267694E+04   0.8604840E+03   0.4203458E+04  -0.1336368E+05
   60.4000   0.1128878E+01   0.1595900E+00   0.1011655E+00   0.4609106E+00  -0.1445540E+01   0.4187204E+00  -0.6406012E+00  -0.1002000E+01  -0.3400102E+00  -0.2841779E+01   0.2004851E+01   0.5417436E+00   0.1896516E+00   0.5050184E-01  -0.3123440E+00   0.1111069E+05   0.1398747E+04   0.1218951E+04   0.4409876E+04  -0.1397787E+05
   60.6000   0.1200699E+01   0.1613081E+00   0.1444716E+00   0.4532970E+00  -0.1433035E+01   0.6307144E+00  -0.6113502E+00  -0.9387813E+00  -0.3597431E+00  -0.2808909E+01   0.1500238E+01   0.1459707E+00   0.5111905E+00  -0.2948076E+00   0.5297757E+00   0.1160155E+05   0.1339266E+04   0.1640976E+04   0.4353814E+04  -0.1383786E+05
   60.8000   0.1200897E+01   0.1368280E+00   0.1957303E+00   0.4179409E+00  -0.1341119E+01   0.7357876E+00  -0.6427602E+00  -0.8362852E+00  -0.4217414E+00  -0.2649573E+01   0.6298517E+00  -0.3408601E+00   0.7817861E+00  -0.5861340E+00   0.1354134E+01   0.1141674E+05   0.1066903E+04   0.2097600E+04   0.4047399E+04  -0.1296347E+05
   61.0000   0.1117872E+01   0.8628556E-01   0.2484840E+00   0.3587908E+00  -0.1177725E+01   0.6969014E+00  -0.7390636E+00  -0.7082019E+00  -0.5164536E+00  -0.2376515E+01  -0.4958976E+00  -0.8273729E+00   0.9359668E+00  -0.7798243E+00   0.2057015E+01   0.1048205E+05   0.5924270E+03   0.2532021E+04   0.3519024E+04  -0.1143246E+05
   61.2000   0.9482620E+00   0.1464030E-01   0.2935601E+00   0.2812781E+00  -0.9570039E+00   0.4948626E+00  -0.8920735E+00  -0.5762253E+00  -0.6313772E+00  -0.2015438E+01  -0.1707055E+01  -0.1216105E+01   0.9253543E+00  -0.8551226E+00   0.2545900E+01   0.8790099E+04  -0.3699104E+02   0.2867547E+04   0.2807924E+04  -0.9374436E+04
   61.4000   0.6987518E+00  -0.6872770E-01   0.3206083E+00   0.1913149E+00  -0.6978996E+00   0.1336964E+00  -0.1081829E+01  -0.4664890E+00  -0.7539737E+00  -0.1602165E+01  -0.2807119E+01  -0.1423427E+01   0.7285168E+00  -0.8193119E+00   0.2756503E+01   0.6412879E+04  -0.7416085E+03   0.3020622E+04   0.1957852E+04  -0.6958206E+04
   61.6000   0.3862299E+00  -0.1513398E+00   0.3200218E+00   0.9433651E-01  -0.4220194E+00  -0.3582950E+00  -0.1279696E+01  -0.4049497E+00  -0.8745110E+00  -0.1178021E+01  -0.3611574E+01  -0.1397086E+01   0.3566424E+00  -0.7058793E+00   0.2665227E+01   0.3502309E+04  -0.1419719E+04   0.2916702E+04   0.1011494E+04  -0.4373999E+04
   61.8000   0.3619843E-01  -0.2196373E+00   0.2849028E+00  -0.5366455E-02  -0.1511178E+00  -0.9320328E+00  -0.1453347E+01  -0.4125060E+00  -0.9880776E+00  -0.7841682E+00  -0.3983803E+01  -0.1127769E+01  -0.1461842E+00  -0.5658095E+00   0.2294333E+01   0.2779250E+03  -0.1963358E+04   0.2506178E+04   0.7071565E+01  -0.1812978E+04
   62.0000  -0.3203135E+00  -0.2613227E+00   0.2127168E+00  -0.1048474E+00   0.9542179E-01  -0.1525039E+01  -0.1572689E+01  -0.5007175E+00  -0.1095187E+01  -0.4558669E+00  -0.3860953E+01  -0.6522410E+00  -0.7084649E+00  -0.4538563E+00   0.1708633E+01  -0.2996677E+04  -0.2276246E+04   0.1777381E+04  -0.1021973E+04   0.5530768E+03
