





     Time        HydroFxi        HydroFyi        HydroFzi        HydroMxi        HydroMyi        HydroMzi        M1N1FDxi        M1N1FDyi        M1N2FDxi        M1N2FDyi        M1N3FDxi        M1N3FDyi        M1N4FDxi        M1N4FDyi        M1N5FDxi        M1N5FDyi        M1N6FDxi        M1N6FDyi        M1N7FDxi        M1N7FDyi        M1N8FDxi        M1N8FDyi        M1N9FDxi        M1N9FDyi        M1N1FIxi        M1N1FIyi        M1N2FIxi        M1N2FIyi        M1N3FIxi        M1N3FIyi        M1N4FIxi        M1N4FIyi        M1N5FIxi        M1N5FIyi        M1N6FIxi        M1N6FIyi        M1N7FIxi        M1N7FIyi        M1N8FIxi        M1N8FIyi        M1N9FIxi        M1N9FIyi        J1FDzi          J1FIzi
     (sec)         (N)             (N)             (N)            (N-m)           (N-m)           (N-m)            (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)
   177.10   8.0484963e+05   1.1791009e+06   2.2375467e+07   1.2125628e+07  -7.8522074e+06   0.0000000e+00   9.5506731e+00   2.1361447e+01   4.2087926e+00   1.3495067e+01   2.9368665e-01   6.7162694e+00  -2.5752433e+00   2.4289741e+00  -1.0053477e+01  -2.0524122e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.3826042e+04   6.0744698e+04   4.3243495e+04   5.7943620e+04   4.2290783e+04   5.4239944e+04   4.5462422e+04   5.4558281e+04   4.3851352e+04   4.7524212e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -6.1549679e+04  -2.9965590e+05
   177.20   8.4070112e+05   1.2111036e+06   2.2331922e+07   1.2232755e+07  -8.0293243e+06   0.0000000e+00   2.1094988e+01   4.0476878e+01   1.2608668e+01   2.8466965e+01   5.2036640e+00   1.6897216e+01  -3.7652513e-01   7.7220905e+00  -3.8570179e+00   1.2224839e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.6884999e+04   6.3753796e+04   4.6861918e+04   6.1610629e+04   4.6556848e+04   5.8671463e+04   5.4183053e+04   6.3968755e+04   4.4653107e+04   4.8474802e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -5.9679638e+04  -3.4507100e+05
   177.30   8.7503670e+05   1.2434258e+06   2.2289728e+07   1.2326956e+07  -8.1892242e+06   0.0000000e+00   3.8238058e+01   6.7235741e+01   2.6414372e+01   5.0760558e+01   1.5038655e+01   3.3864967e+01   5.3602564e+00   1.9771487e+01  -8.8733048e-01   4.0479518e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.9933674e+04   6.6937545e+04   5.0495435e+04   6.5524074e+04   5.0867968e+04   6.3433855e+04   6.4285435e+04   7.5335016e+04   4.3192099e+04   4.7306430e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -5.7418944e+04  -3.8952625e+05
   177.40   9.0715599e+05   1.2751438e+06   2.2249032e+07   1.2403493e+07  -8.3279412e+06   0.0000000e+00   6.1868105e+01   1.0272605e+02   4.6711339e+01   8.1677258e+01   3.1167858e+01   5.9122266e+01   1.8272455e+01   4.2390741e+01   2.3295473e+00   9.3566324e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.2918897e+04   7.0229762e+04   5.4082441e+04   6.9606931e+04   5.5152768e+04   6.8437534e+04   7.5583899e+04   8.8530553e+04   3.9397137e+04   4.3724447e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -5.4790031e+04  -4.3285041e+05
   177.50   9.3636183e+05   1.3052910e+06   2.2209978e+07   1.2457292e+07  -8.4414415e+06   0.0000000e+00   9.2892689e+01   1.4809059e+02   7.4628905e+01   1.2262617e+02   5.4987245e+01   9.4357586e+01   4.2407269e+01   8.0095580e+01   7.4623084e+00   1.6514152e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.5785985e+04   7.3558781e+04   5.7559520e+04   7.3775700e+04   5.9337722e+04   7.3585285e+04   8.7669672e+04   1.0316842e+05   3.3453874e+04   3.7719849e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -5.1821103e+04  -4.7487370e+05
   177.60   9.6197079e+05   1.3328779e+06   2.2172698e+07   1.2483023e+07  -8.5256846e+06   0.0000000e+00   1.3220700e+02   2.0448640e+02   1.1131198e+02   1.7507860e+02   8.7937801e+01   1.4139134e+02   8.2084831e+01   1.3794123e+02   1.2726867e+01   2.2572646e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.8479535e+04   7.6848528e+04   6.0862364e+04   7.7941649e+04   6.3348218e+04   7.8773708e+04   9.9870316e+04   1.1852678e+05   2.5853604e+04   2.9658061e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.8546177e+04  -5.1542845e+05
   177.70   9.8332672e+05   1.3569121e+06   2.2137318e+07   1.2475191e+07  -8.5766848e+06   0.0000000e+00   1.8065559e+02   2.7303676e+02   1.5787836e+02   2.4051382e+02   1.3146615e+02   2.0211378e+02   1.4128790e+02   2.2060469e+02   1.5296826e+01   2.4228256e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.0944236e+04   8.0019671e+04   6.3926711e+04   8.2012148e+04   6.7109642e+04   8.3894767e+04   1.1122869e+05   1.3349288e+05   1.7421294e+04   2.0348405e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.5005033e+04  -5.5434959e+05
   177.80   9.9981162e+05   1.3764167e+06   2.2103954e+07   1.2428222e+07  -8.5905716e+06   0.0000000e+00   2.3898943e+02   3.5477640e+02   2.1536777e+02   3.2035506e+02   1.8696653e+02   2.7841084e+02   2.2232028e+02   3.3067818e+02   1.2966090e+01   1.9231227e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.3125685e+04   8.2990832e+04   6.6689287e+04   8.5892071e+04   7.0548470e+04   8.8837407e+04   1.2051113e+05   1.4653994e+05   9.3127208e+03   1.1078923e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.1243084e+04  -5.9147528e+05
   177.90   1.0108550e+06   1.3904468e+06   2.2072714e+07   1.2336560e+07  -8.5636493e+06   0.0000000e+00   3.0781969e+02   4.5059079e+02   2.8468530e+02   4.1589681e+02   2.5571250e+02   3.7207732e+02   3.2379571e+02   4.6613181e+02   6.0877971e+00   8.6705136e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.4971188e+04   8.5679832e+04   6.9088740e+04   8.9485243e+04   7.3593341e+04   9.3489240e+04   1.2625348e+05   1.5575193e+05   2.9716932e+03   3.6010302e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.7311142e+04  -6.2664755e+05
   178.00   1.0159414e+06   1.3981052e+06   2.2043695e+07   1.2194758e+07  -8.4924528e+06   0.0000000e+00   3.8757022e+02   5.6115167e+02   3.6654166e+02   5.2822516e+02   3.3878234e+02   4.8471927e+02   4.3805345e+02   6.1698463e+02   1.1771626e-01   1.6340167e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.6430556e+04   8.8004971e+04   7.1066548e+04   9.2695915e+04   7.6176116e+04   9.7738244e+04   1.2685093e+05   1.5890864e+05   4.1122866e+01   5.0754794e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.3265064e+04  -6.5971286e+05
   178.10   1.0146145e+06   1.3985539e+06   2.2016985e+07   1.1997838e+07  -8.3740589e+06   0.0000000e+00   4.7843054e+02   6.8685084e+02   4.6139270e+02   6.5813416e+02   4.4318996e+02   6.2631176e+02   5.5061204e+02   7.6446821e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.7456859e+04   8.9886298e+04   7.2567898e+04   9.5430241e+04   7.9530046e+04   1.0313307e+05   1.2161960e+05   1.5477634e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.9165292e+04  -6.9052282e+05
   178.20   1.0064806e+06   1.3910233e+06   2.1992662e+07   1.1740648e+07  -8.2053851e+06   0.0000000e+00   5.8031176e+02   8.2773529e+02   5.6938118e+02   8.0604145e+02   5.8487932e+02   8.1892129e+02   6.4757246e+02   8.9075018e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.8007148e+04   9.1246879e+04   7.3542516e+04   9.7597747e+04   8.5346468e+04   1.1190994e+05   1.1179942e+05   1.4453584e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.5076257e+04  -7.1893477e+05
   178.30   9.9121973e+05   1.3748282e+06   2.1970795e+07   1.1418527e+07  -7.9838959e+06   0.0000000e+00   6.9280769e+02   9.8344672e+02   6.9028369e+02   9.7190727e+02   7.7277635e+02   1.0746995e+03   7.1516272e+02   9.7813072e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.8043119e+04   9.2014025e+04   7.3945431e+04   9.9112750e+04   9.2851307e+04   1.2319767e+05   9.8344572e+04   1.2916233e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.1065661e+04  -7.4481249e+05
   178.40   9.6858414e+05   1.3493746e+06   2.1951442e+07   1.1027313e+07  -7.7075192e+06   0.0000000e+00   8.1516347e+02   1.1531688e+03   8.2346595e+02   1.1551612e+03   1.0125129e+03   1.4016107e+03   7.4190875e+02   1.0116407e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.7531721e+04   9.2120477e+04   7.3737682e+04   9.9895733e+04   1.0101079e+05   1.3573153e+05   8.2473397e+04   1.1005123e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.7203630e+04  -7.6802683e+05
   178.50   9.3840011e+05   1.3141658e+06   2.1934655e+07   1.0563387e+07  -7.3746490e+06   0.0000000e+00   9.4625407e+02   1.3355855e+03   9.6784940e+02   1.3546410e+03   1.3044872e+03   1.8008602e+03   7.2106374e+02   9.8221515e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.6445700e+04   9.1505518e+04   7.2886936e+04   9.9874630e+04   1.0867783e+05   1.4802107e+05   6.5553544e+04   8.8891032e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.3561747e+04  -7.8845641e+05
   178.60   9.0056776e+05   1.2688063e+06   2.1920472e+07   1.0023752e+07  -6.9841817e+06   0.0000000e+00   1.0845747e+03   1.5288542e+03   1.1218918e+03   1.5685480e+03   1.6423758e+03   2.2648060e+03   6.5250734e+02   8.8929081e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.4764056e+04   9.0116007e+04   7.1368017e+04   9.8986026e+04   1.1473130e+05   1.5852493e+05   4.8951632e+04   6.7475455e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.0211968e+04  -8.0598826e+05
   178.70   8.5506037e+05   1.2130048e+06   2.1908929e+07   9.4060981e+06  -6.5355462e+06   0.0000000e+00   1.2282446e+03   1.7305959e+03   1.2835842e+03   1.7944231e+03   2.0126578e+03   2.7761244e+03   5.4364302e+02   7.4218954e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.2472428e+04   8.7907312e+04   6.9163351e+04   9.7176236e+04   1.1821674e+05   1.6584356e+05   3.3880504e+04   4.7495158e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -7.2254383e+03  -8.2051849e+05
   178.80   8.0192313e+05   1.1465752e+06   2.1900049e+07   8.7088692e+06  -6.0287310e+06   0.0000000e+00   1.3750258e+03   1.9379058e+03   1.4504665e+03   2.0291469e+03   2.3954844e+03   3.3087248e+03   4.0892198e+02   5.5974171e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.9563391e+04   8.4844132e+04   6.6263299e+04   9.4402259e+04   1.1846762e+05   1.6890143e+05   2.1265491e+04   3.0338315e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.6712229e+03  -8.3195291e+05
   178.90   7.4127140e+05   1.0694374e+06   2.1893850e+07   7.9313190e+06  -5.4643065e+06   0.0000000e+00   1.5223574e+03   2.1473845e+03   1.6196613e+03   2.2689666e+03   2.7669873e+03   3.8306139e+03   2.6786351e+02   3.6789485e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.6036651e+04   8.0901200e+04   6.2666386e+04   9.0632592e+04   1.1518744e+05   1.6708873e+05   1.1649901e+04   1.6930798e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.6149732e+03  -8.4020769e+05
   179.00   6.7328867e+05   9.8161649e+05   2.1890345e+07   7.0735604e+06  -4.8434425e+06   0.0000000e+00   1.6674048e+03   2.3551937e+03   1.7879283e+03   2.5095510e+03   3.1028018e+03   4.3084959e+03   1.4176313e+02   1.9547257e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.1899162e+04   7.6063847e+04   5.8379428e+04   8.5847881e+04   1.0847789e+05   1.6033672e+05   5.1552474e+03   7.6426965e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.1175538e+03  -8.4520997e+05
   179.10   5.9822442e+05   8.8324209e+05   2.1889541e+07   6.1366092e+06  -4.1679213e+06   0.0000000e+00   1.8071244e+03   2.5571326e+03   1.9517374e+03   2.7460749e+03   3.3822517e+03   4.7134363e+03   4.9619204e+01   6.8719707e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.7165133e+04   7.0328430e+04   5.3417541e+04   8.0041419e+04   9.8805588e+04   1.4910983e+05   1.5039670e+03   2.2790026e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.3365662e+02  -8.4689839e+05
   179.20   5.1639166e+05   7.7454698e+05   2.1891459e+07   5.1224184e+06  -3.4401451e+06   0.0000000e+00   1.9383413e+03   2.7487376e+03   2.1073586e+03   2.9733310e+03   3.5923783e+03   5.0265131e+03   4.0839063e+00   5.6829151e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.1855955e+04   6.3702606e+04   4.7804047e+04   7.3219470e+04   8.6910234e+04   1.3431041e+05   1.0245708e+02   1.5915934e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0435358e+01  -8.4522371e+05
   179.30   4.2816392e+05   6.5586445e+05   2.1897010e+07   4.0340783e+06  -2.6632418e+06   0.0000000e+00   2.0578390e+03   2.9254008e+03   2.2561346e+03   3.1931429e+03   3.7339991e+03   5.2474950e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.6000018e+04   5.6205463e+04   4.1670636e+04   6.5560537e+04   7.3737952e+04   1.1722259e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.8619164e+02  -8.4014924e+05
   179.40   3.3397235e+05   5.2762577e+05   2.1906710e+07   2.8753451e+06  -1.8407587e+06   0.0000000e+00   2.1624574e+03   3.0825054e+03   2.4105322e+03   3.4230673e+03   3.8300546e+03   5.4070475e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.9632449e+04   4.7867488e+04   3.5247021e+04   5.7427687e+04   6.0335166e+04   9.9404577e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6891484e+03  -8.3165141e+05
   179.50   2.3430563e+05   3.9036309e+05   2.1920589e+07   1.6509628e+06  -9.7685743e+05   0.0000000e+00   2.2491967e+03   3.2155737e+03   2.5565950e+03   3.6434296e+03   3.8974398e+03   5.5281376e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.2794759e+04   3.8730388e+04   2.8228736e+04   4.8340732e+04   4.7141003e+04   8.1553732e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.6363455e+03  -8.1972008e+05
   179.60   1.2970392e+05   2.4470191e+05   2.1938646e+07   3.6678307e+05  -7.6360037e+04   0.0000000e+00   2.3153237e+03   3.3204230e+03   2.6784304e+03   3.8314443e+03   3.9512965e+03   5.6316853e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.5534409e+04   2.8846757e+04   2.0466595e+04   3.8022929e+04   3.4286615e+04   6.3934911e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.3326930e+03  -8.0435900e+05
   179.70   2.0754621e+04   9.1356579e+04   2.1960857e+07  -9.7040741e+05   8.5537492e+05   0.0000000e+00   2.3584760e+03   3.3933232e+03   2.7626452e+03   3.9674767e+03   4.0043643e+03   5.7355733e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.9042947e+03   1.8279594e+04   1.1992650e+04   2.6460373e+04   2.1673215e+04   4.6478890e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.7702147e+03  -7.8558607e+05
   179.80  -9.1911973e+04  -6.8874679e+04   2.1987167e+07  -2.3529366e+06   1.8124998e+06   0.0000000e+00   2.3767601e+03   3.4311513e+03   2.7997779e+03   4.0371667e+03   4.0652078e+03   5.8520450e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.7827881e+01   7.1016845e+03   2.9726899e+03   1.3845601e+04   9.0236738e+03   2.8841526e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.3927513e+04  -7.6343362e+05
   179.90  -2.0762746e+05  -2.3511537e+05   2.2017494e+07  -3.7723126e+06   2.7887349e+06   0.0000000e+00   2.3688402e+03   3.4315358e+03   2.7855233e+03   4.0333271e+03   4.1366943e+03   5.9853718e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -8.2299850e+03  -4.6051508e+03  -6.3478292e+03   5.0857191e+02  -4.0571285e+03   1.0479088e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.8769485e+04  -7.3794857e+05
   180.00  -3.2569034e+05  -4.0641698e+05   2.2051727e+07  -5.2193054e+06   3.7774336e+06   0.0000000e+00   2.3340130e+03   3.3929843e+03   2.7218406e+03   3.9577364e+03   4.2146663e+03   6.1297257e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.6606676e+04  -1.6750934e+04  -1.5708256e+04  -1.3169958e+04  -1.8009560e+04  -9.2553503e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.4247305e+04  -7.0919256e+05
   180.10  -4.4537128e+05  -5.8176582e+05   2.2089729e+07  -6.6840419e+06   4.7716557e+06   0.0000000e+00   2.2722656e+03   3.3149902e+03   2.6179404e+03   3.8228110e+03   4.2868470e+03   6.2673239e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.5099608e+04  -2.9238511e+04  -2.4917494e+04  -2.6876956e+04  -3.3224471e+04  -3.0980452e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.0298702e+04  -6.7724200e+05
   180.20  -5.6591836e+05  -7.6009017e+05   2.2131333e+07  -8.1561132e+06   5.7642438e+06   0.0000000e+00   2.1843132e+03   3.1981114e+03   2.4909505e+03   3.6528549e+03   4.3322055e+03   6.3671903e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.3638459e+04  -4.1964637e+04  -3.3973195e+04  -4.0539298e+04  -4.9912511e+04  -5.5098631e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.6848529e+04  -6.4218799e+05
   180.30  -6.8656241e+05  -9.4026770e+05   2.2176346e+07  -9.6246706e+06   6.7479130e+06   0.0000000e+00   2.0716148e+03   3.0440179e+03   2.3620219e+03   3.4786118e+03   4.3188391e+03   6.3816578e+03   6.0471975e+00   8.9531970e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.2151668e+04  -5.4821136e+04  -4.3168240e+04  -5.4498474e+04  -6.7898063e+04  -8.1502213e+04  -8.6984114e+01  -1.0075463e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.3809646e+04  -6.0413628e+05
