





     Time        HydroFxi        HydroFyi        HydroFzi        HydroMxi        HydroMyi        HydroMzi        M1N1FDxi        M1N1FDyi        M1N2FDxi        M1N2FDyi        M1N3FDxi        M1N3FDyi        M1N4FDxi        M1N4FDyi        M1N5FDxi        M1N5FDyi        M1N6FDxi        M1N6FDyi        M1N7FDxi        M1N7FDyi        M1N8FDxi        M1N8FDyi        M1N9FDxi        M1N9FDyi        M1N1FIxi        M1N1FIyi        M1N2FIxi        M1N2FIyi        M1N3FIxi        M1N3FIyi        M1N4FIxi        M1N4FIyi        M1N5FIxi        M1N5FIyi        M1N6FIxi        M1N6FIyi        M1N7FIxi        M1N7FIyi        M1N8FIxi        M1N8FIyi        M1N9FIxi        M1N9FIyi        J1FDzi          J1FIzi
   254.80   1.7299420e+06   3.2074376e+06   2.0811005e+07   2.8039989e+07  -1.5162126e+07   0.0000000e+00   1.2806503e+04   1.6868781e+04   4.7715892e+03   6.2676768e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.1136894e+05   4.0174631e+05   7.8803078e+04   1.4980584e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -5.0156932e+04  -1.8755103e+06
   254.90   1.5539158e+06   2.9830959e+06   2.0783494e+07   2.6156086e+07  -1.3644549e+07   0.0000000e+00   1.5733252e+04   2.1161756e+04   2.4038566e+03   3.2282434e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0901741e+05   4.1241663e+05   3.1877421e+04   6.2888088e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.6900544e+04  -1.9162779e+06
   255.00   1.3621036e+06   2.7288676e+06   2.0761103e+07   2.3965382e+07  -1.1957971e+07   0.0000000e+00   1.7810042e+04   2.4424403e+04   6.5117375e+02   8.9238465e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.8855764e+05   3.8936747e+05   6.8727858e+03   1.4182457e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.5007731e+04  -1.9505616e+06
   255.10   1.1557108e+06   2.4460940e+06   2.0743851e+07   2.1476282e+07  -1.0112366e+07   0.0000000e+00   1.8587857e+04   2.5954699e+04   8.5596956e-02   1.1952003e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.5402952e+05   3.3709981e+05   7.0696410e-01   1.5446534e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.4944056e+04  -1.9778776e+06
   255.20   9.3613676e+05   2.1364612e+06   2.0731731e+07   1.8704441e+07  -8.1217949e+06   0.0000000e+00   1.8233595e+04   2.5890983e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1456480e+05   2.7135923e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -7.1601828e+03  -1.9977813e+06
   255.30   7.0509465e+05   1.8022633e+06   2.0724724e+07   1.5669676e+07  -6.0028348e+06   0.0000000e+00   1.7376820e+04   2.5065797e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.8146646e+04   2.0815896e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.0697637e+03  -2.0098793e+06
   255.40   4.6443081e+05   1.4460595e+06   2.0722805e+07   1.2399602e+07  -3.7761675e+06   0.0000000e+00   1.6413048e+04   2.4030115e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.7030804e+04   1.5311704e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.6569466e+01  -2.0138414e+06
   255.50   2.1616575e+05   1.0707719e+06   2.0728564e+07   8.9277467e+06  -1.4654631e+06   0.0000000e+00   1.5638825e+04   2.3222307e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0864371e+04   1.0710947e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.3025054e+03  -2.0094110e+06
   255.60  -3.7532887e+04   6.7965051e+05   2.0746326e+07   5.2929341e+06   9.0311093e+05   0.0000000e+00   1.5244459e+04   2.2944375e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.2124446e+03   6.8049989e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.0682894e+03  -1.9964149e+06
   255.70  -2.9438146e+05   2.7623034e+05   2.0776281e+07   1.5384825e+06   3.3014798e+06   0.0000000e+00   1.5322803e+04   2.3363424e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.4797542e+04   3.2208628e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.4378533e+04  -1.9747703e+06
   255.80  -5.5201436e+05  -1.3571781e+05   2.0818345e+07  -2.2887833e+06   5.7003376e+06   0.0000000e+00   1.5876473e+04   2.4513025e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.9723827e+04  -4.9191513e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.6162720e+04  -1.9444904e+06
   255.90  -8.0802032e+05  -5.5224210e+05   2.0872210e+07  -6.1396649e+06   8.0698839e+06   0.0000000e+00   1.6811024e+04   2.6274301e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -7.9610276e+04  -4.7917523e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.1223140e+04  -1.9056860e+06
   256.00  -1.0599804e+06  -9.6926913e+05   2.0937348e+07  -9.9638289e+06   1.0380590e+07   0.0000000e+00   1.7913789e+04   2.8334124e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.1618196e+05  -1.0048024e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.9240245e+04  -1.8585653e+06
   256.10  -1.3055068e+06  -1.3826673e+06   2.1013028e+07  -1.3711098e+07   1.2603967e+07   0.0000000e+00   1.8832080e+04   3.0140281e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.5910023e+05  -1.6369604e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.9785243e+04  -1.8034304e+06
   256.20  -1.5422741e+06  -1.7883081e+06   2.1098341e+07  -1.7332878e+07   1.4713434e+07   0.0000000e+00   1.9046084e+04   3.0844387e+04   6.9876407e+01   1.1373743e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.0393800e+05  -2.3302034e+05  -7.1573684e+02  -8.1192636e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0233905e+05  -1.7406712e+06
   256.30  -1.7680419e+06  -2.1821082e+06   2.1192233e+07  -2.0783729e+07   1.6685188e+07   0.0000000e+00   1.7761311e+04   2.9097849e+04   1.2561360e+03   2.0693199e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.3818224e+05  -2.9238883e+05  -1.6156474e+04  -1.9747064e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.2631621e+05  -1.6707560e+06
   256.40  -1.9807467e+06  -2.5601420e+06   2.1293543e+07  -2.4021633e+07   1.8497951e+07   0.0000000e+00   1.5041501e+04   2.4920558e+04   3.6256732e+03   6.0459604e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.5180152e+05  -3.2589967e+05  -5.8198633e+04  -7.5120795e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.5109182e+05  -1.5942215e+06
   256.50  -2.1784934e+06  -2.9186890e+06   2.1401043e+07  -2.7009610e+07   2.0134161e+07   0.0000000e+00   1.1546519e+04   1.9339674e+04   6.4668052e+03   1.0919558e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.4194483e+05  -3.2623867e+05  -1.2953878e+05  -1.7440400e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.7602963e+05  -1.5116597e+06
   256.60  -2.3595982e+06  -3.2542988e+06   2.1513477e+07  -2.9716382e+07   2.1580094e+07   0.0000000e+00   8.1915352e+03   1.3865760e+04   8.8344065e+03   1.5115080e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.1639959e+05  -3.0152292e+05  -2.2190554e+05  -3.0907263e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0050904e+05  -1.4237050e+06
   256.70  -2.5226155e+06  -3.5638495e+06   2.1629602e+07  -3.2116952e+07   2.2826044e+07   0.0000000e+00   5.8727593e+03   1.0049994e+04   9.8288341e+03   1.7058534e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.9724118e+05  -2.8231715e+05  -3.1242791e+05  -4.4759539e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.2394942e+05  -1.3310202e+06
   256.80  -2.6662507e+06  -3.8444435e+06   2.1748220e+07  -3.4195347e+07   2.3867981e+07   0.0000000e+00   4.7068853e+03   8.1603413e+03   8.7446821e+03   1.5412185e+04   6.0858708e+02   1.0825743e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.0271057e+05  -2.9680752e+05  -3.5751158e+05  -5.2462722e+05  -2.4164860e+04  -3.5498301e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.4583037e+05  -1.2342827e+06
   256.90  -2.7895903e+06  -4.0937370e+06   2.1868208e+07  -3.5940282e+07   2.4704287e+07   0.0000000e+00   3.6908553e+03   6.4921432e+03   6.1749169e+03   1.1053953e+04   2.2946453e+03   4.1563883e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.0779239e+05  -3.1024788e+05  -3.3304117e+05  -4.9885982e+05  -1.2032010e+05  -1.8057125e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.6570679e+05  -1.1341719e+06
   257.00  -2.8920216e+06  -4.3098717e+06   2.1988534e+07  -3.7346667e+07   2.5336825e+07   0.0000000e+00   2.7911209e+03   4.9916925e+03   3.7134182e+03   6.7571441e+03   3.5805904e+03   6.6267288e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.1093020e+05  -3.2033155e+05  -2.7226729e+05  -4.1504002e+05  -2.5530490e+05  -3.9043850e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.8321865e+05  -1.0313571e+06
   257.10  -2.9731919e+06  -4.4914293e+06   2.2108281e+07  -3.8416189e+07   2.5771187e+07   0.0000000e+00   2.0185188e+03   3.6826938e+03   2.2256331e+03   4.1302273e+03   3.6913654e+03   7.0206110e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.1224291e+05  -3.2717124e+05  -2.2983961e+05  -3.5572347e+05  -3.7273989e+05  -5.7975608e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.9809532e+05  -9.2648663e+05
   257.20  -3.0328462e+06  -4.6371768e+06   2.2226648e+07  -3.9161015e+07   2.6018756e+07   0.0000000e+00   1.3777649e+03   2.5784840e+03   1.4957284e+03   2.8560674e+03   2.6165408e+03   5.1520591e+03   3.3583897e+02   6.7373958e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.1187196e+05  -3.3093114e+05  -2.2840028e+05  -3.5843878e+05  -3.9712654e+05  -6.2706826e+05  -5.0866994e+04  -8.0589293e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.1015537e+05  -8.2017994e+05
   257.30  -3.0712494e+06  -4.7467536e+06   2.2342955e+07  -3.9592182e+07   2.6089449e+07   0.0000000e+00   8.6826669e+02   1.6830784e+03   9.2605175e+02   1.8404647e+03   1.3347015e+03   2.7488108e+03   7.5197918e+02   1.5949555e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.0997413e+05  -3.3181558e+05  -2.2596227e+05  -3.5903065e+05  -3.3139531e+05  -5.3003700e+05  -1.8991431e+05  -3.0519390e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.1930209e+05  -7.1301987e+05
   257.40  -3.0888696e+06  -4.8202001e+06   2.2456641e+07  -3.9725914e+07   2.5995714e+07   0.0000000e+00   4.8509081e+02   9.9258057e+02   5.0314508e+02   1.0648252e+03   5.4921224e+02   1.2108290e+03   6.8483027e+02   1.5962108e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.0671440e+05  -3.3005707e+05  -2.2202778e+05  -3.5669808e+05  -2.5366344e+05  -4.1011496e+05  -3.3778668e+05  -5.5000997e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.2551592e+05  -6.0554773e+05
   257.50  -3.0862944e+06  -4.8578100e+06   2.2567258e+07  -3.9584817e+07   2.5753068e+07   0.0000000e+00   2.1997605e+02   4.9678868e+02   2.1645291e+02   5.1592159e+02   2.0961953e+02   5.3326242e+02   3.0496640e+02   8.7140318e+02   1.1233868e+01   3.4857201e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.0225975e+05  -3.2590528e+05  -2.1678747e+05  -3.5172567e+05  -2.3285748e+05  -3.8036248e+05  -4.0665668e+05  -6.7031720e+05  -1.6980940e+04  -2.8129195e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.2884477e+05  -4.9825976e+05
   257.60  -3.0643342e+06  -4.8603025e+06   2.2674461e+07  -3.9193693e+07   2.5377547e+07   0.0000000e+00   6.2257521e+01   1.8084681e+02   5.2649411e+01   1.7515782e+02   4.1241875e+01   1.6689257e+02   3.4066660e+01   2.1765266e+02   5.4568766e+00   7.1064729e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.9677430e+05  -3.1961781e+05  -2.1042821e+05  -3.4440625e+05  -2.2549291e+05  -3.7185587e+05  -3.5480107e+05  -5.9083150e+05  -1.3441575e+05  -2.2526506e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.2939343e+05  -3.9160540e+05
   257.70  -3.0241941e+06  -4.8290712e+06   2.2777998e+07  -3.8573692e+07   2.4882657e+07   0.0000000e+00  -1.0280812e+00   2.6976421e+01  -5.0722570e+00   2.0753495e+01  -9.1403481e+00   1.5347063e+01  -1.7953105e+01   1.2012261e+01  -3.2432304e+01   5.6096802e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.9041519e+05  -3.1145183e+05  -2.0312840e+05  -3.3503144e+05  -2.1711372e+05  -3.6109600e+05  -2.6551412e+05  -4.4572396e+05  -2.8210232e+05  -4.7797632e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.2731233e+05  -2.8598688e+05
   257.80  -2.9678063e+06  -4.7663924e+06   2.2877699e+07  -3.7750849e+07   2.4284889e+07   0.0000000e+00  -2.4167371e+01  -1.2011594e+01  -3.9550583e+01  -2.4112552e+01  -6.2435054e+01  -4.3456851e+01  -9.5735702e+01  -7.3128463e+01  -2.5617927e+02  -2.1455815e+02  -1.2655481e+00  -1.0982231e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.8332925e+05  -3.0165689e+05  -1.9505433e+05  -3.2388355e+05  -2.0790850e+05  -3.4840277e+05  -2.2203430e+05  -3.7550317e+05  -3.7392739e+05  -6.4032318e+05  -1.4645206e+03  -2.5256968e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.2278657e+05  -1.8176018e+05
   257.90  -2.8973346e+06  -4.6756380e+06   2.2973462e+07  -3.6760850e+07   2.3605634e+07   0.0000000e+00  -1.1448200e+02  -1.2172170e+02  -1.5494134e+02  -1.6828678e+02  -2.0897044e+02  -2.3108252e+02  -2.8097925e+02  -3.1546186e+02  -6.3747444e+02  -7.2819424e+02  -1.6898422e+02  -1.9462270e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.7565110e+05  -2.9046994e+05  -1.8635798e+05  -3.1123005e+05  -1.9804916e+05  -3.3407849e+05  -2.1084597e+05  -3.5927456e+05  -3.4918144e+05  -6.0325888e+05  -7.7386805e+04  -1.3481907e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.1602604e+05  -7.9237007e+04
   258.00  -2.8146083e+06  -4.5599692e+06   2.3065242e+07  -3.5631056e+07   2.2860105e+07   0.0000000e+00  -2.6363203e+02  -3.3153038e+02  -3.3467133e+02  -4.2423134e+02  -4.2585111e+02  -5.4355793e+02  -5.4307062e+02  -6.9731778e+02  -9.1387021e+02  -1.1806245e+03  -8.2510685e+02  -1.0703829e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.6750209e+05  -2.7811196e+05  -1.7717593e+05  -2.9731976e+05  -1.8768962e+05  -3.1840369e+05  -1.9914336e+05  -3.4159258e+05  -2.6741224e+05  -4.6497750e+05  -2.0032626e+05  -3.5238508e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.0725662e+05   2.1312446e+04
