
These predictions were generated by SeaState on 20-Dec-2023 at 14:15:58.




      Time       Wave1Elev       Wave2Elev       Wave3Elev
   (sec)             (m)             (m)             (m)
  873.0000  -0.3657843E-01  -0.3363367E-01   0.4552656E-01
  873.1000  -0.2283637E-01   0.1743623E-01   0.2270883E-01
  873.2000  -0.2108401E-02   0.7528570E-01   0.2765204E-02
  873.3000   0.2632119E-01   0.1286147E+00  -0.1746681E-01
  873.4000   0.6048197E-01   0.1678914E+00  -0.4106671E-01
  873.5000   0.9504886E-01   0.1881753E+00  -0.6976381E-01
  873.6000   0.1223061E+00   0.1899469E+00  -0.1029576E+00
  873.7000   0.1345987E+00   0.1778256E+00  -0.1373737E+00
  873.8000   0.1272558E+00   0.1580009E+00  -0.1676066E+00
  873.9000   0.1005890E+00   0.1356793E+00  -0.1875405E+00
  874.0000   0.5993480E-01   0.1136582E+00  -0.1922980E+00
  874.1000   0.1365255E-01   0.9243083E-01  -0.1800554E+00
  874.2000  -0.2998335E-01   0.7140413E-01  -0.1529940E+00
  874.3000  -0.6550494E-01   0.5030680E-01  -0.1169097E+00
  874.4000  -0.9131955E-01   0.2991137E-01  -0.7952141E-01
  874.5000  -0.1087497E+00   0.1171390E-01  -0.4809037E-01
  874.6000  -0.1197423E+00  -0.3117511E-02  -0.2728800E-01
  874.7000  -0.1246312E+00  -0.1477490E-01  -0.1816094E-01
  874.8000  -0.1212651E+00  -0.2510287E-01  -0.1854031E-01
  874.9000  -0.1060402E+00  -0.3687655E-01  -0.2456982E-01
  875.0000  -0.7631161E-01  -0.5239220E-01  -0.3252704E-01
  875.1000  -0.3288518E-01  -0.7209943E-01  -0.4004792E-01
  875.2000   0.1880292E-01  -0.9400059E-01  -0.4626180E-01
  875.3000   0.6957550E-01  -0.1141385E+00  -0.5099602E-01
  875.4000   0.1092115E+00  -0.1279364E+00  -0.5373668E-01
  875.5000   0.1298158E+00  -0.1317368E+00  -0.5313909E-01
  875.6000   0.1284166E+00  -0.1238427E+00  -0.4750047E-01
  875.7000   0.1077275E+00  -0.1046730E+00  -0.3595732E-01
  875.8000   0.7486137E-01  -0.7612894E-01  -0.1963414E-01
  875.9000   0.3865422E-01  -0.4064817E-01  -0.1889600E-02
  876.0000   0.6763751E-02  -0.4975158E-03   0.1274367E-01
  876.1000  -0.1635625E-01   0.4237251E-01   0.2057135E-01
  876.2000  -0.3001969E-01   0.8597994E-01   0.2071332E-01
  876.3000  -0.3649894E-01   0.1278419E+00   0.1593075E-01
  876.4000  -0.3943419E-01   0.1648107E+00   0.1169361E-01
  876.5000  -0.4220428E-01   0.1934363E+00   0.1377819E-01
  876.6000  -0.4681142E-01   0.2107442E+00   0.2550089E-01
  876.7000  -0.5347930E-01   0.2150643E+00   0.4597302E-01
  876.8000  -0.6084801E-01   0.2065102E+00   0.7031778E-01
  876.9000  -0.6650618E-01   0.1869015E+00   0.9181780E-01
  877.0000  -0.6762390E-01   0.1592074E+00   0.1049687E+00
  877.1000  -0.6156579E-01   0.1268110E+00   0.1079210E+00
  877.2000  -0.4644364E-01   0.9291543E-01   0.1030821E+00
  877.3000  -0.2158054E-01   0.6025519E-01   0.9557586E-01
  877.4000   0.1218564E-01   0.3104515E-01   0.9035919E-01
  877.5000   0.5246753E-01   0.6957019E-02   0.8948187E-01
  877.6000   0.9563757E-01  -0.1106254E-01   0.9090502E-01
  877.7000   0.1374487E+00  -0.2313584E-01   0.8949930E-01
  877.8000   0.1738176E+00  -0.3076174E-01   0.7974002E-01
  877.9000   0.2015398E+00  -0.3679465E-01   0.5878023E-01
  878.0000   0.2187258E+00  -0.4490061E-01   0.2841621E-01
  878.1000   0.2248553E+00  -0.5854713E-01  -0.4966785E-02
  878.2000   0.2204855E+00  -0.7984457E-01  -0.3240427E-01
  878.3000   0.2067747E+00  -0.1086890E+00  -0.4536958E-01
  878.4000   0.1850244E+00  -0.1425744E+00  -0.3849727E-01
  878.5000   0.1564117E+00  -0.1771766E+00  -0.1099793E-01
  878.6000   0.1219828E+00  -0.2075014E+00   0.3353435E-01
  878.7000   0.8286119E-01  -0.2291757E+00   0.8848722E-01
  878.8000   0.4052681E-01  -0.2394469E+00   0.1459589E+00
  878.9000  -0.3026849E-02  -0.2376199E+00   0.1981432E+00
  879.0000  -0.4542069E-01  -0.2249108E+00   0.2381014E+00
  879.1000  -0.8435818E-01  -0.2039004E+00   0.2601040E+00
  879.2000  -0.1183301E+00  -0.1778434E+00   0.2599227E+00
  879.3000  -0.1472915E+00  -0.1500371E+00   0.2353077E+00
  879.4000  -0.1729674E+00  -0.1233343E+00   0.1865564E+00
  879.5000  -0.1985029E+00  -0.9979497E-01   0.1168131E+00
  879.6000  -0.2274040E+00  -0.8045676E-01   0.3174248E-01
  879.7000  -0.2620256E+00  -0.6524468E-01  -0.6149762E-01
  879.8000  -0.3021434E+00  -0.5308716E-01  -0.1556758E+00
  879.9000  -0.3442337E+00  -0.4228748E-01  -0.2447526E+00
  880.0000  -0.3818902E+00  -0.3110681E-01  -0.3245108E+00
  880.1000  -0.4073854E+00  -0.1839897E-01  -0.3924099E+00
  880.2000  -0.4138921E+00  -0.4056573E-02  -0.4469272E+00
  880.3000  -0.3975500E+00   0.1093473E-01  -0.4868805E+00
  880.4000  -0.3585739E+00   0.2490048E-01  -0.5111444E+00
  880.5000  -0.3009771E+00   0.3621422E-01  -0.5188531E+00
  880.6000  -0.2310662E+00   0.4409292E-01  -0.5098332E+00
  880.7000  -0.1553812E+00   0.4914090E-01  -0.4848607E+00
  880.8000  -0.7896341E-01   0.5342690E-01  -0.4454845E+00
  880.9000  -0.4620276E-02   0.6005288E-01  -0.3934986E+00
  881.0000   0.6666484E-01   0.7235128E-01  -0.3304376E+00
  881.1000   0.1345881E+00   0.9295175E-01  -0.2574957E+00
  881.2000   0.1983783E+00   0.1229762E+00  -0.1760007E+00
  881.3000   0.2562966E+00   0.1615582E+00  -0.8815429E-01
  881.4000   0.3060113E+00   0.2057963E+00   0.2525781E-02
  881.5000   0.3455565E+00   0.2511627E+00   0.9154624E-01
  881.6000   0.3742466E+00   0.2923110E+00   0.1746077E+00
  881.7000   0.3929510E+00   0.3241462E+00   0.2490867E+00
  881.8000   0.4035102E+00   0.3429292E+00   0.3149779E+00
  881.9000   0.4075712E+00   0.3471172E+00   0.3745854E+00
  882.0000   0.4054756E+00   0.3376457E+00   0.4308615E+00
  882.1000   0.3958298E+00   0.3174735E+00   0.4850611E+00
  882.2000   0.3760501E+00   0.2904505E+00   0.5348879E+00
  882.3000   0.3436672E+00   0.2598455E+00   0.5742139E+00
  882.4000   0.2977868E+00   0.2270727E+00   0.5947660E+00
  882.5000   0.2400174E+00   0.1911535E+00   0.5891852E+00
  882.6000   0.1744387E+00   0.1492128E+00   0.5541314E+00
  882.7000   0.1066387E+00   0.9789781E-01   0.4919848E+00
  882.8000   0.4225611E-01   0.3519914E-01   0.4103310E+00
  882.9000  -0.1436270E-01  -0.3806513E-01   0.3194506E+00
  883.0000  -0.6090837E-01  -0.1177452E+00   0.2289764E+00
  883.1000  -0.9709091E-01  -0.1970955E+00   0.1452233E+00
  883.2000  -0.1240317E+00  -0.2685002E+00   0.7028691E-01
  883.3000  -0.1434324E+00  -0.3255213E+00   0.3067419E-02
  883.4000  -0.1568751E+00  -0.3644826E+00  -0.5856975E-01
  883.5000  -0.1654589E+00  -0.3850228E+00  -0.1157573E+00
  883.6000  -0.1697853E+00  -0.3895002E+00  -0.1677424E+00
  883.7000  -0.1701900E+00  -0.3816066E+00  -0.2124274E+00
  883.8000  -0.1670797E+00  -0.3648309E+00  -0.2477732E+00
  883.9000  -0.1612545E+00  -0.3413824E+00  -0.2730647E+00
  884.0000  -0.1541194E+00  -0.3119052E+00  -0.2892211E+00
  884.1000  -0.1476798E+00  -0.2759263E+00  -0.2979908E+00
  884.2000  -0.1442350E+00  -0.2326919E+00  -0.3006030E+00
  884.3000  -0.1457471E+00  -0.1819670E+00  -0.2968038E+00
  884.4000  -0.1530130E+00  -0.1245132E+00  -0.2849806E+00
  884.5000  -0.1649345E+00  -0.6219081E-01  -0.2634156E+00
  884.6000  -0.1782626E+00   0.2182214E-02  -0.2319868E+00
  884.7000  -0.1881023E+00   0.6503698E-01  -0.1932997E+00
  884.8000  -0.1891815E+00   0.1222536E+00  -0.1524772E+00
  884.9000  -0.1775250E+00   0.1694195E+00  -0.1155361E+00
  885.0000  -0.1519136E+00   0.2022825E+00  -0.8705802E-01
  885.1000  -0.1145017E+00   0.2174636E+00  -0.6827718E-01
  885.2000  -0.7026261E-01   0.2133081E+00  -0.5654880E-01
  885.3000  -0.2541644E-01   0.1905811E+00  -0.4650173E-01
  885.4000   0.1455907E-01   0.1526579E+00  -0.3238058E-01
  885.5000   0.4653978E-01   0.1050007E+00  -0.1054479E-01
  885.6000   0.7035924E-01   0.5399467E-01   0.1892819E-01
  885.7000   0.8822278E-01   0.5508950E-02   0.5212895E-01
  885.8000   0.1032543E+00  -0.3630830E-01   0.8261228E-01
  885.9000   0.1178376E+00  -0.6957168E-01   0.1034822E+00
  886.0000   0.1324331E+00  -0.9439479E-01   0.1094614E+00
  886.1000   0.1452796E+00  -0.1120240E+00   0.9831526E-01
  886.2000   0.1529888E+00  -0.1238162E+00   0.7137140E-01
  886.3000   0.1517070E+00  -0.1305266E+00   0.3320102E-01
  886.4000   0.1383871E+00  -0.1321674E+00  -0.9320315E-02
  886.5000   0.1117837E+00  -0.1283834E+00  -0.4835968E-01
  886.6000   0.7296680E-01  -0.1190334E+00  -0.7670972E-01
  886.7000   0.2530721E-01  -0.1045885E+00  -0.8939406E-01
  886.8000  -0.2602523E-01  -0.8610260E-01  -0.8495500E-01
  886.9000  -0.7498376E-01  -0.6477738E-01  -0.6598715E-01
  887.0000  -0.1158723E+00  -0.4138814E-01  -0.3856643E-01
  887.1000  -0.1446590E+00  -0.1592518E-01  -0.1055318E-01
  887.2000  -0.1600173E+00   0.1230690E-01   0.1077955E-01
  887.3000  -0.1636889E+00   0.4414193E-01   0.2096186E-01
  887.4000  -0.1598898E+00   0.7981189E-01   0.1951102E-01
  887.5000  -0.1538112E+00   0.1183862E+00   0.9583740E-02
  887.6000  -0.1496773E+00   0.1576845E+00  -0.3743066E-02
  887.7000  -0.1490931E+00   0.1947294E+00  -0.1577991E-01
  887.8000  -0.1503843E+00   0.2265517E+00  -0.2406782E-01
  887.9000  -0.1492523E+00   0.2510037E+00  -0.2895578E-01
  888.0000  -0.1404900E+00   0.2672518E+00  -0.3275443E-01
  888.1000  -0.1200180E+00   0.2757852E+00  -0.3801326E-01
  888.2000  -0.8636190E-01   0.2779956E+00  -0.4587172E-01
  888.3000  -0.4097312E-01   0.2755511E+00  -0.5531621E-01
  888.4000   0.1262037E-01   0.2698196E+00  -0.6363330E-01
  888.5000   0.7029189E-01   0.2615148E+00  -0.6768291E-01
  888.6000   0.1286283E+00   0.2505978E+00  -0.6520401E-01
  888.7000   0.1854745E+00   0.2363627E+00  -0.5542884E-01
  888.8000   0.2396087E+00   0.2176121E+00  -0.3875529E-01
  888.9000   0.2899595E+00   0.1928822E+00  -0.1582255E-01
  889.0000   0.3350051E+00   0.1607388E+00   0.1330842E-01
  889.1000   0.3728026E+00   0.1201793E+00   0.4925959E-01
  889.2000   0.4016245E+00   0.7110904E-01   0.9258847E-01
  889.3000   0.4207263E+00   0.1475729E-01   0.1426284E+00
  889.4000   0.4306256E+00  -0.4617520E-01   0.1966689E+00
  889.5000   0.4325560E+00  -0.1078041E+00   0.2500937E+00
  889.6000   0.4272989E+00  -0.1658029E+00   0.2975684E+00
  889.7000   0.4140610E+00  -0.2164022E+00   0.3347577E+00
  889.8000   0.3901554E+00  -0.2573004E+00   0.3597075E+00
  889.9000   0.3518572E+00  -0.2881215E+00   0.3731571E+00
  890.0000   0.2961523E+00  -0.3102283E+00   0.3775928E+00
  890.1000   0.2225342E+00  -0.3259574E+00   0.3755112E+00
  890.2000   0.1339007E+00  -0.3376004E+00   0.3677769E+00
  890.3000   0.3601740E-01  -0.3465433E+00   0.3529085E+00
  890.4000  -0.6422916E-01  -0.3528887E+00   0.3276384E+00
  890.5000  -0.1609206E+00  -0.3556309E+00   0.2884539E+00
  890.6000  -0.2504850E+00  -0.3531994E+00   0.2333561E+00
  890.7000  -0.3317182E+00  -0.3440453E+00   0.1630297E+00
  890.8000  -0.4045723E+00  -0.3269958E+00   0.8096050E-01
  890.9000  -0.4685326E+00  -0.3013039E+00  -0.7425802E-02
  891.0000  -0.5216234E+00  -0.2665424E+00  -0.9611586E-01
  891.1000  -0.5606939E+00  -0.2225996E+00  -0.1797535E+00
  891.2000  -0.5828493E+00  -0.1699433E+00  -0.2543925E+00
  891.3000  -0.5871817E+00  -0.1101032E+00  -0.3177118E+00
  891.4000  -0.5757133E+00  -0.4607899E-01  -0.3689047E+00
  891.5000  -0.5528768E+00   0.1769249E-01  -0.4084841E+00
  891.6000  -0.5236700E+00   0.7602909E-01  -0.4380794E+00
  891.7000  -0.4913949E+00   0.1242502E+00  -0.4601194E+00
  891.8000  -0.4561706E+00   0.1595373E+00  -0.4772444E+00
  891.9000  -0.4150310E+00   0.1818205E+00  -0.4914486E+00
  892.0000  -0.3635868E+00   0.1937389E+00  -0.5032177E+00
  892.1000  -0.2984127E+00   0.1996195E+00  -0.5110868E+00
  892.2000  -0.2189659E+00   0.2038703E+00  -0.5119653E+00
  892.3000  -0.1281333E+00   0.2094682E+00  -0.5022354E+00
  892.4000  -0.3126505E-01   0.2171878E+00  -0.4792093E+00
  892.5000   0.6566306E-01   0.2258474E+00  -0.4422704E+00
  892.6000   0.1577434E+00   0.2333601E+00  -0.3931105E+00
  892.7000   0.2418891E+00   0.2379884E+00  -0.3349006E+00
  892.8000   0.3164919E+00   0.2391388E+00  -0.2707795E+00
  892.9000   0.3804884E+00   0.2373162E+00  -0.2024310E+00
  893.0000   0.4326173E+00   0.2333448E+00  -0.1295016E+00
  893.1000   0.4714032E+00   0.2273724E+00  -0.5019671E-01
  893.2000   0.4958186E+00   0.2183041E+00   0.3720835E-01
  893.3000   0.5060517E+00   0.2040661E+00   0.1326861E+00
  893.4000   0.5036950E+00   0.1826297E+00   0.2334270E+00
  893.5000   0.4910498E+00   0.1532787E+00   0.3339549E+00
  893.6000   0.4698887E+00   0.1174324E+00   0.4273090E+00
  893.7000   0.4404795E+00   0.7853951E-01   0.5067270E+00
  893.8000   0.4016452E+00   0.4103366E-01   0.5670992E+00
  893.9000   0.3520539E+00   0.8824280E-02   0.6056924E+00
  894.0000   0.2921416E+00  -0.1596160E-01   0.6220882E+00
  894.1000   0.2255349E+00  -0.3340986E-01   0.6176630E+00
  894.2000   0.1589485E+00  -0.4528419E-01   0.5950574E+00
  894.3000   0.1002788E+00  -0.5388079E-01   0.5578742E+00
  894.4000   0.5563308E-01  -0.6091627E-01   0.5105143E+00
  894.5000   0.2673332E-01  -0.6701595E-01   0.4578217E+00
  894.6000   0.1010049E-01  -0.7199028E-01   0.4042815E+00
  894.7000  -0.1407349E-02  -0.7562058E-01   0.3528437E+00
  894.8000  -0.1532887E-01  -0.7839136E-01   0.3038464E+00
  894.9000  -0.3617277E-01  -0.8165923E-01   0.2546914E+00
  895.0000  -0.6354029E-01  -0.8710977E-01   0.2007189E+00
  895.1000  -0.9274501E-01  -0.9579963E-01   0.1371878E+00
  895.2000  -0.1176006E+00  -0.1073638E+00   0.6166316E-01
  895.3000  -0.1339190E+00  -0.1199055E+00  -0.2422119E-01
  895.4000  -0.1419016E+00  -0.1307203E+00  -0.1144923E+00
  895.5000  -0.1461961E+00  -0.1375288E+00  -0.2003204E+00
  895.6000  -0.1536293E+00  -0.1395860E+00  -0.2727217E+00
  895.7000  -0.1698287E+00  -0.1380665E+00  -0.3253923E+00
  895.8000  -0.1964875E+00  -0.1354920E+00  -0.3565185E+00
  895.9000  -0.2306215E+00  -0.1344738E+00  -0.3688812E+00
  896.0000  -0.2660677E+00  -0.1364041E+00  -0.3683449E+00
  896.1000  -0.2962862E+00  -0.1407609E+00  -0.3615008E+00
  896.2000  -0.3169090E+00  -0.1453697E+00  -0.3535024E+00
  896.3000  -0.3267417E+00  -0.1474629E+00  -0.3469082E+00
  896.4000  -0.3268861E+00  -0.1449823E+00  -0.3417637E+00
  896.5000  -0.3187562E+00  -0.1374622E+00  -0.3365669E+00
  896.6000  -0.3023695E+00  -0.1260839E+00  -0.3294403E+00
  896.7000  -0.2760760E+00  -0.1129384E+00  -0.3189121E+00
  896.8000  -0.2379733E+00  -0.9993505E-01  -0.3040816E+00
  896.9000  -0.1881828E+00  -0.8793862E-01  -0.2843487E+00
  897.0000  -0.1305488E+00  -0.7654504E-01  -0.2591119E+00
  897.1000  -0.7253811E-01  -0.6453043E-01  -0.2277538E+00
  897.2000  -0.2305807E-01  -0.5064953E-01  -0.1899643E+00
  897.3000   0.1092465E-01  -0.3431143E-01  -0.1461696E+00
  897.4000   0.2734449E-01  -0.1578128E-01  -0.9774498E-01
  897.5000   0.3005138E-01   0.4134985E-02  -0.4682803E-01
  897.6000   0.2726263E-01   0.2467223E-01   0.4181250E-02
  897.7000   0.2809025E-01   0.4557579E-01   0.5313440E-01
  897.8000   0.3873949E-01   0.6719023E-01   0.9835381E-01
  897.9000   0.6013957E-01   0.9014991E-01   0.1384540E+00
  898.0000   0.8806486E-01   0.1148920E+00   0.1719527E+00
  898.1000   0.1155922E+00   0.1412972E+00   0.1970412E+00
  898.2000   0.1366373E+00   0.1686497E+00   0.2118279E+00
  898.3000   0.1488477E+00   0.1958923E+00   0.2150842E+00
  898.4000   0.1545201E+00   0.2219654E+00   0.2071726E+00
  898.5000   0.1592140E+00   0.2459856E+00   0.1906276E+00
  898.6000   0.1688459E+00   0.2671579E+00   0.1699433E+00
  898.7000   0.1867239E+00   0.2845136E+00   0.1504679E+00
  898.8000   0.2119236E+00   0.2967159E+00   0.1367624E+00
  898.9000   0.2396920E+00   0.3021474E+00   0.1310831E+00
  899.0000   0.2635783E+00   0.2993239E+00   0.1326558E+00
  899.1000   0.2782136E+00   0.2874570E+00   0.1380802E+00
  899.2000   0.2814393E+00   0.2668664E+00   0.1427178E+00
  899.3000   0.2748751E+00   0.2389911E+00   0.1424902E+00
  899.4000   0.2627851E+00   0.2059634E+00   0.1353667E+00
  899.5000   0.2498691E+00   0.1699445E+00   0.1219908E+00
  899.6000   0.2390201E+00   0.1325467E+00   0.1052941E+00
  899.7000   0.2300185E+00   0.9460790E-01   0.8936323E-01
  899.8000   0.2196469E+00   0.5636194E-01   0.7807489E-01
  899.9000   0.2030764E+00   0.1782514E-01   0.7400741E-01
  900.0000   0.1758664E+00  -0.2089073E-01   0.7792260E-01
  900.1000   0.1357516E+00  -0.5953391E-01   0.8882479E-01
  900.2000   0.8356155E-01  -0.9790944E-01   0.1043912E+00
  900.3000   0.2302791E-01  -0.1360794E+00   0.1215101E+00
  900.4000  -0.4032085E-01  -0.1742883E+00   0.1367410E+00
  900.5000  -0.1006793E+00  -0.2125052E+00   0.1466476E+00
  900.6000  -0.1533380E+00  -0.2497689E+00   0.1480550E+00
  900.7000  -0.1955033E+00  -0.2837548E+00   0.1383126E+00
  900.8000  -0.2264285E+00  -0.3109821E+00   0.1155963E+00
  900.9000  -0.2469911E+00  -0.3277916E+00   0.7922989E-01
  901.0000  -0.2590023E+00  -0.3317894E+00   0.2995997E-01
  901.1000  -0.2645416E+00  -0.3230976E+00  -0.2988213E-01
  901.2000  -0.2655020E+00  -0.3047068E+00  -0.9638924E-01
  901.3000  -0.2633732E+00  -0.2815724E+00  -0.1643068E+00
  901.4000  -0.2591749E+00  -0.2586920E+00  -0.2275246E+00
  901.5000  -0.2534288E+00  -0.2389564E+00  -0.2798500E+00
  901.6000  -0.2461147E+00  -0.2217855E+00  -0.3160050E+00
  901.7000  -0.2366550E+00  -0.2032818E+00  -0.3326719E+00
  901.8000  -0.2240338E+00  -0.1779686E+00  -0.3292981E+00
  901.9000  -0.2071342E+00  -0.1414323E+00  -0.3083411E+00
  902.0000  -0.1852657E+00  -0.9271616E-01  -0.2747461E+00
  902.1000  -0.1587171E+00  -0.3538233E-01  -0.2347026E+00
  902.2000  -0.1290754E+00   0.2326820E-01  -0.1940173E+00
  902.3000  -0.9909310E-01   0.7450470E-01  -0.1566535E+00
  902.4000  -0.7204288E-01   0.1110158E+00  -0.1239792E+00
  902.5000  -0.5073307E-01   0.1291033E+00  -0.9501269E-01
  902.6000  -0.3654603E-01   0.1293726E+00  -0.6756339E-01
  902.7000  -0.2890315E-01   0.1157893E+00  -0.3977334E-01
  902.8000  -0.2541495E-01   0.9370679E-01  -0.1139610E-01
  902.9000  -0.2269665E-01   0.6786188E-01   0.1574175E-01
  903.0000  -0.1754006E-01   0.4123037E-01   0.3828575E-01
  903.1000  -0.7971277E-02   0.1510947E-01   0.5265381E-01
  903.2000   0.6223787E-02  -0.9850317E-02   0.5651697E-01
  903.3000   0.2368531E-01  -0.3238894E-01   0.4983030E-01
  903.4000   0.4223429E-01  -0.4991687E-01   0.3500115E-01
  903.5000   0.5981343E-01  -0.5873789E-01   0.1616475E-01
  903.6000   0.7517861E-01  -0.5509814E-01  -0.2105441E-02
  903.7000   0.8806559E-01  -0.3652372E-01  -0.1613382E-01
  903.8000   0.9883593E-01  -0.2805786E-02  -0.2405231E-01
  903.9000   0.1078683E+00   0.4378213E-01  -0.2602678E-01
  904.0000   0.1150628E+00   0.9903849E-01  -0.2381863E-01
  904.1000   0.1197392E+00   0.1578168E+00  -0.1991118E-01
  904.2000   0.1209721E+00   0.2149704E+00  -0.1651941E-01
  904.3000   0.1181642E+00   0.2659424E+00  -0.1478027E-01
  904.4000   0.1115297E+00   0.3069758E+00  -0.1433235E-01
  904.5000   0.1022108E+00   0.3351587E+00  -0.1339375E-01
  904.6000   0.9195190E-01   0.3485729E+00  -0.9335095E-02
  904.7000   0.8248959E-01   0.3466444E+00   0.3715332E-03
  904.8000   0.7496610E-01   0.3305396E+00   0.1708520E-01
  904.9000   0.6965935E-01   0.3032751E+00   0.4017069E-01
  905.0000   0.6615921E-01   0.2692567E+00   0.6678746E-01
  905.1000   0.6388893E-01   0.2332197E+00   0.9251369E-01
  905.2000   0.6269959E-01   0.1988889E+00   0.1127241E+00
  905.3000   0.6322578E-01   0.1678949E+00   0.1242838E+00
  905.4000   0.6680983E-01   0.1394476E+00   0.1268847E+00
  905.5000   0.7500368E-01   0.1109538E+00   0.1233854E+00
  905.6000   0.8885648E-01   0.7933203E-01   0.1188677E+00
  905.7000   0.1082885E+00   0.4243726E-01   0.1186771E+00
  905.8000   0.1318178E+00  -0.4468994E-04   0.1262198E+00
  905.9000   0.1567513E+00  -0.4660966E-01   0.1414892E+00
  906.0000   0.1797726E+00  -0.9476699E-01   0.1610388E+00
  906.1000   0.1977129E+00  -0.1421869E+00   0.1794952E+00
  906.2000   0.2082427E+00  -0.1875026E+00   0.1919769E+00
  906.3000   0.2102755E+00  -0.2303044E+00   0.1963136E+00
  906.4000   0.2039918E+00  -0.2703169E+00   0.1940015E+00
  906.5000   0.1905227E+00  -0.3062296E+00   0.1893916E+00
  906.6000   0.1714292E+00  -0.3348992E+00   0.1874402E+00
  906.7000   0.1481518E+00  -0.3515245E+00   0.1910600E+00
  906.8000   0.1215909E+00  -0.3509421E+00   0.1993310E+00
  906.9000   0.9191381E-01  -0.3296316E+00   0.2074516E+00
  907.0000   0.5862565E-01  -0.2876135E+00   0.2084961E+00
  907.1000   0.2086778E-01  -0.2293863E+00   0.1961956E+00
  907.2000  -0.2213792E-01  -0.1633997E+00   0.1674869E+00
  907.3000  -0.7061311E-01  -0.1001519E+00   0.1237053E+00
  907.4000  -0.1238375E+00  -0.4954687E-01   0.6995673E-01
  907.5000  -0.1799627E+00  -0.1842927E-01   0.1305711E-01
  907.6000  -0.2360937E+00  -0.9099282E-02  -0.4094621E-01
  907.7000  -0.2886445E+00  -0.1918556E-01  -0.8855327E-01
  907.8000  -0.3339003E+00  -0.4272874E-01  -0.1292111E+00
  907.9000  -0.3686576E+00  -0.7193462E-01  -0.1643774E+00
  908.0000  -0.3907795E+00  -0.9894622E-01  -0.1959294E+00
  908.1000  -0.3995194E+00  -0.1171638E+00  -0.2248238E+00
  908.2000  -0.3955328E+00  -0.1219601E+00  -0.2506630E+00
  908.3000  -0.3805912E+00  -0.1109304E+00  -0.2722592E+00
  908.4000  -0.3570978E+00  -0.8392078E-01  -0.2887332E+00
  908.5000  -0.3275639E+00  -0.4299986E-01  -0.3004387E+00
  908.6000  -0.2941879E+00   0.7656616E-02  -0.3091606E+00
  908.7000  -0.2586264E+00   0.6214037E-01  -0.3174720E+00
  908.8000  -0.2219551E+00   0.1136127E+00  -0.3276007E+00
  908.9000  -0.1847543E+00   0.1555300E+00  -0.3403854E+00
  909.0000  -0.1472343E+00   0.1830447E+00  -0.3547963E+00
  909.1000  -0.1093452E+00   0.1941563E+00  -0.3681594E+00
  909.2000  -0.7087781E-01   0.1901841E+00  -0.3768607E+00
  909.3000  -0.3159213E-01   0.1753410E+00  -0.3771347E+00
  909.4000   0.8590405E-02   0.1554931E+00  -0.3656268E+00
  909.5000   0.4936215E-01   0.1364966E+00  -0.3396789E+00
  909.6000   0.8986401E-01   0.1226326E+00  -0.2975172E+00
  909.7000   0.1286991E+00   0.1156049E+00  -0.2385806E+00
  909.8000   0.1641901E+00   0.1143362E+00  -0.1640487E+00
  909.9000   0.1948249E+00   0.1155240E+00  -0.7736723E-01
  910.0000   0.2197069E+00   0.1147013E+00   0.1562183E-01
  910.1000   0.2387796E+00   0.1074669E+00   0.1072750E+00
  910.2000   0.2526670E+00   0.9058873E-01   0.1894988E+00
  910.3000   0.2621619E+00   0.6278960E-01   0.2555004E+00
  910.4000   0.2676050E+00   0.2512372E-01   0.3013166E+00
  910.5000   0.2685078E+00  -0.1908700E-01   0.3265285E+00
  910.6000   0.2636977E+00  -0.6475815E-01   0.3338965E+00
  910.7000   0.2520119E+00  -0.1059477E+00   0.3281074E+00
  910.8000   0.2332444E+00  -0.1370368E+00   0.3141890E+00
  910.9000   0.2088425E+00  -0.1539537E+00   0.2962229E+00
  911.0000   0.1818788E+00  -0.1551164E+00   0.2767603E+00
  911.1000   0.1561329E+00  -0.1417908E+00   0.2569569E+00
  911.2000   0.1345678E+00  -0.1176894E+00   0.2371114E+00
  911.3000   0.1178512E+00  -0.8789414E-01   0.2171934E+00
  911.4000   0.1036678E+00  -0.5743279E-01   0.1971042E+00
  911.5000   0.8727933E-01  -0.2999565E-01   0.1766893E+00
  911.6000   0.6325019E-01  -0.7241064E-02   0.1557299E+00
  911.7000   0.2770470E-01   0.1109002E-01   0.1341318E+00
  911.8000  -0.1981270E-01   0.2635919E-01   0.1123207E+00
  911.9000  -0.7566842E-01   0.3991364E-01   0.9159561E-01
  912.0000  -0.1329572E+00   0.5218138E-01   0.7408357E-01
  912.1000  -0.1834668E+00   0.6238612E-01   0.6208551E-01
  912.2000  -0.2199829E+00   0.6899142E-01   0.5696490E-01
  912.3000  -0.2380505E+00   0.7064401E-01   0.5808268E-01
  912.4000  -0.2366302E+00   0.6714848E-01   0.6240797E-01
  912.5000  -0.2176273E+00   0.5998583E-01   0.6519933E-01
  912.6000  -0.1847463E+00   0.5209291E-01   0.6164042E-01
  912.7000  -0.1423005E+00   0.4696007E-01   0.4878692E-01
  912.8000  -0.9444367E-01   0.4741880E-01   0.2692594E-01
  912.9000  -0.4491579E-01   0.5464075E-01  -0.3553040E-03
  913.0000   0.2929112E-02   0.6777962E-01  -0.2751707E-01
  913.1000   0.4615399E-01   0.8440035E-01  -0.4927639E-01
  913.2000   0.8250730E-01   0.1014853E+00  -0.6268445E-01
