
These predictions were generated by SubDyn on 26-Jun-2026 at 16:31:56.




    Time	  M1N1TDxss	  M1N2TDxss	  M2N1TDxss	  M2N2TDxss	  M1N2TDzss	  M2N2TDzss	   M1N1RDxe	   M1N1RDye	   M1N1RDze	   M1N2RDxe	   M1N2RDye	   M1N2RDze	   M2N1RDxe	   M2N1RDye	   M2N1RDze	   M2N2RDxe	   M2N2RDye	   M2N2RDze	   M1N1TAxe	   M1N1TAye	   M1N1TAze	   M1N2TAxe	   M1N2TAye	   M1N2TAze	   M2N1TAxe	   M2N1TAye	   M2N1TAze	   M2N2TAxe	   M2N2TAye	   M2N2TAze	   M1N1RAxe	   M1N1RAye	   M1N1RAze	   M1N2RAxe	   M1N2RAye	   M1N2RAze	   M2N1RAxe	   M2N1RAye	   M2N1RAze	   M2N2RAxe	   M2N2RAye	   M2N2RAze	  IntfTDXss	  IntfTDYss	  IntfTDZss	  IntfRDXss	  IntfRDYss	  IntfRDZss	   IntfFXss	   IntfFYss	   IntfFZss	   IntfMXss	   IntfMYss	   IntfMZss	  ReactFXss	  ReactFYss	  ReactFZss	  ReactMXss	  ReactMYss	  ReactMZss	   M1J1FKxe	   M1J1FKye	   M1J1FKze	   M1J1MKxe	   M1J1MKye	   M1J1MKze	   M1J2FKxe	   M1J2FKye	   M1J2FKze	   M1J2MKxe	   M1J2MKye	   M1J2MKze	   M2J1FKxe	   M2J1FKye	   M2J1FKze	   M2J1MKxe	   M2J1MKye	   M2J1MKze	   M2J2FKxe	   M2J2FKye	   M2J2FKze	   M2J2MKxe	   M2J2MKye	   M2J2MKze
    8.7100	 -2.83873587E-02	 -2.83877764E-02	 -2.83877764E-02	  6.94877414E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -5.62052926E-07	  0.00000000E+00	  0.00000000E+00	  7.06569836E-03	  0.00000000E+00	  0.00000000E+00	  7.06825969E-03	  0.00000000E+00	  1.00861920E-01	  0.00000000E+00	  0.00000000E+00	  1.00863169E-01	  0.00000000E+00	  0.00000000E+00	  1.00863169E-01	  0.00000000E+00	  0.00000000E+00	 -2.65936967E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.66675593E-06	  0.00000000E+00	  0.00000000E+00	 -2.54864033E-02	  0.00000000E+00	  0.00000000E+00	 -2.54942886E-02	  0.00000000E+00	 -2.83873587E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  2.54408115E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -3.85574756E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.32851810E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.19816619E+01	  0.00000000E+00	 -1.12622319E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  7.22878050E-01	  0.00000000E+00	 -1.15929117E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.27935794E+00	  0.00000000E+00	 -7.16641902E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -2.08557407E-01	  0.00000000E+00
    8.7200	 -2.90381174E-02	 -2.90385458E-02	 -2.90385458E-02	  6.20183721E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -5.77111748E-07	  0.00000000E+00	  0.00000000E+00	  7.04643042E-03	  0.00000000E+00	  0.00000000E+00	  7.04904705E-03	  0.00000000E+00	  1.03174103E-01	  0.00000000E+00	  0.00000000E+00	  1.03175394E-01	  0.00000000E+00	  0.00000000E+00	  1.03175394E-01	  0.00000000E+00	  0.00000000E+00	 -2.42393203E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.72488154E-06	  0.00000000E+00	  0.00000000E+00	 -2.54778373E-02	  0.00000000E+00	  0.00000000E+00	 -2.54859402E-02	  0.00000000E+00	 -2.90381174E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  2.66819089E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -4.22932802E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.35958957E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.22805752E+01	  0.00000000E+00	 -1.15264251E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  7.21326508E-01	  0.00000000E+00	 -1.18648240E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.29061405E+00	  0.00000000E+00	 -7.35532331E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -2.13169124E-01	  0.00000000E+00
    8.7300	 -2.96799650E-02	 -2.96804040E-02	 -2.96804040E-02	  5.45107121E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -5.91998095E-07	  0.00000000E+00	  0.00000000E+00	  7.02461493E-03	  0.00000000E+00	  0.00000000E+00	  7.02728604E-03	  0.00000000E+00	  1.05454625E-01	  0.00000000E+00	  0.00000000E+00	  1.05455956E-01	  0.00000000E+00	  0.00000000E+00	  1.05455956E-01	  0.00000000E+00	  0.00000000E+00	 -2.18705892E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.78250996E-06	  0.00000000E+00	  0.00000000E+00	 -2.54600694E-02	  0.00000000E+00	  0.00000000E+00	 -2.54683876E-02	  0.00000000E+00	 -2.96799650E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  2.79163533E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -4.60227605E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.39024514E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.25757715E+01	  0.00000000E+00	 -1.17870939E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  7.19515094E-01	  0.00000000E+00	 -1.21331084E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.30143570E+00	  0.00000000E+00	 -7.54202438E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -2.17715064E-01	  0.00000000E+00
    8.7400	 -3.03126495E-02	 -3.03130990E-02	 -3.03130990E-02	  4.69673692E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -6.06706203E-07	  0.00000000E+00	  0.00000000E+00	  7.00025366E-03	  0.00000000E+00	  0.00000000E+00	  7.00297843E-03	  0.00000000E+00	  1.07702589E-01	  0.00000000E+00	  0.00000000E+00	  1.07703961E-01	  0.00000000E+00	  0.00000000E+00	  1.07703961E-01	  0.00000000E+00	  0.00000000E+00	 -1.94883238E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.83961902E-06	  0.00000000E+00	  0.00000000E+00	 -2.54330849E-02	  0.00000000E+00	  0.00000000E+00	 -2.54416157E-02	  0.00000000E+00	 -3.03126495E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  2.91436845E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -4.97445578E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.42047279E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.28671359E+01	  0.00000000E+00	 -1.20441364E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  7.17443841E-01	  0.00000000E+00	 -1.23976599E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.31181797E+00	  0.00000000E+00	 -7.72644986E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -2.22193436E-01	  0.00000000E+00
    8.7500	 -3.09359217E-02	 -3.09363815E-02	 -3.09363815E-02	  3.93909696E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -6.21230363E-07	  0.00000000E+00	  0.00000000E+00	  6.97334932E-03	  0.00000000E+00	  0.00000000E+00	  6.97612689E-03	  0.00000000E+00	  1.09917111E-01	  0.00000000E+00	  0.00000000E+00	  1.09918524E-01	  0.00000000E+00	  0.00000000E+00	  1.09918524E-01	  0.00000000E+00	  0.00000000E+00	 -1.70933513E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.89618673E-06	  0.00000000E+00	  0.00000000E+00	 -2.53968720E-02	  0.00000000E+00	  0.00000000E+00	 -2.54056128E-02	  0.00000000E+00	 -3.09359217E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  3.03634437E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -5.34573132E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.45026065E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.31545545E+01	  0.00000000E+00	 -1.22974514E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  7.15112874E-01	  0.00000000E+00	 -1.26583744E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.32175608E+00	  0.00000000E+00	 -7.90852853E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -2.26602470E-01	  0.00000000E+00
    8.7600	 -3.15495353E-02	 -3.15500053E-02	 -3.15500053E-02	  3.17841571E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -6.35564919E-07	  0.00000000E+00	  0.00000000E+00	  6.94390551E-03	  0.00000000E+00	  0.00000000E+00	  6.94673502E-03	  0.00000000E+00	  1.12097316E-01	  0.00000000E+00	  0.00000000E+00	  1.12098768E-01	  0.00000000E+00	  0.00000000E+00	  1.12098768E-01	  0.00000000E+00	  0.00000000E+00	 -1.46865055E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.95219121E-06	  0.00000000E+00	  0.00000000E+00	 -2.53514226E-02	  0.00000000E+00	  0.00000000E+00	 -2.53603707E-02	  0.00000000E+00	 -3.15495353E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  3.15751738E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -5.71596677E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.47959696E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.34379146E+01	  0.00000000E+00	 -1.25469391E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  7.12522415E-01	  0.00000000E+00	 -1.29151492E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.33124541E+00	  0.00000000E+00	 -8.08818874E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -2.30940416E-01	  0.00000000E+00
    8.7700	 -3.21532469E-02	 -3.21537270E-02	 -3.21537270E-02	  2.41495920E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -6.49704270E-07	  0.00000000E+00	  0.00000000E+00	  6.91192680E-03	  0.00000000E+00	  0.00000000E+00	  6.91480734E-03	  0.00000000E+00	  1.14242338E-01	  0.00000000E+00	  0.00000000E+00	  1.14243830E-01	  0.00000000E+00	  0.00000000E+00	  1.14243830E-01	  0.00000000E+00	  0.00000000E+00	 -1.22686266E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  2.00761077E-06	  0.00000000E+00	  0.00000000E+00	 -2.52967317E-02	  0.00000000E+00	  0.00000000E+00	 -2.53058845E-02	  0.00000000E+00	 -3.21532469E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  3.27784196E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -6.08502631E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.50847011E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.37171048E+01	  0.00000000E+00	 -1.27925008E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  7.09672776E-01	  0.00000000E+00	 -1.31678828E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.34028147E+00	  0.00000000E+00	 -8.26536060E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -2.35205547E-01	  0.00000000E+00
    8.7800	 -3.27468163E-02	 -3.27473062E-02	 -3.27473062E-02	  1.64899505E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -6.63642875E-07	  0.00000000E+00	  0.00000000E+00	  6.87741865E-03	  0.00000000E+00	  0.00000000E+00	  6.88034931E-03	  0.00000000E+00	  1.16351324E-01	  0.00000000E+00	  0.00000000E+00	  1.16352855E-01	  0.00000000E+00	  0.00000000E+00	  1.16352855E-01	  0.00000000E+00	  0.00000000E+00	 -9.84056068E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  2.06242388E-06	  0.00000000E+00	  0.00000000E+00	 -2.52327980E-02	  0.00000000E+00	  0.00000000E+00	 -2.52421524E-02	  0.00000000E+00	 -3.27468163E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  3.39727281E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -6.45277422E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.53686864E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.39920150E+01	  0.00000000E+00	 -1.30340390E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  7.06564367E-01	  0.00000000E+00	 -1.34164746E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.34885994E+00	  0.00000000E+00	 -8.43997419E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -2.39396160E-01	  0.00000000E+00
    8.7900	 -3.33300062E-02	 -3.33305059E-02	 -3.33305059E-02	  8.80792314E-04	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -6.77375253E-07	  0.00000000E+00	  0.00000000E+00	  6.84038744E-03	  0.00000000E+00	  0.00000000E+00	  6.84336729E-03	  0.00000000E+00	  1.18423431E-01	  0.00000000E+00	  0.00000000E+00	  1.18425001E-01	  0.00000000E+00	  0.00000000E+00	  1.18425001E-01	  0.00000000E+00	  0.00000000E+00	 -7.40315944E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  2.11660918E-06	  0.00000000E+00	  0.00000000E+00	 -2.51596232E-02	  0.00000000E+00	  0.00000000E+00	 -2.51691763E-02	  0.00000000E+00	 -3.33300062E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  3.51576483E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -6.81907496E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.56478121E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.42625363E+01	  0.00000000E+00	 -1.32714573E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  7.03197689E-01	  0.00000000E+00	 -1.36608257E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.35697667E+00	  0.00000000E+00	 -8.61196090E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -2.43510572E-01	  0.00000000E+00
    8.8000	 -3.39025827E-02	 -3.39030919E-02	 -3.39030919E-02	  1.10621466E-04	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -6.90895987E-07	  0.00000000E+00	  0.00000000E+00	  6.80084051E-03	  0.00000000E+00	  0.00000000E+00	  6.80386858E-03	  0.00000000E+00	  1.20457829E-01	  0.00000000E+00	  0.00000000E+00	  1.20459436E-01	  0.00000000E+00	  0.00000000E+00	  1.20459436E-01	  0.00000000E+00	  0.00000000E+00	 -4.95728008E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  2.17014552E-06	  0.00000000E+00	  0.00000000E+00	 -2.50772125E-02	  0.00000000E+00	  0.00000000E+00	 -2.50869614E-02	  0.00000000E+00	 -3.39025827E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  3.63327316E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -7.18379319E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.59219667E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.45285611E+01	  0.00000000E+00	 -1.35046609E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  6.99573341E-01	  0.00000000E+00	 -1.39008382E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.36462764E+00	  0.00000000E+00	 -8.78125282E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -2.47547127E-01	  0.00000000E+00
    8.8100	 -3.44643152E-02	 -3.44648339E-02	 -3.44648339E-02	 -6.61245758E-04	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -7.04199723E-07	  0.00000000E+00	  0.00000000E+00	  6.75878608E-03	  0.00000000E+00	  0.00000000E+00	  6.76186141E-03	  0.00000000E+00	  1.22453697E-01	  0.00000000E+00	  0.00000000E+00	  1.22455342E-01	  0.00000000E+00	  0.00000000E+00	  1.22455342E-01	  0.00000000E+00	  0.00000000E+00	 -2.50378486E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  2.22301190E-06	  0.00000000E+00	  0.00000000E+00	 -2.49855748E-02	  0.00000000E+00	  0.00000000E+00	 -2.49955162E-02	  0.00000000E+00	 -3.44643152E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  3.74975321E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -7.54679384E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.61910399E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.47899835E+01	  0.00000000E+00	 -1.37335561E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  6.95692012E-01	  0.00000000E+00	 -1.41364159E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.37180901E+00	  0.00000000E+00	 -8.94778273E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -2.51504190E-01	  0.00000000E+00
    8.8200	 -3.50149766E-02	 -3.50155045E-02	 -3.50155045E-02	 -1.43453643E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -7.17281175E-07	  0.00000000E+00	  0.00000000E+00	  6.71423333E-03	  0.00000000E+00	  0.00000000E+00	  6.71735492E-03	  0.00000000E+00	  1.24410228E-01	  0.00000000E+00	  0.00000000E+00	  1.24411911E-01	  0.00000000E+00	  0.00000000E+00	  1.24411911E-01	  0.00000000E+00	  0.00000000E+00	 -4.35408336E-05	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  2.27518758E-06	  0.00000000E+00	  0.00000000E+00	 -2.48847218E-02	  0.00000000E+00	  0.00000000E+00	 -2.48948527E-02	  0.00000000E+00	 -3.50149766E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  3.86516065E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -7.90794216E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.64549232E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.50466986E+01	  0.00000000E+00	 -1.39580504E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  6.91554489E-01	  0.00000000E+00	 -1.43674636E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.37851709E+00	  0.00000000E+00	 -9.11148432E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -2.55380155E-01	  0.00000000E+00
    8.8300	 -3.55543432E-02	 -3.55548802E-02	 -3.55548802E-02	 -2.20897652E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -7.30135126E-07	  0.00000000E+00	  0.00000000E+00	  6.66719233E-03	  0.00000000E+00	  0.00000000E+00	  6.67035917E-03	  0.00000000E+00	  1.26326629E-01	  0.00000000E+00	  0.00000000E+00	  1.26328348E-01	  0.00000000E+00	  0.00000000E+00	  1.26328348E-01	  0.00000000E+00	  0.00000000E+00	  2.42258048E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  2.32665198E-06	  0.00000000E+00	  0.00000000E+00	 -2.47746691E-02	  0.00000000E+00	  0.00000000E+00	 -2.47849861E-02	  0.00000000E+00	 -3.55543432E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  3.97945144E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -8.26710375E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.67135098E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.52986033E+01	  0.00000000E+00	 -1.41780531E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  6.87161651E-01	  0.00000000E+00	 -1.45938878E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.38474836E+00	  0.00000000E+00	 -9.27229211E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -2.59173441E-01	  0.00000000E+00
    8.8400	 -3.60821949E-02	 -3.60827408E-02	 -3.60827408E-02	 -2.98429103E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -7.42756430E-07	  0.00000000E+00	  0.00000000E+00	  6.61767410E-03	  0.00000000E+00	  0.00000000E+00	  6.62088515E-03	  0.00000000E+00	  1.28202116E-01	  0.00000000E+00	  0.00000000E+00	  1.28203871E-01	  0.00000000E+00	  0.00000000E+00	  1.28203871E-01	  0.00000000E+00	  0.00000000E+00	  4.89370338E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  2.37738476E-06	  0.00000000E+00	  0.00000000E+00	 -2.46554355E-02	  0.00000000E+00	  0.00000000E+00	 -2.46659354E-02	  0.00000000E+00	 -3.60821949E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  4.09258184E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -8.62414463E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.69666943E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.55455960E+01	  0.00000000E+00	 -1.43934747E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  6.82514470E-01	  0.00000000E+00	 -1.48155965E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.39049945E+00	  0.00000000E+00	 -9.43014154E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -2.62882491E-01	  0.00000000E+00
    8.8500	 -3.65983154E-02	 -3.65988701E-02	 -3.65988701E-02	 -3.76020404E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -7.55140014E-07	  0.00000000E+00	  0.00000000E+00	  6.56569055E-03	  0.00000000E+00	  0.00000000E+00	  6.56894477E-03	  0.00000000E+00	  1.30035922E-01	  0.00000000E+00	  0.00000000E+00	  1.30037713E-01	  0.00000000E+00	  0.00000000E+00	  1.30037713E-01	  0.00000000E+00	  0.00000000E+00	  7.36894831E-03	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  2.42736580E-06	  0.00000000E+00	  0.00000000E+00	 -2.45270433E-02	  0.00000000E+00	  0.00000000E+00	 -2.45377225E-02	  0.00000000E+00	 -3.65983154E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  4.20450846E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -8.97893129E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.72143732E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -1.57875765E+01	  0.00000000E+00	 -1.46042271E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  6.77614016E-01	  0.00000000E+00	 -1.50324989E+01	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	  1.39576718E+00	  0.00000000E+00	 -9.58496929E-02	  0.00000000E+00	  0.00000000E+00	  0.00000000E+00	 -2.66505778E-01	  0.00000000E+00
