
These predictions were generated by MoorDyn (v2.3.82025-02-27) on 08-Apr-2025 at 12:16:59.

 
 
 
      Time        FAIRTEN1       LINE1NBPX
    3.2800   1.7657829E+08   2.1634994E+00
    3.2900   1.7667664E+08   2.1639993E+00
    3.3000   1.7677498E+08   2.1644993E+00
    3.3100   1.7687336E+08   2.1649995E+00
    3.3200   1.7697165E+08   2.1654994E+00
    3.3300   1.7706994E+08   2.1659994E+00
    3.3400   1.7716821E+08   2.1664994E+00
    3.3500   1.7726646E+08   2.1669993E+00
    3.3600   1.7736469E+08   2.1674993E+00
    3.3700   1.7746291E+08   2.1679993E+00
    3.3800   1.7756115E+08   2.1684995E+00
    3.3900   1.7765934E+08   2.1689994E+00
    3.4000   1.7775750E+08   2.1694994E+00
    3.4100   1.7785565E+08   2.1699994E+00
    3.4200   1.7795378E+08   2.1704993E+00
    3.4300   1.7805189E+08   2.1709993E+00
    3.4400   1.7814998E+08   2.1714993E+00
    3.4500   1.7824811E+08   2.1719995E+00
    3.4600   1.7834616E+08   2.1724994E+00
    3.4700   1.7844421E+08   2.1729994E+00
    3.4800   1.7854222E+08   2.1734993E+00
    3.4900   1.7864024E+08   2.1739993E+00
    3.5000   1.7873822E+08   2.1744993E+00
    3.5100   1.7883621E+08   2.1749992E+00
    3.5200   1.7893421E+08   2.1754994E+00
    3.5300   1.7903214E+08   2.1759994E+00
    3.5400   1.7913006E+08   2.1764994E+00
    3.5500   1.7922798E+08   2.1769993E+00
    3.5600   1.7932587E+08   2.1774993E+00
    3.5700   1.7942374E+08   2.1779993E+00
    3.5800   1.7952160E+08   2.1784992E+00
    3.5900   1.7961949E+08   2.1789994E+00
    3.6000   1.7971731E+08   2.1794994E+00
    3.6100   1.7981512E+08   2.1799994E+00
    3.6200   1.7991290E+08   2.1804993E+00
    3.6300   1.8001067E+08   2.1809993E+00
    3.6400   1.8010843E+08   2.1814992E+00
    3.6500   1.8020618E+08   2.1819992E+00
    3.6600   1.8030394E+08   2.1824994E+00
    3.6700   1.8040165E+08   2.1829994E+00
    3.6800   1.8049934E+08   2.1834993E+00
    3.6900   1.8059701E+08   2.1839993E+00
    3.7000   1.8069467E+08   2.1844993E+00
    3.7100   1.8079230E+08   2.1849992E+00
    3.7200   1.8088994E+08   2.1854992E+00
    3.7300   1.8098760E+08   2.1859994E+00
    3.7400   1.8108518E+08   2.1864994E+00
    3.7500   1.8118277E+08   2.1869993E+00
    3.7600   1.8128032E+08   2.1874993E+00
    3.7700   1.8137787E+08   2.1879992E+00
    3.7800   1.8147539E+08   2.1884992E+00
    3.7900   1.8157291E+08   2.1889992E+00
    3.8000   1.8167046E+08   2.1894994E+00
    3.8100   1.8176794E+08   2.1899993E+00
    3.8200   1.8186539E+08   2.1904993E+00
    3.8300   1.8196285E+08   2.1909993E+00
    3.8400   1.8206027E+08   2.1914992E+00
    3.8500   1.8215770E+08   2.1919992E+00
    3.8600   1.8225510E+08   2.1924992E+00
    3.8700   1.8235253E+08   2.1929994E+00
    3.8800   1.8244990E+08   2.1934993E+00
    3.8900   1.8254726E+08   2.1939993E+00
    3.9000   1.8264459E+08   2.1944993E+00
    3.9100   1.8274192E+08   2.1949992E+00
    3.9200   1.8283923E+08   2.1954992E+00
    3.9300   1.8293651E+08   2.1959991E+00
    3.9400   1.8303384E+08   2.1964993E+00
    3.9500   1.8313110E+08   2.1969993E+00
    3.9600   1.8322835E+08   2.1974993E+00
    3.9700   1.8332558E+08   2.1979992E+00
    3.9800   1.8342280E+08   2.1984992E+00
    3.9900   1.8352000E+08   2.1989992E+00
    4.0000   1.8361718E+08   2.1994991E+00
    4.0100   1.8371440E+08   2.1999993E+00
    4.0200   1.8381155E+08   2.2004993E+00
    4.0300   1.8390875E+08   2.2009995E+00
    4.0400   1.8400587E+08   2.2014995E+00
    4.0500   1.8410298E+08   2.2019994E+00
    4.0600   1.8420006E+08   2.2024994E+00
    4.0700   1.8429714E+08   2.2029994E+00
    4.0800   1.8439421E+08   2.2034993E+00
    4.0900   1.8449125E+08   2.2039993E+00
    4.1000   1.8458834E+08   2.2044995E+00
    4.1100   1.8468536E+08   2.2049994E+00
    4.1200   1.8478235E+08   2.2054994E+00
    4.1300   1.8487934E+08   2.2059994E+00
    4.1400   1.8497632E+08   2.2064993E+00
    4.1500   1.8507328E+08   2.2069993E+00
    4.1600   1.8517022E+08   2.2074993E+00
    4.1700   1.8526720E+08   2.2079995E+00
    4.1800   1.8536411E+08   2.2084994E+00
    4.1900   1.8546101E+08   2.2089994E+00
    4.2000   1.8555789E+08   2.2094994E+00
    4.2100   1.8565477E+08   2.2099993E+00
    4.2200   1.8575162E+08   2.2104993E+00
    4.2300   1.8584846E+08   2.2109993E+00
    4.2400   1.8594534E+08   2.2114995E+00
    4.2500   1.8604214E+08   2.2119994E+00
    4.2600   1.8613894E+08   2.2124994E+00
    4.2700   1.8623573E+08   2.2129993E+00
    4.2800   1.8633250E+08   2.2134993E+00
    4.2900   1.8642925E+08   2.2139993E+00
    4.3000   1.8652600E+08   2.2144992E+00
    4.3100   1.8662277E+08   2.2149994E+00
    4.3200   1.8671949E+08   2.2154994E+00
    4.3300   1.8681618E+08   2.2159994E+00
    4.3400   1.8691286E+08   2.2164993E+00
    4.3500   1.8700952E+08   2.2169993E+00
    4.3600   1.8710618E+08   2.2174993E+00
    4.3700   1.8720282E+08   2.2179992E+00
    4.3800   1.8729946E+08   2.2184992E+00
    4.3900   1.8739606E+08   2.2189991E+00
    4.4000   1.8749266E+08   2.2194991E+00
    4.4100   1.8758925E+08   2.2199991E+00
    4.4200   1.8768582E+08   2.2204990E+00
    4.4300   1.8778238E+08   2.2209990E+00
    4.4400   1.8787893E+08   2.2214990E+00
    4.4500   1.8797546E+08   2.2219989E+00
    4.4600   1.8807197E+08   2.2224989E+00
    4.4700   1.8816853E+08   2.2229991E+00
    4.4800   1.8826501E+08   2.2234991E+00
    4.4900   1.8836149E+08   2.2239990E+00
    4.5000   1.8845795E+08   2.2244990E+00
    4.5100   1.8855440E+08   2.2249990E+00
    4.5200   1.8865083E+08   2.2254989E+00
    4.5300   1.8874725E+08   2.2259989E+00
    4.5400   1.8884371E+08   2.2264991E+00
    4.5500   1.8894010E+08   2.2269990E+00
    4.5600   1.8903648E+08   2.2274990E+00
    4.5700   1.8913285E+08   2.2279990E+00
    4.5800   1.8922920E+08   2.2284989E+00
    4.5900   1.8932554E+08   2.2289989E+00
    4.6000   1.8942187E+08   2.2294989E+00
    4.6100   1.8951822E+08   2.2299991E+00
    4.6200   1.8961453E+08   2.2304990E+00
    4.6300   1.8971082E+08   2.2309990E+00
    4.6400   1.8980709E+08   2.2314990E+00
    4.6500   1.8990334E+08   2.2319989E+00
    4.6600   1.8999958E+08   2.2324989E+00
    4.6700   1.9009582E+08   2.2329988E+00
    4.6800   1.9019210E+08   2.2334991E+00
    4.6900   1.9028830E+08   2.2339990E+00
    4.7000   1.9038450E+08   2.2344990E+00
    4.7100   1.9048067E+08   2.2349989E+00
    4.7200   1.9057683E+08   2.2354989E+00
    4.7300   1.9067299E+08   2.2359989E+00
    4.7400   1.9076914E+08   2.2364988E+00
    4.7500   1.9086531E+08   2.2369990E+00
    4.7600   1.9096142E+08   2.2374990E+00
    4.7700   1.9105752E+08   2.2379990E+00
    4.7800   1.9115362E+08   2.2384989E+00
    4.7900   1.9124970E+08   2.2389989E+00
    4.8000   1.9134576E+08   2.2394989E+00
    4.8100   1.9144181E+08   2.2399988E+00
    4.8200   1.9153790E+08   2.2404990E+00
    4.8300   1.9163392E+08   2.2409990E+00
    4.8400   1.9172994E+08   2.2414989E+00
    4.8500   1.9182594E+08   2.2419989E+00
    4.8600   1.9192192E+08   2.2424989E+00
    4.8700   1.9201789E+08   2.2429988E+00
    4.8800   1.9211386E+08   2.2434988E+00
    4.8900   1.9220986E+08   2.2439990E+00
    4.9000   1.9230579E+08   2.2444990E+00
    4.9100   1.9240171E+08   2.2449989E+00
    4.9200   1.9249763E+08   2.2454989E+00
    4.9300   1.9259352E+08   2.2459989E+00
    4.9400   1.9268941E+08   2.2464988E+00
    4.9500   1.9278530E+08   2.2469988E+00
    4.9600   1.9288120E+08   2.2474990E+00
    4.9700   1.9297706E+08   2.2479990E+00
    4.9800   1.9307288E+08   2.2484989E+00
    4.9900   1.9316870E+08   2.2489989E+00
    5.0000   1.9326453E+08   2.2494988E+00
    5.0100   1.9336032E+08   2.2499988E+00
    5.0200   1.9345611E+08   2.2504988E+00
    5.0300   1.9355194E+08   2.2509990E+00
    5.0400   1.9364770E+08   2.2514989E+00
    5.0500   1.9374346E+08   2.2519989E+00
    5.0600   1.9383920E+08   2.2524989E+00
    5.0700   1.9393491E+08   2.2529988E+00
    5.0800   1.9403064E+08   2.2534988E+00
    5.0900   1.9412634E+08   2.2539988E+00
    5.1000   1.9422208E+08   2.2544990E+00
    5.1100   1.9431776E+08   2.2549989E+00
    5.1200   1.9441342E+08   2.2554989E+00
    5.1300   1.9450909E+08   2.2559988E+00
    5.1400   1.9460472E+08   2.2564988E+00
    5.1500   1.9470035E+08   2.2569988E+00
    5.1600   1.9479598E+08   2.2574987E+00
    5.1700   1.9489163E+08   2.2579989E+00
    5.1800   1.9498723E+08   2.2584989E+00
    5.1900   1.9508282E+08   2.2589989E+00
    5.2000   1.9517838E+08   2.2594988E+00
    5.2100   1.9527395E+08   2.2599988E+00
    5.2200   1.9536949E+08   2.2604988E+00
    5.2300   1.9546504E+08   2.2609987E+00
    5.2400   1.9556061E+08   2.2614989E+00
    5.2500   1.9565613E+08   2.2619989E+00
    5.2600   1.9575163E+08   2.2624989E+00
    5.2700   1.9584712E+08   2.2629988E+00
    5.2800   1.9594259E+08   2.2634988E+00
    5.2900   1.9603806E+08   2.2639987E+00
    5.3000   1.9613352E+08   2.2644987E+00
    5.3100   1.9622901E+08   2.2649989E+00
    5.3200   1.9632445E+08   2.2654989E+00
    5.3300   1.9641987E+08   2.2659988E+00
    5.3400   1.9651528E+08   2.2664988E+00
    5.3500   1.9661067E+08   2.2669988E+00
    5.3600   1.9670606E+08   2.2674987E+00
    5.3700   1.9680144E+08   2.2679987E+00
    5.3800   1.9689686E+08   2.2684989E+00
    5.3900   1.9699221E+08   2.2689989E+00
    5.4000   1.9708755E+08   2.2694988E+00
    5.4100   1.9718288E+08   2.2699988E+00
    5.4200   1.9727821E+08   2.2704988E+00
    5.4300   1.9737352E+08   2.2709987E+00
    5.4400   1.9746882E+08   2.2714987E+00
    5.4500   1.9756416E+08   2.2719989E+00
    5.4600   1.9765942E+08   2.2724988E+00
    5.4700   1.9775469E+08   2.2729988E+00
    5.4800   1.9784995E+08   2.2734988E+00
    5.4900   1.9794525E+08   2.2739990E+00
    5.5000   1.9804046E+08   2.2744989E+00
    5.5100   1.9813570E+08   2.2749989E+00
    5.5200   1.9823094E+08   2.2754991E+00
    5.5300   1.9832614E+08   2.2759991E+00
    5.5400   1.9842133E+08   2.2764990E+00
    5.5500   1.9851651E+08   2.2769990E+00
    5.5600   1.9861173E+08   2.2774992E+00
    5.5700   1.9870688E+08   2.2779992E+00
    5.5800   1.9880202E+08   2.2784991E+00
    5.5900   1.9889715E+08   2.2789991E+00
    5.6000   1.9899227E+08   2.2794991E+00
    5.6100   1.9908738E+08   2.2799990E+00
    5.6200   1.9918248E+08   2.2804990E+00
    5.6300   1.9927762E+08   2.2809992E+00
    5.6400   1.9937270E+08   2.2814991E+00
    5.6500   1.9946776E+08   2.2819991E+00
    5.6600   1.9956282E+08   2.2824991E+00
    5.6700   1.9965787E+08   2.2829990E+00
    5.6800   1.9975290E+08   2.2834990E+00
    5.6900   1.9984792E+08   2.2839990E+00
    5.7000   1.9994299E+08   2.2844992E+00
    5.7100   2.0003800E+08   2.2849991E+00
    5.7200   2.0013299E+08   2.2854991E+00
    5.7300   2.0022797E+08   2.2859991E+00
    5.7400   2.0032294E+08   2.2864990E+00
    5.7500   2.0041790E+08   2.2869990E+00
