Time	Wave1Elev	HydroFxi	HydroFyi	HydroFzi	HydroMxi	HydroMyi	HydroMzi	M1N1FBxi	M1N1FByi	M1N1FBzi	M1N1MBxi	M1N1MByi	M1N1MBzi	M1N2FBxi	M1N2FByi	M1N2FBzi	M1N2MBxi	M1N2MByi	M1N2MBzi	M1N3FBxi	M1N3FByi	M1N3FBzi	M1N3MBxi	M1N3MByi	M1N3MBzi	M1N4FBxi	M1N4FByi	M1N4FBzi	M1N4MBxi	M1N4MByi	M1N4MBzi	M1N5FBxi	M1N5FByi	M1N5FBzi	M1N5MBxi	M1N5MByi	M1N5MBzi	M1N6FBxi	M1N6FByi	M1N6FBzi	M1N6MBxi	M1N6MByi	M1N6MBzi	M1N7FBxi	M1N7FByi	M1N7FBzi	M1N7MBxi	M1N7MByi	M1N7MBzi	M1N8FBxi	M1N8FByi	M1N8FBzi	M1N8MBxi	M1N8MByi	M1N8MBzi	M1N9FBxi	M1N9FByi	M1N9FBzi	M1N9MBxi	M1N9MByi	M1N9MBzi	J1FBxi	J1FByi	J1FBzi	J1MBxi	J1MByi	J1MBzi	J2FBxi	J2FByi	J2FBzi	J2MBxi	J2MByi	J2MBzi
(s)	(m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)
   25.9000	  -4.977446E+00	   1.233344E+04	   2.934426E+03	   1.386319E+06	  -1.541242E+07	   9.683185E+06	   1.193310E+05	  -9.086304E+03	  -1.909461E+04	   1.971406E+05	  -1.185046E+05	  -1.808060E+05	  -2.822686E+04	  -5.450790E+03	  -1.123104E+04	   1.164100E+05	  -4.315555E+04	  -5.757651E+04	  -9.538127E+03	  -1.718191E+03	  -3.455979E+03	   3.599660E+04	  -4.625918E+03	  -5.823403E+02	  -4.904356E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   7.640389E+04	   1.354433E+05	   1.389162E+04	   4.616037E+05	  -2.739467E+05	   1.321595E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   25.9500	  -4.969381E+00	   1.348362E+04	   3.238790E+03	   1.409338E+06	  -1.563270E+07	   9.812744E+06	   1.297132E+05	  -9.091650E+03	  -1.932695E+04	   1.990884E+05	  -1.205543E+05	  -1.842450E+05	  -2.875728E+04	  -5.476180E+03	  -1.142210E+04	   1.181018E+05	  -4.427705E+04	  -5.936266E+04	  -9.817367E+03	  -1.766871E+03	  -3.600318E+03	   3.740106E+04	  -4.916336E+03	  -8.944650E+02	  -5.484750E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   7.799465E+04	   1.382632E+05	   1.418084E+04	   4.695855E+05	  -2.788255E+05	   1.358285E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   26.0000	  -4.960089E+00	   1.467565E+04	   3.553948E+03	   1.434339E+06	  -1.587016E+07	   9.952617E+06	   1.404099E+05	  -9.101938E+03	  -1.957175E+04	   2.011606E+05	  -1.227480E+05	  -1.879276E+05	  -2.932629E+04	  -5.506416E+03	  -1.162618E+04	   1.199221E+05	  -4.549295E+04	  -6.130162E+04	  -1.012123E+04	  -1.820498E+03	  -3.758088E+03	   3.893800E+04	  -5.243051E+03	  -1.253297E+03	  -6.148843E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   7.970295E+04	   1.412916E+05	   1.449145E+04	   4.780984E+05	  -2.840358E+05	   1.398073E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   26.0500	  -4.949574E+00	   1.591278E+04	   3.880823E+03	   1.461339E+06	  -1.612470E+07	   1.010269E+07	   1.514407E+05	  -9.116965E+03	  -1.982887E+04	   2.033551E+05	  -1.250870E+05	  -1.918562E+05	  -2.993432E+04	  -5.541304E+03	  -1.184312E+04	   1.218689E+05	  -4.680517E+04	  -6.339730E+04	  -1.045034E+04	  -1.878825E+03	  -3.929217E+03	   4.060577E+04	  -5.608828E+03	  -1.664217E+03	  -6.904816E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   8.153074E+04	   1.445318E+05	   1.482377E+04	   4.871401E+05	  -2.895772E+05	   1.441072E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   26.1000	  -4.937838E+00	   1.719822E+04	   4.220347E+03	   1.490355E+06	  -1.639620E+07	   1.026284E+07	   1.628236E+05	  -9.136589E+03	  -2.009811E+04	   2.056697E+05	  -1.275724E+05	  -1.960336E+05	  -3.058186E+04	  -5.580628E+03	  -1.207280E+04	   1.239403E+05	  -4.821584E+04	  -6.565393E+04	  -1.080537E+04	  -1.941616E+03	  -4.113617E+03	   4.240261E+04	  -6.016581E+03	  -2.132890E+03	  -7.761337E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   8.348008E+04	   1.479874E+05	   1.517820E+04	   4.967077E+05	  -2.954496E+05	   1.487408E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   26.1500	  -4.924883E+00	   1.853489E+04	   4.573324E+03	   1.521402E+06	  -1.668448E+07	   1.043292E+07	   1.745734E+05	  -9.160630E+03	  -2.037923E+04	   2.081018E+05	  -1.302052E+05	  -2.004618E+05	  -3.126925E+04	  -5.624205E+03	  -1.231502E+04	   1.261338E+05	  -4.972693E+04	  -6.807555E+04	  -1.118697E+04	  -2.008619E+03	  -4.311153E+03	   4.432634E+04	  -6.469286E+03	  -2.665164E+03	  -8.727360E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   8.555273E+04	   1.516617E+05	   1.555504E+04	   5.067960E+05	  -3.016511E+05	   1.537201E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   26.2000	  -4.910713E+00	   1.992588E+04	   4.940542E+03	   1.554500E+06	  -1.698939E+07	   1.061278E+07	   1.867060E+05	  -9.188966E+03	  -2.067202E+04	   2.106489E+05	  -1.329867E+05	  -2.051438E+05	  -3.199702E+04	  -5.671821E+03	  -1.256963E+04	   1.284472E+05	  -5.134073E+04	  -7.066677E+04	  -1.159589E+04	  -2.079595E+03	  -4.521691E+03	   4.637481E+04	  -6.970082E+03	  -3.267165E+03	  -9.812328E+02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   8.775073E+04	   1.555581E+05	   1.595468E+04	   5.174002E+05	  -3.081805E+05	   1.590587E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   26.2500	  -4.895332E+00	   2.137388E+04	   5.322716E+03	   1.589668E+06	  -1.731076E+07	   1.080226E+07	   1.992334E+05	  -9.221428E+03	  -2.097623E+04	   2.133084E+05	  -1.359177E+05	  -2.100817E+05	  -3.276554E+04	  -5.723312E+03	  -1.283640E+04	   1.308781E+05	  -5.305932E+04	  -7.343184E+04	  -1.203282E+04	  -2.154334E+03	  -4.745122E+03	   4.854622E+04	  -7.522285E+03	  -3.945309E+03	  -1.102623E+03	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   9.007610E+04	   1.596804E+05	   1.637747E+04	   5.285142E+05	  -3.150358E+05	   1.647707E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   26.3000	  -4.878742E+00	   2.288199E+04	   5.721009E+03	   1.626927E+06	  -1.764839E+07	   1.100119E+07	   2.121669E+05	  -9.257898E+03	  -2.129162E+04	   2.160776E+05	  -1.389998E+05	  -2.152785E+05	  -3.357535E+04	  -5.778501E+03	  -1.311516E+04	   1.334240E+05	  -5.488507E+04	  -7.637553E+04	  -1.249852E+04	  -2.232591E+03	  -4.981240E+03	   5.083782E+04	  -8.129136E+03	  -4.706000E+03	  -1.237898E+03	  -7.380504E-02	  -1.620037E-01	   1.658509E+00	  -6.134784E-01	   7.835791E-01	   4.908955E-02	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   9.253098E+04	   1.640322E+05	   1.682381E+04	   5.401316E+05	  -3.222148E+05	   1.708711E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   26.3500	  -4.860950E+00	   2.445250E+04	   6.135469E+03	   1.666296E+06	  -1.800205E+07	   1.120938E+07	   2.255167E+05	  -9.298239E+03	  -2.161789E+04	   2.189535E+05	  -1.422335E+05	  -2.207360E+05	  -3.442677E+04	  -5.837199E+03	  -1.340563E+04	   1.360821E+05	  -5.682006E+04	  -7.950212E+04	  -1.299371E+04	  -2.314162E+03	  -5.229907E+03	   5.324760E+04	  -8.794129E+03	  -5.555999E+03	  -1.388117E+03	  -1.003126E+00	  -2.232385E+00	   2.279443E+01	  -7.355492E+00	   9.962887E+00	   6.443250E-01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   9.511702E+04	   1.686165E+05	   1.729400E+04	   5.522423E+05	  -3.297135E+05	   1.773743E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   26.4000	  -4.841957E+00	   2.608826E+04	   6.567138E+03	   1.707794E+06	  -1.837148E+07	   1.142661E+07	   2.392911E+05	  -9.342311E+03	  -2.195475E+04	   2.219332E+05	  -1.456200E+05	  -2.264567E+05	  -3.532027E+04	  -5.899241E+03	  -1.370760E+04	   1.388498E+05	  -5.886657E+04	  -8.281627E+04	  -1.351915E+04	  -2.398813E+03	  -5.490898E+03	   5.577268E+04	  -9.520646E+03	  -6.501994E+03	  -1.554325E+03	  -3.098629E+00	  -6.991277E+00	   7.120255E+01	  -1.944607E+01	   2.848504E+01	   1.907930E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   9.783623E+04	   1.734370E+05	   1.778841E+04	   5.648373E+05	  -3.375283E+05	   1.842962E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   26.4500	  -4.821770E+00	   2.779163E+04	   7.016826E+03	   1.751443E+06	  -1.875641E+07	   1.165266E+07	   2.534934E+05	  -9.390026E+03	  -2.230191E+04	   2.250138E+05	  -1.491603E+05	  -2.324431E+05	  -3.625627E+04	  -5.964488E+03	  -1.402080E+04	   1.417242E+05	  -6.102681E+04	  -8.632251E+04	  -1.407558E+04	  -2.486363E+03	  -5.764014E+03	   5.841062E+04	  -1.031221E+04	  -7.550843E+03	  -1.737605E+03	  -6.484727E+00	  -1.483359E+01	   1.506879E+02	  -3.333317E+01	   5.446391E+01	   3.794762E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   1.006907E+05	   1.784971E+05	   1.830739E+04	   5.779062E+05	  -3.456552E+05	   1.916537E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   26.5000	  -4.800393E+00	   2.956508E+04	   7.485056E+03	   1.797261E+06	  -1.915656E+07	   1.188728E+07	   2.681292E+05	  -9.441249E+03	  -2.265904E+04	   2.281921E+05	  -1.528552E+05	  -2.386970E+05	  -3.723514E+04	  -6.032775E+03	  -1.434495E+04	   1.447024E+05	  -6.330296E+04	  -9.002530E+04	  -1.466374E+04	  -2.576606E+03	  -6.049037E+03	   6.115877E+04	  -1.117236E+04	  -8.709506E+03	  -1.939056E+03	  -1.128211E+01	  -2.616400E+01	   2.651203E+02	  -4.428210E+01	   8.516829E+01	   6.210604E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   1.036821E+05	   1.838000E+05	   1.885128E+04	   5.914366E+05	  -3.540887E+05	   1.994633E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   26.5500	  -4.777832E+00	   3.141084E+04	   7.972530E+03	   1.845267E+06	  -1.957157E+07	   1.213021E+07	   2.831984E+05	  -9.495909E+03	  -2.302581E+04	   2.314650E+05	  -1.567054E+05	  -2.452204E+05	  -3.825726E+04	  -6.103967E+03	  -1.467976E+04	   1.477813E+05	  -6.569712E+04	  -9.392907E+04	  -1.528437E+04	  -2.669348E+03	  -6.345708E+03	   6.401412E+04	  -1.210458E+04	  -9.984854E+03	  -2.159764E+03	  -1.765241E+01	  -4.150122E+01	   4.194901E+02	  -4.681981E+01	   1.175715E+02	   9.043425E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   1.068122E+05	   1.893488E+05	   1.942039E+04	   6.054146E+05	  -3.628228E+05	   2.077422E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   26.6000	  -4.754091E+00	   3.333090E+04	   8.479715E+03	   1.895479E+06	  -2.000108E+07	   1.238117E+07	   2.987005E+05	  -9.553899E+03	  -2.340187E+04	   2.348291E+05	  -1.607115E+05	  -2.520150E+05	  -3.932293E+04	  -6.177930E+03	  -1.502494E+04	   1.509580E+05	  -6.821142E+04	  -9.803817E+04	  -1.593819E+04	  -2.764414E+03	  -6.653785E+03	   6.697393E+04	  -1.311244E+04	  -1.138387E+04	  -2.400842E+03	  -3.205534E+01	  -7.635104E+01	   7.699467E+02	  -9.970917E+01	   2.275316E+02	   1.725050E+01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   1.100826E+05	   1.951464E+05	   2.001501E+04	   6.198247E+05	  -3.718507E+05	   2.165080E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   26.6500	  -4.729178E+00	   3.532711E+04	   9.007289E+03	   1.947913E+06	  -2.044470E+07	   1.263983E+07	   3.146306E+05	  -9.615146E+03	  -2.378686E+04	   2.382811E+05	  -1.648742E+05	  -2.590824E+05	  -4.043249E+04	  -6.254539E+03	  -1.538013E+04	   1.542290E+05	  -7.084764E+04	  -1.023564E+05	  -1.662586E+04	  -2.861629E+03	  -6.972969E+03	   7.003497E+04	  -1.419935E+04	  -1.291333E+04	  -2.663370E+03	  -5.968161E+01	  -1.440160E+02	   1.448947E+03	  -2.140098E+02	   4.509304E+02	   3.377495E+01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   1.134949E+05	   2.011955E+05	   2.063543E+04	   6.346502E+05	  -3.811647E+05	   2.257788E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   26.7000	  -4.703098E+00	   3.740109E+04	   9.555476E+03	   2.002590E+06	  -2.090200E+07	   1.290589E+07	   3.309827E+05	  -9.679573E+03	  -2.418040E+04	   2.418176E+05	  -1.691937E+05	  -2.664239E+05	  -4.158619E+04	  -6.333699E+03	  -1.574502E+04	   1.575914E+05	  -7.360792E+04	  -1.068883E+05	  -1.734811E+04	  -2.960844E+03	  -7.303004E+03	   7.319448E+04	  -1.536887E+04	  -1.458023E+04	  -2.948470E+03	  -1.014356E+02	  -2.480374E+02	   2.489706E+03	  -3.340780E+02	   7.539673E+02	   5.728882E+01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   1.170506E+05	   2.074987E+05	   2.128192E+04	   6.498731E+05	  -3.907564E+05	   2.355732E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
   26.7500	  -4.675858E+00	   3.955461E+04	   1.012516E+04	   2.059516E+06	  -2.137245E+07	   1.317896E+07	   3.477470E+05	  -9.746959E+03	  -2.458168E+04	   2.454317E+05	  -1.736622E+05	  -2.740302E+05	  -4.278260E+04	  -6.415289E+03	  -1.611925E+04	   1.610415E+05	  -7.649387E+04	  -1.116373E+05	  -1.810554E+04	  -3.061898E+03	  -7.643562E+03	   7.644905E+04	  -1.662432E+04	  -1.639118E+04	  -3.257204E+03	  -1.581707E+02	  -3.919752E+02	   3.925375E+03	  -3.915849E+02	   1.093719E+03	   8.584852E+01	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   1.207508E+05	   2.140582E+05	   2.195469E+04	   6.654727E+05	  -4.006162E+05	   2.459087E+05	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
