
These predictions were generated by MoorDyn (v2.2.22024-01-16) on 25-Jun-2024 at 17:35:36.

 
 
 
      Time        FAIRTEN1       LINE3NAPZ
       (s)             (N)             (m)
   32.3500   4.9939744E+04  -2.5541106E+02
   32.3600   4.9939046E+04  -2.5540689E+02
   32.3700   4.9936816E+04  -2.5540271E+02
   32.3800   4.9935814E+04  -2.5539852E+02
   32.3900   4.9936318E+04  -2.5539434E+02
   32.4000   4.9937434E+04  -2.5539015E+02
   32.4100   4.9938275E+04  -2.5538596E+02
   32.4200   4.9938547E+04  -2.5538177E+02
   32.4300   4.9938500E+04  -2.5537757E+02
   32.4400   4.9938583E+04  -2.5537338E+02
   32.4500   4.9939194E+04  -2.5536918E+02
   32.4600   4.9940703E+04  -2.5536497E+02
   32.4700   4.9943570E+04  -2.5536077E+02
   32.4800   4.9948324E+04  -2.5535656E+02
   32.4900   4.9955255E+04  -2.5535235E+02
   32.5000   4.9963976E+04  -2.5534814E+02
   32.5100   4.9973178E+04  -2.5534393E+02
   32.5200   4.9980833E+04  -2.5533971E+02
   32.5300   4.9984876E+04  -2.5533549E+02
   32.5400   4.9984029E+04  -2.5533127E+02
   32.5500   4.9978331E+04  -2.5532704E+02
   32.5600   4.9969102E+04  -2.5532282E+02
   32.5700   4.9958378E+04  -2.5531859E+02
   32.5800   4.9948178E+04  -2.5531435E+02
   32.5900   4.9939953E+04  -2.5531012E+02
   32.6000   4.9934426E+04  -2.5530588E+02
   32.6100   4.9931740E+04  -2.5530164E+02
   32.6200   4.9931746E+04  -2.5529740E+02
   32.6300   4.9934211E+04  -2.5529315E+02
   32.6400   4.9938875E+04  -2.5528891E+02
   32.6500   4.9945394E+04  -2.5528466E+02
   32.6600   4.9953253E+04  -2.5528040E+02
   32.6700   4.9961762E+04  -2.5527615E+02
   32.6800   4.9970140E+04  -2.5527189E+02
   32.6900   4.9977664E+04  -2.5526763E+02
   32.7000   4.9983822E+04  -2.5526337E+02
   32.7100   4.9988401E+04  -2.5525911E+02
   32.7200   4.9991484E+04  -2.5525484E+02
   32.7300   4.9993370E+04  -2.5525057E+02
   32.7400   4.9994454E+04  -2.5524630E+02
   32.7500   4.9995117E+04  -2.5524202E+02
   32.7600   4.9995647E+04  -2.5523774E+02
   32.7700   4.9996212E+04  -2.5523346E+02
   32.7800   4.9996870E+04  -2.5522918E+02
   32.7900   4.9997597E+04  -2.5522490E+02
   32.8000   4.9998326E+04  -2.5522061E+02
   32.8100   4.9998979E+04  -2.5521632E+02
   32.8200   4.9999493E+04  -2.5521203E+02
   32.8300   4.9999836E+04  -2.5520773E+02
   32.8400   5.0000017E+04  -2.5520343E+02
   32.8500   5.0000086E+04  -2.5519913E+02
   32.8600   5.0000134E+04  -2.5519483E+02
   32.8700   5.0000274E+04  -2.5519052E+02
   32.8800   5.0000632E+04  -2.5518621E+02
   32.8900   5.0001319E+04  -2.5518190E+02
   32.9000   5.0002414E+04  -2.5517759E+02
   32.9100   5.0003947E+04  -2.5517327E+02
   32.9200   5.0005887E+04  -2.5516895E+02
   32.9300   5.0008144E+04  -2.5516463E+02
   32.9400   5.0010578E+04  -2.5516031E+02
   32.9500   5.0013023E+04  -2.5515598E+02
   32.9600   5.0015302E+04  -2.5515165E+02
   32.9700   5.0017265E+04  -2.5514732E+02
   32.9800   5.0018798E+04  -2.5514298E+02
   32.9900   5.0019847E+04  -2.5513865E+02
   33.0000   5.0020413E+04  -2.5513431E+02
   33.0100   5.0020553E+04  -2.5512996E+02
   33.0200   5.0020366E+04  -2.5512562E+02
   33.0300   5.0019977E+04  -2.5512127E+02
   33.0400   5.0019521E+04  -2.5511692E+02
   33.0500   5.0019123E+04  -2.5511257E+02
   33.0600   5.0018894E+04  -2.5510821E+02
   33.0700   5.0018912E+04  -2.5510385E+02
   33.0800   5.0019224E+04  -2.5509949E+02
   33.0900   5.0019846E+04  -2.5509513E+02
   33.1000   5.0020764E+04  -2.5509076E+02
   33.1100   5.0021942E+04  -2.5508639E+02
   33.1200   5.0023332E+04  -2.5508202E+02
   33.1300   5.0024877E+04  -2.5507765E+02
   33.1400   5.0026527E+04  -2.5507327E+02
   33.1500   5.0028235E+04  -2.5506889E+02
   33.1600   5.0029966E+04  -2.5506451E+02
   33.1700   5.0031697E+04  -2.5506012E+02
   33.1800   5.0033412E+04  -2.5505573E+02
   33.1900   5.0035103E+04  -2.5505134E+02
   33.2000   5.0036763E+04  -2.5504695E+02
   33.2100   5.0038388E+04  -2.5504255E+02
   33.2200   5.0039968E+04  -2.5503816E+02
   33.2300   5.0041496E+04  -2.5503375E+02
   33.2400   5.0042961E+04  -2.5502935E+02
   33.2500   5.0044353E+04  -2.5502494E+02
   33.2600   5.0045665E+04  -2.5502053E+02
   33.2700   5.0046897E+04  -2.5501612E+02
   33.2800   5.0048053E+04  -2.5501171E+02
   33.2900   5.0049143E+04  -2.5500729E+02
   33.3000   5.0050185E+04  -2.5500287E+02
   33.3100   5.0051202E+04  -2.5499845E+02
   33.3200   5.0052216E+04  -2.5499402E+02
   33.3300   5.0053253E+04  -2.5498959E+02
   33.3400   5.0054331E+04  -2.5498516E+02
   33.3500   5.0055467E+04  -2.5498072E+02
   33.3600   5.0056669E+04  -2.5497629E+02
   33.3700   5.0057936E+04  -2.5497185E+02
   33.3800   5.0059260E+04  -2.5496741E+02
   33.3900   5.0060628E+04  -2.5496296E+02
   33.4000   5.0062019E+04  -2.5495851E+02
   33.4100   5.0063413E+04  -2.5495406E+02
   33.4200   5.0064788E+04  -2.5494961E+02
   33.4300   5.0066126E+04  -2.5494515E+02
   33.4400   5.0067413E+04  -2.5494069E+02
   33.4500   5.0068640E+04  -2.5493623E+02
   33.4600   5.0069803E+04  -2.5493176E+02
   33.4700   5.0070905E+04  -2.5492730E+02
   33.4800   5.0071952E+04  -2.5492283E+02
   33.4900   5.0072953E+04  -2.5491835E+02
   33.5000   5.0073922E+04  -2.5491388E+02
   33.5100   5.0074871E+04  -2.5490940E+02
   33.5200   5.0075810E+04  -2.5490492E+02
   33.5300   5.0076753E+04  -2.5490043E+02
   33.5400   5.0077707E+04  -2.5489594E+02
   33.5500   5.0078679E+04  -2.5489145E+02
   33.5600   5.0079675E+04  -2.5488696E+02
   33.5700   5.0080697E+04  -2.5488247E+02
   33.5800   5.0081749E+04  -2.5487797E+02
   33.5900   5.0082829E+04  -2.5487347E+02
   33.6000   5.0083939E+04  -2.5486896E+02
   33.6100   5.0085077E+04  -2.5486445E+02
   33.6200   5.0086242E+04  -2.5485994E+02
   33.6300   5.0087432E+04  -2.5485543E+02
   33.6400   5.0088644E+04  -2.5485091E+02
   33.6500   5.0089875E+04  -2.5484640E+02
   33.6600   5.0091121E+04  -2.5484187E+02
   33.6700   5.0092378E+04  -2.5483735E+02
   33.6800   5.0093641E+04  -2.5483282E+02
   33.6900   5.0094906E+04  -2.5482829E+02
   33.7000   5.0096168E+04  -2.5482376E+02
   33.7100   5.0097425E+04  -2.5481922E+02
   33.7200   5.0098674E+04  -2.5481469E+02
   33.7300   5.0099913E+04  -2.5481014E+02
   33.7400   5.0101143E+04  -2.5480560E+02
   33.7500   5.0102364E+04  -2.5480105E+02
   33.7600   5.0103578E+04  -2.5479650E+02
   33.7700   5.0104789E+04  -2.5479195E+02
   33.7800   5.0105998E+04  -2.5478739E+02
   33.7900   5.0107210E+04  -2.5478283E+02
   33.8000   5.0108426E+04  -2.5477827E+02
   33.8100   5.0109649E+04  -2.5477371E+02
   33.8200   5.0110879E+04  -2.5476914E+02
   33.8300   5.0112117E+04  -2.5476457E+02
   33.8400   5.0113362E+04  -2.5475999E+02
   33.8500   5.0114612E+04  -2.5475542E+02
   33.8600   5.0115866E+04  -2.5475084E+02
   33.8700   5.0117122E+04  -2.5474625E+02
   33.8800   5.0118377E+04  -2.5474167E+02
   33.8900   5.0119628E+04  -2.5473708E+02
   33.9000   5.0120875E+04  -2.5473249E+02
   33.9100   5.0122114E+04  -2.5472789E+02
   33.9200   5.0123345E+04  -2.5472330E+02
   33.9300   5.0124568E+04  -2.5471870E+02
   33.9400   5.0125783E+04  -2.5471409E+02
   33.9500   5.0126989E+04  -2.5470949E+02
   33.9600   5.0128187E+04  -2.5470488E+02
   33.9700   5.0129379E+04  -2.5470027E+02
   33.9800   5.0130565E+04  -2.5469565E+02
   33.9900   5.0131746E+04  -2.5469103E+02
   34.0000   5.0132924E+04  -2.5468641E+02
   34.0100   5.0134099E+04  -2.5468179E+02
   34.0200   5.0135274E+04  -2.5467716E+02
   34.0300   5.0136448E+04  -2.5467253E+02
   34.0400   5.0137624E+04  -2.5466790E+02
   34.0500   5.0138802E+04  -2.5466326E+02
   34.0600   5.0139982E+04  -2.5465862E+02
   34.0700   5.0141165E+04  -2.5465398E+02
   34.0800   5.0142352E+04  -2.5464933E+02
   34.0900   5.0143542E+04  -2.5464469E+02
   34.1000   5.0144736E+04  -2.5464004E+02
   34.1100   5.0145934E+04  -2.5463538E+02
   34.1200   5.0147135E+04  -2.5463072E+02
   34.1300   5.0148339E+04  -2.5462606E+02
   34.1400   5.0149546E+04  -2.5462140E+02
   34.1500   5.0150755E+04  -2.5461673E+02
   34.1600   5.0151966E+04  -2.5461206E+02
   34.1700   5.0153178E+04  -2.5460739E+02
   34.1800   5.0154391E+04  -2.5460272E+02
   34.1900   5.0155606E+04  -2.5459804E+02
   34.2000   5.0156822E+04  -2.5459336E+02
   34.2100   5.0158039E+04  -2.5458867E+02
   34.2200   5.0159258E+04  -2.5458398E+02
   34.2300   5.0160478E+04  -2.5457929E+02
   34.2400   5.0161701E+04  -2.5457460E+02
   34.2500   5.0162925E+04  -2.5456990E+02
   34.2600   5.0164152E+04  -2.5456520E+02
   34.2700   5.0165382E+04  -2.5456050E+02
   34.2800   5.0166613E+04  -2.5455579E+02
   34.2900   5.0167847E+04  -2.5455108E+02
   34.3000   5.0169082E+04  -2.5454637E+02
   34.3100   5.0170319E+04  -2.5454166E+02
   34.3200   5.0171556E+04  -2.5453694E+02
   34.3300   5.0172794E+04  -2.5453222E+02
   34.3400   5.0174032E+04  -2.5452749E+02
   34.3500   5.0175270E+04  -2.5452276E+02
   34.3600   5.0176506E+04  -2.5451803E+02
   34.3700   5.0177742E+04  -2.5451330E+02
   34.3800   5.0178976E+04  -2.5450856E+02
   34.3900   5.0180208E+04  -2.5450382E+02
   34.4000   5.0181439E+04  -2.5449908E+02
   34.4100   5.0182668E+04  -2.5449433E+02
   34.4200   5.0183895E+04  -2.5448958E+02
   34.4300   5.0185121E+04  -2.5448483E+02
   34.4400   5.0186346E+04  -2.5448007E+02
   34.4500   5.0187570E+04  -2.5447531E+02
   34.4600   5.0188793E+04  -2.5447055E+02
   34.4700   5.0190015E+04  -2.5446579E+02
   34.4800   5.0191238E+04  -2.5446102E+02
   34.4900   5.0192460E+04  -2.5445625E+02
   34.5000   5.0193682E+04  -2.5445147E+02
   34.5100   5.0194904E+04  -2.5444669E+02
   34.5200   5.0196127E+04  -2.5444191E+02
   34.5300   5.0197349E+04  -2.5443713E+02
   34.5400   5.0198572E+04  -2.5443234E+02
   34.5500   5.0199795E+04  -2.5442755E+02
   34.5600   5.0201017E+04  -2.5442275E+02
   34.5700   5.0202240E+04  -2.5441796E+02
   34.5800   5.0203462E+04  -2.5441316E+02
   34.5900   5.0204684E+04  -2.5440835E+02
   34.6000   5.0205905E+04  -2.5440355E+02
   34.6100   5.0207126E+04  -2.5439874E+02
   34.6200   5.0208347E+04  -2.5439392E+02
   34.6300   5.0209567E+04  -2.5438911E+02
   34.6400   5.0210787E+04  -2.5438429E+02
   34.6500   5.0212007E+04  -2.5437947E+02
   34.6600   5.0213227E+04  -2.5437464E+02
   34.6700   5.0214447E+04  -2.5436981E+02
   34.6800   5.0215668E+04  -2.5436498E+02
   34.6900   5.0216890E+04  -2.5436014E+02
   34.7000   5.0218112E+04  -2.5435530E+02
   34.7100   5.0219336E+04  -2.5435046E+02
   34.7200   5.0220561E+04  -2.5434562E+02
   34.7300   5.0221788E+04  -2.5434077E+02
   34.7400   5.0223015E+04  -2.5433592E+02
   34.7500   5.0224244E+04  -2.5433106E+02
   34.7600   5.0225475E+04  -2.5432620E+02
   34.7700   5.0226706E+04  -2.5432134E+02
   34.7800   5.0227939E+04  -2.5431648E+02
   34.7900   5.0229172E+04  -2.5431161E+02
   34.8000   5.0230406E+04  -2.5430674E+02
   34.8100   5.0231639E+04  -2.5430186E+02
   34.8200   5.0232873E+04  -2.5429699E+02
   34.8300   5.0234107E+04  -2.5429210E+02
   34.8400   5.0235340E+04  -2.5428722E+02
   34.8500   5.0236573E+04  -2.5428233E+02
   34.8600   5.0237805E+04  -2.5427744E+02
   34.8700   5.0239037E+04  -2.5427255E+02
   34.8800   5.0240268E+04  -2.5426765E+02
   34.8900   5.0241498E+04  -2.5426275E+02
   34.9000   5.0242727E+04  -2.5425785E+02
   34.9100   5.0243957E+04  -2.5425294E+02
   34.9200   5.0245186E+04  -2.5424803E+02
   34.9300   5.0246414E+04  -2.5424311E+02
   34.9400   5.0247643E+04  -2.5423820E+02
   34.9500   5.0248872E+04  -2.5423328E+02
   34.9600   5.0250101E+04  -2.5422835E+02
   34.9700   5.0251331E+04  -2.5422342E+02
   34.9800   5.0252560E+04  -2.5421849E+02
   34.9900   5.0253791E+04  -2.5421356E+02
   35.0000   5.0255021E+04  -2.5420862E+02
   35.0100   5.0256252E+04  -2.5420368E+02
   35.0200   5.0257483E+04  -2.5419874E+02
   35.0300   5.0258715E+04  -2.5419379E+02
   35.0400   5.0259946E+04  -2.5418884E+02
   35.0500   5.0261178E+04  -2.5418389E+02
   35.0600   5.0262409E+04  -2.5417893E+02
   35.0700   5.0263640E+04  -2.5417397E+02
   35.0800   5.0264870E+04  -2.5416901E+02
   35.0900   5.0266101E+04  -2.5416404E+02
   35.1000   5.0267330E+04  -2.5415907E+02
   35.1100   5.0268560E+04  -2.5415409E+02
   35.1200   5.0269789E+04  -2.5414912E+02
   35.1300   5.0271017E+04  -2.5414414E+02
   35.1400   5.0272246E+04  -2.5413915E+02
   35.1500   5.0273474E+04  -2.5413417E+02
   35.1600   5.0274702E+04  -2.5412917E+02
   35.1700   5.0275930E+04  -2.5412418E+02
   35.1800   5.0277159E+04  -2.5411918E+02
   35.1900   5.0278388E+04  -2.5411418E+02
   35.2000   5.0279617E+04  -2.5410918E+02
   35.2100   5.0280847E+04  -2.5410417E+02
   35.2200   5.0282077E+04  -2.5409916E+02
   35.2300   5.0283309E+04  -2.5409414E+02
   35.2400   5.0284541E+04  -2.5408913E+02
   35.2500   5.0285773E+04  -2.5408410E+02
   35.2600   5.0287007E+04  -2.5407908E+02
   35.2700   5.0288241E+04  -2.5407405E+02
   35.2800   5.0289475E+04  -2.5406902E+02
   35.2900   5.0290709E+04  -2.5406399E+02
   35.3000   5.0291944E+04  -2.5405895E+02
   35.3100   5.0293179E+04  -2.5405390E+02
   35.3200   5.0294414E+04  -2.5404886E+02
   35.3300   5.0295649E+04  -2.5404381E+02
   35.3400   5.0296884E+04  -2.5403876E+02
   35.3500   5.0298119E+04  -2.5403370E+02
   35.3600   5.0299353E+04  -2.5402864E+02
   35.3700   5.0300588E+04  -2.5402358E+02
   35.3800   5.0301821E+04  -2.5401852E+02
   35.3900   5.0303055E+04  -2.5401345E+02
   35.4000   5.0304289E+04  -2.5400837E+02
   35.4100   5.0305522E+04  -2.5400330E+02
   35.4200   5.0306756E+04  -2.5399822E+02
   35.4300   5.0307990E+04  -2.5399313E+02
   35.4400   5.0309223E+04  -2.5398805E+02
   35.4500   5.0310458E+04  -2.5398296E+02
   35.4600   5.0311692E+04  -2.5397786E+02
   35.4700   5.0312927E+04  -2.5397277E+02
   35.4800   5.0314162E+04  -2.5396766E+02
   35.4900   5.0315397E+04  -2.5396256E+02
   35.5000   5.0316633E+04  -2.5395745E+02
   35.5100   5.0317869E+04  -2.5395234E+02
   35.5200   5.0319106E+04  -2.5394723E+02
   35.5300   5.0320342E+04  -2.5394211E+02
   35.5400   5.0321579E+04  -2.5393699E+02
   35.5500   5.0322816E+04  -2.5393186E+02
   35.5600   5.0324053E+04  -2.5392673E+02
   35.5700   5.0325290E+04  -2.5392160E+02
   35.5800   5.0326527E+04  -2.5391646E+02
   35.5900   5.0327764E+04  -2.5391132E+02
   35.6000   5.0329000E+04  -2.5390618E+02
   35.6100   5.0330237E+04  -2.5390103E+02
   35.6200   5.0331473E+04  -2.5389588E+02
   35.6300   5.0332709E+04  -2.5389073E+02
   35.6400   5.0333945E+04  -2.5388557E+02
   35.6500   5.0335181E+04  -2.5388041E+02
   35.6600   5.0336417E+04  -2.5387525E+02
   35.6700   5.0337653E+04  -2.5387008E+02
   35.6800   5.0338890E+04  -2.5386491E+02
   35.6900   5.0340126E+04  -2.5385973E+02
   35.7000   5.0341363E+04  -2.5385455E+02
   35.7100   5.0342600E+04  -2.5384937E+02
   35.7200   5.0343837E+04  -2.5384419E+02
   35.7300   5.0345075E+04  -2.5383900E+02
   35.7400   5.0346314E+04  -2.5383380E+02
   35.7500   5.0347552E+04  -2.5382861E+02
   35.7600   5.0348792E+04  -2.5382341E+02
   35.7700   5.0350031E+04  -2.5381820E+02
   35.7800   5.0351271E+04  -2.5381300E+02
   35.7900   5.0352511E+04  -2.5380778E+02
   35.8000   5.0353751E+04  -2.5380257E+02
   35.8100   5.0354992E+04  -2.5379735E+02
   35.8200   5.0356232E+04  -2.5379213E+02
   35.8300   5.0357473E+04  -2.5378690E+02
   35.8400   5.0358714E+04  -2.5378167E+02
   35.8500   5.0359954E+04  -2.5377644E+02
   35.8600   5.0361195E+04  -2.5377120E+02
   35.8700   5.0362436E+04  -2.5376596E+02
   35.8800   5.0363676E+04  -2.5376072E+02
   35.8900   5.0364917E+04  -2.5375547E+02
   35.9000   5.0366157E+04  -2.5375022E+02
   35.9100   5.0367398E+04  -2.5374497E+02
   35.9200   5.0368639E+04  -2.5373971E+02
   35.9300   5.0369880E+04  -2.5373445E+02
   35.9400   5.0371121E+04  -2.5372918E+02
   35.9500   5.0372362E+04  -2.5372391E+02
   35.9600   5.0373604E+04  -2.5371864E+02
   35.9700   5.0374845E+04  -2.5371336E+02
   35.9800   5.0376088E+04  -2.5370808E+02
   35.9900   5.0377330E+04  -2.5370279E+02
   36.0000   5.0378573E+04  -2.5369751E+02
   36.0100   5.0379816E+04  -2.5369222E+02
   36.0200   5.0381059E+04  -2.5368692E+02
   36.0300   5.0382302E+04  -2.5368162E+02
   36.0400   5.0383546E+04  -2.5367632E+02
   36.0500   5.0384790E+04  -2.5367101E+02
   36.0600   5.0386034E+04  -2.5366570E+02
   36.0700   5.0387278E+04  -2.5366039E+02
   36.0800   5.0388522E+04  -2.5365507E+02
   36.0900   5.0389766E+04  -2.5364975E+02
   36.1000   5.0391010E+04  -2.5364442E+02
   36.1100   5.0392254E+04  -2.5363909E+02
   36.1200   5.0393498E+04  -2.5363376E+02
   36.1300   5.0394742E+04  -2.5362842E+02
   36.1400   5.0395986E+04  -2.5362308E+02
   36.1500   5.0397231E+04  -2.5361774E+02
   36.1600   5.0398475E+04  -2.5361239E+02
   36.1700   5.0399719E+04  -2.5360704E+02
   36.1800   5.0400963E+04  -2.5360168E+02
   36.1900   5.0402208E+04  -2.5359632E+02
   36.2000   5.0403453E+04  -2.5359096E+02
   36.2100   5.0404698E+04  -2.5358559E+02
   36.2200   5.0405943E+04  -2.5358022E+02
   36.2300   5.0407188E+04  -2.5357485E+02
   36.2400   5.0408434E+04  -2.5356947E+02
   36.2500   5.0409680E+04  -2.5356409E+02
   36.2600   5.0410926E+04  -2.5355870E+02
   36.2700   5.0412172E+04  -2.5355331E+02
   36.2800   5.0413418E+04  -2.5354792E+02
   36.2900   5.0414665E+04  -2.5354252E+02
   36.3000   5.0415912E+04  -2.5353712E+02
   36.3100   5.0417159E+04  -2.5353172E+02
   36.3200   5.0418406E+04  -2.5352631E+02
   36.3300   5.0419653E+04  -2.5352090E+02
   36.3400   5.0420901E+04  -2.5351548E+02
   36.3500   5.0422148E+04  -2.5351006E+02
   36.3600   5.0423395E+04  -2.5350464E+02
   36.3700   5.0424642E+04  -2.5349921E+02
   36.3800   5.0425890E+04  -2.5349378E+02
   36.3900   5.0427137E+04  -2.5348834E+02
   36.4000   5.0428384E+04  -2.5348290E+02
   36.4100   5.0429632E+04  -2.5347746E+02
   36.4200   5.0430879E+04  -2.5347201E+02
   36.4300   5.0432127E+04  -2.5346656E+02
   36.4400   5.0433375E+04  -2.5346111E+02
   36.4500   5.0434622E+04  -2.5345565E+02
   36.4600   5.0435870E+04  -2.5345018E+02
   36.4700   5.0437118E+04  -2.5344472E+02
   36.4800   5.0438366E+04  -2.5343925E+02
   36.4900   5.0439615E+04  -2.5343377E+02
   36.5000   5.0440863E+04  -2.5342829E+02
   36.5100   5.0442112E+04  -2.5342281E+02
   36.5200   5.0443361E+04  -2.5341733E+02
   36.5300   5.0444610E+04  -2.5341184E+02
   36.5400   5.0445859E+04  -2.5340634E+02
   36.5500   5.0447108E+04  -2.5340085E+02
   36.5600   5.0448357E+04  -2.5339534E+02
   36.5700   5.0449607E+04  -2.5338984E+02
   36.5800   5.0450856E+04  -2.5338433E+02
   36.5900   5.0452105E+04  -2.5337882E+02
   36.6000   5.0453355E+04  -2.5337330E+02
   36.6100   5.0454604E+04  -2.5336778E+02
   36.6200   5.0455853E+04  -2.5336225E+02
   36.6300   5.0457103E+04  -2.5335672E+02
   36.6400   5.0458352E+04  -2.5335119E+02
   36.6500   5.0459602E+04  -2.5334565E+02
   36.6600   5.0460851E+04  -2.5334011E+02
   36.6700   5.0462102E+04  -2.5333457E+02
   36.6800   5.0463352E+04  -2.5332902E+02
   36.6900   5.0464603E+04  -2.5332346E+02
   36.7000   5.0465855E+04  -2.5331791E+02
   36.7100   5.0467106E+04  -2.5331235E+02
   36.7200   5.0468358E+04  -2.5330678E+02
   36.7300   5.0469611E+04  -2.5330121E+02
   36.7400   5.0470864E+04  -2.5329564E+02
   36.7500   5.0472116E+04  -2.5329007E+02
   36.7600   5.0473370E+04  -2.5328448E+02
   36.7700   5.0474623E+04  -2.5327890E+02
   36.7800   5.0475877E+04  -2.5327331E+02
   36.7900   5.0477130E+04  -2.5326772E+02
   36.8000   5.0478384E+04  -2.5326212E+02
   36.8100   5.0479638E+04  -2.5325652E+02
   36.8200   5.0480892E+04  -2.5325092E+02
   36.8300   5.0482147E+04  -2.5324531E+02
   36.8400   5.0483401E+04  -2.5323970E+02
   36.8500   5.0484655E+04  -2.5323408E+02
   36.8600   5.0485910E+04  -2.5322846E+02
   36.8700   5.0487164E+04  -2.5322284E+02
   36.8800   5.0488418E+04  -2.5321721E+02
   36.8900   5.0489673E+04  -2.5321158E+02
   36.9000   5.0490927E+04  -2.5320594E+02
   36.9100   5.0492181E+04  -2.5320030E+02
   36.9200   5.0493436E+04  -2.5319466E+02
   36.9300   5.0494690E+04  -2.5318901E+02
   36.9400   5.0495944E+04  -2.5318336E+02
   36.9500   5.0497199E+04  -2.5317770E+02
   36.9600   5.0498454E+04  -2.5317204E+02
   36.9700   5.0499708E+04  -2.5316638E+02
   36.9800   5.0500963E+04  -2.5316071E+02
   36.9900   5.0502218E+04  -2.5315504E+02
   37.0000   5.0503473E+04  -2.5314936E+02
   37.0100   5.0504727E+04  -2.5314368E+02
   37.0200   5.0505982E+04  -2.5313800E+02
   37.0300   5.0507237E+04  -2.5313231E+02
   37.0400   5.0508492E+04  -2.5312662E+02
   37.0500   5.0509746E+04  -2.5312092E+02
   37.0600   5.0511001E+04  -2.5311522E+02
   37.0700   5.0512255E+04  -2.5310952E+02
   37.0800   5.0513509E+04  -2.5310381E+02
   37.0900   5.0514763E+04  -2.5309810E+02
   37.1000   5.0516017E+04  -2.5309238E+02
   37.1100   5.0517271E+04  -2.5308666E+02
   37.1200   5.0518525E+04  -2.5308094E+02
   37.1300   5.0519779E+04  -2.5307521E+02
   37.1400   5.0521033E+04  -2.5306948E+02
   37.1500   5.0522286E+04  -2.5306374E+02
   37.1600   5.0523540E+04  -2.5305800E+02
   37.1700   5.0524793E+04  -2.5305226E+02
   37.1800   5.0526047E+04  -2.5304651E+02
   37.1900   5.0527300E+04  -2.5304076E+02
   37.2000   5.0528554E+04  -2.5303501E+02
   37.2100   5.0529807E+04  -2.5302925E+02
   37.2200   5.0531060E+04  -2.5302348E+02
   37.2300   5.0532314E+04  -2.5301771E+02
   37.2400   5.0533567E+04  -2.5301194E+02
   37.2500   5.0534821E+04  -2.5300617E+02
   37.2600   5.0536074E+04  -2.5300039E+02
   37.2700   5.0537328E+04  -2.5299460E+02
   37.2800   5.0538581E+04  -2.5298882E+02
   37.2900   5.0539834E+04  -2.5298303E+02
   37.3000   5.0541088E+04  -2.5297723E+02
   37.3100   5.0542341E+04  -2.5297143E+02
   37.3200   5.0543595E+04  -2.5296563E+02
   37.3300   5.0544848E+04  -2.5295982E+02
   37.3400   5.0546101E+04  -2.5295401E+02
   37.3500   5.0547355E+04  -2.5294819E+02
   37.3600   5.0548608E+04  -2.5294237E+02
   37.3700   5.0549861E+04  -2.5293655E+02
   37.3800   5.0551114E+04  -2.5293072E+02
   37.3900   5.0552367E+04  -2.5292489E+02
   37.4000   5.0553620E+04  -2.5291905E+02
   37.4100   5.0554873E+04  -2.5291321E+02
   37.4200   5.0556126E+04  -2.5290737E+02
   37.4300   5.0557379E+04  -2.5290152E+02
   37.4400   5.0558632E+04  -2.5289567E+02
   37.4500   5.0559885E+04  -2.5288982E+02
   37.4600   5.0561138E+04  -2.5288396E+02
   37.4700   5.0562391E+04  -2.5287809E+02
   37.4800   5.0563643E+04  -2.5287223E+02
   37.4900   5.0564896E+04  -2.5286635E+02
   37.5000   5.0566149E+04  -2.5286048E+02
   37.5100   5.0567402E+04  -2.5285460E+02
   37.5200   5.0568654E+04  -2.5284872E+02
   37.5300   5.0569907E+04  -2.5284283E+02
   37.5400   5.0571159E+04  -2.5283694E+02
   37.5500   5.0572412E+04  -2.5283104E+02
   37.5600   5.0573664E+04  -2.5282514E+02
   37.5700   5.0574917E+04  -2.5281924E+02
   37.5800   5.0576169E+04  -2.5281333E+02
   37.5900   5.0577421E+04  -2.5280742E+02
   37.6000   5.0578673E+04  -2.5280150E+02
   37.6100   5.0579925E+04  -2.5279559E+02
   37.6200   5.0581177E+04  -2.5278966E+02
   37.6300   5.0582429E+04  -2.5278373E+02
   37.6400   5.0583681E+04  -2.5277780E+02
   37.6500   5.0584933E+04  -2.5277187E+02
   37.6600   5.0586184E+04  -2.5276593E+02
   37.6700   5.0587436E+04  -2.5275998E+02
   37.6800   5.0588688E+04  -2.5275404E+02
   37.6900   5.0589939E+04  -2.5274809E+02
   37.7000   5.0591191E+04  -2.5274213E+02
   37.7100   5.0592442E+04  -2.5273617E+02
   37.7200   5.0593693E+04  -2.5273021E+02
   37.7300   5.0594945E+04  -2.5272424E+02
   37.7400   5.0596196E+04  -2.5271827E+02
   37.7500   5.0597447E+04  -2.5271229E+02
   37.7600   5.0598698E+04  -2.5270631E+02
   37.7700   5.0599949E+04  -2.5270033E+02
   37.7800   5.0601200E+04  -2.5269434E+02
   37.7900   5.0602451E+04  -2.5268835E+02
   37.8000   5.0603702E+04  -2.5268236E+02
   37.8100   5.0604953E+04  -2.5267636E+02
   37.8200   5.0606204E+04  -2.5267035E+02
   37.8300   5.0607455E+04  -2.5266435E+02
   37.8400   5.0608706E+04  -2.5265833E+02
   37.8500   5.0609957E+04  -2.5265232E+02
   37.8600   5.0611207E+04  -2.5264630E+02
   37.8700   5.0612458E+04  -2.5264028E+02
   37.8800   5.0613709E+04  -2.5263425E+02
   37.8900   5.0614959E+04  -2.5262822E+02
   37.9000   5.0616209E+04  -2.5262218E+02
