
These predictions were generated by MoorDyn (v2.2.22024-01-16) on 09-Aug-2024 at 15:53:23.

 
 
 
      Time       LINE2NBPZ       LINE2NBPX       LINE3NBPZ       LINE3NBPX
       (s)             (m)             (m)             (m)             (m)
   12.1130  -4.9661186E+01  -8.4837313E+00  -8.4726913E+01  -1.6415562E+01
   12.1140  -4.9665485E+01  -8.4831276E+00  -8.4732285E+01  -1.6417206E+01
   12.1150  -4.9669785E+01  -8.4825239E+00  -8.4737656E+01  -1.6418850E+01
   12.1160  -4.9674084E+01  -8.4819183E+00  -8.4743027E+01  -1.6420494E+01
   12.1170  -4.9678383E+01  -8.4813128E+00  -8.4748398E+01  -1.6422136E+01
   12.1180  -4.9682682E+01  -8.4807062E+00  -8.4753777E+01  -1.6423777E+01
   12.1190  -4.9686985E+01  -8.4800978E+00  -8.4759155E+01  -1.6425417E+01
   12.1200  -4.9691288E+01  -8.4794893E+00  -8.4764534E+01  -1.6427053E+01
   12.1210  -4.9695591E+01  -8.4788799E+00  -8.4769913E+01  -1.6428690E+01
   12.1220  -4.9699894E+01  -8.4782686E+00  -8.4775299E+01  -1.6430325E+01
   12.1230  -4.9704197E+01  -8.4776573E+00  -8.4780685E+01  -1.6431957E+01
   12.1240  -4.9708504E+01  -8.4770451E+00  -8.4786072E+01  -1.6433588E+01
   12.1250  -4.9712811E+01  -8.4764309E+00  -8.4791458E+01  -1.6435221E+01
   12.1260  -4.9717117E+01  -8.4758167E+00  -8.4796844E+01  -1.6436852E+01
   12.1270  -4.9721424E+01  -8.4752016E+00  -8.4802238E+01  -1.6438480E+01
   12.1280  -4.9725731E+01  -8.4745855E+00  -8.4807625E+01  -1.6440111E+01
   12.1290  -4.9730042E+01  -8.4739676E+00  -8.4813019E+01  -1.6441742E+01
   12.1300  -4.9734352E+01  -8.4733496E+00  -8.4818405E+01  -1.6443373E+01
   12.1310  -4.9738663E+01  -8.4727306E+00  -8.4823792E+01  -1.6445004E+01
   12.1320  -4.9742973E+01  -8.4721107E+00  -8.4829185E+01  -1.6446632E+01
   12.1330  -4.9747284E+01  -8.4714890E+00  -8.4834572E+01  -1.6448263E+01
   12.1340  -4.9751598E+01  -8.4708672E+00  -8.4839966E+01  -1.6449892E+01
   12.1350  -4.9755909E+01  -8.4702444E+00  -8.4845360E+01  -1.6451519E+01
   12.1360  -4.9760223E+01  -8.4696198E+00  -8.4850754E+01  -1.6453146E+01
   12.1370  -4.9764534E+01  -8.4689941E+00  -8.4856148E+01  -1.6454771E+01
   12.1380  -4.9768845E+01  -8.4683685E+00  -8.4861542E+01  -1.6456396E+01
   12.1390  -4.9773159E+01  -8.4677410E+00  -8.4866943E+01  -1.6458019E+01
   12.1400  -4.9777470E+01  -8.4671125E+00  -8.4872345E+01  -1.6459639E+01
   12.1410  -4.9781780E+01  -8.4664831E+00  -8.4877754E+01  -1.6461260E+01
   12.1420  -4.9786087E+01  -8.4658527E+00  -8.4883156E+01  -1.6462877E+01
   12.1430  -4.9790398E+01  -8.4652205E+00  -8.4888565E+01  -1.6464495E+01
   12.1440  -4.9794704E+01  -8.4645872E+00  -8.4893967E+01  -1.6466114E+01
   12.1450  -4.9799015E+01  -8.4639540E+00  -8.4899376E+01  -1.6467731E+01
   12.1460  -4.9803322E+01  -8.4633188E+00  -8.4904785E+01  -1.6469349E+01
   12.1470  -4.9807629E+01  -8.4626818E+00  -8.4910187E+01  -1.6470968E+01
   12.1480  -4.9811932E+01  -8.4620447E+00  -8.4915588E+01  -1.6472589E+01
   12.1490  -4.9816238E+01  -8.4614067E+00  -8.4920990E+01  -1.6474211E+01
   12.1500  -4.9820541E+01  -8.4607668E+00  -8.4926392E+01  -1.6475834E+01
   12.1510  -4.9824848E+01  -8.4601259E+00  -8.4931786E+01  -1.6477459E+01
   12.1520  -4.9829151E+01  -8.4594841E+00  -8.4937180E+01  -1.6479084E+01
   12.1530  -4.9833454E+01  -8.4588413E+00  -8.4942574E+01  -1.6480711E+01
   12.1540  -4.9837757E+01  -8.4581976E+00  -8.4947968E+01  -1.6482340E+01
   12.1550  -4.9842064E+01  -8.4575529E+00  -8.4953362E+01  -1.6483969E+01
   12.1560  -4.9846367E+01  -8.4569073E+00  -8.4958748E+01  -1.6485600E+01
   12.1570  -4.9850670E+01  -8.4562597E+00  -8.4964134E+01  -1.6487232E+01
   12.1580  -4.9854973E+01  -8.4556122E+00  -8.4969521E+01  -1.6488865E+01
   12.1590  -4.9859276E+01  -8.4549627E+00  -8.4974907E+01  -1.6490498E+01
   12.1600  -4.9863583E+01  -8.4543123E+00  -8.4980293E+01  -1.6492130E+01
   12.1610  -4.9867886E+01  -8.4536610E+00  -8.4985680E+01  -1.6493763E+01
   12.1620  -4.9872189E+01  -8.4530087E+00  -8.4991066E+01  -1.6495394E+01
   12.1630  -4.9876492E+01  -8.4523554E+00  -8.4996452E+01  -1.6497025E+01
   12.1640  -4.9880795E+01  -8.4517012E+00  -8.5001846E+01  -1.6498653E+01
   12.1650  -4.9885098E+01  -8.4510450E+00  -8.5007240E+01  -1.6500282E+01
   12.1660  -4.9889400E+01  -8.4503889E+00  -8.5012627E+01  -1.6501911E+01
   12.1670  -4.9893703E+01  -8.4497309E+00  -8.5018021E+01  -1.6503538E+01
   12.1680  -4.9898006E+01  -8.4490719E+00  -8.5023415E+01  -1.6505165E+01
   12.1690  -4.9902306E+01  -8.4484129E+00  -8.5028809E+01  -1.6506790E+01
   12.1700  -4.9906609E+01  -8.4477510E+00  -8.5034203E+01  -1.6508417E+01
   12.1710  -4.9910912E+01  -8.4470892E+00  -8.5039597E+01  -1.6510046E+01
   12.1720  -4.9915215E+01  -8.4464264E+00  -8.5044991E+01  -1.6511675E+01
   12.1730  -4.9919514E+01  -8.4457626E+00  -8.5050377E+01  -1.6513304E+01
   12.1740  -4.9923817E+01  -8.4450970E+00  -8.5055771E+01  -1.6514936E+01
   12.1750  -4.9928120E+01  -8.4444313E+00  -8.5061157E+01  -1.6516567E+01
   12.1760  -4.9932423E+01  -8.4437637E+00  -8.5066536E+01  -1.6518202E+01
   12.1770  -4.9936726E+01  -8.4430952E+00  -8.5071922E+01  -1.6519836E+01
   12.1780  -4.9941032E+01  -8.4424267E+00  -8.5077301E+01  -1.6521473E+01
   12.1790  -4.9945335E+01  -8.4417562E+00  -8.5082680E+01  -1.6523109E+01
   12.1800  -4.9949642E+01  -8.4410849E+00  -8.5088066E+01  -1.6524746E+01
   12.1810  -4.9953949E+01  -8.4404125E+00  -8.5093445E+01  -1.6526382E+01
   12.1820  -4.9958256E+01  -8.4397392E+00  -8.5098824E+01  -1.6528019E+01
   12.1830  -4.9962563E+01  -8.4390650E+00  -8.5104210E+01  -1.6529655E+01
   12.1840  -4.9966869E+01  -8.4383898E+00  -8.5109589E+01  -1.6531288E+01
   12.1850  -4.9971180E+01  -8.4377136E+00  -8.5114975E+01  -1.6532921E+01
   12.1860  -4.9975487E+01  -8.4370365E+00  -8.5120369E+01  -1.6534552E+01
   12.1870  -4.9979797E+01  -8.4363585E+00  -8.5125755E+01  -1.6536180E+01
   12.1880  -4.9984108E+01  -8.4356794E+00  -8.5131149E+01  -1.6537809E+01
   12.1890  -4.9988415E+01  -8.4349985E+00  -8.5136543E+01  -1.6539434E+01
   12.1900  -4.9992725E+01  -8.4343176E+00  -8.5141945E+01  -1.6541059E+01
   12.1910  -4.9997036E+01  -8.4336348E+00  -8.5147339E+01  -1.6542685E+01
   12.1920  -5.0001343E+01  -8.4329510E+00  -8.5152740E+01  -1.6544308E+01
   12.1930  -5.0005653E+01  -8.4322662E+00  -8.5158134E+01  -1.6545931E+01
   12.1940  -5.0009964E+01  -8.4315805E+00  -8.5163536E+01  -1.6547556E+01
   12.1950  -5.0014271E+01  -8.4308939E+00  -8.5168930E+01  -1.6549179E+01
   12.1960  -5.0018581E+01  -8.4302063E+00  -8.5174324E+01  -1.6550806E+01
   12.1970  -5.0022892E+01  -8.4295168E+00  -8.5179718E+01  -1.6552433E+01
   12.1980  -5.0027199E+01  -8.4288263E+00  -8.5185112E+01  -1.6554062E+01
   12.1990  -5.0031509E+01  -8.4281359E+00  -8.5190498E+01  -1.6555691E+01
   12.2000  -5.0035820E+01  -8.4274435E+00  -8.5195892E+01  -1.6557322E+01
   12.2010  -5.0040127E+01  -8.4267502E+00  -8.5201279E+01  -1.6558954E+01
   12.2020  -5.0044437E+01  -8.4260559E+00  -8.5206665E+01  -1.6560587E+01
   12.2030  -5.0048748E+01  -8.4253607E+00  -8.5212051E+01  -1.6562220E+01
   12.2040  -5.0053062E+01  -8.4246645E+00  -8.5217430E+01  -1.6563852E+01
   12.2050  -5.0057373E+01  -8.4239664E+00  -8.5222816E+01  -1.6565485E+01
   12.2060  -5.0061687E+01  -8.4232683E+00  -8.5228210E+01  -1.6567118E+01
   12.2070  -5.0066002E+01  -8.4225693E+00  -8.5233597E+01  -1.6568747E+01
   12.2080  -5.0070316E+01  -8.4218693E+00  -8.5238991E+01  -1.6570375E+01
   12.2090  -5.0074631E+01  -8.4211674E+00  -8.5244385E+01  -1.6572001E+01
   12.2100  -5.0078945E+01  -8.4204655E+00  -8.5249786E+01  -1.6573624E+01
   12.2110  -5.0083263E+01  -8.4197617E+00  -8.5255188E+01  -1.6575247E+01
   12.2120  -5.0087578E+01  -8.4190578E+00  -8.5260590E+01  -1.6576866E+01
   12.2130  -5.0091896E+01  -8.4183521E+00  -8.5265999E+01  -1.6578484E+01
   12.2140  -5.0096214E+01  -8.4176455E+00  -8.5271400E+01  -1.6580099E+01
   12.2150  -5.0100533E+01  -8.4169378E+00  -8.5276817E+01  -1.6581715E+01
   12.2160  -5.0104847E+01  -8.4162292E+00  -8.5282227E+01  -1.6583328E+01
   12.2170  -5.0109165E+01  -8.4155197E+00  -8.5287636E+01  -1.6584942E+01
   12.2180  -5.0113483E+01  -8.4148083E+00  -8.5293053E+01  -1.6586557E+01
   12.2190  -5.0117798E+01  -8.4140968E+00  -8.5298462E+01  -1.6588171E+01
   12.2200  -5.0122116E+01  -8.4133835E+00  -8.5303871E+01  -1.6589787E+01
   12.2210  -5.0126431E+01  -8.4126682E+00  -8.5309280E+01  -1.6591402E+01
   12.2220  -5.0130745E+01  -8.4119530E+00  -8.5314690E+01  -1.6593019E+01
   12.2230  -5.0135059E+01  -8.4112358E+00  -8.5320091E+01  -1.6594637E+01
   12.2240  -5.0139370E+01  -8.4105186E+00  -8.5325500E+01  -1.6596256E+01
   12.2250  -5.0143684E+01  -8.4097986E+00  -8.5330902E+01  -1.6597878E+01
   12.2260  -5.0147995E+01  -8.4090786E+00  -8.5336304E+01  -1.6599497E+01
   12.2270  -5.0152306E+01  -8.4083567E+00  -8.5341705E+01  -1.6601118E+01
   12.2280  -5.0156612E+01  -8.4076338E+00  -8.5347107E+01  -1.6602739E+01
   12.2290  -5.0160923E+01  -8.4069099E+00  -8.5352509E+01  -1.6604361E+01
   12.2300  -5.0165230E+01  -8.4061852E+00  -8.5357910E+01  -1.6605982E+01
   12.2310  -5.0169537E+01  -8.4054585E+00  -8.5363312E+01  -1.6607603E+01
   12.2320  -5.0173843E+01  -8.4047318E+00  -8.5368721E+01  -1.6609222E+01
   12.2330  -5.0178154E+01  -8.4040022E+00  -8.5374123E+01  -1.6610842E+01
   12.2340  -5.0182457E+01  -8.4032726E+00  -8.5379524E+01  -1.6612461E+01
   12.2350  -5.0186764E+01  -8.4025421E+00  -8.5384933E+01  -1.6614079E+01
   12.2360  -5.0191071E+01  -8.4018097E+00  -8.5390343E+01  -1.6615698E+01
   12.2370  -5.0195377E+01  -8.4010773E+00  -8.5395744E+01  -1.6617315E+01
   12.2380  -5.0199684E+01  -8.4003429E+00  -8.5401146E+01  -1.6618935E+01
   12.2390  -5.0203991E+01  -8.3996077E+00  -8.5406555E+01  -1.6620556E+01
   12.2400  -5.0208298E+01  -8.3988714E+00  -8.5411949E+01  -1.6622177E+01
   12.2410  -5.0212605E+01  -8.3981333E+00  -8.5417351E+01  -1.6623800E+01
   12.2420  -5.0216911E+01  -8.3973951E+00  -8.5422752E+01  -1.6625425E+01
   12.2430  -5.0221218E+01  -8.3966551E+00  -8.5428146E+01  -1.6627050E+01
   12.2440  -5.0225529E+01  -8.3959141E+00  -8.5433540E+01  -1.6628677E+01
   12.2450  -5.0229836E+01  -8.3951731E+00  -8.5438934E+01  -1.6630306E+01
   12.2460  -5.0234142E+01  -8.3944302E+00  -8.5444321E+01  -1.6631935E+01
   12.2470  -5.0238449E+01  -8.3936853E+00  -8.5449707E+01  -1.6633566E+01
   12.2480  -5.0242760E+01  -8.3929405E+00  -8.5455093E+01  -1.6635199E+01
   12.2490  -5.0247066E+01  -8.3921938E+00  -8.5460480E+01  -1.6636831E+01
   12.2500  -5.0251373E+01  -8.3914471E+00  -8.5465866E+01  -1.6638466E+01
   12.2510  -5.0255684E+01  -8.3906984E+00  -8.5471245E+01  -1.6640102E+01
   12.2520  -5.0259991E+01  -8.3899488E+00  -8.5476624E+01  -1.6641739E+01
   12.2530  -5.0264301E+01  -8.3891983E+00  -8.5482010E+01  -1.6643375E+01
   12.2540  -5.0268608E+01  -8.3884459E+00  -8.5487389E+01  -1.6645012E+01
   12.2550  -5.0272919E+01  -8.3876934E+00  -8.5492767E+01  -1.6646648E+01
   12.2560  -5.0277225E+01  -8.3869390E+00  -8.5498154E+01  -1.6648283E+01
   12.2570  -5.0281536E+01  -8.3861847E+00  -8.5503532E+01  -1.6649918E+01
   12.2580  -5.0285843E+01  -8.3854284E+00  -8.5508919E+01  -1.6651548E+01
   12.2590  -5.0290154E+01  -8.3846703E+00  -8.5514313E+01  -1.6653179E+01
   12.2600  -5.0294464E+01  -8.3839121E+00  -8.5519707E+01  -1.6654808E+01
   12.2610  -5.0298771E+01  -8.3831530E+00  -8.5525101E+01  -1.6656433E+01
   12.2620  -5.0303082E+01  -8.3823919E+00  -8.5530495E+01  -1.6658058E+01
   12.2630  -5.0307392E+01  -8.3816309E+00  -8.5535896E+01  -1.6659681E+01
   12.2640  -5.0311703E+01  -8.3808680E+00  -8.5541298E+01  -1.6661303E+01
   12.2650  -5.0316017E+01  -8.3801041E+00  -8.5546700E+01  -1.6662924E+01
   12.2660  -5.0320328E+01  -8.3793392E+00  -8.5552101E+01  -1.6664545E+01
   12.2670  -5.0324642E+01  -8.3785734E+00  -8.5557503E+01  -1.6666164E+01
   12.2680  -5.0328953E+01  -8.3778067E+00  -8.5562904E+01  -1.6667786E+01
   12.2690  -5.0333267E+01  -8.3770380E+00  -8.5568306E+01  -1.6669409E+01
   12.2700  -5.0337582E+01  -8.3762693E+00  -8.5573708E+01  -1.6671030E+01
   12.2710  -5.0341896E+01  -8.3754988E+00  -8.5579102E+01  -1.6672655E+01
   12.2720  -5.0346214E+01  -8.3747282E+00  -8.5584503E+01  -1.6674278E+01
   12.2730  -5.0350529E+01  -8.3739557E+00  -8.5589897E+01  -1.6675905E+01
   12.2740  -5.0354843E+01  -8.3731823E+00  -8.5595291E+01  -1.6677530E+01
   12.2750  -5.0359161E+01  -8.3724079E+00  -8.5600685E+01  -1.6679157E+01
   12.2760  -5.0363480E+01  -8.3716316E+00  -8.5606079E+01  -1.6680786E+01
   12.2770  -5.0367794E+01  -8.3708553E+00  -8.5611473E+01  -1.6682413E+01
   12.2780  -5.0372112E+01  -8.3700781E+00  -8.5616867E+01  -1.6684040E+01
   12.2790  -5.0376431E+01  -8.3692989E+00  -8.5622261E+01  -1.6685667E+01
   12.2800  -5.0380749E+01  -8.3685188E+00  -8.5627655E+01  -1.6687294E+01
   12.2810  -5.0385067E+01  -8.3677378E+00  -8.5633049E+01  -1.6688919E+01
   12.2820  -5.0389389E+01  -8.3669558E+00  -8.5638443E+01  -1.6690544E+01
   12.2830  -5.0393707E+01  -8.3661728E+00  -8.5643845E+01  -1.6692167E+01
   12.2840  -5.0398026E+01  -8.3653879E+00  -8.5649246E+01  -1.6693790E+01
   12.2850  -5.0402344E+01  -8.3646021E+00  -8.5654640E+01  -1.6695414E+01
   12.2860  -5.0406662E+01  -8.3638153E+00  -8.5660042E+01  -1.6697035E+01
   12.2870  -5.0410980E+01  -8.3630276E+00  -8.5665443E+01  -1.6698658E+01
   12.2880  -5.0415298E+01  -8.3622389E+00  -8.5670845E+01  -1.6700281E+01
   12.2890  -5.0419617E+01  -8.3614483E+00  -8.5676239E+01  -1.6701904E+01
   12.2900  -5.0423931E+01  -8.3606567E+00  -8.5681641E+01  -1.6703529E+01
   12.2910  -5.0428249E+01  -8.3598642E+00  -8.5687035E+01  -1.6705154E+01
   12.2920  -5.0432564E+01  -8.3590698E+00  -8.5692429E+01  -1.6706779E+01
   12.2930  -5.0436878E+01  -8.3582745E+00  -8.5697823E+01  -1.6708408E+01
   12.2940  -5.0441193E+01  -8.3574781E+00  -8.5703217E+01  -1.6710037E+01
   12.2950  -5.0445507E+01  -8.3566809E+00  -8.5708603E+01  -1.6711666E+01
   12.2960  -5.0449821E+01  -8.3558817E+00  -8.5713989E+01  -1.6713297E+01
   12.2970  -5.0454136E+01  -8.3550816E+00  -8.5719376E+01  -1.6714930E+01
   12.2980  -5.0458447E+01  -8.3542805E+00  -8.5724762E+01  -1.6716562E+01
   12.2990  -5.0462761E+01  -8.3534784E+00  -8.5730148E+01  -1.6718195E+01
   12.3000  -5.0467072E+01  -8.3526745E+00  -8.5735535E+01  -1.6719828E+01
   12.3010  -5.0471382E+01  -8.3518696E+00  -8.5740921E+01  -1.6721458E+01
   12.3020  -5.0475693E+01  -8.3510637E+00  -8.5746315E+01  -1.6723089E+01
   12.3030  -5.0480003E+01  -8.3502560E+00  -8.5751701E+01  -1.6724720E+01
   12.3040  -5.0484318E+01  -8.3494482E+00  -8.5757088E+01  -1.6726349E+01
   12.3050  -5.0488628E+01  -8.3486385E+00  -8.5762482E+01  -1.6727978E+01
   12.3060  -5.0492939E+01  -8.3478279E+00  -8.5767876E+01  -1.6729605E+01
   12.3070  -5.0497250E+01  -8.3470163E+00  -8.5773277E+01  -1.6731230E+01
   12.3080  -5.0501564E+01  -8.3462029E+00  -8.5778671E+01  -1.6732855E+01
   12.3090  -5.0505875E+01  -8.3453894E+00  -8.5784073E+01  -1.6734478E+01
   12.3100  -5.0510185E+01  -8.3445740E+00  -8.5789467E+01  -1.6736099E+01
   12.3110  -5.0514500E+01  -8.3437576E+00  -8.5794868E+01  -1.6737722E+01
   12.3120  -5.0518814E+01  -8.3429403E+00  -8.5800270E+01  -1.6739344E+01
   12.3130  -5.0523125E+01  -8.3421221E+00  -8.5805672E+01  -1.6740965E+01
   12.3140  -5.0527439E+01  -8.3413019E+00  -8.5811073E+01  -1.6742586E+01
   12.3150  -5.0531754E+01  -8.3404818E+00  -8.5816475E+01  -1.6744207E+01
   12.3160  -5.0536068E+01  -8.3396597E+00  -8.5821877E+01  -1.6745829E+01
   12.3170  -5.0540382E+01  -8.3388367E+00  -8.5827278E+01  -1.6747450E+01
   12.3180  -5.0544697E+01  -8.3380127E+00  -8.5832680E+01  -1.6749071E+01
   12.3190  -5.0549011E+01  -8.3371868E+00  -8.5838081E+01  -1.6750692E+01
   12.3200  -5.0553329E+01  -8.3363609E+00  -8.5843483E+01  -1.6752314E+01
   12.3210  -5.0557644E+01  -8.3355331E+00  -8.5848885E+01  -1.6753935E+01
   12.3220  -5.0561958E+01  -8.3347044E+00  -8.5854286E+01  -1.6755556E+01
   12.3230  -5.0566277E+01  -8.3338747E+00  -8.5859688E+01  -1.6757177E+01
   12.3240  -5.0570591E+01  -8.3330441E+00  -8.5865097E+01  -1.6758797E+01
   12.3250  -5.0574909E+01  -8.3322115E+00  -8.5870499E+01  -1.6760416E+01
   12.3260  -5.0579224E+01  -8.3313780E+00  -8.5875900E+01  -1.6762035E+01
   12.3270  -5.0583542E+01  -8.3305435E+00  -8.5881310E+01  -1.6763653E+01
   12.3280  -5.0587860E+01  -8.3297081E+00  -8.5886711E+01  -1.6765272E+01
   12.3290  -5.0592175E+01  -8.3288717E+00  -8.5892120E+01  -1.6766890E+01
   12.3300  -5.0596493E+01  -8.3280344E+00  -8.5897530E+01  -1.6768509E+01
   12.3310  -5.0600811E+01  -8.3271952E+00  -8.5902931E+01  -1.6770126E+01
   12.3320  -5.0605129E+01  -8.3263550E+00  -8.5908333E+01  -1.6771746E+01
   12.3330  -5.0609451E+01  -8.3255138E+00  -8.5913734E+01  -1.6773367E+01
   12.3340  -5.0613770E+01  -8.3246717E+00  -8.5919136E+01  -1.6774988E+01
   12.3350  -5.0618088E+01  -8.3238277E+00  -8.5924538E+01  -1.6776611E+01
   12.3360  -5.0622410E+01  -8.3229837E+00  -8.5929932E+01  -1.6778236E+01
   12.3370  -5.0626728E+01  -8.3221378E+00  -8.5935333E+01  -1.6779861E+01
   12.3380  -5.0631050E+01  -8.3212910E+00  -8.5940727E+01  -1.6781488E+01
   12.3390  -5.0635368E+01  -8.3204432E+00  -8.5946114E+01  -1.6783117E+01
   12.3400  -5.0639690E+01  -8.3195934E+00  -8.5951508E+01  -1.6784746E+01
   12.3410  -5.0644012E+01  -8.3187437E+00  -8.5956894E+01  -1.6786377E+01
   12.3420  -5.0648331E+01  -8.3178921E+00  -8.5962280E+01  -1.6788010E+01
   12.3430  -5.0652653E+01  -8.3170395E+00  -8.5967667E+01  -1.6789642E+01
   12.3440  -5.0656975E+01  -8.3161860E+00  -8.5973053E+01  -1.6791277E+01
   12.3450  -5.0661297E+01  -8.3153305E+00  -8.5978432E+01  -1.6792912E+01
   12.3460  -5.0665619E+01  -8.3144741E+00  -8.5983818E+01  -1.6794544E+01
   12.3470  -5.0669941E+01  -8.3136168E+00  -8.5989204E+01  -1.6796179E+01
   12.3480  -5.0674263E+01  -8.3127584E+00  -8.5994591E+01  -1.6797812E+01
   12.3490  -5.0678585E+01  -8.3118992E+00  -8.5999977E+01  -1.6799442E+01
   12.3500  -5.0682907E+01  -8.3110380E+00  -8.6005363E+01  -1.6801073E+01
   12.3510  -5.0687229E+01  -8.3101768E+00  -8.6010757E+01  -1.6802700E+01
   12.3520  -5.0691551E+01  -8.3093128E+00  -8.6016151E+01  -1.6804327E+01
   12.3530  -5.0695873E+01  -8.3084488E+00  -8.6021545E+01  -1.6805952E+01
   12.3540  -5.0700195E+01  -8.3075838E+00  -8.6026947E+01  -1.6807575E+01
   12.3550  -5.0704521E+01  -8.3067169E+00  -8.6032349E+01  -1.6809198E+01
   12.3560  -5.0708843E+01  -8.3058491E+00  -8.6037750E+01  -1.6810820E+01
   12.3570  -5.0713165E+01  -8.3049803E+00  -8.6043152E+01  -1.6812439E+01
   12.3580  -5.0717487E+01  -8.3041096E+00  -8.6048553E+01  -1.6814060E+01
   12.3590  -5.0721813E+01  -8.3032389E+00  -8.6053955E+01  -1.6815680E+01
   12.3600  -5.0726135E+01  -8.3023663E+00  -8.6059364E+01  -1.6817301E+01
   12.3610  -5.0730457E+01  -8.3014917E+00  -8.6064766E+01  -1.6818922E+01
   12.3620  -5.0734783E+01  -8.3006172E+00  -8.6070160E+01  -1.6820545E+01
   12.3630  -5.0739105E+01  -8.2997408E+00  -8.6075562E+01  -1.6822168E+01
   12.3640  -5.0743427E+01  -8.2988634E+00  -8.6080956E+01  -1.6823793E+01
   12.3650  -5.0747749E+01  -8.2979851E+00  -8.6086349E+01  -1.6825418E+01
   12.3660  -5.0752071E+01  -8.2971048E+00  -8.6091743E+01  -1.6827045E+01
   12.3670  -5.0756393E+01  -8.2962246E+00  -8.6097137E+01  -1.6828672E+01
   12.3680  -5.0760719E+01  -8.2953415E+00  -8.6102531E+01  -1.6830301E+01
   12.3690  -5.0765041E+01  -8.2944584E+00  -8.6107925E+01  -1.6831930E+01
   12.3700  -5.0769360E+01  -8.2935734E+00  -8.6113312E+01  -1.6833557E+01
   12.3710  -5.0773682E+01  -8.2926874E+00  -8.6118706E+01  -1.6835186E+01
   12.3720  -5.0778004E+01  -8.2918005E+00  -8.6124100E+01  -1.6836813E+01
   12.3730  -5.0782326E+01  -8.2909117E+00  -8.6129494E+01  -1.6838440E+01
   12.3740  -5.0786648E+01  -8.2900229E+00  -8.6134888E+01  -1.6840065E+01
   12.3750  -5.0790966E+01  -8.2891312E+00  -8.6140289E+01  -1.6841688E+01
   12.3760  -5.0795288E+01  -8.2882395E+00  -8.6145691E+01  -1.6843311E+01
   12.3770  -5.0799606E+01  -8.2873459E+00  -8.6151093E+01  -1.6844933E+01
   12.3780  -5.0803925E+01  -8.2864513E+00  -8.6156494E+01  -1.6846552E+01
   12.3790  -5.0808247E+01  -8.2855558E+00  -8.6161896E+01  -1.6848171E+01
   12.3800  -5.0812565E+01  -8.2846584E+00  -8.6167305E+01  -1.6849791E+01
   12.3810  -5.0816883E+01  -8.2837601E+00  -8.6172714E+01  -1.6851406E+01
   12.3820  -5.0821201E+01  -8.2828608E+00  -8.6178116E+01  -1.6853024E+01
   12.3830  -5.0825520E+01  -8.2819595E+00  -8.6183525E+01  -1.6854641E+01
   12.3840  -5.0829838E+01  -8.2810574E+00  -8.6188934E+01  -1.6856258E+01
   12.3850  -5.0834156E+01  -8.2801542E+00  -8.6194344E+01  -1.6857874E+01
   12.3860  -5.0838474E+01  -8.2792492E+00  -8.6199745E+01  -1.6859491E+01
   12.3870  -5.0842793E+01  -8.2783442E+00  -8.6205154E+01  -1.6861111E+01
   12.3880  -5.0847111E+01  -8.2774372E+00  -8.6210556E+01  -1.6862730E+01
   12.3890  -5.0851429E+01  -8.2765284E+00  -8.6215965E+01  -1.6864349E+01
   12.3900  -5.0855747E+01  -8.2756195E+00  -8.6221367E+01  -1.6865969E+01
   12.3910  -5.0860062E+01  -8.2747087E+00  -8.6226768E+01  -1.6867590E+01
   12.3920  -5.0864384E+01  -8.2737970E+00  -8.6232170E+01  -1.6869209E+01
   12.3930  -5.0868702E+01  -8.2728844E+00  -8.6237572E+01  -1.6870831E+01
   12.3940  -5.0873020E+01  -8.2719698E+00  -8.6242973E+01  -1.6872452E+01
   12.3950  -5.0877338E+01  -8.2710543E+00  -8.6248383E+01  -1.6874071E+01
   12.3960  -5.0881660E+01  -8.2701378E+00  -8.6253784E+01  -1.6875692E+01
   12.3970  -5.0885979E+01  -8.2692204E+00  -8.6259186E+01  -1.6877312E+01
   12.3980  -5.0890301E+01  -8.2683020E+00  -8.6264587E+01  -1.6878931E+01
   12.3990  -5.0894623E+01  -8.2673817E+00  -8.6269997E+01  -1.6880550E+01
   12.4000  -5.0898945E+01  -8.2664614E+00  -8.6275398E+01  -1.6882168E+01
   12.4010  -5.0903267E+01  -8.2655392E+00  -8.6280807E+01  -1.6883785E+01
   12.4020  -5.0907589E+01  -8.2646151E+00  -8.6286217E+01  -1.6885403E+01
   12.4030  -5.0911915E+01  -8.2636909E+00  -8.6291626E+01  -1.6887018E+01
   12.4040  -5.0916237E+01  -8.2627649E+00  -8.6297028E+01  -1.6888636E+01
   12.4050  -5.0920563E+01  -8.2618389E+00  -8.6302437E+01  -1.6890253E+01
   12.4060  -5.0924885E+01  -8.2609110E+00  -8.6307846E+01  -1.6891870E+01
   12.4070  -5.0929211E+01  -8.2599812E+00  -8.6313255E+01  -1.6893488E+01
   12.4080  -5.0933537E+01  -8.2590513E+00  -8.6318657E+01  -1.6895105E+01
   12.4090  -5.0937862E+01  -8.2581196E+00  -8.6324066E+01  -1.6896725E+01
   12.4100  -5.0942188E+01  -8.2571869E+00  -8.6329468E+01  -1.6898344E+01
   12.4110  -5.0946514E+01  -8.2562532E+00  -8.6334869E+01  -1.6899965E+01
   12.4120  -5.0950840E+01  -8.2553177E+00  -8.6340271E+01  -1.6901587E+01
   12.4130  -5.0955170E+01  -8.2543812E+00  -8.6345673E+01  -1.6903208E+01
