
Predictions were generated on 08-Sep-2022 at 14:21:33 using OpenFAST, compiled as a 64-bit application using double precision at commit v3.2.1-270-gf067eb99-dirty
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn; HydroDyn; MoorDyn (v2.a27, 2022-07-20)

Description from the FAST input file: FAST Certification Test #25: NREL 5.0 MW Baseline Wind Turbine with OC4-DeepCwind semi configuration, for use in offshore analysis

Time     B1Surge        B1Sway          B1Heave         B1Roll          B1Pitch        B1Yaw           B1TVxi          B1TVyi          B1TVzi          B1RVxi          B1RVyi          B1RVzi          B1TAxi          B1TAyi          B1TAzi          B1RAxi          B1RAyi          B1RAzi
(s)      (m)            (m)             (m)             (rad)           (rad)          (rad)           (m/s)           (m/s)           (m/s)           (rad/s)         (rad/s)         (rad/s)         (m/s^2)         (m/s^2)         (m/s^2)         (rad/s^2)       (rad/s^2)       (rad/s^2)
57.4875  3.9766939E+00  3.8447268E-02   -1.6690525E-01  1.5784192E-03   3.0737251E-02  -1.3133874E-03  -1.1705688E-01  -2.2450401E-03  7.4899435E-02   2.2771838E-04   -4.0523810E-05  4.6398382E-05   4.8583869E-02   -3.4026374E-04  1.9661997E-02   1.9290177E-05   8.9373748E-04   -3.4036611E-07
57.5000  3.9752345E+00  3.8419176E-02   -1.6596748E-01  1.5812673E-03   3.0736815E-02  -1.3128076E-03  -1.1645010E-01  -2.2498583E-03  7.5143874E-02   2.2798713E-04   -2.9353096E-05  4.6390676E-05   4.8499107E-02   -4.3066993E-04  1.9447893E-02   2.3714807E-05   8.9351245E-04   -8.8324333E-07
57.5125  3.9737825E+00  3.8391016E-02   -1.6502666E-01  1.5841192E-03   3.0736517E-02  -1.3122277E-03  -1.1584437E-01  -2.2557990E-03  7.5385630E-02   2.2831085E-04   -1.8184506E-05  4.6376339E-05   4.8417035E-02   -5.1954796E-04  1.9233774E-02   2.8074957E-05   8.9340197E-04   -1.4001187E-06
57.5250  3.9723384E+00  3.8362775E-02   -1.6408285E-01  1.5869754E-03   3.0736361E-02  -1.3116482E-03  -1.1523964E-01  -2.2628433E-03  7.5624719E-02   2.2868876E-04   -7.0165061E-06  4.6355737E-05   4.8338398E-02   -6.0705701E-04  1.9019648E-02   3.2375578E-05   8.9343236E-04   -1.8835567E-06
57.5375  3.9709017E+00  3.8334440E-02   -1.6313607E-01  1.5898367E-03   3.0736342E-02  -1.3110689E-03  -1.1463588E-01  -2.2709752E-03  7.5861126E-02   2.2912015E-04   4.1527619E-06   4.6329344E-05   4.8263669E-02   -6.9343019E-04  1.8805526E-02   3.6624497E-05   8.9362159E-04   -2.3272244E-06
57.5500  3.9694724E+00  3.8305998E-02   -1.6218634E-01  1.5927036E-03   3.0736463E-02  -1.3104900E-03  -1.1403302E-01  -2.2801815E-03  7.6094851E-02   2.2960441E-04   1.5325302E-05   4.6297682E-05   4.8193395E-02   -7.7893672E-04  1.8591359E-02   4.0830946E-05   8.9398632E-04   -2.7256642E-06
57.5625  3.9680507E+00  3.8277432E-02   -1.6123371E-01  1.5955770E-03   3.0736726E-02  -1.3099115E-03  -1.1343102E-01  -2.2904528E-03  7.6325908E-02   2.3014104E-04   2.6503396E-05   4.6261350E-05   4.8127592E-02   -8.6383970E-04  1.8377174E-02   4.5003981E-05   8.9452724E-04   -3.0744043E-06
57.5750  3.9666367E+00  3.8248733E-02   -1.6027820E-01  1.5984573E-03   3.0737126E-02  -1.3093334E-03  -1.1282981E-01  -2.3017824E-03  7.6554283E-02   2.3072964E-04   3.7689173E-05   4.6220994E-05   4.8066143E-02   -9.4835687E-04  1.8162981E-02   4.9150909E-05   8.9523889E-04   -3.3702354E-06
57.5875  3.9652300E+00  3.8219884E-02   -1.5931986E-01  1.6013454E-03   3.0737668E-02  -1.3087559E-03  -1.1222935E-01  -2.3141659E-03  7.6779984E-02   2.3136989E-04   4.8884733E-05   4.6177291E-05   4.8008736E-02   -1.0326270E-03  1.7948791E-02   5.3276053E-05   8.9610845E-04   -3.6112347E-06
57.6000  3.9638309E+00  3.8190875E-02   -1.5835871E-01  1.6042418E-03   3.0738348E-02  -1.3081790E-03  -1.1162960E-01  -2.3276000E-03  7.7003002E-02   2.3206152E-04   6.0091996E-05   4.6130928E-05   4.7954865E-02   -1.1166843E-03  1.7734645E-02   5.7379712E-05   8.9711708E-04   -3.7970456E-06
57.6125  3.9624393E+00  3.8161688E-02   -1.5739480E-01  1.6071472E-03   3.0739170E-02  -1.3076026E-03  -1.1103049E-01  -2.3420819E-03  7.7223346E-02   2.3280423E-04   7.1312614E-05   4.6082594E-05   4.7569949E-02   -1.2003999E-03  1.7536942E-02   6.1453553E-05   8.9376705E-04   -3.9284432E-06
57.6250  3.9610550E+00  3.8132317E-02   -1.5642813E-01  1.6100621E-03   3.0740131E-02  -1.3070269E-03  -1.1044000E-01  -2.3576051E-03  7.7441409E-02   2.3359753E-04   8.2440798E-05   4.6032805E-05   4.7188751E-02   -1.2836094E-03  1.7339032E-02   6.5491862E-05   8.9055282E-04   -4.0302707E-06
57.6375  3.9596784E+00  3.8102746E-02   -1.5545876E-01  1.6129873E-03   3.0741232E-02  -1.3064519E-03  -1.0985249E-01  -2.3741629E-03  7.7656910E-02   2.3444100E-04   9.3553674E-05   4.5982208E-05   4.6810295E-02   -1.3660186E-03  1.7141353E-02   6.9483787E-05   8.8745431E-04   -4.0637010E-06
57.6500  3.9583089E+00  3.8072959E-02   -1.5448672E-01  1.6159234E-03   3.0742470E-02  -1.3058773E-03  -1.0926972E-01  -2.3917428E-03  7.7869944E-02   2.3533395E-04   1.0462807E-04   4.5931432E-05   4.6435546E-02   -1.4472260E-03  1.6943596E-02   7.3411953E-05   8.8449492E-04   -4.0631585E-06
57.6625  3.9569466E+00  3.8042948E-02   -1.5351203E-01  1.6188709E-03   3.0743847E-02  -1.3053035E-03  -1.0869159E-01  -2.4103273E-03  7.8080498E-02   2.3627549E-04   1.1566690E-04   4.5880868E-05   4.6064790E-02   -1.5267842E-03  1.6745845E-02   7.7258373E-05   8.8168791E-04   -4.0278528E-06
57.6750  3.9555914E+00  3.8012698E-02   -1.5253472E-01  1.6218304E-03   3.0745361E-02  -1.3047303E-03  -1.0811806E-01  -2.4298932E-03  7.8288585E-02   2.3726447E-04   1.2667179E-04   4.5830933E-05   4.5698758E-02   -1.6042208E-03  1.6548034E-02   8.1003927E-05   8.7906304E-04   -3.9652637E-06
57.6875  3.9542437E+00  3.7982196E-02   -1.5155482E-01  1.6248027E-03   3.0747013E-02  -1.3041578E-03  -1.0754908E-01  -2.4504117E-03  7.8494199E-02   2.3829956E-04   1.3764540E-04   4.5781911E-05   4.5338441E-02   -1.6790751E-03  1.6350141E-02   8.4629894E-05   8.7665702E-04   -3.8831217E-06
57.7000  3.9529028E+00  3.7951432E-02   -1.5057237E-01  1.6277881E-03   3.0748801E-02  -1.3035858E-03  -1.0698455E-01  -2.4718479E-03  7.8697339E-02   2.3937917E-04   1.4859064E-04   4.5733999E-05   4.4985052E-02   -1.7509279E-03  1.6152138E-02   8.8119225E-05   8.7451568E-04   -3.7893271E-06
57.7125  3.9515691E+00  3.7920397E-02   -1.4958741E-01  1.6307873E-03   3.0750727E-02  -1.3030145E-03  -1.0642438E-01  -2.4941626E-03  7.8898005E-02   2.4050148E-04   1.5951114E-04   4.5687288E-05   4.4639964E-02   -1.8194277E-03  1.5953986E-02   9.1457478E-05   8.7269105E-04   -3.6916340E-06
57.7250  3.9502420E+00  3.7889075E-02   -1.4859994E-01  1.6338008E-03   3.0752789E-02  -1.3024436E-03  -1.0586847E-01  -2.5173123E-03  7.9096183E-02   2.4166459E-04   1.7041115E-04   4.5641780E-05   4.4304632E-02   -1.8843090E-03  1.5755672E-02   9.4633586E-05   8.7123702E-04   -3.5975283E-06
57.7375  3.9489222E+00  3.7857458E-02   -1.4761001E-01  1.6368291E-03   3.0754987E-02  -1.3018734E-03  -1.0531668E-01  -2.5412508E-03  7.9291888E-02   2.4286640E-04   1.8129556E-04   4.5597386E-05   4.3980472E-02   -1.9454027E-03  1.5557128E-02   9.7640273E-05   8.7020925E-04   -3.5140793E-06
57.7500  3.9476092E+00  3.7825540E-02   -1.4661765E-01  1.6398727E-03   3.0757323E-02  -1.3013036E-03  -1.0476887E-01  -2.5659301E-03  7.9485111E-02   2.4410478E-04   1.9216999E-04   4.5553927E-05   4.3668814E-02   -2.0026406E-03  1.5358351E-02   1.0047419E-04   8.6965598E-04   -3.4478137E-06
57.7625  3.9463029E+00  3.7793308E-02   -1.4562289E-01  1.6429318E-03   3.0759793E-02  -1.3007345E-03  -1.0422488E-01  -2.5913022E-03  7.9675846E-02   2.4537757E-04   2.0304054E-04   4.5511151E-05   4.3370750E-02   -2.0560522E-03  1.5159331E-02   1.0313588E-04   8.6961791E-04   -3.4045997E-06
57.7750  3.9450035E+00  3.7760757E-02   -1.4462577E-01  1.6460072E-03   3.0762399E-02  -1.3001659E-03  -1.0368452E-01  -2.6173196E-03  7.9864092E-02   2.4668261E-04   2.1391381E-04   4.5468740E-05   4.3087088E-02   -2.1057567E-03  1.4960070E-02   1.0562937E-04   8.7012432E-04   -3.3895055E-06
57.7875  3.9437108E+00  3.7727874E-02   -1.4362630E-01  1.6490991E-03   3.0765140E-02  -1.2995978E-03  -1.0314763E-01  -2.6439370E-03  8.0049850E-02   2.4801787E-04   2.2479666E-04   4.5426314E-05   4.2818271E-02   -2.1519493E-03  1.4760608E-02   1.0796180E-04   8.7118906E-04   -3.4066813E-06
57.8000  3.9424248E+00  3.7694655E-02   -1.4262453E-01  1.6522078E-03   3.0768018E-02  -1.2990303E-03  -1.0261400E-01  -2.6711118E-03  8.0233112E-02   2.4938132E-04   2.3569608E-04   4.5383447E-05   4.2564303E-02   -2.1948891E-03  1.4560940E-02   1.1014276E-04   8.7281305E-04   -3.4592003E-06
57.8125  3.9411454E+00  3.7661094E-02   -1.4162049E-01  1.6553337E-03   3.0771032E-02  -1.2984632E-03  -1.0208346E-01  -2.6988052E-03  8.0413871E-02   2.5077121E-04   2.4661893E-04   4.5339686E-05   4.2026967E-02   -2.2348482E-03  1.4383035E-02   1.1218025E-04   8.7092136E-04   -3.5483718E-06
57.8250  3.9398727E+00  3.7627183E-02   -1.4061418E-01  1.6584771E-03   3.0774184E-02  -1.2978967E-03  -1.0156298E-01  -2.7269810E-03  8.0592662E-02   2.5218568E-04   2.5747472E-04   4.5294437E-05   4.1504294E-02   -2.2721710E-03  1.4204807E-02   1.1408847E-04   8.6956803E-04   -3.6950437E-06
57.8375  3.9386065E+00  3.7592918E-02   -1.3960567E-01  1.6616384E-03   3.0777469E-02  -1.2973308E-03  -1.0104737E-01  -2.7556089E-03  8.0769114E-02   2.5362332E-04   2.6833819E-04   4.5247260E-05   4.0994320E-02   -2.3072176E-03  1.4026741E-02   1.1588290E-04   8.6869218E-04   -3.8586959E-06
57.8500  3.9373465E+00  3.7558291E-02   -1.3859497E-01  1.6648178E-03   3.0780891E-02  -1.2967656E-03  -1.0053809E-01  -2.7846615E-03  8.0943331E-02   2.5508270E-04   2.7919264E-04   4.5197779E-05   4.0496606E-02   -2.3402811E-03  1.3848650E-02   1.1757351E-04   8.6825964E-04   -4.0635987E-06
57.8625  3.9360929E+00  3.7523299E-02   -1.3758209E-01  1.6680156E-03   3.0784449E-02  -1.2962009E-03  -1.0003495E-01  -2.8141160E-03  8.1115328E-02   2.5656258E-04   2.9004438E-04   4.5145513E-05   4.0009338E-02   -2.3716392E-03  1.3670657E-02   1.1917116E-04   8.6820853E-04   -4.2992156E-06
57.8750  3.9348457E+00  3.7487935E-02   -1.3656710E-01  1.6712319E-03   3.0788142E-02  -1.2956370E-03  -9.9537857E-02  -2.8439520E-03  8.1285104E-02   2.5806186E-04   3.0089734E-04   4.5090135E-05   3.9531097E-02   -2.4015151E-03  1.3492851E-02   1.2068426E-04   8.6847809E-04   -4.5606535E-06
57.8875  3.9336045E+00  3.7452199E-02   -1.3554998E-01  1.6744672E-03   3.0791972E-02  -1.2950737E-03  -9.9046692E-02  -2.8741520E-03  8.1452660E-02   2.5957951E-04   3.1175540E-04   4.5031356E-05   3.9060362E-02   -2.4300562E-03  1.3315305E-02   1.2211830E-04   8.6900714E-04   -4.8416987E-06
57.9000  3.9323695E+00  3.7416082E-02   -1.3453078E-01  1.6777215E-03   3.0795937E-02  -1.2945111E-03  -9.8561369E-02  -2.9046994E-03  8.1617989E-02   2.6111456E-04   3.2262143E-04   4.4968976E-05   3.8595721E-02   -2.4573260E-03  1.3138082E-02   1.2347558E-04   8.6973846E-04   -5.1353854E-06
57.9125  3.9311404E+00  3.7379578E-02   -1.3350955E-01  1.6809951E-03   3.0800037E-02  -1.2939494E-03  -9.8081812E-02  -2.9355786E-03  8.1781112E-02   2.6266603E-04   3.3349774E-04   4.4902885E-05   3.8136061E-02   -2.4832988E-03  1.2961242E-02   1.2475495E-04   8.7062293E-04   -5.4341344E-06
57.9250  3.9299173E+00  3.7342690E-02   -1.3248627E-01  1.6842883E-03   3.0804275E-02  -1.2933887E-03  -9.7607978E-02  -2.9667725E-03  8.1942022E-02   2.6423292E-04   3.4438603E-04   4.4833068E-05   3.7680257E-02   -2.5078596E-03  1.2784792E-02   1.2595182E-04   8.7162125E-04   -5.7300681E-06
57.9375  3.9287002E+00  3.7305407E-02   -1.3146099E-01  1.6876010E-03   3.0808648E-02  -1.2928287E-03  -9.7139813E-02  -2.9982624E-03  8.2100734E-02   2.6581416E-04   3.5528757E-04   4.4759614E-05   3.7227806E-02   -2.5308165E-03  1.2608756E-02   1.2705861E-04   8.7270787E-04   -6.0152829E-06
57.9500  3.9274888E+00  3.7267733E-02   -1.3043375E-01  1.6909336E-03   3.0813156E-02  -1.2922697E-03  -9.6677281E-02  -3.0300273E-03  8.2257248E-02   2.6740858E-04   3.6620343E-04   4.4682703E-05   3.6778457E-02   -2.5519161E-03  1.2433125E-02   1.2806529E-04   8.7387068E-04   -6.2820304E-06
57.9625  3.9262831E+00  3.7229657E-02   -1.2940457E-01  1.6942862E-03   3.0817803E-02  -1.2917116E-03  -9.6220344E-02  -3.0620419E-03  8.2411565E-02   2.6901488E-04   3.7713451E-04   4.4602617E-05   3.6332350E-02   -2.5708617E-03  1.2257867E-02   1.2896022E-04   8.7511184E-04   -6.5229642E-06
57.9750  3.9250834E+00  3.7191179E-02   -1.2837347E-01  1.6976590E-03   3.0822584E-02  -1.2911547E-03  -9.5768951E-02  -3.0942785E-03  8.2563691E-02   2.7063163E-04   3.8808185E-04   4.4519718E-05   3.5890017E-02   -2.5873415E-03  1.2082947E-02   1.2973112E-04   8.7644550E-04   -6.7312872E-06
57.9875  3.9238889E+00  3.7152298E-02   -1.2734050E-01  1.7010521E-03   3.0827504E-02  -1.2905987E-03  -9.5323063E-02  -3.1267041E-03  8.2713634E-02   2.7225714E-04   3.9904672E-04   4.4434455E-05   3.5451975E-02   -2.6010550E-03  1.1908272E-02   1.3036621E-04   8.7789557E-04   -6.9008834E-06
58.0000  3.9227002E+00  3.7113011E-02   -1.2630565E-01  1.7044655E-03   3.0832561E-02  -1.2900437E-03  -9.4882607E-02  -3.1592832E-03  8.2861394E-02   2.7388975E-04   4.1003074E-04   4.4347344E-05   3.5019208E-02   -2.6117410E-03  1.1733773E-02   1.3085517E-04   8.7949348E-04   -7.0264659E-06
58.0125  3.9215169E+00  3.7073318E-02   -1.2526897E-01  1.7078994E-03   3.0837756E-02  -1.2894899E-03  -9.4447531E-02  -3.1919768E-03  8.3006971E-02   2.7552753E-04   4.2103589E-04   4.4258963E-05   3.4346968E-02   -2.6191894E-03  1.1585283E-02   1.3118784E-04   8.7785482E-04   -7.1031363E-06
58.0250  3.9203389E+00  3.7033211E-02   -1.2423048E-01  1.7113538E-03   3.0843087E-02  -1.2889373E-03  -9.4023623E-02  -3.2247435E-03  8.3150990E-02   2.7716852E-04   4.3198277E-04   4.4169836E-05   3.3682685E-02   -2.6232745E-03  1.1436569E-02   1.3135973E-04   8.7645667E-04   -7.1450977E-06
58.0375  3.9191663E+00  3.6992699E-02   -1.2319020E-01  1.7148285E-03   3.0848555E-02  -1.2883857E-03  -9.3606673E-02  -3.2575419E-03  8.3293013E-02   2.7881071E-04   4.4293207E-04   4.4080643E-05   3.3026747E-02   -2.6240114E-03  1.1287889E-02   1.3137318E-04   8.7531982E-04   -7.1164100E-06
58.0500  3.9179988E+00  3.6951773E-02   -1.2214816E-01  1.7183240E-03   3.0854160E-02  -1.2878353E-03  -9.3197882E-02  -3.2903301E-03  8.3433181E-02   2.8045216E-04   4.5386836E-04   4.3992124E-05   3.2380272E-02   -2.6214349E-03  1.1138896E-02   1.3122779E-04   8.7448623E-04   -7.0390065E-06
58.0625  3.9168363E+00  3.6910441E-02   -1.2110438E-01  1.7218399E-03   3.0859903E-02  -1.2872859E-03  -9.2797108E-02  -3.3230674E-03  8.3571486E-02   2.8209088E-04   4.6479632E-04   4.3904900E-05   3.1743895E-02   -2.6156981E-03  1.0989559E-02   1.3092947E-04   8.7397563E-04   -6.9077646E-06
58.0750  3.9156787E+00  3.6868699E-02   -1.2005888E-01  1.7253762E-03   3.0865779E-02  -1.2867376E-03  -9.2404231E-02  -3.3557154E-03  8.3707914E-02   2.8372501E-04   4.7571969E-04   4.3819648E-05   3.1117955E-02   -2.6070154E-03  1.0839788E-02   1.3048609E-04   8.7379856E-04   -6.7248507E-06
58.0875  3.9145262E+00  3.6826547E-02   -1.1901169E-01  1.7289330E-03   3.0871795E-02  -1.2861904E-03  -9.2019111E-02  -3.3882388E-03  8.3842471E-02   2.8535278E-04   4.8664279E-04   4.3736993E-05   3.0502463E-02   -2.5956461E-03  1.0689508E-02   1.2990728E-04   8.7395340E-04   -6.4937626E-06
58.1000  3.9133782E+00  3.6783993E-02   -1.1796283E-01  1.7325100E-03   3.0877946E-02  -1.2856442E-03  -9.1641627E-02  -3.4206051E-03  8.3975144E-02   2.8697253E-04   4.9756962E-04   4.3657506E-05   2.9897310E-02   -2.5818706E-03  1.0538654E-02   1.2920344E-04   8.7442913E-04   -6.2193808E-06
58.1125  3.9122350E+00  3.6741033E-02   -1.1691232E-01  1.7361073E-03   3.0884234E-02  -1.2850990E-03  -9.1271654E-02  -3.4527855E-03  8.4105931E-02   2.8858276E-04   5.0850422E-04   4.3581698E-05   2.9301642E-02   -2.5659639E-03  1.0387159E-02   1.2838468E-04   8.7520096E-04   -5.9077584E-06
58.1250  3.9110966E+00  3.6697675E-02   -1.1586019E-01  1.7397245E-03   3.0890658E-02  -1.2845546E-03  -9.0909064E-02  -3.4847548E-03  8.4234819E-02   2.9018207E-04   5.1945000E-04   4.3509983E-05   2.8714936E-02   -2.5481661E-03  1.0234977E-02   1.2745985E-04   8.7624177E-04   -5.5659907E-06
58.1375  3.9099624E+00  3.6653917E-02   -1.1480646E-01  1.7433617E-03   3.0897221E-02  -1.2840112E-03  -9.0553768E-02  -3.5164901E-03  8.4361799E-02   2.9176919E-04   5.3041027E-04   4.3442695E-05   2.8136440E-02   -2.5286612E-03  1.0082064E-02   1.2643561E-04   8.7752030E-04   -5.2018449E-06
58.1500  3.9088326E+00  3.6609761E-02   -1.1375115E-01  1.7470188E-03   3.0903919E-02  -1.2834686E-03  -9.0205647E-02  -3.5479704E-03  8.4486865E-02   2.9334283E-04   5.4138782E-04   4.3380063E-05   2.7565381E-02   -2.5075590E-03  9.9283792E-03   1.2531577E-04   8.7900495E-04   -4.8235993E-06
58.1625  3.9077072E+00  3.6565218E-02   -1.1269429E-01  1.7506953E-03   3.0910755E-02  -1.2829266E-03  -8.9864619E-02  -3.5791763E-03  8.4610008E-02   2.9490184E-04   5.5238517E-04   4.3322201E-05   2.7001278E-02   -2.4848841E-03  9.7738868E-03   1.2410086E-04   8.8066974E-04   -4.4396884E-06
58.1750  3.9065859E+00  3.6520284E-02   -1.1163591E-01  1.7543912E-03   3.0917728E-02  -1.2823854E-03  -8.9530602E-02  -3.6100873E-03  8.4731206E-02   2.9644498E-04   5.6340441E-04   4.3269138E-05   2.6443301E-02   -2.4605703E-03  9.6185384E-03   1.2278795E-04   8.8249054E-04   -4.0584405E-06
58.1875  3.9054689E+00  3.6474966E-02   -1.1057602E-01  1.7581063E-03   3.0924840E-02  -1.2818449E-03  -8.9203522E-02  -3.6406820E-03  8.4850460E-02   2.9797104E-04   5.7444745E-04   4.3220778E-05   2.5891347E-02   -2.4344677E-03  9.4622960E-03   1.2137092E-04   8.8445621E-04   -3.6878935E-06
58.2000  3.9043558E+00  3.6429267E-02   -1.0951465E-01  1.7618404E-03   3.0932089E-02  -1.2813050E-03  -8.8883303E-02  -3.6709371E-03  8.4967762E-02   2.9947862E-04   5.8551610E-04   4.3176944E-05   2.5345424E-02   -2.4063520E-03  9.3051130E-03   1.1984075E-04   8.8656455E-04   -3.3354688E-06
58.2125  3.9032469E+00  3.6383193E-02   -1.0845184E-01  1.7655932E-03   3.0939478E-02  -1.2807655E-03  -8.8569857E-02  -3.7008259E-03  8.5083082E-02   3.0096629E-04   5.9661223E-04   4.3137366E-05   2.4617037E-02   -2.3759562E-03  9.1753006E-03   1.1818564E-04   8.8608876E-04   -3.0074405E-06
58.2250  3.9021416E+00  3.6336750E-02   -1.0738758E-01  1.7693645E-03   3.0947005E-02  -1.2802265E-03  -8.8267639E-02  -3.7303180E-03  8.5197106E-02   3.0243237E-04   6.0767226E-04   4.3101609E-05   2.3896245E-02   -2.3429173E-03  9.0442719E-03   1.1639141E-04   8.8579999E-04   -2.7237400E-06
58.2375  3.9010401E+00  3.6289938E-02   -1.0632192E-01  1.7731539E-03   3.0954670E-02  -1.2796880E-03  -8.7973386E-02  -3.7593790E-03  8.5309334E-02   3.0387510E-04   6.1874476E-04   4.3069274E-05   2.3182739E-02   -2.3069563E-03  8.9122746E-03   1.1444929E-04   8.8570593E-04   -2.4622552E-06
58.2500  3.8999422E+00  3.6242768E-02   -1.0525486E-01  1.7769613E-03   3.0962473E-02  -1.2791498E-03  -8.7688006E-02  -3.7879704E-03  8.5419901E-02   3.0529255E-04   6.2981702E-04   4.3039934E-05   2.2478113E-02   -2.2677162E-03  8.7790629E-03   1.1234392E-04   8.8585238E-04   -2.2451370E-06
58.2625  3.8988478E+00  3.6195241E-02   -1.0418642E-01  1.7807861E-03   3.0970415E-02  -1.2786119E-03  -8.7411374E-02  -3.8160495E-03  8.5528798E-02   3.0668260E-04   6.4089306E-04   4.3013028E-05   2.1783160E-02   -2.2249173E-03  8.6446432E-03   1.1006483E-04   8.8626874E-04   -2.0705704E-06
58.2750  3.8977568E+00  3.6147367E-02   -1.0311665E-01  1.7846281E-03   3.0978495E-02  -1.2780745E-03  -8.7143362E-02  -3.8435706E-03  8.5636012E-02   3.0804309E-04   6.5197598E-04   4.2988020E-05   2.1098686E-02   -2.1783251E-03  8.5089831E-03   1.0760302E-04   8.8698289E-04   -1.9404047E-06
58.2875  3.8966691E+00  3.6099155E-02   -1.0204554E-01  1.7884871E-03   3.0986715E-02  -1.2775372E-03  -8.6883835E-02  -3.8704856E-03  8.5741520E-02   3.0937165E-04   6.6306972E-04   4.2964351E-05   2.0425526E-02   -2.1277750E-03  8.3720628E-03   1.0495221E-04   8.8801770E-04   -1.8551638E-06
58.3000  3.8955848E+00  3.6050610E-02   -1.0097311E-01  1.7923623E-03   3.0995073E-02  -1.2770003E-03  -8.6632662E-02  -3.8967445E-03  8.5845307E-02   3.1066593E-04   6.7417830E-04   4.2941461E-05   1.9763565E-02   -2.0731797E-03  8.2338890E-03   1.0210926E-04   8.8937860E-04   -1.8142165E-06
58.3125  3.8945034E+00  3.6001738E-02   -9.9899404E-02  1.7962536E-03   3.1003570E-02  -1.2764636E-03  -8.6389698E-02  -3.9222962E-03  8.5947357E-02   3.1192350E-04   6.8530568E-04   4.2918811E-05   1.9113040E-02   -2.0145341E-03  8.0944737E-03   9.9074263E-05   8.9106517E-04   -1.8158031E-06
58.3250  3.8934250E+00  3.5952553E-02   -9.8824434E-02  1.8001603E-03   3.1012205E-02  -1.2759273E-03  -8.6154796E-02  -3.9470913E-03  8.6047664E-02   3.1314202E-04   6.9645589E-04   4.2895881E-05   1.8473614E-02   -1.9519109E-03  7.9538533E-03   9.5850446E-05   8.9306140E-04   -1.8569356E-06
58.3375  3.8923495E+00  3.5903066E-02   -9.7748220E-02  1.8040820E-03   3.1020980E-02  -1.2753913E-03  -8.5927829E-02  -3.9710798E-03  8.6146206E-02   3.1431913E-04   7.0763263E-04   4.2872201E-05   1.7844606E-02   -1.8854530E-03  7.8120786E-03   9.2443843E-05   8.9533790E-04   -1.9336428E-06
58.3500  3.8912768E+00  3.5853282E-02   -9.6670792E-02  1.8080181E-03   3.1029897E-02  -1.2748556E-03  -8.5708663E-02  -3.9942153E-03  8.6242966E-02   3.1545258E-04   7.1883923E-04   4.2847361E-05   1.7225245E-02   -1.8153597E-03  7.6692123E-03   8.8862798E-05   8.9785561E-04   -2.0409605E-06
58.3625  3.8902066E+00  3.5803214E-02   -9.5592156E-02  1.8119680E-03   3.1038953E-02  -1.2743201E-03  -8.5497193E-02  -4.0164539E-03  8.6337931E-02   3.1654024E-04   7.3007832E-04   4.2821015E-05   1.6613849E-02   -1.7418701E-03  7.5253421E-03   8.5117274E-05   9.0055959E-04   -2.1730739E-06
58.3750  3.8891392E+00  3.5752874E-02   -9.4512351E-02  1.8159314E-03   3.1048149E-02  -1.2737850E-03  -8.5293323E-02  -4.0377537E-03  8.6431101E-02   3.1758012E-04   7.4135204E-04   4.2792890E-05   1.6009256E-02   -1.6652459E-03  7.3805596E-03   8.1218255E-05   9.0339559E-04   -2.3235848E-06
58.3875  3.8880744E+00  3.5702273E-02   -9.3431383E-02  1.8199073E-03   3.1057486E-02  -1.2732503E-03  -8.5096978E-02  -4.0580779E-03  8.6522445E-02   3.1857038E-04   7.5266167E-04   4.2762800E-05   1.5409971E-02   -1.5857534E-03  7.2349538E-03   7.7176992E-05   9.0630312E-04   -2.4856190E-06
58.4000  3.8870118E+00  3.5651427E-02   -9.2349298E-02  1.8238954E-03   3.1066965E-02  -1.2727160E-03  -8.4908098E-02  -4.0773917E-03  8.6611971E-02   3.1950927E-04   7.6400774E-04   4.2730651E-05   1.4814604E-02   -1.5036496E-03  7.0886244E-03   7.3004448E-05   9.0922561E-04   -2.6520343E-06
58.4125  3.8859515E+00  3.5600342E-02   -9.1266096E-02  1.8278948E-03   3.1076586E-02  -1.2721820E-03  -8.4726639E-02  -4.0956633E-03  8.6699665E-02   3.2039522E-04   7.7539036E-04   4.2696433E-05   1.4087055E-02   -1.4192117E-03  6.9707911E-03   6.8712194E-05   9.0998941E-04   -2.8151735E-06
58.4250  3.8848937E+00  3.5549037E-02   -9.0181805E-02  1.8319051E-03   3.1086350E-02  -1.2716486E-03  -8.4555805E-02  -4.1128658E-03  8.6786211E-02   3.2122681E-04   7.8675785E-04   4.2660162E-05   1.3361304E-02   -1.3325592E-03  6.8522920E-03   6.4305190E-05   9.1068516E-04   -2.9785326E-06
58.4375  3.8838377E+00  3.5497528E-02   -8.9096449E-02  1.8359253E-03   3.1096255E-02  -1.2711155E-03  -8.4393322E-02  -4.1289716E-03  8.6871125E-02   3.2200263E-04   7.9814496E-04   4.2622029E-05   1.2636488E-02   -1.2439121E-03  6.7334231E-03   5.9795511E-05   9.1127481E-04   -3.1150482E-06
58.4500  3.8827837E+00  3.5445821E-02   -8.8010035E-02  1.8399549E-03   3.1106304E-02  -1.2705830E-03  -8.4239900E-02  -4.1439570E-03  8.6954549E-02   3.2272143E-04   8.0953864E-04   4.2582309E-05   1.1912627E-02   -1.1533472E-03  6.6141016E-03   5.5185978E-05   9.1175258E-04   -3.2320602E-06
