
These predictions were generated by MoorDyn (v2.2.22024-01-16) on 25-Jun-2024 at 17:35:59.

 
 
 
      Time        ROD1NBPX        ROD1NBPY        ROD1NBPZ          ROD1RX          ROD1RY
       (s)             (m)             (m)             (m)           (deg)           (deg)
   50.7000   7.0427135E-01  -5.5562595E-19  -1.4977500E+01   1.3882332E-16   1.7596242E+02
   50.8000   7.9011613E-01  -5.8994293E-19  -1.4971069E+01   1.3101476E-16   1.7546930E+02
   50.9000   8.6981977E-01  -6.1988442E-19  -1.4964432E+01   1.2472318E-16   1.7501116E+02
   51.0000   9.4284102E-01  -6.4524886E-19  -1.4957788E+01   1.1948434E-16   1.7459114E+02
   51.1000   1.0086901E+00  -6.6586751E-19  -1.4951334E+01   1.1500281E-16   1.7421214E+02
   51.2000   1.0669307E+00  -6.8160473E-19  -1.4945258E+01   1.1108049E-16   1.7387671E+02
   51.3000   1.1171810E+00  -6.9235807E-19  -1.4939739E+01   1.0757832E-16   1.7358713E+02
   51.4000   1.1591149E+00  -6.9805818E-19  -1.4934936E+01   1.0439444E-16   1.7334535E+02
   51.5000   1.1924627E+00  -6.9866858E-19  -1.4930989E+01   1.0145102E-16   1.7315299E+02
   51.6000   1.2170116E+00  -6.9418536E-19  -1.4928010E+01   9.8685944E-17   1.7301134E+02
   51.7000   1.2326058E+00  -6.8463681E-19  -1.4926086E+01   9.6047182E-17   1.7292134E+02
   51.8000   1.2391466E+00  -6.7008300E-19  -1.4925272E+01   9.3488814E-17   1.7288358E+02
   51.9000   1.2365931E+00  -6.5061651E-19  -1.4925590E+01   9.0968080E-17   1.7289832E+02
   52.0000   1.2249660E+00  -6.2637106E-19  -1.4927032E+01   8.8443709E-17   1.7296543E+02
   52.1000   1.2043549E+00  -5.9752032E-19  -1.4929553E+01   8.5872888E-17   1.7308438E+02
   52.2000   1.1749183E+00  -5.6427365E-19  -1.4933079E+01   8.3208151E-17   1.7325420E+02
   52.3000   1.1368832E+00  -5.2687460E-19  -1.4937505E+01   8.0394195E-17   1.7347355E+02
   52.4000   1.0905426E+00  -4.8559916E-19  -1.4942697E+01   7.7363615E-17   1.7374066E+02
   52.5000   1.0362544E+00  -4.4075380E-19  -1.4948501E+01   7.4030763E-17   1.7405341E+02
   52.6000   9.7443774E-01  -3.9267315E-19  -1.4954746E+01   7.0282433E-17   1.7440931E+02
   52.7000   9.0557057E-01  -3.4171751E-19  -1.4961247E+01   6.5962964E-17   1.7480556E+02
   52.8000   8.3018544E-01  -2.8826995E-19  -1.4967813E+01   6.0849227E-17   1.7523902E+02
   52.9000   7.4886539E-01  -2.3273334E-19  -1.4974252E+01   5.4606226E-17   1.7570630E+02
   53.0000   6.6223903E-01  -1.7552696E-19  -1.4980378E+01   4.6702939E-17   1.7620375E+02
   53.1000   5.7097531E-01  -1.1708306E-19  -1.4986015E+01   3.6239396E-17   1.7672753E+02
   53.2000   4.7577770E-01  -5.7843152E-20  -1.4991003E+01   2.1552216E-17   1.7727360E+02
   53.3000   3.7737806E-01   1.7457551E-21  -1.4995203E+01  -8.2267952E-19   1.7783777E+02
   53.4000   2.7653022E-01   6.1235015E-20  -1.4998501E+01  -3.9508492E-17   1.7841576E+02
   53.5000   1.7400331E-01   1.2017819E-19  -1.5000811E+01  -1.2363146E-16   1.7900322E+02
   53.6000   7.0575042E-02   1.7813488E-19  -1.5002076E+01  -4.5330845E-16   1.7959573E+02
   53.7000  -3.2975049E-02   2.3427025E-19  -1.5002270E+01  -2.2020510E-14  -1.7981111E+02
   53.8000  -1.3587225E-01   2.5689518E-19  -1.5001402E+01  -2.1948324E-14  -1.7922167E+02
   53.9000  -2.3735310E-01   1.6287089E-19  -1.4999508E+01  -2.1877122E-14  -1.7864026E+02
   54.0000  -3.3667151E-01  -9.9377525E-20  -1.4996657E+01   2.1807420E-14  -1.7807110E+02
   54.1000  -4.3310449E-01  -1.6966430E-19  -1.4992944E+01   2.1739721E-14  -1.7751829E+02
   54.2000  -5.2595746E-01   9.5102074E-20  -1.4988487E+01  -2.1674509E-14  -1.7698580E+02
   54.3000  -6.1456902E-01   1.1372543E-19  -1.4983427E+01  -2.1612246E-14  -1.7647738E+02
   54.4000  -6.9831516E-01  -1.5396884E-19  -1.4977918E+01   2.1553370E-14  -1.7599662E+02
   54.5000  -7.7661298E-01   7.9938680E-20  -1.4972130E+01  -2.1498293E-14  -1.7554689E+02
   54.6000  -8.4892385E-01   3.2523322E-20  -1.4966234E+01  -2.1447398E-14  -1.7513130E+02
   54.7000  -9.1475597E-01  -1.0639576E-19  -1.4960408E+01   2.1401036E-14  -1.7475272E+02
   54.8000  -9.7366655E-01   1.3604700E-19  -1.4954822E+01  -2.1359524E-14  -1.7441375E+02
   54.9000  -1.0252635E+00  -1.4210128E-19  -1.4949640E+01   2.1323147E-14  -1.7411670E+02
   55.0000  -1.0692066E+00   1.2643702E-19  -1.4945014E+01  -2.1292150E-14  -1.7386360E+02
   55.1000  -1.1052088E+00  -1.0954707E-19  -1.4941077E+01   2.1266743E-14  -1.7365614E+02
   55.2000  -1.1330365E+00   9.8241670E-20  -1.4937944E+01  -2.1247099E-14  -1.7349573E+02
   55.3000  -1.1525103E+00  -8.5773082E-20  -1.4935704E+01   2.1233348E-14  -1.7338344E+02
   55.4000  -1.1635051E+00   6.7851149E-20  -1.4934423E+01  -2.1225582E-14  -1.7332003E+02
   55.5000  -1.1659506E+00  -4.7525303E-20  -1.4934136E+01   2.1223855E-14  -1.7330593E+02
   55.6000  -1.1598323E+00   2.4338853E-20  -1.4934852E+01  -2.1228176E-14  -1.7334122E+02
   55.7000  -1.1451973E+00   2.0388988E-21  -1.4936550E+01  -2.1238512E-14  -1.7342561E+02
   55.8000  -1.1221584E+00  -2.5772788E-20  -1.4939178E+01   2.1254779E-14  -1.7355844E+02
   55.9000  -1.0908931E+00   4.8201432E-20  -1.4942658E+01  -2.1276847E-14  -1.7373864E+02
   56.0000  -1.0516424E+00  -7.9933825E-20  -1.4946886E+01   2.1304541E-14  -1.7396478E+02
   56.1000  -1.0047089E+00   1.1662212E-19  -1.4951737E+01  -2.1337641E-14  -1.7423506E+02
   56.2000  -9.5045496E-01  -1.3714880E-19  -1.4957065E+01   2.1375883E-14  -1.7454733E+02
   56.3000  -8.8929938E-01   1.3660241E-19  -1.4962713E+01  -2.1418967E-14  -1.7489914E+02
   56.4000  -8.2171456E-01  -9.7228307E-20  -1.4968515E+01   2.1466553E-14  -1.7528771E+02
   56.5000  -7.4822246E-01  -7.2702895E-21  -1.4974300E+01   2.1518268E-14  -1.7570999E+02
   56.6000  -6.6939046E-01   1.2975772E-19  -1.4979901E+01  -2.1573708E-14  -1.7616270E+02
   56.7000  -5.8582654E-01  -1.4759207E-19  -1.4985154E+01   2.1632445E-14  -1.7664232E+02
   56.8000  -4.9817419E-01  -3.3617267E-20  -1.4989911E+01   2.1694025E-14  -1.7714515E+02
   56.9000  -4.0710682E-01   1.7866318E-19  -1.4994036E+01  -2.1757975E-14  -1.7766735E+02
   57.0000  -3.1332196E-01   4.4155146E-20  -1.4997416E+01  -2.1823809E-14  -1.7820492E+02
   57.1000  -2.1753514E-01  -1.9020090E-19  -1.4999959E+01   2.1891028E-14  -1.7875381E+02
   57.2000  -1.2047374E-01  -2.4296227E-19  -1.5001599E+01   2.1959127E-14  -1.7930988E+02
   57.3000  -2.2870659E-02  -1.9214408E-19  -1.5002299E+01   2.2027598E-14  -1.7986899E+02
   57.4000   7.4541864E-02  -1.1534227E-19  -1.5002047E+01   2.7786209E-16   1.7957300E+02
   57.5000   1.7103838E-01  -3.7961604E-20  -1.5000862E+01   3.9733153E-17   1.7902020E+02
   57.6000   2.6590608E-01   3.9277311E-20  -1.4998790E+01  -2.6363003E-17   1.7847665E+02
   57.7000   3.5845038E-01   1.1580672E-19  -1.4995900E+01  -5.7490173E-17   1.7794627E+02
   57.8000   4.4800010E-01   1.9107006E-19  -1.4992287E+01  -7.5674343E-17   1.7743289E+02
   57.9000   5.3391226E-01   2.6452606E-19  -1.4988065E+01  -8.7664750E-17   1.7694016E+02
   58.0000   6.1557639E-01   3.3565252E-19  -1.4983364E+01  -9.6223860E-17   1.7647160E+02
   58.1000   6.9241836E-01   4.0394977E-19  -1.4978329E+01  -1.0269438E-16   1.7603048E+02
   58.2000   7.6390369E-01   4.6894373E-19  -1.4973111E+01  -1.0780921E-16   1.7561991E+02
   58.3000   8.2954041E-01   5.3018860E-19  -1.4967867E+01  -1.1200382E-16   1.7524272E+02
   58.4000   8.8888149E-01   5.8726923E-19  -1.4962750E+01  -1.1555454E-16   1.7490154E+02
   58.5000   9.4152670E-01   6.3980311E-19  -1.4957913E+01  -1.1864644E-16   1.7459871E+02
   58.6000   9.8712428E-01   6.8744206E-19  -1.4953496E+01  -1.2140933E-16   1.7433629E+02
   58.7000   1.0253721E+00   7.2987361E-19  -1.4949629E+01  -1.2393816E-16   1.7411608E+02
   58.8000   1.0560185E+00   7.6682217E-19  -1.4946423E+01  -1.2630529E-16   1.7393957E+02
   58.9000   1.0788632E+00   7.9804999E-19  -1.4943971E+01  -1.2856815E-16   1.7380796E+02
   59.0000   1.0937576E+00   8.2335790E-19  -1.4942344E+01  -1.3077439E-16   1.7372213E+02
   59.1000   1.1006052E+00   8.4258596E-19  -1.4941588E+01  -1.3296555E-16   1.7368267E+02
   59.2000   1.0993617E+00   8.5561363E-19  -1.4941725E+01  -1.3517970E-16   1.7368984E+02
   59.3000   1.0900381E+00   8.6235781E-19  -1.4942752E+01  -1.3745310E-16   1.7374357E+02
   59.4000   1.0727062E+00   8.6277941E-19  -1.4944637E+01  -1.3982256E-16   1.7384343E+02
   59.5000   1.0474995E+00   8.5688785E-19  -1.4947323E+01  -1.4232823E-16   1.7398864E+02
   59.6000   1.0146122E+00   8.4474099E-19  -1.4950732E+01  -1.4501632E-16   1.7417804E+02
   59.7000   9.7429773E-01   8.2644464E-19  -1.4954760E+01  -1.4794277E-16   1.7441012E+02
   59.8000   9.2686707E-01   8.0215178E-19  -1.4959288E+01  -1.5117844E-16   1.7468305E+02
   59.9000   8.7268606E-01   7.7206125E-19  -1.4964182E+01  -1.5481696E-16   1.7499468E+02
