
These predictions were generated by SubDyn on 28-Jan-2021 at 17:18:35.




    Time	  IntfTDXss	  IntfTDYss	  IntfTDZss	  IntfRDXss	  IntfRDYss	  IntfRDZss	   IntfFXss	   IntfFZss	   IntfMYss	   IntfMZss	  M1N1TDxss	  M1N1TDyss	  M1N1TDzss	   M1N1RDxe	   M1N1RDye	   M1N1RDze	   M1N1TAxe	   M1N1TAye	   M1N1TAze	   M1N1RAxe	   M1N1RAye	   M1N1RAze	   M1N1FKxe	   M1N1FKye	   M1N1FKze	   M1N1MKxe	   M1N1MKye	   M1N1MKze	   M1N1FMye	  M2N1TDxss	  M2N1TDyss	  M2N1TDzss	   M2N1RDxe	   M2N1RDye	   M2N1RDze	   M2N1TAxe	   M2N1TAye	   M2N1TAze	   M2N1FKxe	   M2N1FKye	   M2N1FKze	   M2N1MKxe	   M2N1MKye	   M2N1MKze	   M2N1FMye	  M2N2TDxss	  M2N2TDyss	  M2N2TDzss	   M2N2RDxe	   M2N2RDye	   M2N2RDze	   M2N2TAxe	   M2N2TAye	   M2N2TAze	   M2N2FKxe	   M2N2FKye	   M2N2FKze	   M2N2MKxe	   M2N2MKye	   M2N2MKze
       s	        (m)	        (m)	        (m)	      (rad)	      (rad)	      (rad)	        (N)	        (N)	       (Nm)	       (Nm)	        (m)	        (m)	        (m)	      (rad)	      (rad)	      (rad)	    (m/s^2)	    (m/s^2)	    (m/s^2)	  (rad/s^2)	  (rad/s^2)	  (rad/s^2)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (m)	        (m)	        (m)	      (rad)	      (rad)	      (rad)	    (m/s^2)	    (m/s^2)	    (m/s^2)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (m)	        (m)	        (m)	      (rad)	      (rad)	      (rad)	    (m/s^2)	    (m/s^2)	    (m/s^2)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)
  130.5500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.7612E+06	 5.2666E+07	 4.8576E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.0447E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 4.8072E+08	-0.0000E+00	-0.0000E+00	-3.1162E-01	 1.2000E+01	 6.6296E-01	 0.0000E+00	-1.1812E-01	 0.0000E+00	 2.6909E-01	 0.0000E+00	 4.6955E-02	 2.7930E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.0110E+08	-0.0000E+00	-0.0000E+00	-1.1769E+00	 1.2000E+01	 7.0042E-01	 0.0000E+00	-1.1619E-01	 0.0000E+00	 3.2055E-01	 0.0000E+00	 5.5936E-02	 2.6104E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.0155E+07	 0.0000E+00
  130.6000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.7042E+06	 5.2676E+07	 4.9205E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.1017E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 4.8693E+08	-0.0000E+00	-0.0000E+00	-2.7385E-01	 1.2000E+01	 6.5637E-01	 0.0000E+00	-1.1724E-01	 0.0000E+00	 2.6010E-01	 0.0000E+00	 4.5388E-02	 2.8395E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.0321E+08	-0.0000E+00	-0.0000E+00	-1.1325E+00	 1.2000E+01	 6.9267E-01	 0.0000E+00	-1.1527E-01	 0.0000E+00	 3.1010E-01	 0.0000E+00	 5.4112E-02	 2.6556E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.1914E+07	 0.0000E+00
  130.6500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.6471E+06	 5.2686E+07	 4.9843E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.1590E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 4.9322E+08	-0.0000E+00	-0.0000E+00	-2.3543E-01	 1.2000E+01	 6.4967E-01	 0.0000E+00	-1.1635E-01	 0.0000E+00	 2.5139E-01	 0.0000E+00	 4.3868E-02	 2.8870E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.0537E+08	-0.0000E+00	-0.0000E+00	-1.0873E+00	 1.2000E+01	 6.8479E-01	 0.0000E+00	-1.1433E-01	 0.0000E+00	 2.9978E-01	 0.0000E+00	 5.2312E-02	 2.7017E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.3721E+07	 0.0000E+00
  130.7000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.5903E+06	 5.2696E+07	 5.0488E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.2158E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 4.9958E+08	-0.0000E+00	-0.0000E+00	-1.9638E-01	 1.2000E+01	 6.4285E-01	 0.0000E+00	-1.1544E-01	 0.0000E+00	 2.4296E-01	 0.0000E+00	 4.2397E-02	 2.9358E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.0759E+08	-0.0000E+00	-0.0000E+00	-1.0414E+00	 1.2000E+01	 6.7678E-01	 0.0000E+00	-1.1338E-01	 0.0000E+00	 2.8943E-01	 0.0000E+00	 5.0506E-02	 2.7491E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.5571E+07	 0.0000E+00
  130.7500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.5325E+06	 5.2706E+07	 5.1144E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.2738E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.0605E+08	-0.0000E+00	-0.0000E+00	-1.5672E-01	 1.2000E+01	 6.3593E-01	 0.0000E+00	-1.1452E-01	 0.0000E+00	 2.3475E-01	 0.0000E+00	 4.0963E-02	 2.9849E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.0985E+08	-0.0000E+00	-0.0000E+00	-9.9474E-01	 1.2000E+01	 6.6864E-01	 0.0000E+00	-1.1242E-01	 0.0000E+00	 2.7957E-01	 0.0000E+00	 4.8784E-02	 2.7968E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.7470E+07	 0.0000E+00
  130.8000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.4744E+06	 5.2716E+07	 5.1807E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.3321E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.1260E+08	-0.0000E+00	-0.0000E+00	-1.1648E-01	 1.2000E+01	 6.2891E-01	 0.0000E+00	-1.1358E-01	 0.0000E+00	 2.2675E-01	 0.0000E+00	 3.9567E-02	 3.0347E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.1217E+08	-0.0000E+00	-0.0000E+00	-9.4739E-01	 1.2000E+01	 6.6038E-01	 0.0000E+00	-1.1143E-01	 0.0000E+00	 2.6984E-01	 0.0000E+00	 4.7087E-02	 2.8453E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.9412E+07	 0.0000E+00
  130.8500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.4167E+06	 5.2726E+07	 5.2476E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.3900E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.1922E+08	-0.0000E+00	-0.0000E+00	-7.5670E-02	 1.2000E+01	 6.2179E-01	 0.0000E+00	-1.1263E-01	 0.0000E+00	 2.1894E-01	 0.0000E+00	 3.8205E-02	 3.0859E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.1453E+08	-0.0000E+00	-0.0000E+00	-8.9937E-01	 1.2000E+01	 6.5200E-01	 0.0000E+00	-1.1043E-01	 0.0000E+00	 2.5998E-01	 0.0000E+00	 4.5366E-02	 2.8951E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 9.1389E+07	 0.0000E+00
  130.9000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.3579E+06	 5.2736E+07	 5.3155E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.4490E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.2593E+08	-0.0000E+00	-0.0000E+00	-3.4312E-02	 1.2000E+01	 6.1457E-01	 0.0000E+00	-1.1167E-01	 0.0000E+00	 2.1125E-01	 0.0000E+00	 3.6863E-02	 3.1372E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.1693E+08	-0.0000E+00	-0.0000E+00	-8.5070E-01	 1.2000E+01	 6.4350E-01	 0.0000E+00	-1.0942E-01	 0.0000E+00	 2.5048E-01	 0.0000E+00	 4.3708E-02	 2.9451E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 9.3408E+07	 0.0000E+00
  130.9500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.2986E+06	 5.2747E+07	 5.3841E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.5086E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.3273E+08	-0.0000E+00	-0.0000E+00	 7.5732E-03	 1.2000E+01	 6.0726E-01	 0.0000E+00	-1.1069E-01	 0.0000E+00	 2.0364E-01	 0.0000E+00	 3.5534E-02	 3.1891E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.1938E+08	-0.0000E+00	-0.0000E+00	-8.0141E-01	 1.2000E+01	 6.3490E-01	 0.0000E+00	-1.0840E-01	 0.0000E+00	 2.4105E-01	 0.0000E+00	 4.2063E-02	 2.9958E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 9.5460E+07	 0.0000E+00
  131.0000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.2396E+06	 5.2757E+07	 5.4534E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.5679E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.3958E+08	-0.0000E+00	-0.0000E+00	 4.9968E-02	 1.2000E+01	 5.9986E-01	 0.0000E+00	-1.0970E-01	 0.0000E+00	 1.9607E-01	 0.0000E+00	 3.4215E-02	 3.2423E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.2185E+08	-0.0000E+00	-0.0000E+00	-7.5151E-01	 1.2000E+01	 6.2619E-01	 0.0000E+00	-1.0736E-01	 0.0000E+00	 2.3133E-01	 0.0000E+00	 4.0367E-02	 3.0476E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 9.7539E+07	 0.0000E+00
  131.0500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.1793E+06	 5.2768E+07	 5.5235E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.6285E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.4653E+08	-0.0000E+00	-0.0000E+00	 9.2853E-02	 1.2000E+01	 5.9238E-01	 0.0000E+00	-1.0870E-01	 0.0000E+00	 1.8847E-01	 0.0000E+00	 3.2888E-02	 3.2956E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.2436E+08	-0.0000E+00	-0.0000E+00	-7.0103E-01	 1.2000E+01	 6.1739E-01	 0.0000E+00	-1.0631E-01	 0.0000E+00	 2.2179E-01	 0.0000E+00	 3.8703E-02	 3.0996E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 9.9648E+07	 0.0000E+00
  131.1000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.1182E+06	 5.2778E+07	 5.5944E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.6899E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.5355E+08	-0.0000E+00	-0.0000E+00	 1.3621E-01	 1.2000E+01	 5.8482E-01	 0.0000E+00	-1.0768E-01	 0.0000E+00	 1.8077E-01	 0.0000E+00	 3.1544E-02	 3.3493E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.2690E+08	-0.0000E+00	-0.0000E+00	-6.5000E-01	 1.2000E+01	 6.0848E-01	 0.0000E+00	-1.0524E-01	 0.0000E+00	 2.1223E-01	 0.0000E+00	 3.7034E-02	 3.1521E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.0178E+08	 0.0000E+00
  131.1500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 1.0573E+06	 5.2789E+07	 5.6658E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.7513E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.6064E+08	-0.0000E+00	-0.0000E+00	 1.8002E-01	 1.2000E+01	 5.7717E-01	 0.0000E+00	-1.0666E-01	 0.0000E+00	 1.7295E-01	 0.0000E+00	 3.0179E-02	 3.4042E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.2946E+08	-0.0000E+00	-0.0000E+00	-5.9844E-01	 1.2000E+01	 5.9948E-01	 0.0000E+00	-1.0417E-01	 0.0000E+00	 2.0220E-01	 0.0000E+00	 3.5283E-02	 3.2056E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.0393E+08	 0.0000E+00
  131.2000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 9.9501E+05	 5.2800E+07	 5.7381E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.8139E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.6781E+08	-0.0000E+00	-0.0000E+00	 2.2426E-01	 1.2000E+01	 5.6945E-01	 0.0000E+00	-1.0563E-01	 0.0000E+00	 1.6491E-01	 0.0000E+00	 2.8776E-02	 3.4592E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.3204E+08	-0.0000E+00	-0.0000E+00	-5.4637E-01	 1.2000E+01	 5.9040E-01	 0.0000E+00	-1.0309E-01	 0.0000E+00	 1.9215E-01	 0.0000E+00	 3.3530E-02	 3.2593E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.0610E+08	 0.0000E+00
  131.2500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 9.3155E+05	 5.2811E+07	 5.8111E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.8779E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.7506E+08	-0.0000E+00	-0.0000E+00	 2.6891E-01	 1.2000E+01	 5.6166E-01	 0.0000E+00	-1.0458E-01	 0.0000E+00	 1.5660E-01	 0.0000E+00	 2.7326E-02	 3.5145E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.3463E+08	-0.0000E+00	-0.0000E+00	-4.9383E-01	 1.2000E+01	 5.8123E-01	 0.0000E+00	-1.0199E-01	 0.0000E+00	 1.8197E-01	 0.0000E+00	 3.1753E-02	 3.3132E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.0828E+08	 0.0000E+00
  131.3000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 8.6807E+05	 5.2822E+07	 5.8847E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.9418E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.8237E+08	-0.0000E+00	-0.0000E+00	 3.1395E-01	 1.2000E+01	 5.5380E-01	 0.0000E+00	-1.0353E-01	 0.0000E+00	 1.4800E-01	 0.0000E+00	 2.5826E-02	 3.5709E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.3724E+08	-0.0000E+00	-0.0000E+00	-4.4083E-01	 1.2000E+01	 5.7198E-01	 0.0000E+00	-1.0089E-01	 0.0000E+00	 1.7116E-01	 0.0000E+00	 2.9867E-02	 3.3680E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.1046E+08	 0.0000E+00
  131.3500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 8.0323E+05	 5.2833E+07	 5.9590E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 8.0071E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.8975E+08	-0.0000E+00	-0.0000E+00	 3.5937E-01	 1.2000E+01	 5.4587E-01	 0.0000E+00	-1.0248E-01	 0.0000E+00	 1.3904E-01	 0.0000E+00	 2.4263E-02	 3.6273E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.3986E+08	-0.0000E+00	-0.0000E+00	-3.8740E-01	 1.2000E+01	 5.6266E-01	 0.0000E+00	-9.9781E-02	 0.0000E+00	 1.6016E-01	 0.0000E+00	 2.7947E-02	 3.4230E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.1266E+08	 0.0000E+00
  131.4000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 7.3695E+05	 5.2845E+07	 6.0340E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 8.0740E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 5.9721E+08	-0.0000E+00	-0.0000E+00	 4.0513E-01	 1.2000E+01	 5.3789E-01	 0.0000E+00	-1.0141E-01	 0.0000E+00	 1.2967E-01	 0.0000E+00	 2.2628E-02	 3.6839E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.4248E+08	-0.0000E+00	-0.0000E+00	-3.3357E-01	 1.2000E+01	 5.5326E-01	 0.0000E+00	-9.8665E-02	 0.0000E+00	 1.4894E-01	 0.0000E+00	 2.5990E-02	 3.4780E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.1485E+08	 0.0000E+00
  131.4500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 6.7055E+05	 5.2856E+07	 6.1095E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 8.1410E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 6.0472E+08	-0.0000E+00	-0.0000E+00	 4.5121E-01	 1.2000E+01	 5.2985E-01	 0.0000E+00	-1.0034E-01	 0.0000E+00	 1.1991E-01	 0.0000E+00	 2.0924E-02	 3.7414E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.4511E+08	-0.0000E+00	-0.0000E+00	-2.7936E-01	 1.2000E+01	 5.4381E-01	 0.0000E+00	-9.7541E-02	 0.0000E+00	 1.3700E-01	 0.0000E+00	 2.3906E-02	 3.5339E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.1705E+08	 0.0000E+00
  131.5000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 6.0285E+05	 5.2868E+07	 6.1856E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 8.2093E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 6.1230E+08	-0.0000E+00	-0.0000E+00	 4.9760E-01	 1.2000E+01	 5.2175E-01	 0.0000E+00	-9.9260E-02	 0.0000E+00	 1.0969E-01	 0.0000E+00	 1.9140E-02	 3.7990E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.4773E+08	-0.0000E+00	-0.0000E+00	-2.2482E-01	 1.2000E+01	 5.3429E-01	 0.0000E+00	-9.6412E-02	 0.0000E+00	 1.2473E-01	 0.0000E+00	 2.1766E-02	 3.5899E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.1924E+08	 0.0000E+00
  131.5500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 5.3358E+05	 5.2880E+07	 6.2625E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 8.2793E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 6.1995E+08	-0.0000E+00	-0.0000E+00	 5.4426E-01	 1.2000E+01	 5.1361E-01	 0.0000E+00	-9.8178E-02	 0.0000E+00	 9.8987E-02	 0.0000E+00	 1.7273E-02	 3.8565E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.5035E+08	-0.0000E+00	-0.0000E+00	-1.6996E-01	 1.2000E+01	 5.2471E-01	 0.0000E+00	-9.5278E-02	 0.0000E+00	 1.1224E-01	 0.0000E+00	 1.9585E-02	 3.6457E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.2143E+08	 0.0000E+00
  131.6000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 4.6420E+05	 5.2892E+07	 6.3396E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 8.3494E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 6.2764E+08	-0.0000E+00	-0.0000E+00	 5.9116E-01	 1.2000E+01	 5.0543E-01	 0.0000E+00	-9.7090E-02	 0.0000E+00	 8.7850E-02	 0.0000E+00	 1.5330E-02	 3.9148E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.5297E+08	-0.0000E+00	-0.0000E+00	-1.1483E-01	 1.2000E+01	 5.1509E-01	 0.0000E+00	-9.4139E-02	 0.0000E+00	 9.8991E-02	 0.0000E+00	 1.7274E-02	 3.7022E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.2361E+08	 0.0000E+00
  131.6500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 3.9373E+05	 5.2905E+07	 6.4173E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 8.4206E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 6.3538E+08	-0.0000E+00	-0.0000E+00	 6.3829E-01	 1.2000E+01	 4.9720E-01	 0.0000E+00	-9.5999E-02	 0.0000E+00	 7.6251E-02	 0.0000E+00	 1.3306E-02	 3.9733E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.5558E+08	-0.0000E+00	-0.0000E+00	-5.9440E-02	 1.2000E+01	 5.0543E-01	 0.0000E+00	-9.2997E-02	 0.0000E+00	 8.5369E-02	 0.0000E+00	 1.4897E-02	 3.7588E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.2578E+08	 0.0000E+00
