
These predictions were generated by SubDyn on 28-Jan-2021 at 17:18:35.




    Time	  IntfTDXss	  IntfTDYss	  IntfTDZss	  IntfRDXss	  IntfRDYss	  IntfRDZss	   IntfFXss	   IntfFZss	   IntfMYss	   IntfMZss	  M1N1TDxss	  M1N1TDyss	  M1N1TDzss	   M1N1RDxe	   M1N1RDye	   M1N1RDze	   M1N1TAxe	   M1N1TAye	   M1N1TAze	   M1N1RAxe	   M1N1RAye	   M1N1RAze	   M1N1FKxe	   M1N1FKye	   M1N1FKze	   M1N1MKxe	   M1N1MKye	   M1N1MKze	   M1N1FMye	  M2N1TDxss	  M2N1TDyss	  M2N1TDzss	   M2N1RDxe	   M2N1RDye	   M2N1RDze	   M2N1TAxe	   M2N1TAye	   M2N1TAze	   M2N1FKxe	   M2N1FKye	   M2N1FKze	   M2N1MKxe	   M2N1MKye	   M2N1MKze	   M2N1FMye	  M2N2TDxss	  M2N2TDyss	  M2N2TDzss	   M2N2RDxe	   M2N2RDye	   M2N2RDze	   M2N2TAxe	   M2N2TAye	   M2N2TAze	   M2N2FKxe	   M2N2FKye	   M2N2FKze	   M2N2MKxe	   M2N2MKye	   M2N2MKze
       s	        (m)	        (m)	        (m)	      (rad)	      (rad)	      (rad)	        (N)	        (N)	       (Nm)	       (Nm)	        (m)	        (m)	        (m)	      (rad)	      (rad)	      (rad)	    (m/s^2)	    (m/s^2)	    (m/s^2)	  (rad/s^2)	  (rad/s^2)	  (rad/s^2)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (m)	        (m)	        (m)	      (rad)	      (rad)	      (rad)	    (m/s^2)	    (m/s^2)	    (m/s^2)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (m)	        (m)	        (m)	      (rad)	      (rad)	      (rad)	    (m/s^2)	    (m/s^2)	    (m/s^2)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)
    0.9500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 3.1743E+06	 5.2419E+07	 1.9647E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 5.5878E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 1.9060E+08	-0.0000E+00	-0.0000E+00	-2.2909E+00	 1.2000E+01	 1.0083E+00	 0.0000E+00	-1.6684E-01	 0.0000E+00	-1.8897E-01	 0.0000E+00	-3.2976E-02	 1.6775E+05	-0.0000E+00	 2.4788E+07	-0.0000E+00	-5.0190E+07	-0.0000E+00	-0.0000E+00	-3.5276E+00	 1.2000E+01	 1.1106E+00	 0.0000E+00	-1.6793E-01	 0.0000E+00	 4.8799E-02	 0.0000E+00	 8.5153E-03	-5.1423E+04	 0.0000E+00	 2.3483E+07	 0.0000E+00	-5.1430E+07	 0.0000E+00
    1.0000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 2.8789E+06	 5.2471E+07	 2.0844E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 5.8917E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.0250E+08	-0.0000E+00	-0.0000E+00	-2.2469E+00	 1.2000E+01	 1.0007E+00	 0.0000E+00	-1.6605E-01	 0.0000E+00	-2.2612E-01	 0.0000E+00	-3.9458E-02	 7.9595E+04	-0.0000E+00	 2.4788E+07	-0.0000E+00	-4.8725E+07	-0.0000E+00	-0.0000E+00	-3.4776E+00	 1.2000E+01	 1.1019E+00	 0.0000E+00	-1.6709E-01	 0.0000E+00	 8.7914E-02	 0.0000E+00	 1.5341E-02	-1.3454E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	-4.9299E+07	 0.0000E+00
    1.0500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 2.6745E+06	 5.2507E+07	 2.1843E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 6.1049E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.1246E+08	-0.0000E+00	-0.0000E+00	-2.2035E+00	 1.2000E+01	 9.9309E-01	 0.0000E+00	-1.6515E-01	 0.0000E+00	-2.3907E-01	 0.0000E+00	-4.1717E-02	 3.1626E+04	-0.0000E+00	 2.4788E+07	-0.0000E+00	-4.6310E+07	-0.0000E+00	-0.0000E+00	-3.4274E+00	 1.2000E+01	 1.0931E+00	 0.0000E+00	-1.6614E-01	 0.0000E+00	 1.2800E-01	 0.0000E+00	 2.2335E-02	-1.7727E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	-4.6521E+07	 0.0000E+00
    1.1000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 2.5836E+06	 5.2523E+07	 2.2601E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 6.2039E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.2001E+08	-0.0000E+00	-0.0000E+00	-2.1606E+00	 1.2000E+01	 9.8562E-01	 0.0000E+00	-1.6415E-01	 0.0000E+00	-2.2728E-01	 0.0000E+00	-3.9660E-02	 4.0329E+04	-0.0000E+00	 2.4788E+07	-0.0000E+00	-4.2957E+07	-0.0000E+00	-0.0000E+00	-3.3768E+00	 1.2000E+01	 1.0843E+00	 0.0000E+00	-1.6507E-01	 0.0000E+00	 1.6063E-01	 0.0000E+00	 2.8030E-02	-1.6426E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	-4.3232E+07	 0.0000E+00
    1.1500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 2.6188E+06	 5.2516E+07	 2.3093E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 6.1751E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.2492E+08	-0.0000E+00	-0.0000E+00	-2.1184E+00	 1.2000E+01	 9.7824E-01	 0.0000E+00	-1.6302E-01	 0.0000E+00	-1.9101E-01	 0.0000E+00	-3.3332E-02	 1.1569E+05	-0.0000E+00	 2.4788E+07	-0.0000E+00	-3.8696E+07	-0.0000E+00	-0.0000E+00	-3.3259E+00	 1.2000E+01	 1.0754E+00	 0.0000E+00	-1.6385E-01	 0.0000E+00	 1.8034E-01	 0.0000E+00	 3.1470E-02	-8.6306E+04	 0.0000E+00	 2.3483E+07	 0.0000E+00	-3.9537E+07	 0.0000E+00
    1.2000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 2.7693E+06	 5.2490E+07	 2.3344E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 6.0284E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.2739E+08	-0.0000E+00	-0.0000E+00	-2.0766E+00	 1.2000E+01	 9.7095E-01	 0.0000E+00	-1.6177E-01	 0.0000E+00	-1.3168E-01	 0.0000E+00	-2.2978E-02	 2.5206E+05	-0.0000E+00	 2.4788E+07	-0.0000E+00	-3.3565E+07	-0.0000E+00	-0.0000E+00	-3.2745E+00	 1.2000E+01	 1.0665E+00	 0.0000E+00	-1.6251E-01	 0.0000E+00	 1.8924E-01	 0.0000E+00	 3.3022E-02	 5.1205E+04	 0.0000E+00	 2.3483E+07	 0.0000E+00	-3.5432E+07	 0.0000E+00
    1.2500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 3.0100E+06	 5.2448E+07	 2.3404E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 5.7887E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.2792E+08	-0.0000E+00	-0.0000E+00	-2.0351E+00	 1.2000E+01	 9.6371E-01	 0.0000E+00	-1.6043E-01	 0.0000E+00	-5.1546E-02	 0.0000E+00	-8.9948E-03	 4.3392E+05	-0.0000E+00	 2.4788E+07	-0.0000E+00	-2.7618E+07	-0.0000E+00	-0.0000E+00	-3.2227E+00	 1.2000E+01	 1.0574E+00	 0.0000E+00	-1.6106E-01	 0.0000E+00	 1.9397E-01	 0.0000E+00	 3.3848E-02	 2.3362E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	-3.0854E+07	 0.0000E+00
    1.3000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 3.3098E+06	 5.2396E+07	 2.3337E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 5.4870E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.2715E+08	-0.0000E+00	-0.0000E+00	-1.9937E+00	 1.2000E+01	 9.5649E-01	 0.0000E+00	-1.5902E-01	 0.0000E+00	 4.6530E-02	 0.0000E+00	 8.1195E-03	 6.4205E+05	-0.0000E+00	 2.4788E+07	-0.0000E+00	-2.0920E+07	-0.0000E+00	-0.0000E+00	-3.1704E+00	 1.2000E+01	 1.0483E+00	 0.0000E+00	-1.5951E-01	 0.0000E+00	 2.0261E-01	 0.0000E+00	 3.5356E-02	 4.4281E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	-2.5723E+07	 0.0000E+00
    1.3500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 3.6261E+06	 5.2341E+07	 2.3231E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 5.1662E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.2593E+08	-0.0000E+00	-0.0000E+00	-1.9523E+00	 1.2000E+01	 9.4926E-01	 0.0000E+00	-1.5755E-01	 0.0000E+00	 1.5899E-01	 0.0000E+00	 2.7743E-02	 8.4941E+05	-0.0000E+00	 2.4788E+07	-0.0000E+00	-1.3549E+07	-0.0000E+00	-0.0000E+00	-3.1176E+00	 1.2000E+01	 1.0391E+00	 0.0000E+00	-1.5791E-01	 0.0000E+00	 2.2681E-01	 0.0000E+00	 3.9579E-02	 6.5331E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	-1.9913E+07	 0.0000E+00
    1.4000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 3.9169E+06	 5.2290E+07	 2.3173E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.8691E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.2515E+08	-0.0000E+00	-0.0000E+00	-1.9104E+00	 1.2000E+01	 9.4195E-01	 0.0000E+00	-1.5608E-01	 0.0000E+00	 2.8195E-01	 0.0000E+00	 4.9200E-02	 1.0295E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	-5.5967E+06	-0.0000E+00	-0.0000E+00	-3.0642E+00	 1.2000E+01	 1.0298E+00	 0.0000E+00	-1.5628E-01	 0.0000E+00	 2.7747E-01	 0.0000E+00	 4.8419E-02	 8.4009E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	-1.3316E+07	 0.0000E+00
    1.4500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 4.1536E+06	 5.2249E+07	 2.3224E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.6250E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.2542E+08	-0.0000E+00	-0.0000E+00	-1.8678E+00	 1.2000E+01	 9.3452E-01	 0.0000E+00	-1.5461E-01	 0.0000E+00	 4.1166E-01	 0.0000E+00	 7.1835E-02	 1.1653E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 2.8303E+06	-0.0000E+00	-0.0000E+00	-3.0101E+00	 1.2000E+01	 1.0203E+00	 0.0000E+00	-1.5464E-01	 0.0000E+00	 3.6024E-01	 0.0000E+00	 6.2862E-02	 9.8700E+05	 0.0000E+00	 2.3483E+07	 0.0000E+00	-5.9113E+06	 0.0000E+00
    1.5000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 4.3143E+06	 5.2221E+07	 2.3433E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.4568E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.2723E+08	-0.0000E+00	-0.0000E+00	-1.8242E+00	 1.2000E+01	 9.2691E-01	 0.0000E+00	-1.5315E-01	 0.0000E+00	 5.4436E-01	 0.0000E+00	 9.4992E-02	 1.2449E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 1.1614E+07	-0.0000E+00	-0.0000E+00	-2.9551E+00	 1.2000E+01	 1.0107E+00	 0.0000E+00	-1.5301E-01	 0.0000E+00	 4.7801E-01	 0.0000E+00	 8.3412E-02	 1.0824E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 2.2736E+06	 0.0000E+00
    1.5500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 4.3903E+06	 5.2207E+07	 2.3822E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.3740E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.3085E+08	-0.0000E+00	-0.0000E+00	-1.7792E+00	 1.2000E+01	 9.1906E-01	 0.0000E+00	-1.5173E-01	 0.0000E+00	 6.7654E-01	 0.0000E+00	 1.1806E-01	 1.2656E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 2.0624E+07	-0.0000E+00	-0.0000E+00	-2.8989E+00	 1.2000E+01	 1.0009E+00	 0.0000E+00	-1.5139E-01	 0.0000E+00	 6.2865E-01	 0.0000E+00	 1.0970E-01	 1.1235E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 1.1130E+07	 0.0000E+00
    1.6000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 4.3942E+06	 5.2207E+07	 2.4375E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.3646E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.3610E+08	-0.0000E+00	-0.0000E+00	-1.7326E+00	 1.2000E+01	 9.1092E-01	 0.0000E+00	-1.5032E-01	 0.0000E+00	 8.0523E-01	 0.0000E+00	 1.4051E-01	 1.2396E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 2.9723E+07	-0.0000E+00	-0.0000E+00	-2.8411E+00	 1.2000E+01	 9.9083E-01	 0.0000E+00	-1.4978E-01	 0.0000E+00	 8.0234E-01	 0.0000E+00	 1.4001E-01	 1.1212E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 2.0426E+07	 0.0000E+00
    1.6500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 4.3459E+06	 5.2215E+07	 2.5059E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.4087E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.4266E+08	-0.0000E+00	-0.0000E+00	-1.6839E+00	 1.2000E+01	 9.0243E-01	 0.0000E+00	-1.4891E-01	 0.0000E+00	 9.2772E-01	 0.0000E+00	 1.6189E-01	 1.1850E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 3.8767E+07	-0.0000E+00	-0.0000E+00	-2.7813E+00	 1.2000E+01	 9.8039E-01	 0.0000E+00	-1.4817E-01	 0.0000E+00	 9.8653E-01	 0.0000E+00	 1.7215E-01	 1.0917E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 2.9883E+07	 0.0000E+00
    1.7000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 4.2705E+06	 5.2228E+07	 2.5832E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.4814E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.5014E+08	-0.0000E+00	-0.0000E+00	-1.6329E+00	 1.2000E+01	 8.9353E-01	 0.0000E+00	-1.4747E-01	 0.0000E+00	 1.0415E+00	 0.0000E+00	 1.8175E-01	 1.1228E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 4.7617E+07	-0.0000E+00	-0.0000E+00	-2.7190E+00	 1.2000E+01	 9.6952E-01	 0.0000E+00	-1.4655E-01	 0.0000E+00	 1.1671E+00	 0.0000E+00	 2.0366E-01	 1.0543E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 3.9203E+07	 0.0000E+00
    1.7500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 4.2012E+06	 5.2240E+07	 2.6635E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.5491E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.5793E+08	-0.0000E+00	-0.0000E+00	-1.5793E+00	 1.2000E+01	 8.8418E-01	 0.0000E+00	-1.4599E-01	 0.0000E+00	 1.1446E+00	 0.0000E+00	 1.9974E-01	 1.0802E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 5.6136E+07	-0.0000E+00	-0.0000E+00	-2.6538E+00	 1.2000E+01	 9.5814E-01	 0.0000E+00	-1.4488E-01	 0.0000E+00	 1.3272E+00	 0.0000E+00	 2.3160E-01	 1.0338E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 4.8045E+07	 0.0000E+00
    1.8000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 4.1631E+06	 5.2247E+07	 2.7425E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.5858E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.6560E+08	-0.0000E+00	-0.0000E+00	-1.5229E+00	 1.2000E+01	 8.7433E-01	 0.0000E+00	-1.4444E-01	 0.0000E+00	 1.2350E+00	 0.0000E+00	 2.1550E-01	 1.0785E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 6.4200E+07	-0.0000E+00	-0.0000E+00	-2.5852E+00	 1.2000E+01	 9.4618E-01	 0.0000E+00	-1.4316E-01	 0.0000E+00	 1.4534E+00	 0.0000E+00	 2.5362E-01	 1.0497E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 5.6124E+07	 0.0000E+00
    1.8500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 4.1683E+06	 5.2246E+07	 2.8183E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.5788E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.7295E+08	-0.0000E+00	-0.0000E+00	-1.4633E+00	 1.2000E+01	 8.6394E-01	 0.0000E+00	-1.4282E-01	 0.0000E+00	 1.3105E+00	 0.0000E+00	 2.2869E-01	 1.1295E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 7.1704E+07	-0.0000E+00	-0.0000E+00	-2.5131E+00	 1.2000E+01	 9.3359E-01	 0.0000E+00	-1.4138E-01	 0.0000E+00	 1.5374E+00	 0.0000E+00	 2.6827E-01	 1.1127E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 6.3246E+07	 0.0000E+00
    1.9000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 4.2232E+06	 5.2236E+07	 2.8901E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.5212E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.7989E+08	-0.0000E+00	-0.0000E+00	-1.4005E+00	 1.2000E+01	 8.5298E-01	 0.0000E+00	-1.4111E-01	 0.0000E+00	 1.3694E+00	 0.0000E+00	 2.3897E-01	 1.2405E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 7.8560E+07	-0.0000E+00	-0.0000E+00	-2.4372E+00	 1.2000E+01	 9.2034E-01	 0.0000E+00	-1.3953E-01	 0.0000E+00	 1.5736E+00	 0.0000E+00	 2.7460E-01	 1.2292E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 6.9268E+07	 0.0000E+00
    1.9500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 4.3176E+06	 5.2220E+07	 2.9600E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.4227E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.8663E+08	-0.0000E+00	-0.0000E+00	-1.3343E+00	 1.2000E+01	 8.4142E-01	 0.0000E+00	-1.3932E-01	 0.0000E+00	 1.4098E+00	 0.0000E+00	 2.4601E-01	 1.4067E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 8.4701E+07	-0.0000E+00	-0.0000E+00	-2.3573E+00	 1.2000E+01	 9.0640E-01	 0.0000E+00	-1.3763E-01	 0.0000E+00	 1.5633E+00	 0.0000E+00	 2.7280E-01	 1.3946E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 7.4160E+07	 0.0000E+00
    2.0000	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 4.4252E+06	 5.2201E+07	 3.0335E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.3094E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 2.9370E+08	-0.0000E+00	-0.0000E+00	-1.2646E+00	 1.2000E+01	 8.2925E-01	 0.0000E+00	-1.3748E-01	 0.0000E+00	 1.4298E+00	 0.0000E+00	 2.4950E-01	 1.6113E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 9.0089E+07	-0.0000E+00	-0.0000E+00	-2.2735E+00	 1.2000E+01	 8.9178E-01	 0.0000E+00	-1.3568E-01	 0.0000E+00	 1.5142E+00	 0.0000E+00	 2.6422E-01	 1.5930E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 7.8008E+07	 0.0000E+00
    2.0500	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	 1.7450E-01	 0.0000E+00	 4.5180E+06	 5.2185E+07	 3.1159E+08	-0.0000E+00	 1.0000E+01	 1.2000E+01	 0.0000E+00	 0.0000E+00	-1.7450E-01	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.2096E+06	-0.0000E+00	 5.0880E+07	-0.0000E+00	 3.0164E+08	-0.0000E+00	-0.0000E+00	-1.1913E+00	 1.2000E+01	 8.1646E-01	 0.0000E+00	-1.3560E-01	 0.0000E+00	 1.4279E+00	 0.0000E+00	 2.4917E-01	 1.8356E+06	-0.0000E+00	 2.4788E+07	-0.0000E+00	 9.4702E+07	-0.0000E+00	-0.0000E+00	-2.1860E+00	 1.2000E+01	 8.7651E-01	 0.0000E+00	-1.3372E-01	 0.0000E+00	 1.4352E+00	 0.0000E+00	 2.5045E-01	 1.8070E+06	 0.0000E+00	 2.3483E+07	 0.0000E+00	 8.0935E+07	 0.0000E+00
