





     Time        HydroFxi        HydroFyi        HydroFzi        HydroMxi        HydroMyi        HydroMzi        M1N1FDxi        M1N1FDyi        M1N2FDxi        M1N2FDyi        M1N3FDxi        M1N3FDyi        M1N4FDxi        M1N4FDyi        M1N5FDxi        M1N5FDyi        M1N6FDxi        M1N6FDyi        M1N7FDxi        M1N7FDyi        M1N8FDxi        M1N8FDyi        M1N9FDxi        M1N9FDyi        M1N1FIxi        M1N1FIyi        M1N2FIxi        M1N2FIyi        M1N3FIxi        M1N3FIyi        M1N4FIxi        M1N4FIyi        M1N5FIxi        M1N5FIyi        M1N6FIxi        M1N6FIyi        M1N7FIxi        M1N7FIyi        M1N8FIxi        M1N8FIyi        M1N9FIxi        M1N9FIyi        J1FDzi          J1FIzi
   163.30   1.3849758e+06   3.0900923e+06   2.3987445e+07   1.8097817e+07  -7.2740363e+06   0.0000000e+00  -1.0472294e+03  -5.0682808e+03  -1.0307917e+03  -5.3502720e+03  -9.9827235e+02  -5.6366997e+03  -9.4654006e+02  -5.9254935e+03  -8.7206474e+02  -6.2142235e+03  -7.7089040e+02  -6.5001064e+03  -9.0613016e+02  -1.0188909e+04  -2.0499582e+02  -2.8970231e+03   0.0000000e+00   0.0000000e+00   8.5235814e+04   1.8691752e+05   9.5371569e+04   2.0632719e+05   1.0667482e+05   2.2793727e+05   1.1928822e+05   2.5201699e+05   1.3337308e+05   2.7887043e+05   1.4911193e+05   3.0884127e+05   2.5326806e+05   5.1909339e+05   7.5216468e+04   1.5331392e+05   0.0000000e+00   0.0000000e+00  -8.0672056e+03   1.2588398e+06
   163.40   1.3392394e+06   3.2046315e+06   2.3970602e+07   1.9473675e+07  -7.3571514e+06   0.0000000e+00  -8.3016141e+02  -4.3836333e+03  -7.8985120e+02  -4.5782790e+03  -7.3207020e+02  -4.7669536e+03  -6.5399750e+02  -4.9466544e+03  -5.5257204e+02  -5.1140526e+03  -4.2450404e+02  -5.2655539e+03  -3.5532741e+02  -8.5666690e+03  -1.8170216e+01  -9.4453326e+02   0.0000000e+00   0.0000000e+00   8.2792765e+04   1.9389154e+05   9.2235113e+04   2.1317619e+05   1.0274065e+05   2.3460231e+05   1.1443798e+05   2.5842974e+05   1.2747249e+05   2.8495199e+05   1.4200878e+05   3.1450079e+05   2.5532482e+05   5.5946786e+05   2.9616999e+04   6.4564758e+04   0.0000000e+00   0.0000000e+00  -1.2603477e+04   1.2465325e+06
   163.50   1.2804000e+06   3.2874416e+06   2.3948844e+07   2.0672043e+07  -7.3519361e+06   0.0000000e+00  -6.3827809e+02  -3.7319856e+03  -5.8057711e+02  -3.8508012e+03  -5.0535597e+02  -3.9559990e+03  -4.1034790e+02  -4.0442668e+03  -2.9323310e+02  -4.1121397e+03  -1.5167770e+02  -4.1561486e+03   9.2814003e+01  -6.5589938e+03   4.2131024e+00  -9.7343209e+01   0.0000000e+00   0.0000000e+00   7.9472798e+04   1.9907314e+05   8.8123374e+04   2.1803471e+05   9.7720990e+04   2.3905483e+05   1.0837864e+05   2.6238092e+05   1.2022407e+05   2.8829237e+05   1.3340190e+05   3.1710499e+05   2.3757502e+05   5.5910189e+05   3.7518336e+03   8.7871770e+03   0.0000000e+00   0.0000000e+00  -1.7849557e+04   1.2300213e+06
   163.60   1.2102912e+06   3.3402145e+06   2.3922491e+07   2.1691723e+07  -7.2638188e+06   0.0000000e+00  -4.7274771e+02  -3.1226931e+03  -4.0380001e+02  -3.1778795e+03  -3.1843732e+02  -3.2145057e+03  -2.1511945e+02  -3.2295205e+03  -9.2436893e+01  -3.2200158e+03   5.3394673e+01  -3.2225752e+03   3.5379047e+02  -4.4209121e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.5348249e+04   2.0249027e+05   8.3119361e+04   2.2093823e+05   9.1710956e+04   2.4133904e+05   1.0121907e+05   2.6392472e+05   1.1175226e+05   2.8895725e+05   1.2512510e+05   3.2104486e+05   1.9732078e+05   5.0207327e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.3646733e+04   1.2094646e+06
   163.70   1.1307448e+06   3.3648710e+06   2.3891866e+07   2.2532223e+07  -7.0985787e+06   0.0000000e+00  -3.3375879e+02  -2.5631204e+03  -2.5917696e+02  -2.5671135e+03  -1.7021689e+02  -2.5501528e+03  -6.6154336e+01  -2.5099476e+03   5.3465153e+01  -2.4447363e+03   2.2436859e+02  -2.5963831e+03   4.2476105e+02  -2.5966667e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.0499571e+04   2.0418848e+05   7.7315164e+04   2.2194198e+05   8.4815833e+04   2.4152125e+05   9.3079515e+04   2.6314015e+05   1.0219426e+05   2.8704010e+05   1.2547842e+05   3.5022440e+05   1.4596777e+05   4.0513424e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.9838911e+04   1.1850323e+06
   163.80   1.0435572e+06   3.3634911e+06   2.3857302e+07   2.3194307e+07  -6.8626968e+06   0.0000000e+00  -2.2061513e+02  -2.0586092e+03  -1.4532371e+02  -2.0236563e+03  -5.8371631e+01  -1.9676658e+03   4.0155064e+01  -1.8895130e+03   1.4986250e+02  -1.7890425e+03   3.7157762e+02  -2.0657074e+03   3.5904918e+02  -1.3018644e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.5014274e+04   2.0423010e+05   7.0810740e+04   2.2111992e+05   7.7149696e+04   2.3968870e+05   8.4090048e+04   2.6012963e+05   9.1698282e+04   2.8266071e+05   1.2809174e+05   3.9352418e+05   9.4780097e+04   2.9052589e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.6275568e+04   1.1569048e+06
   163.90   9.5046433e+05   3.3382558e+06   2.3819130e+07   2.3682119e+07  -6.5640633e+06   0.0000000e+00  -1.3185651e+02  -1.6125168e+03  -5.9975996e+01  -1.5502965e+03   2.0436204e+01  -1.4689540e+03   1.0860011e+02  -1.3688255e+03   2.0357495e+02  -1.2516544e+03   4.7402961e+02  -1.5350507e+03   2.3189708e+02  -5.3002819e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.8985773e+04   2.0269315e+05   6.3712619e+04   2.1856351e+05   6.8833933e+04   2.3594821e+05   7.4388903e+04   2.5501751e+05   8.0421653e+04   2.7596335e+05   1.2595468e+05   4.3323927e+05   5.1689236e+04   1.7810035e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.2814308e+04   1.1252715e+06
   164.00   8.5312466e+05   3.2913977e+06   2.3777679e+07   2.4001615e+07  -6.2111548e+06   0.0000000e+00  -6.5397890e+01  -1.2263191e+03  -1.7021080e-01  -1.1476143e+03   7.0330885e+01  -1.0533359e+03   1.4488508e+02  -9.4544494e+02   2.2258058e+02  -8.2764879e+02   5.1270566e+02  -1.0251346e+03   1.0961628e+02  -1.5721501e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.2512185e+04   1.9967009e+05   5.6132529e+04   2.1438031e+05   5.9995703e+04   2.3042455e+05   6.4120721e+04   2.4794813e+05   6.8528827e+04   2.6711469e+05   1.1507407e+05   4.5414422e+05   2.1381209e+04   8.4990491e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.9323001e+04   1.0903295e+06
   164.10   7.5310914e+05   3.2251640e+06   2.3733274e+07   2.4160342e+07  -5.8128510e+06   0.0000000e+00  -1.8679302e+01  -8.9976718e+02   3.7567443e+01  -8.1420009e+02   9.5995579e+01  -7.1783397e+02   1.5538920e+02  -6.1425095e+02   2.1587244e+02  -5.0882129e+02   4.8978679e+02  -5.9495370e+02   2.9574677e+01  -2.4657658e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.5695078e+04   1.9526646e+05   4.8185988e+04   2.0869242e+05   5.0766322e+04   2.2325864e+05   5.3434723e+04   2.3908385e+05   5.6189319e+04   2.5630148e+05   9.4840865e+04   4.4551502e+05   4.9330494e+03   2.3551982e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -5.5681472e+04   1.0522824e+06
   164.20   6.5189587e+05   3.1417895e+06   2.3686229e+07   2.4167207e+07  -5.3782674e+06   0.0000000e+00   1.1181384e+01  -6.3108853e+02   5.7035219e+01  -5.4692151e+02   1.0247068e+02  -4.5751239e+02   1.4702997e+02  -3.6780476e+02   1.9359531e+02  -2.8377907e+02   4.2768656e+02  -2.8272784e+02   2.3393686e-01  -8.8105916e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.8638186e+04   1.8959937e+05   3.9990842e+04   2.0163470e+05   4.1279623e+04   2.1460559e+05   4.2482852e+04   2.2860279e+05   4.3575590e+04   2.4372798e+05   6.7825545e+04   4.0228860e+05   2.9922534e+01   1.8374480e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -6.1782757e+04   1.0113391e+06
   164.30   5.5086499e+05   3.0434777e+06   2.3636851e+07   2.4033040e+07  -4.9165551e+06   0.0000000e+00   2.7240738e+01  -4.1721888e+02   6.2189405e+01  -3.4121914e+02   9.5025759e+01  -2.6581519e+02   1.2736733e+02  -1.9652314e+02   1.7574035e+02  -1.3993208e+02   3.5744222e+02  -8.3542206e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.1446114e+04   1.8279583e+05   3.1665797e+04   1.9335298e+05   3.1670283e+04   2.0463259e+05   3.1417875e+04   2.1669642e+05   3.1905076e+04   2.3810262e+05   3.9718893e+04   3.3189587e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -6.7533924e+04   9.6771235e+05
   164.40   4.5129941e+05   2.9323861e+06   2.3585434e+07   2.3767577e+07  -4.4367614e+06   0.0000000e+00   3.2596181e+01  -2.5405339e+02   5.7026345e+01  -1.9140677e+02   7.9221575e+01  -1.3478797e+02   1.0515585e+02  -8.8084138e+01   1.8218407e+02  -4.4913544e+01   3.0482432e+02   3.9104486e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.4223034e+04   1.7499107e+05   2.3328953e+04   1.8400206e+05   2.2072166e+04   1.9351666e+05   2.0391508e+04   2.0356702e+05   2.0236904e+04   2.4361859e+05   1.6372822e+04   2.5411574e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -7.2856488e+04   9.2161760e+05
   164.50   3.5437991e+05   2.8106127e+06   2.3532258e+07   2.3382615e+07  -3.9479941e+06   0.0000000e+00   3.0281126e+01  -1.3670139e+02   4.5595035e+01  -9.0910515e+01   6.1450272e+01  -5.4720332e+01   9.0731026e+01  -2.4679987e+01   2.1957191e+02   4.5372103e+01   2.5957403e+02   1.1720777e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.7071411e+04   1.6632671e+05   1.5096349e+04   1.7374367e+05   1.2616674e+04   1.8144237e+05   9.5525496e+03   1.8942508e+05   6.1397692e+03   2.4976353e+05   1.7433044e+02   1.8034840e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -7.7686457e+04   8.7327215e+05
   164.60   2.6118912e+05   2.6801821e+06   2.3477593e+07   2.2890625e+07  -3.4590672e+06   0.0000000e+00   2.3232870e+01  -5.9715771e+01   3.2442550e+01  -3.2127469e+01   4.9940473e+01  -1.1459560e+01   9.1683071e+01   1.9973471e+01   2.8140877e+02   1.6731422e+02   2.0822352e+02   1.5771722e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0090749e+04   1.5694891e+05   7.0805519e+03   1.6274436e+05   3.4311535e+03   1.6859941e+05  -9.5492932e+02   1.7448654e+05  -1.0819750e+04   2.4993928e+05  -8.6309100e+03   1.1765184e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -8.1974040e+04   8.2289387e+05
   164.70   1.7271861e+05   2.5430383e+06   2.3421690e+07   2.2304442e+07  -2.9783924e+06   0.0000000e+00   1.4567989e+01  -1.7128590e+01   2.4140029e+01  -3.8598726e+00   5.1346636e+01   1.8450339e+01   1.0461429e+02   7.0583747e+01   3.4794517e+02   3.3220617e+02   1.4967074e+02   1.5918074e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.3763891e+03   1.4700655e+05  -6.1070565e+02   1.5117342e+05  -5.3626501e+03   1.5518022e+05  -1.0993328e+04   1.5897012e+05  -2.9704562e+04   2.4111038e+05  -1.1252573e+04   6.9306253e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -8.5683056e+04   7.7070029e+05
   164.80   8.9874331e+04   2.4010446e+06   2.3364790e+07   2.1637096e+07  -2.5138923e+06   0.0000000e+00   9.4639712e+00  -6.6145670e-02   2.6653468e+01   1.6162994e+01   6.1531498e+01   5.7332149e+01   1.2011149e+02   1.3619164e+02   3.9908594e+02   5.2659575e+02   9.2070861e+01   1.2775402e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.9816309e+03   1.3664926e+05  -7.8758131e+03   1.3920070e+05  -1.3650048e+04   1.4137755e+05  -2.0433168e+04   1.4309451e+05  -4.8853741e+04   2.2302888e+05  -9.6814257e+03   3.5622133e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -8.8790120e+04   7.1690769e+05
   164.90   1.3479141e+04   2.2559840e+06   2.3307119e+07   2.0901662e+07  -2.0729254e+06   0.0000000e+00   1.2905287e+01   1.4574722e+01   3.4584967e+01   4.8272594e+01   7.2106206e+01   1.1109374e+02   1.3139531e+02   2.1453709e+02   4.2130013e+02   7.2466866e+02   4.5047802e+01   7.8916066e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -8.8996427e+03   1.2602563e+05  -1.4620488e+04   1.2699453e+05  -2.1324770e+04   1.2738208e+05  -2.9154630e+04   1.2707572e+05  -6.6438350e+04   1.9733844e+05  -6.1081676e+03   1.4870815e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -9.1283618e+04   6.6173024e+05
   165.00  -5.5728636e+04   2.1095606e+06   2.3248889e+07   2.0111123e+07  -1.6622058e+06   0.0000000e+00   1.8095319e+01   4.3738660e+01   4.1037656e+01   9.4730716e+01   7.8310160e+01   1.7646381e+02   1.3502800e+02   3.0001130e+02   4.0929355e+02   8.9927000e+02   1.4586039e+01   3.1935995e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.4301326e+04   1.1528140e+05  -2.0758880e+04   1.1471966e+05  -2.8290212e+04   1.1338010e+05  -3.7048972e+04   1.1112441e+05  -8.0872659e+04   1.6670674e+05  -2.4899498e+03   4.1867197e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -9.3162552e+04   6.0537926e+05
   165.10  -1.1709892e+05   1.9633973e+06   2.3190300e+07   1.9278257e+07  -1.2877153e+06   0.0000000e+00   2.0739523e+01   8.5928541e+01   4.3221779e+01   1.5155777e+02   7.8106613e+01   2.4842756e+02   1.2960895e+02   3.8690388e+02   3.6532794e+02   1.0291943e+03   1.3156794e+00   3.6274920e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.9118587e+04   1.0455766e+05  -2.6214561e+04   1.0253528e+05  -3.4460558e+04   9.9551254e+04  -4.4019782e+04   9.5443380e+04  -9.1061724e+04   1.3409247e+05  -2.8423364e+02   3.3351536e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -9.4435287e+04   5.4806256e+05
   165.20  -1.7006109e+05   1.8190282e+06   2.3131538e+07   1.8415327e+07  -9.5450591e+05   0.0000000e+00   1.9629986e+01   1.3714836e+02   4.0142695e+01   2.1438029e+02   7.0826468e+01   3.2231644e+02   1.1549208e+02   4.7238263e+02   2.9769853e+02   1.1047025e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.3292326e+04   9.3989212e+04  -3.0921392e+04   9.0593136e+04  -3.9761749e+04   8.6066404e+04  -5.0168961e+04   8.0443122e+04  -9.6650188e+04   1.0226234e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -9.5118252e+04   4.8998381e+05
   165.30  -2.1412666e+05   1.6778961e+06   2.3072780e+07   1.7534228e+07  -6.6720544e+05   0.0000000e+00   1.4392446e+01   1.9374119e+02   3.1596706e+01   2.7939161e+02   5.6582362e+01   3.9428837e+02   9.4758611e+01   5.6301497e+02   2.1953719e+02   1.1377455e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.6773091e+04   8.3703006e+04  -3.4824255e+04   7.9035752e+04  -4.4132313e+04   7.3085664e+04  -5.6339449e+04   6.6881281e+04  -9.8666168e+04   7.3478293e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -9.5234626e+04   4.3134202e+05
   165.40  -2.4890481e+05   1.5413420e+06   2.3014191e+07   1.6646459e+07  -4.2984675e+05   0.0000000e+00   5.0634795e+00   2.5262422e+02   1.7848462e+01   3.4351183e+02   3.5990546e+01   4.6142009e+02   6.5807877e+01   6.5464352e+02   1.3852911e+02   1.1363733e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.9521599e+04   7.3816707e+04  -3.7879639e+04   6.7994836e+04  -4.7524020e+04   6.0756553e+04  -6.2277838e+04   5.3980270e+04  -9.7859931e+04   4.8666334e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -9.4813067e+04   3.7233109e+05
   165.50  -2.7410540e+05   1.4105969e+06   2.2955926e+07   1.5762679e+07  -2.4545558e+05   0.0000000e+00  -8.0380026e+00   3.1131302e+02  -5.2026540e-01   4.0439316e+02   9.9993399e+00   5.2167552e+02   2.7886688e+01   7.4142997e+02   5.9834416e+01   1.1081424e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.1509128e+04   6.4437394e+04  -4.0056075e+04   5.7589808e+04  -4.9902373e+04   4.9212355e+04  -6.7536689e+04   4.1357481e+04  -9.4865903e+04   2.8022939e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -9.3886485e+04   3.1313949e+05
   165.60  -2.8954312e+05   1.2867692e+06   2.2898132e+07   1.4892639e+07  -1.1628943e+05   0.0000000e+00  -2.4386165e+01   3.6790030e+02  -2.2711415e+01   4.6037282e+02  -2.0237795e+01   5.7381930e+02  -1.8444996e+01   8.1868164e+02  -1.3090596e+01   1.0607141e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.2717775e+04   5.5660420e+04  -4.1334425e+04   4.7926517e+04  -5.1246915e+04   3.8570682e+04  -7.1721460e+04   2.9027188e+04  -9.0241105e+04   1.1357858e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -9.2490913e+04   2.5394989e+05
   165.70  -2.9514588e+05   1.1708258e+06   2.2840947e+07   1.4044922e+07  -4.3778394e+04   0.0000000e+00  -4.3308609e+01   4.2101209e+02  -4.7790128e+01   5.1039963e+02  -5.3462644e+01   6.1730184e+02  -7.1670436e+01   8.8334483e+02  -7.8235524e+01   1.0008421e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.3140572e+04   4.7568441e+04  -4.1708000e+04   3.9096159e+04  -5.1551370e+04   2.8932251e+04  -7.4527483e+04   1.7208287e+04  -8.4432823e+04  -1.7078163e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -9.0664475e+04   1.9493895e+05
   165.80  -2.9096593e+05   1.0635841e+06   2.2784503e+07   1.3226860e+07  -2.8392832e+04   0.0000000e+00  -6.4038725e+01   4.6975047e+02  -7.4750107e+01   5.5394680e+02  -8.8391130e+01   6.5213190e+02  -1.2972330e+02   9.3404838e+02  -1.3465065e+02   9.3392140e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.2781466e+04   4.0230626e+04  -4.1182530e+04   3.1174391e+04  -5.0823589e+04   2.0379901e+04  -7.5749094e+04   6.1977339e+03  -7.7776460e+04  -1.1613883e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -8.8446479e+04   1.3627718e+05
   165.90  -2.7718358e+05   9.6571043e+05   2.2728925e+07   1.2444634e+07  -6.9629982e+04   0.0000000e+00  -8.5761135e+01   5.1362880e+02  -1.0256671e+02   5.9091951e+02  -1.2377251e+02   6.7874831e+02  -1.9034493e+02   9.7086330e+02  -1.8205850e+02   8.6392262e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.1655159e+04   3.3702047e+04  -3.9775976e+04   2.4220663e+04  -4.9085327e+04   1.2977853e+04  -7.5272353e+04  -3.7060402e+03  -7.0511451e+04  -1.8787324e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -8.5876634e+04   7.8128788e+04
   166.00  -2.5410653e+05   8.7771508e+05   2.2674330e+07   1.1703309e+07  -1.6607621e+05   0.0000000e+00  -1.0765026e+02   5.5250479e+02  -1.3023874e+02   6.2156420e+02  -1.5843069e+02   6.9789970e+02  -2.5134301e+02   9.9493187e+02  -2.2052942e+02   7.9354700e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.9786810e+04   2.8023274e+04  -3.7518179e+04   1.8277771e+04  -4.6371841e+04   6.7712197e+03  -7.3059572e+04  -1.2244198e+04  -6.2806194e+04  -2.3607507e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -8.2994398e+04   2.0651639e+04
   166.10  -2.2216870e+05   7.9994510e+05   2.2620831e+07   1.1006830e+07  -3.1546096e+05   0.0000000e+00  -1.2890217e+02   5.8651529e+02  -1.5682012e+02   6.4638469e+02  -1.9129053e+02   7.1053928e+02  -3.1074244e+02   1.0080797e+03  -2.5024810e+02   7.2447805e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.7211614e+04   2.3220158e+04  -3.4450372e+04   1.3371635e+04  -4.2731324e+04   1.7857747e+03  -6.9131065e+04  -1.9214869e+04  -5.4785807e+04  -2.6397586e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -7.9838460e+04  -3.6002767e+04
   166.20  -1.8192802e+05   7.3257761e+05   2.2568537e+07   1.0358002e+07  -5.1470585e+05   0.0000000e+00  -1.4876021e+02   6.1601624e+02  -1.8144328e+02   6.6606897e+02  -2.2139295e+02   7.1773828e+02  -3.6684381e+02   1.0124793e+03  -2.7137494e+02   6.5765155e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.3974248e+04   1.9303815e+04  -3.0624547e+04   9.5113012e+03  -3.8224170e+04  -1.9720208e+03  -6.3547391e+04  -2.4475798e+04  -4.6558625e+04  -2.7432136e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -7.6446351e+04  -9.1689265e+04
   166.30  -1.3406222e+05   6.7561526e+05   2.2517550e+07   9.7585021e+06  -7.5997881e+05   0.0000000e+00  -1.6653494e+02   6.4152980e+02  -2.0333608e+02   6.8142853e+02  -2.4790331e+02   7.2062008e+02  -4.1821605e+02   1.0103962e+03  -2.8399511e+02   5.9350014e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.0128206e+04   1.6270804e+04  -2.6102682e+04   6.6891671e+03  -3.2922093e+04  -4.5147380e+03  -5.6393895e+04  -2.7938694e+04  -3.8238858e+04  -2.6953520e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -7.2854165e+04  -1.4626897e+05
   166.40  -7.9362441e+04   6.2888435e+05   2.2467967e+07   9.2088861e+06  -1.0467561e+06   0.0000000e+00  -1.8161925e+02   6.6369996e+02  -2.2183419e+02   6.9335104e+02  -2.7011677e+02   7.2031407e+02  -4.6365214e+02   1.0040220e+03  -2.8814409e+02   5.3215295e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.5735020e+04   1.4103503e+04  -2.0955856e+04   4.8814294e+03  -2.6907110e+04  -5.8734503e+03  -4.7768588e+04  -2.9559700e+04  -2.9963737e+04  -2.5191465e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -6.9096406e+04  -1.9960918e+05
