





     Time        HydroFxi        HydroFyi        HydroFzi        HydroMxi        HydroMyi        HydroMzi        M1N1FDxi        M1N1FDyi        M1N2FDxi        M1N2FDyi        M1N3FDxi        M1N3FDyi        M1N4FDxi        M1N4FDyi        M1N5FDxi        M1N5FDyi        M1N6FDxi        M1N6FDyi        M1N7FDxi        M1N7FDyi        M1N8FDxi        M1N8FDyi        M1N9FDxi        M1N9FDyi        M1N1FIxi        M1N1FIyi        M1N2FIxi        M1N2FIyi        M1N3FIxi        M1N3FIyi        M1N4FIxi        M1N4FIyi        M1N5FIxi        M1N5FIyi        M1N6FIxi        M1N6FIyi        M1N7FIxi        M1N7FIyi        M1N8FIxi        M1N8FIyi        M1N9FIxi        M1N9FIyi        J1FDzi          J1FIzi
     0.90   2.3336945e+05  -2.3488988e+06   2.3538082e+07  -1.7423126e+07  -2.0317523e+06   0.0000000e+00  -2.6855971e+03  -2.6268730e+03  -2.9053049e+03  -2.8336115e+03  -3.1386624e+03  -3.0524209e+03  -3.3855626e+03  -3.2830534e+03  -3.6456323e+03  -3.5249827e+03  -3.9271063e+03  -3.7859303e+03  -6.3073599e+03  -6.0577181e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6135214e+04  -1.2868335e+05   1.6458922e+04  -1.3704511e+05   1.6691708e+04  -1.4625271e+05   1.6814852e+04  -1.5640480e+05   1.6807103e+04  -1.6761164e+05   1.6679311e+04  -1.8040724e+05   2.3957656e+04  -2.8954187e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.0984243e+04   7.5042546e+05
     1.00   3.5695221e+05  -2.2445516e+06   2.3570930e+07  -1.6427288e+07  -3.0698630e+06   0.0000000e+00  -2.7384665e+03  -2.9099013e+03  -2.9660441e+03  -3.1478726e+03  -3.2087500e+03  -3.4020051e+03  -3.4667437e+03  -3.6726182e+03  -3.7399584e+03  -3.9598237e+03  -4.0280388e+03  -4.2634614e+03  -6.8727664e+03  -7.2725755e+03  -5.8314360e+01  -6.1698170e+01   0.0000000e+00   0.0000000e+00   2.2962820e+04  -1.2207493e+05   2.3454616e+04  -1.3027364e+05   2.3840177e+04  -1.3933216e+05   2.4096646e+04  -1.4935335e+05   2.4197957e+04  -1.6045247e+05   2.4114467e+04  -1.7275871e+05   3.6944176e+04  -2.9463413e+05   2.9502701e+02  -2.4955218e+03   0.0000000e+00   0.0000000e+00   4.2290622e+04   7.9196679e+05
     1.10   4.8029805e+05  -2.1256917e+06   2.3600740e+07  -1.5351528e+07  -4.0956773e+06   0.0000000e+00  -2.7720472e+03  -3.1865033e+03  -3.0063623e+03  -3.4564136e+03  -3.2573250e+03  -3.7469566e+03  -3.5253957e+03  -4.0591265e+03  -3.8108594e+03  -4.3938071e+03  -4.1137685e+03  -4.7517180e+03  -7.1791783e+03  -8.3149039e+03  -3.1479018e+02  -3.6510575e+02   0.0000000e+00   0.0000000e+00   2.9737567e+04  -1.1470223e+05   3.0406828e+04  -1.2265831e+05   3.0956634e+04  -1.3147867e+05   3.1360290e+04  -1.4126921e+05   3.1587242e+04  -1.5214892e+05   3.1602622e+04  -1.6425147e+05   4.9623027e+04  -2.8655788e+05   2.0525278e+03  -1.2542464e+04   0.0000000e+00   0.0000000e+00   3.4216123e+04   8.2985098e+05
     1.20   6.0300917e+05  -1.9924549e+06   2.3627524e+07  -1.4199729e+07  -5.1055620e+06   0.0000000e+00  -2.7849373e+03  -3.4520761e+03  -3.0245948e+03  -3.7540638e+03  -3.2824082e+03  -4.0814608e+03  -3.5591651e+03  -4.4360348e+03  -3.8555360e+03  -4.8195665e+03  -4.1720261e+03  -5.2338132e+03  -7.2841593e+03  -9.1844156e+03  -7.0170577e+02  -8.8714187e+02   0.0000000e+00   0.0000000e+00   3.6441507e+04  -1.0658918e+05   3.7298735e+04  -1.1422276e+05   3.8025729e+04  -1.2271529e+05   3.8592309e+04  -1.3217453e+05   3.8963838e+04  -1.4272183e+05   3.9100665e+04  -1.5449380e+05   6.1512386e+04  -2.6968193e+05   5.5912633e+03  -2.5930228e+04   0.0000000e+00   0.0000000e+00   2.6853411e+04   8.6399807e+05
     1.30   7.2465991e+05  -1.8451559e+06   2.3651299e+07  -1.2976635e+07  -6.0958233e+06   0.0000000e+00  -2.7760661e+03  -3.7019623e+03  -3.0194258e+03  -4.0355374e+03  -3.2823863e+03  -4.3995085e+03  -3.5660786e+03  -4.7965014e+03  -3.8715822e+03  -5.2293027e+03  -4.1998870e+03  -5.7008477e+03  -7.2437951e+03  -9.9005458e+03  -1.1444491e+03  -1.5700496e+03   0.0000000e+00   0.0000000e+00   4.3055774e+04  -9.7767087e+04   4.4112372e+04  -1.0499889e+05   4.5030710e+04  -1.1307437e+05   4.5777539e+04  -1.2210190e+05   4.6314597e+04  -1.3220375e+05   4.6597974e+04  -1.4351794e+05   7.2502637e+04  -2.4751986e+05   1.0799947e+04  -3.9027628e+04   0.0000000e+00   0.0000000e+00   2.0282678e+04   8.9434379e+05
     1.40   8.4479337e+05  -1.6842999e+06   2.3672083e+07  -1.1687622e+07  -7.0627263e+06   0.0000000e+00  -2.7447283e+03  -3.9315668e+03  -2.9899301e+03  -4.2955690e+03  -3.2560627e+03  -4.6950525e+03  -3.5446064e+03  -5.1335668e+03  -3.8570611e+03  -5.6149921e+03  -4.1949202e+03  -6.1435573e+03  -7.1049461e+03  -1.0491152e+04  -1.5792297e+03  -2.3426386e+03   0.0000000e+00   0.0000000e+00   4.9560507e+04  -8.8274589e+04   5.0828529e+04  -9.5026844e+04   5.1953295e+04  -1.0259754e+05   5.2898949e+04  -1.1109433e+05   5.3624128e+04  -1.2063900e+05   5.4081245e+04  -1.3136931e+05   8.2715445e+04  -2.2256652e+05   1.7312399e+04  -4.9370217e+04   0.0000000e+00   0.0000000e+00   1.4570356e+04   9.2083983e+05
     1.50   9.6291884e+05  -1.5105910e+06   2.3689895e+07  -1.0338653e+07  -8.0025074e+06   0.0000000e+00  -2.6906123e+03  -4.1364777e+03  -2.9356101e+03  -4.5290544e+03  -3.2027034e+03  -4.9621720e+03  -3.4937177e+03  -5.4403471e+03  -3.8105729e+03  -5.9686140e+03  -4.1552709e+03  -6.5525791e+03  -6.9039535e+03  -1.0986552e+04  -1.9553362e+03  -3.1280192e+03   0.0000000e+00   0.0000000e+00   5.5934801e+04  -7.8157475e+04   5.7426674e+04  -8.4354859e+04   5.8773562e+04  -9.1335525e+04   5.9937504e+04  -9.9205132e+04   6.0874611e+04  -1.0808349e+05   6.1534267e+04  -1.1810646e+05   9.2403313e+04  -1.9643541e+05   2.4608076e+04  -5.5531571e+04   0.0000000e+00   0.0000000e+00   9.7680478e+03   9.4345395e+05
     1.60   1.0785103e+06  -1.3249358e+06   2.3704755e+07  -8.9362274e+06  -8.9113896e+06   0.0000000e+00  -2.6138222e+03  -4.3125885e+03  -2.8564238e+03  -4.7311947e+03  -3.1220740e+03  -5.1952437e+03  -3.4129288e+03  -5.7102359e+03  -3.7313155e+03  -6.2823894e+03  -4.0797348e+03  -6.9187349e+03  -6.6666794e+03  -1.1414868e+04  -2.2360137e+03  -3.8504565e+03   0.0000000e+00   0.0000000e+00   6.2156677e+04  -6.7468475e+04   6.3884908e+04  -7.3039010e+04   6.5469874e+04  -7.9347957e+04   6.6872059e+04  -8.6497676e+04   6.8045661e+04  -9.4604532e+04   6.8937740e+04  -1.0380079e+05   1.0187616e+05  -1.7003108e+05   3.2086540e+04  -5.6954514e+04   0.0000000e+00   0.0000000e+00   5.9117042e+03   9.6217020e+05
     1.70   1.1910063e+06  -1.1284434e+06   2.3716683e+07  -7.4873319e+06  -9.7855992e+06   0.0000000e+00  -2.5148918e+03  -4.4562170e+03  -2.7528062e+03  -4.8976391e+03  -3.0144685e+03  -5.3891117e+03  -3.3023408e+03  -5.9371079e+03  -3.6191330e+03  -6.5490252e+03  -3.9678211e+03  -7.2333240e+03  -6.4095590e+03  -1.1798984e+04  -2.3982258e+03  -4.4409014e+03   0.0000000e+00   0.0000000e+00   6.8203088e+04  -5.6266931e+04   7.0179947e+04  -6.1142880e+04   7.2018850e+04  -6.6702974e+04   7.3679300e+04  -7.3044987e+04   7.5114242e+04  -8.0280373e+04   7.6269154e+04  -8.8536156e+04   1.1145316e+05  -1.4372641e+05   3.9117824e+04  -5.3771927e+04   0.0000000e+00   0.0000000e+00   3.0210784e+03   9.7698885e+05
     1.80   1.2998113e+06  -9.2241940e+05   2.3725699e+07  -5.9993881e+06  -1.0621382e+07   0.0000000e+00  -2.3947903e+03  -4.5642196e+03  -2.6256795e+03  -5.0246217e+03  -2.8807268e+03  -5.5392532e+03  -3.1626662e+03  -6.1155191e+03  -3.4745535e+03  -6.7619556e+03  -3.8198020e+03  -7.4884148e+03  -6.1411789e+03  -1.2154945e+04  -2.4317260e+03  -4.8412446e+03   0.0000000e+00   0.0000000e+00   7.4049945e+04  -4.4618399e+04   7.6287139e+04  -4.8737129e+04   7.8395359e+04  -5.3476774e+04   8.0333729e+04  -5.8929265e+04   8.2054625e+04  -6.5199718e+04   8.3502722e+04  -7.2408289e+04   1.2143444e+05  -1.1752120e+05   4.5074254e+04  -4.6640332e+04   0.0000000e+00   0.0000000e+00   1.0994603e+03   9.8792642e+05
     1.90   1.4042985e+06  -7.0835507e+05   2.3731822e+07  -4.4802042e+06  -1.1415020e+07   0.0000000e+00  -2.2549176e+03  -4.6340946e+03  -2.4764537e+03  -5.1090880e+03  -2.7222410e+03  -5.6419327e+03  -2.9952420e+03  -6.2408950e+03  -3.2988110e+03  -6.9155728e+03  -3.6367470e+03  -7.6771269e+03  -5.8638766e+03  -1.2491138e+04  -2.3378884e+03  -5.0077457e+03   0.0000000e+00   0.0000000e+00   7.9672173e+04  -3.2594167e+04   8.2180517e+04  -3.5898973e+04   8.4572569e+04  -3.9753046e+04   8.6807694e+04  -4.4241272e+04   8.8838403e+04  -4.9461046e+04   9.0609375e+04  -5.5524084e+04   1.3208369e+05  -9.1169454e+04   4.9352796e+04  -3.6598779e+04   0.0000000e+00   0.0000000e+00   1.3371091e+02   9.9501556e+05
     2.00   1.5038154e+06  -4.8791054e+05   2.3734883e+07  -2.9379294e+06  -1.2162849e+07   0.0000000e+00  -2.0970899e+03  -4.6640728e+03  -2.3070150e+03  -5.1488075e+03  -2.5409478e+03  -5.6943410e+03  -2.8020283e+03  -6.3097023e+03  -3.0938518e+03  -7.0054388e+03  -3.4205389e+03  -7.7938929e+03  -5.5749904e+03  -1.2807441e+04  -2.1286186e+03  -4.9142773e+03   0.0000000e+00   0.0000000e+00   8.5043805e+04  -2.0270704e+04   8.7832884e+04  -2.2711576e+04   9.0522027e+04  -2.5622311e+04   9.3071465e+04  -2.9079604e+04   9.5434564e+04  -3.3171822e+04   9.7556825e+04  -3.8000742e+04   1.4360980e+05  -6.4276277e+04   5.1399756e+04  -2.4952424e+04   0.0000000e+00   0.0000000e+00  -9.4597301e+01   9.9830484e+05
     2.10   1.5976900e+06  -2.6289300e+05   2.3733594e+07  -1.3810124e+06  -1.2861271e+07   0.0000000e+00  -1.9235146e+03  -4.6531914e+03  -2.1197018e+03  -5.1424663e+03  -2.3393073e+03  -5.6947125e+03  -2.5855911e+03  -6.3195966e+03  -2.8623233e+03  -7.0284704e+03  -3.1738704e+03  -7.8346902e+03  -5.2676436e+03  -1.3093598e+04  -1.8254265e+03  -4.5559174e+03   0.0000000e+00   0.0000000e+00   9.0138097e+04  -7.7290280e+03   9.3215934e+04  -9.2633600e+03   9.6213781e+04  -1.1181161e+04   9.9093360e+04  -1.3549867e+04   1.0180961e+05  -1.6447592e+04   1.0430969e+05  -1.9964767e+04   1.5613417e+05  -3.6378580e+04   5.0751223e+04  -1.3166866e+04   0.0000000e+00   0.0000000e+00  -9.3742989e+02   9.9785850e+05
     2.20   1.6852399e+06  -3.5229656e+04   2.3727826e+07   1.8183730e+05  -1.3506772e+07   0.0000000e+00  -1.7367529e+03  -4.6013483e+03  -1.9172676e+03  -5.0897377e+03  -2.1202667e+03  -5.6424160e+03  -2.3490673e+03  -6.2695397e+03  -2.6075419e+03  -6.9830905e+03  -2.9002182e+03  -7.7972338e+03  -4.9312624e+03  -1.3326543e+04  -1.4584430e+03  -3.9530011e+03   0.0000000e+00   0.0000000e+00   9.4927678e+04   4.9459787e+03   9.8300414e+04   4.3527495e+03   1.0161655e+05   3.4685770e+03   1.0483992e+05   2.2362546e+03   1.0792776e+05   5.8904481e+02   1.1082967e+05  -1.5508408e+03   1.6963049e+05  -7.0353854e+03   4.7102237e+04  -2.7483518e+03   0.0000000e+00   0.0000000e+00  -2.6029928e+03   9.9375609e+05
     2.30   1.7657823e+06   1.9306357e+05   2.3717746e+07   1.7416868e+06  -1.4095934e+07   0.0000000e+00  -1.5396723e+03  -4.5093331e+03  -1.7028312e+03  -4.9913269e+03  -1.8872085e+03  -5.5380167e+03  -2.0961133e+03  -6.1598820e+03  -2.3334423e+03  -6.8693372e+03  -2.6037935e+03  -7.6811211e+03  -4.5523143e+03  -1.3467047e+04  -1.0648946e+03  -3.1551082e+03   0.0000000e+00   0.0000000e+00   9.9384728e+04   1.7666322e+04   1.0305631e+05   1.8040159e+04   1.0669793e+05   1.8220760e+04   1.1027613e+05   1.8162012e+04   1.1375114e+05   1.7809560e+04   1.1707581e+05   1.7099420e+04   1.8382642e+05   2.4040365e+04   4.0415059e+04   4.9211688e+03   0.0000000e+00   0.0000000e+00  -5.0187542e+03   9.8609205e+05
     2.40   1.8386459e+06   4.1991702e+05   2.3703548e+07   3.2894186e+06  -1.4625451e+07   0.0000000e+00  -1.3353867e+03  -4.3788353e+03  -1.4798129e+03  -4.8489871e+03  -1.6438835e+03  -5.3833027e+03  -1.8308334e+03  -5.9924059e+03  -2.0445042e+03  -6.6889278e+03  -2.2894682e+03  -7.4879227e+03  -4.1159224e+03  -1.3456822e+04  -6.8640870e+02  -2.2437718e+03   0.0000000e+00   0.0000000e+00   1.0348118e+05   3.0341693e+04   1.0745307e+05   3.1699493e+04   1.1142462e+05   3.2965913e+04   1.1536569e+05   3.4106687e+04   1.1924013e+05   3.5080709e+04   1.2300485e+05   3.5838820e+04   1.9806161e+05   5.6776980e+04   3.1071730e+04   8.8244298e+03   0.0000000e+00   0.0000000e+00  -8.1003355e+03   9.7497525e+05
     2.50   1.9031833e+06   6.4324465e+05   2.3685448e+07   4.8157739e+06  -1.5092148e+07   0.0000000e+00  -1.1271867e+03  -4.2124259e+03  -1.2518581e+03  -4.6655047e+03  -1.3943277e+03  -5.1812776e+03  -1.5576914e+03  -5.7703256e+03  -1.7456569e+03  -6.4452716e+03  -1.9626751e+03  -7.2212119e+03  -3.6089738e+03  -1.3217780e+04  -3.6458137e+02  -1.3321772e+03   0.0000000e+00   0.0000000e+00   1.0718897e+05   4.2880313e+04   1.1145987e+05   4.5229528e+04   1.1576275e+05   4.7592277e+04   1.2007131e+05   4.9946753e+04   1.2435367e+05   5.2265828e+04   1.2857151e+05   5.4516021e+04   2.1110412e+05   9.0443067e+04   2.0068489e+04   8.6464321e+03   0.0000000e+00   0.0000000e+00  -1.1753213e+04   9.6052835e+05
     2.60   1.9587845e+06   8.6098279e+05   2.3663685e+07   6.3114023e+06  -1.5492999e+07   0.0000000e+00  -9.1845761e+02  -4.0135125e+03  -1.0227475e+03  -4.4446544e+03  -1.1427639e+03  -4.9361142e+03  -1.2814029e+03  -5.4982435e+03  -1.4421631e+03  -6.1434289e+03  -1.6292812e+03  -6.8865317e+03  -3.0250557e+03  -1.2655343e+04  -1.3454415e+02  -5.5999591e+02   0.0000000e+00   0.0000000e+00   1.1048027e+05   5.5189803e+04   1.1504589e+05   5.8528172e+04   1.1967815e+05   6.1986893e+04   1.2435508e+05   6.5557094e+04   1.2904966e+05   6.9226193e+04   1.3372903e+05   7.2977067e+04   2.2093661e+05   1.2324363e+05   9.2401659e+03   5.2145653e+03   0.0000000e+00   0.0000000e+00  -1.5874620e+04   9.4288719e+05
     2.70   2.0048903e+06   1.0711287e+06   2.3638517e+07   7.7669227e+06  -1.5825152e+07   0.0000000e+00  -7.1258909e+02  -3.7862695e+03  -7.9629571e+02  -4.1911216e+03  -8.9348818e+02  -4.6530716e+03  -1.0068090e+03  -5.1820605e+03  -1.1394793e+03  -5.7900168e+03  -1.2954353e+03  -6.4912948e+03  -2.3710398e+03  -1.1667332e+04  -1.6805498e+01  -8.1944590e+01   0.0000000e+00   0.0000000e+00   1.1332775e+05   6.7178089e+04   1.1818062e+05   7.1493472e+04   1.2313671e+05   7.6036733e+04   1.2817883e+05   8.0812264e+04   1.3328539e+05   8.5822431e+04   1.3842957e+05   9.1066956e+04   2.2453429e+05   1.5182909e+05   1.4921584e+03   1.0238847e+03   0.0000000e+00   0.0000000e+00  -2.0355611e+04   9.2220008e+05
     2.80   2.0410048e+06   1.2717785e+06   2.3610216e+07   9.1731201e+06  -1.6086068e+07   0.0000000e+00  -5.1287378e+02  -3.5355414e+03  -5.7623676e+02  -3.9103955e+03  -6.5074155e+02  -4.3383750e+03  -7.3873213e+02  -4.8288421e+03  -8.4309400e+02  -5.3930600e+03  -9.7224591e+02  -6.0742935e+03  -1.6778328e+03  -1.0178577e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1570494e+05   7.8754315e+04   1.2083420e+05   8.4024635e+04   1.2610475e+05   8.9629846e+04   1.3150460e+05   9.5587774e+04   1.3701802e+05   1.0191596e+05   1.4327515e+05   1.0913807e+05   2.1802360e+05   1.7105657e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.5083243e+04   8.9862702e+05
     2.90   2.0667078e+06   1.4611603e+06   2.3579069e+07   1.0520895e+07  -1.6273379e+07   0.0000000e+00  -3.2239726e+02  -3.2667227e+03  -3.6609863e+02  -3.6086320e+03  -4.1856662e+02  -3.9990602e+03  -4.8181350e+02  -4.4466420e+03  -5.5834389e+02  -4.9617901e+03  -6.8819102e+02  -5.8600117e+03  -1.0274736e+03  -8.3472748e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1758647e+05   8.9829756e+04   1.2297778e+05   9.6023059e+04   1.2854946e+05   1.0265651e+05   1.3429504e+05   1.0976139e+05   1.4020507e+05   1.1737046e+05   1.5369316e+05   1.3204532e+05   2.0072348e+05   1.7752165e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.9942837e+04   8.7233882e+05
